POA_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
POA3423,8,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,14,0,0,0,5,0,14,7,0,0,0,0,0,7,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,11,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,3,0,0,0
POA3424,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,30,0,0,0,0,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,8,0,0,0,0,0,0,0,30,7,0,0,7,0,35,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,16,0,0,0
POA3427,261,16,0,0,15,0,280,19,143,4,0,146,0,165,0,4,0,0,4,0,0,0,0,0,0,0,0,0,18,147,4,0,147,0,168,0,0,0,0,0,0,0,280,166,4,0,167,0,449,172,19,0,0,19,0,181,6,104,0,0,107,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,108,0,0,107,0,121,0,0,0,0,0,0,0,178,125,0,0,126,0,302,65,4,0,0,4,0,69,3,38,0,0,46,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,0,0,43,0,50,0,0,0,0,0,0,0,66,49,0,0,46,0,112,43,4,0,0,4,0,48,0,8,5,0,12,0,13,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,12,5,0,11,0,14,0,0,0,0,0,0,0,43,19,5,0,16,0,62,48,0,0,0
POA3428,8,5,0,0,5,0,9,0,4,0,0,4,0,11,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,9,0,0,9,0,7,0,0,0,0,0,0,0,10,13,0,0,13,0,19,15,0,0,0,0,0,15,0,14,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,17,0,0,0,0,0,0,0,15,15,0,0,15,0,31,7,0,0,0,0,0,7,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,7,4,0,0,4,0,16,10,0,0,0,0,0,10,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,10,3,0,0,3,0,11,18,0,0,0
POA3429,1562,57,0,0,57,4,1618,113,216,0,3,221,0,329,0,5,0,0,5,0,5,0,0,0,0,0,0,3,115,220,0,3,223,0,341,3,0,0,0,0,4,7,1679,276,0,3,279,6,1963,1628,53,0,0,54,0,1682,89,210,0,0,210,4,294,0,3,0,0,3,0,3,0,0,0,0,0,0,0,89,213,0,0,213,4,304,0,0,0,0,0,4,4,1716,265,3,0,266,9,1983,915,16,0,0,16,0,927,39,86,0,0,86,0,128,0,4,5,0,7,0,7,0,0,0,0,0,0,0,39,91,5,0,92,0,141,0,0,0,0,0,0,0,951,109,5,0,113,0,1066,622,11,0,0,11,0,642,17,57,5,0,58,0,75,0,0,3,0,5,0,5,0,0,0,0,0,0,0,17,58,5,0,61,0,79,0,0,0,0,0,0,0,644,73,5,0,78,0,715,784,11,0,0
POA3430,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,5,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,11,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,4,0,0,0
POA3431,176,0,0,0,0,0,176,3,6,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,14,0,0,0,0,0,0,0,184,6,0,0,6,0,190,228,3,0,0,3,6,229,7,9,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,9,0,14,0,0,0,0,0,0,0,229,10,0,0,10,6,240,164,0,0,0,0,0,166,0,7,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,7,0,8,0,0,0,0,0,0,0,164,10,0,0,10,0,172,92,0,0,0,0,0,92,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,92,0,4,0,0,0,98,152,0,0,0
POA3432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
POA3433,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0
POA3434,321,7,0,0,7,0,329,10,13,0,0,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,13,0,26,0,0,0,0,0,0,0,336,17,0,0,17,0,353,319,7,0,0,7,0,323,10,8,0,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,11,0,19,0,0,0,0,0,0,0,324,14,0,0,14,0,342,164,4,0,0,4,0,163,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,164,5,0,0,7,0,165,102,0,0,0,0,0,105,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,104,3,0,0,3,0,109,164,9,0,0
POA3435,140,3,0,0,3,0,146,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,145,9,0,0,9,0,151,161,3,0,0,3,0,166,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,164,10,0,0,10,0,174,78,0,0,0,0,0,82,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,77,5,0,0,5,0,83,68,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,69,78,0,0,0
POA3437,584,9,0,0,9,0,592,23,27,0,0,32,0,56,0,4,0,0,4,0,4,0,0,0,0,0,0,0,23,29,0,0,37,0,55,0,0,0,0,0,0,0,603,42,0,0,42,0,642,773,14,0,0,14,0,782,13,26,0,0,27,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,0,0,26,0,41,0,0,0,0,0,0,0,781,41,0,0,41,0,826,409,11,0,0,11,0,422,10,12,0,0,12,0,17,0,4,0,0,4,0,4,0,0,0,0,0,0,0,10,17,0,0,17,0,22,0,0,0,0,0,0,0,417,23,0,0,23,0,447,275,3,0,0,3,0,275,4,7,0,0,7,0,8,0,3,0,0,3,0,3,0,0,0,0,0,0,0,4,8,0,0,8,0,11,0,0,0,0,0,0,0,277,11,0,0,11,0,289,339,3,0,0
POA3438,107,0,0,0,0,0,107,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,0,112,4,0,0,4,0,115,146,0,0,0,0,0,147,5,9,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,9,0,16,0,0,0,0,0,0,0,154,13,0,0,13,0,166,81,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,3,0,0,3,0,84,64,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6,0,0,6,0,67,93,0,0,0
POA3440,81,8,0,0,8,0,85,4,5,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,7,0,0,0,0,0,0,0,83,6,0,0,6,0,97,128,5,0,0,5,0,134,3,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,9,0,0,0,0,0,0,0,131,12,0,0,12,0,143,89,0,0,0,0,0,91,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,93,5,0,0,5,0,96,52,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,51,63,0,0,0
POA3441,61,0,0,0,0,0,61,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,68,0,0,0,0,0,71,71,0,0,0,0,3,76,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,80,0,0,0,0,3,81,33,3,0,0,3,0,41,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,37,7,0,0,7,0,43,40,6,0,0,6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,6,0,0,6,0,40,35,3,0,0
POA3442,330,4,0,0,7,0,336,9,10,0,0,10,0,23,0,0,0,0,4,0,4,0,0,0,0,0,0,0,9,15,0,0,14,0,22,0,0,0,0,0,0,0,336,21,3,0,24,0,360,437,7,0,0,10,0,448,21,19,0,0,19,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0,0,18,0,41,6,0,0,0,0,0,6,462,29,3,0,29,0,495,295,6,0,0,7,0,299,5,9,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,9,0,14,0,0,0,0,0,0,0,303,17,0,0,17,0,316,162,3,0,0,3,0,167,5,9,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,9,0,11,0,0,0,0,0,0,0,165,9,0,0,9,0,172,247,0,0,0
POA3444,344,8,0,0,5,0,349,17,14,0,0,14,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,0,15,0,31,0,0,0,0,0,0,0,358,20,0,0,21,0,382,458,3,0,0,8,0,464,16,12,0,0,11,0,27,0,4,0,0,4,0,4,0,0,0,0,0,0,0,16,13,0,0,15,0,27,0,0,0,0,0,0,0,469,21,0,0,22,0,491,247,0,0,0,0,0,247,8,9,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,6,0,14,0,0,0,0,0,0,0,253,8,0,0,8,0,264,150,0,0,0,0,0,150,3,9,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,5,0,0,0,0,0,0,0,150,5,0,0,5,0,159,208,0,0,0
POA3446,44,0,0,0,0,0,44,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,47,5,0,0,5,0,49,53,3,0,0,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,59,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,20,0,0,0
POA3447,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,13,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,14,0,0,0
POA3448,42,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,42,34,0,0,0,0,0,34,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,34,3,0,0,3,0,35,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,26,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,22,0,0,0
POA3450,167,5,0,0,5,0,175,20,12,0,0,11,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,14,0,30,0,0,0,0,0,0,0,187,14,0,0,15,0,204,181,0,0,0,0,0,187,10,12,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,4,0,10,0,21,0,0,0,0,0,0,0,194,13,4,0,16,0,210,113,0,0,0,0,0,118,4,3,4,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,4,0,13,0,0,0,0,0,0,0,121,5,4,0,13,0,129,82,0,0,0,0,0,82,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,83,3,0,0,3,0,85,92,0,0,0
POA3451,201,5,0,0,5,0,209,3,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,8,0,0,0,0,0,3,6,205,14,0,0,14,7,225,237,12,0,0,12,0,243,9,12,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,12,0,20,0,0,0,0,0,0,0,239,21,0,0,21,0,264,118,5,0,0,5,0,120,4,8,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,8,0,6,0,0,0,0,0,0,0,121,11,0,0,11,0,127,96,0,0,0,0,0,97,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,5,0,0,0,0,0,0,0,95,8,0,0,8,0,97,110,0,0,0
POA3453,46,0,0,0,0,0,50,0,0,6,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,4,0,0,0,0,0,0,0,46,4,6,0,5,0,54,73,0,0,0,0,0,75,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,72,3,0,0,3,0,78,48,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,48,32,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,32,31,0,0,0
POA3458,73,6,0,0,6,0,73,3,6,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,13,0,0,0,0,0,0,0,79,12,0,0,12,0,89,74,3,0,0,3,0,77,6,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,0,8,0,0,0,0,0,3,3,80,9,0,0,9,3,87,36,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,36,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,23,0,0,0
POA3460,55,0,0,0,0,0,55,7,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,5,0,10,0,0,0,0,0,0,0,59,5,0,0,5,0,67,58,0,0,0,0,0,59,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,64,5,0,0,5,0,62,34,0,0,0,0,0,34,0,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,0,0,0,0,0,33,5,0,0,5,0,40,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,28,0,0,0
