POA_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
POA4506,10797,..,..,..,..,10797,..,35,0,35,0,35,..,10,3,12,0,12,..,10,0,10,0,10,..,11,5,12,0,12,..,44,50,92,0,95,..,0,0,0,0,0,..,51,53,101,0,106,..,9,0,9,0,9,..,17,0,17,0,17,..,24,0,24,0,24,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,27,0,27,0,27,..,5,0,5,0,5,..,25,5,28,0,28,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,62,5,68,0,68,..,25,0,23,0,23,..,5,5,9,0,9,..,3,0,3,0,3,..,23,32,51,0,51,..,0,0,0,0,0,..,5,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,3,0,3,..,52,8,65,5,63,..,4,0,3,0,3,..,19
POA4507,8924,..,..,..,..,8924,..,9,0,9,0,9,..,0,0,0,0,0,..,4,0,3,0,3,..,4,6,5,0,5,..,12,16,30,0,25,..,0,0,0,0,0,..,13,16,32,0,35,..,3,0,3,0,3,..,18,0,18,0,17,..,31,0,31,0,31,..,12,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,4,0,4,..,20,0,20,0,20,..,15,0,15,0,15,..,5,0,5,0,5,..,0,0,3,0,3,..,6,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,11,0,18,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,5,0,5,..,3
POA4508,8270,..,..,..,..,8270,..,17,0,18,0,18,..,8,0,3,0,3,..,8,0,8,0,8,..,9,4,16,0,16,..,14,3,20,0,20,..,0,0,0,0,0,..,27,5,33,0,33,..,0,0,0,0,0,..,14,0,14,0,14,..,17,0,17,3,22,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,34,0,42,0,37,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,14,0,14,..,3,0,3,0,3,..,56,0,62,0,64,..,4,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,7,..,8,0,8,0,8,..,12,6,16,0,16,..,121,23,149,5,146,..,10,0,10,0,10,..,20
POA4509,13891,..,..,..,..,13891,..,225,0,229,4,229,..,61,6,68,0,67,..,3,0,3,0,3,..,47,11,52,3,53,..,217,45,264,0,268,..,11,0,15,0,15,..,267,57,327,7,329,..,9,0,9,0,9,..,36,0,35,0,35,..,34,3,39,0,38,..,11,0,17,0,15,..,42,0,39,0,39,..,108,9,120,0,124,..,233,3,236,0,236,..,101,15,114,0,112,..,447,29,476,5,483,..,48,3,52,0,52,..,62,5,61,0,61,..,34,0,39,0,41,..,1074,60,1136,12,1144,..,46,9,51,0,51,..,36,0,38,0,38,..,6,0,6,0,6,..,148,42,184,0,186,..,7,0,12,0,12,..,167,6,173,4,181,..,62,6,68,0,64,..,14,0,14,0,14,..,76,3,79,0,78,..,39,4,45,0,45,..,119,7,126,0,132,..,12,0,12,0,12,..,106
POA4510,23482,..,..,..,..,23482,..,50,0,50,0,50,..,10,10,20,0,20,..,16,0,16,0,16,..,24,10,30,0,30,..,71,109,179,0,183,..,4,3,3,0,3,..,92,121,212,0,217,..,6,0,12,0,12,..,39,4,42,3,40,..,56,0,56,0,57,..,11,5,13,0,13,..,3,0,9,0,9,..,5,0,5,0,5,..,42,0,47,0,47,..,27,9,36,0,36,..,41,4,44,0,42,..,11,0,8,0,8,..,12,0,15,0,15,..,8,0,8,0,8,..,147,14,162,0,162,..,41,3,45,0,46,..,17,10,27,0,27,..,10,0,11,0,11,..,31,43,68,0,68,..,0,0,0,0,0,..,71,7,77,0,78,..,16,3,16,0,16,..,16,0,16,0,15,..,12,0,12,0,12,..,8,0,7,0,7,..,121,12,135,0,136,..,10,0,10,0,10,..,78
POA4511,4430,..,..,..,..,4430,..,6,0,6,0,6,..,0,0,4,0,4,..,10,4,11,0,11,..,0,3,3,0,3,..,5,0,5,0,5,..,6,0,6,0,6,..,10,3,16,0,13,..,3,0,3,0,3,..,9,0,6,0,6,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,8,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4
POA4512,1662,..,..,..,..,1662,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,6,0,6,..,0,0,0,0,0,..,0,5,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0
POA4514,3258,..,..,..,..,3258,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3
POA4515,1676,..,..,..,..,1676,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,8,3,0,3,..,0,0,0,0,0,..,0,4,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,4,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,140
POA4516,2013,..,..,..,..,2013,..,7,0,7,0,7,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,5,0,9,0,9,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0
POA4517,387,..,..,..,..,387,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA4518,2531,..,..,..,..,2531,..,9,0,9,0,9,..,0,0,6,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,4,11,0,11,..,16,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,3,0,3,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA4519,4159,..,..,..,..,4159,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,7,0,13,..,0,0,0,0,0,..,5,3,10,0,11,..,0,0,0,0,0,..,9,0,9,0,9,..,15,0,15,0,15,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,5,0,5,..,4,0,4,0,4,..,22,0,22,3,24,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,31,0,33,3,34,..,10,0,10,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4
POA4520,6453,..,..,..,..,6453,..,35,0,35,0,33,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,13,0,13,..,0,0,0,0,0,..,16,0,17,0,17,..,0,0,0,0,0,..,18,0,18,0,18,..,38,0,38,0,38,..,0,0,3,0,3,..,5,0,5,0,6,..,0,0,0,0,0,..,13,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,23,0,26,0,24,..,20,0,17,0,17,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,6,0,8,0,8,..,9,0,9,0,9,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA4521,2324,..,..,..,..,2324,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,9,0,9,..,10,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA4550,2240,..,..,..,..,2240,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,15,0,15,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA4551,28968,..,..,..,..,28968,..,76,3,82,0,83,..,18,0,23,0,23,..,5,0,5,0,5,..,25,8,39,0,39,..,58,7,61,0,64,..,0,0,0,0,0,..,86,16,102,0,104,..,12,0,12,0,12,..,52,3,53,0,57,..,110,8,112,0,117,..,29,0,25,0,25,..,6,0,6,0,6,..,19,0,19,0,19,..,53,0,53,0,53,..,106,4,107,0,110,..,110,10,119,0,119,..,6,0,6,0,8,..,8,0,8,0,8,..,5,0,5,0,5,..,317,14,327,0,334,..,84,5,87,3,93,..,35,0,40,0,40,..,3,0,3,0,3,..,28,0,24,0,24,..,4,0,4,0,4,..,172,15,189,0,185,..,9,5,13,0,13,..,26,8,30,0,30,..,64,5,72,4,78,..,26,0,28,0,28,..,7,0,7,0,7,..,6,0,6,0,6,..,38
POA4552,3881,..,..,..,..,3881,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,19,0,19,0,19,..,27,0,27,0,33,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,9,0,9,..,6,0,6,0,7,..,7,0,9,0,9,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0
POA4553,4593,..,..,..,..,4593,..,35,0,35,0,35,..,3,0,3,0,3,..,0,0,0,0,0,..,0,3,3,0,3,..,15,4,17,0,17,..,0,0,0,0,0,..,18,5,24,0,24,..,0,0,0,0,0,..,4,0,10,0,10,..,16,0,16,0,17,..,0,0,0,0,3,..,5,0,5,0,5,..,20,0,20,0,21,..,10,3,11,0,11,..,10,0,16,0,16,..,24,5,34,3,40,..,10,0,10,0,10,..,5,0,8,0,8,..,5,0,5,0,5,..,90,7,103,3,105,..,4,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,10,6,17,0,17,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,12,0,12,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,3
POA4554,881,..,..,..,..,881,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA4555,3389,..,..,..,..,3389,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,10,0,10,0,10,..,14,0,14,0,14,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA4556,19565,..,..,..,..,19565,..,124,0,124,0,127,..,20,0,20,0,23,..,7,0,7,0,7,..,22,0,27,0,28,..,87,26,112,0,116,..,3,0,3,0,3,..,116,27,143,0,146,..,12,0,12,0,12,..,66,0,66,0,66,..,80,3,87,0,83,..,26,3,27,0,27,..,7,0,7,0,7,..,22,0,21,0,21,..,31,0,31,0,31,..,90,5,95,4,98,..,70,8,81,0,80,..,18,0,18,0,18,..,15,0,14,0,20,..,0,0,0,0,6,..,259,14,269,6,276,..,47,3,51,0,53,..,25,0,29,0,31,..,0,0,0,0,0,..,49,17,64,0,65,..,0,0,0,0,0,..,24,4,31,0,31,..,29,0,29,0,29,..,18,0,18,0,18,..,41,0,41,0,42,..,15,10,19,0,23,..,4,0,4,0,4,..,4,0,4,0,4,..,16
POA4557,8443,..,..,..,..,8443,..,33,0,33,0,33,..,9,0,9,0,9,..,6,0,6,0,6,..,20,7,20,0,18,..,43,7,54,3,56,..,0,0,0,0,0,..,61,13,75,4,81,..,5,0,10,0,10,..,13,0,13,0,13,..,20,0,20,0,19,..,8,0,7,0,7,..,0,0,0,0,0,..,45,0,49,0,51,..,34,0,36,0,36,..,27,0,28,0,28,..,49,3,53,3,52,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,169,11,176,4,180,..,37,3,39,4,43,..,10,0,12,0,12,..,0,0,0,0,0,..,30,0,34,0,34,..,0,0,0,0,0,..,8,0,12,0,12,..,5,0,3,0,3,..,6,0,6,0,6,..,66,0,72,0,72,..,4,0,4,0,4,..,3,7,3,0,6,..,0,0,6,0,6,..,7
POA4558,8980,..,..,..,..,8980,..,24,0,24,0,24,..,9,0,9,0,9,..,6,0,6,0,6,..,5,0,11,0,11,..,53,9,63,0,63,..,0,0,0,0,0,..,59,12,70,0,70,..,4,0,4,0,4,..,28,0,28,0,28,..,38,4,41,0,45,..,11,0,12,0,12,..,8,0,8,0,8,..,52,0,53,0,55,..,14,0,14,0,14,..,101,4,105,0,105,..,74,7,82,0,79,..,15,0,15,0,15,..,18,0,18,0,18,..,0,0,3,0,3,..,287,14,295,0,297,..,30,0,32,0,32,..,12,5,19,0,19,..,0,0,0,0,0,..,41,7,48,0,48,..,0,0,0,0,0,..,21,0,25,0,26,..,7,0,7,0,8,..,11,0,16,0,16,..,78,5,91,0,91,..,3,0,3,0,3,..,6,3,5,0,5,..,0,0,0,0,0,..,14
POA4559,3430,..,..,..,..,3430,..,24,0,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,12,0,12,..,0,0,0,0,0,..,9,3,13,0,13,..,0,0,0,0,0,..,5,0,5,0,10,..,14,0,18,0,18,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,12,3,12,0,12,..,3,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3
