POA_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
POA4013,0,0,81,3,10,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,19,0,0,0,0,0,0,0,85,10,0,0,10,0,94,47,0,0,0,0,0,45,0,6,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,11,0,0,0,0,0,0,0,49,7,0,0,8,0,58,10,0,0,0,0,0,10,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,10,3,0,0,3,0,13,642,10,0,0,10,0,654,37,127,4,0,128,0,164,0,3,11,0,17,0,17,0,0,0,0,0,0,0,37,130,10,0,141,0,183,0,4,0,0,4,0,4,680,146,10,0,157,0,836
POA4014,6,0,207,12,32,0,0,32,0,40,0,3,4,0,6,0,6,0,0,0,0,0,0,0,12,35,4,0,36,0,46,0,0,0,0,0,0,0,210,40,4,0,39,0,250,65,3,0,0,3,0,71,3,19,0,0,22,0,27,0,4,0,0,6,0,6,0,0,0,0,0,0,0,3,22,3,0,25,0,34,0,0,0,0,0,0,0,70,25,3,0,37,0,96,31,0,0,0,0,0,31,0,5,0,0,5,0,5,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,5,3,0,11,0,11,0,0,0,0,0,0,0,31,5,3,0,11,0,36,1998,56,0,0,56,3,2053,117,336,7,0,343,0,458,4,28,20,0,53,0,56,0,0,0,0,0,0,0,115,363,32,0,392,0,512,0,0,0,0,0,0,0,2114,415,32,0,447,0,2566
POA4017,8,0,837,23,98,0,0,100,0,127,4,0,10,0,10,0,14,0,0,0,0,0,0,0,29,98,13,0,114,0,141,0,0,0,0,0,0,0,863,104,13,0,117,0,982,299,0,0,0,0,0,301,20,54,7,0,59,0,74,0,4,3,0,7,0,9,0,0,0,0,0,0,0,18,63,11,0,72,0,86,0,0,0,0,0,0,0,324,60,11,0,71,0,391,121,0,0,0,0,0,121,8,29,0,0,29,0,37,0,0,4,0,3,0,3,0,0,0,0,0,0,0,8,32,4,0,36,0,45,0,0,0,0,0,0,0,133,32,4,0,36,0,163,5710,99,0,0,99,0,5813,288,901,22,0,928,0,1211,11,30,46,0,81,0,92,0,0,0,0,0,0,0,297,933,77,0,1011,0,1303,9,0,0,0,0,0,9,6012,1034,77,0,1108,0,7126
POA4018,0,0,91,11,88,4,0,92,0,101,0,8,9,0,11,0,11,0,0,0,0,0,0,0,11,96,6,0,107,0,111,0,0,0,0,0,0,0,101,99,6,0,101,0,204,18,0,0,0,0,0,24,0,45,5,0,48,0,49,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,54,5,0,52,0,57,0,0,0,0,0,0,0,27,54,5,0,51,0,78,12,0,0,0,0,0,12,0,23,0,0,24,0,25,0,0,4,0,10,0,10,0,0,0,0,0,0,0,0,22,10,0,29,0,32,0,0,0,0,0,0,0,15,22,10,0,29,0,48,876,43,3,0,48,0,925,118,1179,27,0,1209,0,1330,0,57,33,0,92,0,92,0,0,0,3,3,0,3,118,1236,66,3,1300,0,1424,0,0,0,0,0,0,0,1005,1276,63,3,1344,0,2350
POA4019,7,0,264,5,10,0,0,10,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,10,0,0,10,0,20,0,0,0,0,0,0,0,266,21,0,0,20,0,284,87,0,0,0,0,0,87,3,7,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,11,0,0,0,0,0,0,0,88,12,0,0,12,0,97,35,0,0,0,0,0,35,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,35,7,0,0,7,0,41,2056,90,0,0,90,5,2149,118,128,0,6,132,0,248,11,4,0,0,6,0,16,0,0,0,0,0,0,0,129,133,3,6,142,0,263,0,0,7,0,7,5,12,2184,225,7,6,234,9,2427
POA4020,9,0,429,18,31,0,0,35,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,34,0,0,34,0,54,0,0,0,0,0,0,0,438,43,0,0,42,0,480,136,0,0,0,0,0,144,6,9,0,0,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,10,0,15,0,0,0,0,0,0,0,148,10,0,0,12,0,160,48,0,0,0,0,0,48,4,6,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,12,0,13,0,0,0,0,0,0,0,47,11,0,0,12,0,57,2609,71,0,0,71,10,2683,149,277,12,0,286,0,435,4,12,3,0,14,0,14,5,0,0,0,0,0,5,153,283,14,0,298,0,458,4,0,0,0,0,0,4,2775,352,14,0,370,10,3142
POA4021,4,0,162,6,18,0,0,18,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,0,21,0,23,0,0,0,0,0,0,0,165,21,0,0,21,0,185,42,0,0,0,0,0,46,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,42,5,0,0,5,0,50,15,0,0,0,0,0,15,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,16,1098,42,0,0,42,5,1144,72,83,3,0,88,3,158,0,4,0,0,4,0,5,0,0,0,0,0,0,0,68,92,3,0,93,3,165,0,0,0,0,0,0,0,1172,133,3,0,138,3,1317
POA4022,5,0,110,6,23,0,0,22,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,0,0,22,0,27,0,0,0,0,0,0,0,112,30,0,0,27,0,139,44,0,0,0,0,0,45,0,4,0,0,4,0,10,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,7,0,0,15,0,11,0,0,0,0,0,0,0,45,10,0,0,9,0,59,18,0,0,0,0,0,18,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,18,3,0,0,3,0,23,863,33,0,0,33,9,906,27,138,3,0,146,0,179,0,3,4,0,8,0,8,0,0,0,0,0,0,0,27,149,14,0,157,0,185,0,0,0,0,0,0,0,891,183,14,0,194,9,1094
POA4025,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9
POA4030,7,0,316,13,21,0,0,24,0,39,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,25,0,0,26,0,39,0,0,0,0,0,0,0,323,31,0,0,27,0,353,145,3,0,0,3,0,146,8,10,0,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,9,0,17,0,0,0,0,0,0,0,154,10,0,0,13,0,165,53,0,0,0,0,0,56,4,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,5,0,0,0,0,0,0,0,54,6,0,0,6,0,66,2214,68,0,0,68,4,2285,144,316,9,0,319,0,465,0,18,0,0,18,3,22,0,0,0,0,0,0,0,144,336,9,0,340,3,491,6,0,0,0,0,0,4,2360,404,9,0,409,9,2771
POA4031,3,0,321,13,27,0,0,27,0,43,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,30,0,0,30,0,41,0,0,0,0,0,0,0,332,33,0,0,33,0,368,167,6,0,0,6,0,175,3,11,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,12,0,14,0,0,0,0,0,0,0,172,16,0,0,16,0,189,50,0,0,0,0,0,50,6,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,4,0,0,0,0,0,0,0,53,3,0,0,3,0,58,2227,53,0,0,53,0,2282,110,261,14,0,272,0,377,3,25,8,0,25,0,32,0,0,0,0,0,0,0,110,284,16,0,298,0,415,0,0,0,0,0,5,5,2336,342,16,0,355,5,2698
POA4032,8,0,172,7,65,0,0,63,0,72,0,13,8,0,14,0,14,0,0,0,0,0,0,0,7,72,4,0,77,0,86,0,0,0,0,0,0,0,175,79,4,0,85,0,259,62,4,0,0,4,0,66,4,29,0,0,33,0,35,0,0,4,0,6,0,6,0,0,0,0,0,0,0,4,32,8,0,38,0,42,0,0,0,0,0,0,0,69,30,8,0,37,0,108,26,0,0,0,0,0,26,0,23,0,0,30,0,30,0,4,0,0,4,0,6,0,0,0,0,0,0,0,0,25,0,0,27,0,33,0,0,0,0,0,0,0,33,25,0,0,27,0,56,1294,48,0,0,48,0,1343,122,678,23,0,696,0,824,4,49,37,0,80,0,87,0,0,0,0,0,0,0,123,724,56,0,782,0,906,0,3,0,0,3,5,4,1424,774,56,0,834,5,2255
POA4034,13,0,718,40,166,10,0,175,0,214,0,7,6,0,16,0,14,0,0,0,0,0,0,0,40,175,19,0,194,0,234,0,0,0,0,0,0,0,743,185,19,0,205,0,949,272,6,0,0,6,0,273,18,114,0,0,118,0,133,3,3,9,0,15,0,18,0,0,0,0,0,0,0,18,121,14,0,128,0,150,0,0,0,0,0,0,0,288,126,14,0,134,0,423,106,4,0,0,4,0,112,10,45,5,0,51,0,62,0,5,6,0,9,0,9,0,0,0,0,0,0,0,10,48,11,0,61,0,70,0,0,0,0,0,0,0,110,55,11,0,69,0,180,5175,210,0,0,210,3,5387,415,1727,56,4,1786,6,2207,4,100,62,0,172,0,175,0,3,0,0,3,0,3,420,1838,122,4,1959,6,2379,7,3,0,0,3,0,9,5601,2046,122,4,2173,7,7779
POA4035,15,0,778,18,123,0,0,126,0,140,0,4,0,0,0,0,3,0,0,0,0,0,0,0,13,128,0,0,134,0,149,0,0,0,0,0,0,0,780,143,5,0,149,0,928,410,7,0,0,9,0,423,9,80,0,0,80,0,87,0,6,4,0,8,0,7,0,0,0,0,0,0,0,4,86,4,0,89,0,94,0,0,0,0,0,0,0,417,93,6,0,100,0,516,172,6,0,0,6,0,176,10,46,0,0,44,0,57,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,44,5,0,49,0,57,0,0,0,0,0,0,0,181,49,5,0,53,0,236,4736,120,0,0,123,0,4862,211,1074,20,0,1095,0,1309,0,19,13,0,32,0,36,0,0,0,0,0,0,0,221,1099,37,0,1133,0,1348,9,0,0,0,0,0,8,4962,1220,35,0,1256,0,6214
POA4036,0,0,119,6,29,0,0,26,0,37,0,0,5,0,3,0,3,0,0,0,0,0,0,0,6,26,3,0,31,0,43,0,0,0,0,0,0,0,126,32,3,0,34,0,157,21,0,0,0,0,0,21,5,13,3,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,3,0,21,0,22,0,0,0,0,0,0,0,26,14,3,0,21,0,40,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,957,27,0,0,27,0,987,55,243,10,0,255,0,310,0,14,15,0,31,0,31,0,0,0,0,0,0,0,55,259,26,0,281,0,339,0,0,0,0,0,0,0,1013,286,26,0,310,0,1325
POA4037,6,0,309,0,15,0,0,15,0,25,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,20,0,0,17,0,23,0,0,0,0,0,0,0,308,27,0,0,31,0,337,132,0,0,0,0,0,136,0,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,12,0,0,0,0,0,0,0,137,9,0,0,9,0,142,53,0,0,0,0,0,53,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,58,3,0,0,3,0,59,1830,33,0,0,33,0,1864,54,101,0,0,101,0,156,0,6,0,0,4,0,3,0,0,0,0,0,0,0,53,103,0,0,102,0,159,0,0,0,0,0,0,0,1883,144,0,0,145,0,2027
POA4051,14,0,744,14,36,0,0,39,0,51,0,4,3,0,4,0,4,0,0,0,0,0,0,0,14,38,9,0,45,0,56,0,0,0,0,0,0,0,752,50,9,0,54,0,802,355,6,0,0,6,0,362,12,23,0,0,23,0,34,0,0,5,0,5,0,3,0,0,0,0,0,0,0,10,23,5,0,28,0,35,0,0,0,0,0,0,0,369,31,5,0,33,0,402,125,0,0,0,0,0,124,3,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,6,0,0,0,0,0,0,0,129,8,0,0,12,0,140,4893,117,3,0,124,0,5016,222,484,0,0,490,0,712,3,15,10,0,31,0,37,0,0,0,0,0,0,0,227,502,17,0,517,0,746,0,3,0,0,3,0,4,5122,619,19,0,643,0,5773
POA4053,16,0,918,31,87,6,0,90,0,122,3,5,19,0,18,0,18,0,0,0,0,0,0,0,31,94,24,0,110,0,146,0,0,0,0,0,0,0,927,108,24,0,130,0,1061,415,7,0,0,7,0,417,18,60,0,0,60,0,81,3,3,4,0,9,0,9,0,0,0,0,0,0,0,23,65,10,0,70,0,90,0,0,0,0,0,0,0,440,68,10,0,73,0,510,158,3,0,0,3,0,160,9,25,4,0,28,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,5,0,27,0,40,0,0,0,0,0,0,0,163,28,5,0,34,0,198,7213,212,0,0,212,4,7433,409,1013,44,0,1059,0,1469,8,27,48,0,82,0,88,0,3,0,0,3,0,3,418,1050,91,0,1140,0,1561,4,3,0,0,3,4,9,7643,1266,91,0,1357,6,9002
POA4054,3,0,249,5,11,0,0,20,0,20,0,0,10,0,9,0,13,0,0,0,0,0,0,0,7,17,11,0,31,0,37,0,0,0,0,0,0,0,248,21,11,0,28,0,284,121,0,0,0,0,0,123,4,19,0,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,5,0,18,0,20,0,0,0,0,0,0,0,124,20,5,0,22,0,147,45,0,0,0,0,0,45,4,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,4,0,0,0,0,0,0,0,46,0,0,0,8,0,57,2152,61,0,0,61,0,2211,116,179,10,0,192,0,310,7,12,31,0,43,0,51,0,0,0,0,0,0,0,124,192,40,0,232,0,359,0,4,0,0,4,4,9,2275,255,40,0,294,3,2573
POA4055,13,0,665,19,42,0,0,47,0,65,3,8,0,0,8,0,10,0,0,0,0,0,0,0,26,48,0,0,52,0,72,0,0,0,0,0,0,0,681,61,0,0,67,0,748,263,5,0,0,5,0,268,10,24,6,0,28,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,6,0,28,0,39,0,0,0,0,0,0,0,268,34,6,0,36,0,306,98,0,0,0,0,0,98,0,7,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,10,0,0,0,0,0,0,0,99,11,0,0,11,0,107,4511,83,0,0,83,0,4592,148,443,11,0,449,4,602,3,19,0,0,19,0,28,0,0,0,0,0,0,0,156,459,11,0,469,4,629,3,5,0,0,5,0,6,4670,544,11,0,558,4,5230
POA4059,7,0,224,16,41,7,0,50,0,61,0,4,0,0,4,0,9,0,0,0,0,0,0,0,17,47,7,0,53,0,68,0,0,0,0,0,0,0,230,54,7,0,61,0,293,98,0,0,0,0,0,98,5,16,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,18,0,18,0,0,0,0,0,0,0,105,12,0,0,16,0,116,33,0,0,0,0,0,33,0,3,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,9,0,0,0,0,0,0,0,33,9,0,0,6,0,41,1317,26,0,0,26,0,1347,109,419,28,0,443,0,554,5,55,5,0,56,0,63,0,0,0,0,0,0,0,112,476,31,0,503,0,612,0,0,0,0,0,6,6,1426,505,31,0,534,6,1971
POA4060,7,0,476,12,17,0,0,17,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,17,0,29,0,0,0,0,0,0,0,487,20,0,0,20,0,506,316,4,0,0,4,0,321,6,7,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,10,0,17,0,0,0,0,0,0,0,319,14,0,0,12,0,332,103,0,0,0,0,0,108,5,7,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,9,0,12,0,0,0,0,0,0,0,105,12,0,0,12,0,117,2946,65,0,0,65,0,3012,102,218,8,0,218,0,319,0,10,0,0,10,0,10,0,0,0,0,0,0,0,102,226,8,0,229,0,330,0,0,0,0,0,0,0,3044,298,8,0,301,0,3347
POA4061,13,0,596,13,41,0,0,41,0,55,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,43,0,0,43,0,56,0,0,0,0,0,0,0,602,51,0,0,51,0,652,270,3,0,0,3,0,267,7,28,0,0,28,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,0,0,28,0,33,0,0,0,0,0,0,0,274,27,0,0,33,0,301,92,0,0,0,0,0,91,0,10,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,13,0,0,0,0,0,0,0,92,14,0,0,14,0,105,3483,107,0,0,107,0,3588,140,404,6,4,411,0,557,0,17,7,0,19,0,19,0,0,0,0,0,0,0,140,416,12,4,429,0,577,0,0,0,0,0,0,0,3636,520,12,4,534,0,4167
POA4064,4,0,206,10,13,3,0,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,6,0,16,0,22,0,0,0,0,0,0,0,211,22,6,0,23,0,227,123,3,0,0,3,0,121,5,5,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,12,0,0,0,0,0,0,0,126,7,0,0,7,0,134,53,0,0,0,0,0,53,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,7,0,0,0,0,0,0,0,52,5,0,0,5,0,55,1575,40,0,0,40,0,1620,92,140,6,0,144,0,236,0,9,5,0,12,0,10,0,0,0,0,0,0,0,94,141,12,0,153,0,248,0,0,0,0,0,4,4,1674,185,12,0,196,4,1873
POA4065,9,0,294,4,18,0,0,18,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,18,0,26,0,0,0,0,0,0,0,289,31,0,0,31,0,315,179,4,0,0,4,0,182,0,9,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,15,0,0,0,0,0,0,0,181,17,0,0,15,0,200,71,0,0,0,0,0,71,3,10,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,5,0,11,0,0,0,0,0,0,0,74,10,0,0,5,0,81,2216,69,0,0,69,0,2283,97,152,0,0,152,0,252,0,0,3,0,3,0,3,0,0,0,0,0,0,0,97,149,3,0,154,0,248,0,0,0,0,0,6,6,2316,222,3,0,223,6,2540
POA4066,15,0,264,10,24,3,0,25,0,43,0,4,0,0,7,0,9,0,0,0,0,0,0,0,14,31,7,0,34,0,47,0,0,0,0,0,0,0,264,38,7,0,48,0,312,139,9,0,0,9,0,146,0,22,0,0,27,0,23,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,22,4,0,27,0,33,0,0,0,0,0,0,0,145,29,4,0,31,0,174,49,0,0,0,0,0,52,3,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,8,0,0,0,0,0,0,0,51,7,0,0,6,0,59,1747,52,0,0,52,0,1806,111,403,10,0,420,0,524,5,19,11,0,33,0,36,0,0,0,0,0,0,0,114,430,20,0,452,0,562,0,0,0,0,0,0,0,1863,481,20,0,504,0,2366
