POA_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
POA4703,382,2865,3544,1353,739,8874,189,9065
POA4704,0,15,21,10,10,53,0,53
POA4705,0,26,54,24,30,139,3,138
POA4706,0,8,12,9,7,39,0,38
POA4707,4,39,30,18,14,105,5,111
POA4709,8,66,85,38,12,215,8,219
POA4710,43,702,789,263,112,1911,29,1939
POA4711,0,92,197,144,140,576,5,579
POA4712,3,38,39,13,5,97,3,103
POA4713,125,105,26,16,3,271,8,273
POA4714,110,494,325,129,66,1127,45,1168
POA4715,138,673,914,365,259,2362,62,2421
POA4716,4,61,120,70,51,309,0,312
POA4717,69,466,576,238,100,1448,44,1492
POA4718,32,261,313,123,85,816,25,838
POA4719,19,109,133,70,58,390,3,397
POA4720,161,1538,1963,781,449,4897,87,4981
POA4721,33,384,471,184,176,1248,34,1288
POA4722,12,123,186,117,77,516,11,528
POA4723,7,138,169,97,78,486,15,502
POA4724,5,58,57,29,45,190,10,200
POA4725,31,226,177,90,40,573,4,581
POA4726,10,46,49,17,17,142,4,145
POA4727,7,29,31,15,19,98,5,107
POA4728,4,17,18,14,22,75,0,78
POA4730,75,440,379,145,103,1139,27,1165
POA4731,3,30,37,9,13,87,5,88
POA4732,0,20,16,6,12,50,0,54
POA4733,0,8,4,9,22,46,0,41
POA4735,27,145,120,42,37,369,24,390
POA4736,3,19,15,3,9,49,3,50
POA4737,87,839,1122,479,296,2824,66,2887
POA4738,9,91,133,94,55,386,14,396
POA4739,0,49,60,22,6,135,4,135
POA4740,1508,10109,11860,4408,2339,30223,646,30868
POA4741,34,496,956,473,321,2285,42,2324
POA4742,12,79,108,44,45,283,7,283
POA4743,0,66,61,14,9,155,5,163
POA4744,63,685,1128,468,245,2587,45,2634
POA4745,28,262,342,126,71,836,31,864
POA4746,14,165,189,62,39,463,3,467
POA4750,38,562,904,367,137,2010,28,2040
POA4751,27,372,636,315,193,1548,21,1572
POA4753,17,300,669,275,160,1431,14,1446
POA4754,11,172,310,142,88,721,17,735
POA4756,7,79,83,38,23,230,3,234
POA4757,5,37,37,22,13,116,5,121
POA4798,0,72,88,37,30,221,8,231
POA4799,6,112,136,63,36,353,7,360
POA4800,122,1082,1358,581,342,3485,66,3559
POA4802,316,1673,1525,418,199,4125,84,4214
POA4804,31,273,245,87,51,687,22,709
POA4805,241,1439,1578,553,282,4082,99,4184
POA4806,38,467,547,210,143,1408,28,1431
POA4807,266,1338,1558,603,293,4055,121,4171
POA4808,11,103,176,64,51,407,6,411
POA4809,6,104,146,52,47,353,6,363
POA4810,783,4218,3120,783,348,9254,164,9421
POA4811,176,1671,1915,651,285,4691,75,4769
POA4812,760,3421,2545,715,340,7784,149,7932
POA4814,933,5219,6313,2105,1015,15590,230,15821
POA4815,352,2532,2744,1056,556,7239,104,7345
POA4816,277,927,1174,400,302,3083,78,3161
POA4817,415,3264,4573,1644,807,10702,114,10817
POA4818,140,2683,5082,1761,896,10564,140,10702
POA4819,108,514,298,72,30,1029,36,1064
POA4820,206,1291,1305,498,295,3596,105,3703
POA4821,30,180,164,76,60,514,9,520
POA4822,7,66,88,39,44,236,9,242
POA4823,12,83,77,28,56,250,19,263
POA4824,87,330,324,122,79,946,54,993
POA4825,524,2145,2403,775,413,6263,272,6534
POA4828,7,28,12,4,3,60,7,69
POA4829,21,66,32,13,22,154,15,164
POA4830,112,149,72,18,30,382,8,391
POA4849,36,278,212,47,18,590,16,604
POA4850,232,1456,1655,656,320,4323,114,4438
POA4852,44,626,646,173,70,1561,40,1599
POA4854,101,653,769,262,142,1930,86,2012
POA4855,12,92,115,55,22,295,4,304
POA4856,7,87,92,42,27,258,6,262
POA4858,18,146,255,86,47,548,13,553
POA4859,9,67,64,22,18,183,3,181
POA4860,375,1622,1413,480,222,4107,109,4219
POA4861,33,212,220,73,29,572,15,587
POA4865,92,771,1224,474,300,2861,48,2906
POA4868,411,2852,3255,997,458,7973,140,8114
POA4869,237,1929,2800,984,499,6451,105,6560
POA4870,2521,10994,9055,2726,1292,26598,569,27162
POA4871,220,1072,1208,488,327,3315,135,3454
POA4872,53,442,557,261,183,1492,58,1545
POA4873,103,919,975,342,148,2484,66,2557
POA4874,146,422,608,231,105,1514,49,1562
POA4875,780,706,277,76,42,1885,64,1947
POA4876,151,277,156,35,30,660,35,688
POA4877,123,878,673,170,90,1931,44,1973
POA4878,238,2184,2286,671,318,5697,90,5791
POA4879,238,3126,3436,992,444,8239,86,8324
POA4880,293,1539,1669,666,406,4577,155,4733
POA4881,72,542,674,265,150,1695,35,1735
POA4882,33,309,483,186,110,1118,22,1144
POA4883,233,1386,1174,392,229,3413,82,3500
POA4884,13,218,356,119,50,752,11,759
POA4885,50,483,585,229,117,1463,25,1492
POA4886,7,127,146,55,19,351,12,366
POA4887,19,265,290,111,67,749,24,776
POA4888,35,407,380,157,69,1051,29,1078
POA4890,51,153,116,43,31,392,13,405
POA4891,16,113,72,15,11,223,11,236
POA4892,539,367,171,55,50,1179,81,1262
POA4895,175,644,459,155,73,1508,72,1578
POA5000,3055,3933,958,111,55,8112,141,8254
POA5006,365,1477,763,158,82,2843,16,2862
POA5007,432,1740,1046,243,107,3569,37,3610
POA5008,611,2151,1939,587,295,5576,77,5657
POA5009,180,844,727,242,128,2109,29,2138
POA5010,284,783,706,229,110,2124,44,2168
POA5011,377,2164,1963,630,281,5414,49,5462
POA5012,441,1495,1396,465,228,4036,80,4114
POA5013,474,1520,1352,455,242,4046,66,4109
POA5014,551,2070,1805,591,272,5292,46,5340
POA5015,294,1235,861,219,111,2721,40,2760
POA5016,267,1420,1411,421,226,3740,24,3769
POA5017,255,894,683,207,97,2138,32,2169
POA5018,111,772,946,318,170,2304,20,2330
POA5019,369,1638,1377,366,170,3916,59,3978
POA5020,40,430,556,168,70,1261,13,1279
POA5021,163,1146,1127,284,190,2908,36,2941
POA5022,426,2424,2558,750,419,6580,54,6633
POA5023,725,3033,2444,743,349,7301,116,7415
POA5024,324,1953,2224,727,413,5636,56,5695
POA5025,217,1195,1373,482,266,3532,32,3561
POA5031,520,1756,1277,415,192,4157,54,4210
POA5032,486,2063,1965,578,310,5406,60,5468
POA5033,379,1578,1212,312,149,3630,32,3660
POA5034,286,1691,1474,394,205,4055,26,4076
POA5035,289,1271,821,202,101,2683,26,2712
POA5037,488,1941,1555,455,235,4664,45,4711
POA5038,737,3112,2450,680,302,7278,90,7373
POA5039,414,1450,1295,371,186,3715,50,3762
POA5040,96,294,392,90,50,927,14,937
POA5041,285,1672,2007,679,354,4984,36,5020
POA5042,366,1859,1563,456,219,4466,60,4529
POA5043,1044,3869,2710,690,296,8610,132,8736
POA5044,371,1821,1764,505,256,4717,56,4768
POA5045,652,3294,2372,595,277,7194,82,7271
POA5046,431,1816,1399,336,143,4122,36,4160
POA5047,345,1398,1306,368,188,3607,48,3655
POA5048,514,2543,2297,622,313,6289,66,6361
POA5049,135,1262,1754,541,287,3978,20,3999
POA5050,66,658,921,285,189,2119,13,2128
POA5051,129,1456,2492,851,491,5421,38,5457
POA5052,68,735,1048,397,210,2453,16,2466
POA5061,258,1543,1445,422,233,3901,26,3928
POA5062,283,1859,2431,771,410,5748,43,5790
POA5063,434,2240,1820,427,185,5114,47,5155
POA5064,179,1255,1594,484,258,3766,35,3795
POA5065,367,1820,1566,402,199,4349,35,4381
POA5066,127,1339,1998,661,317,4432,27,4462
POA5067,525,2261,1491,335,136,4745,48,4793
POA5068,451,2273,1736,490,257,5207,41,5247
POA5069,308,1343,1203,344,193,3391,27,3420
POA5070,685,2818,2045,555,308,6418,69,6483
POA5072,382,2012,2064,600,325,5392,47,5432
POA5073,456,2507,2369,710,386,6425,59,6482
POA5074,501,2353,1997,527,280,5672,72,5744
POA5075,313,1576,1635,512,314,4345,37,4384
POA5076,99,1012,1537,529,340,3521,27,3551
POA5081,299,1440,1484,421,231,3871,40,3913
POA5082,506,2330,2324,711,353,6232,62,6290
POA5083,270,1207,1156,357,173,3160,37,3194
POA5084,501,1427,1162,374,249,3712,71,3784
POA5085,660,3380,3480,947,389,8858,113,8969
POA5086,587,2485,2432,704,306,6517,83,6598
POA5087,412,2066,1800,476,195,4949,75,5022
POA5088,119,582,540,153,67,1460,18,1476
POA5089,47,614,1126,425,250,2465,20,2482
POA5090,282,1338,1090,358,186,3246,44,3296
POA5091,82,921,1271,450,257,2987,17,3002
POA5092,400,2587,2636,853,449,6930,71,6997
POA5093,185,1298,1385,458,222,3540,47,3587
POA5094,20,111,120,46,34,332,7,334
POA5095,453,3062,2937,927,448,7830,93,7925
POA5096,278,1676,1930,728,425,5043,79,5117
POA5097,258,1888,2245,658,359,5409,46,5457
POA5098,317,1820,1820,574,275,4802,55,4863
POA5106,10,3,0,0,0,15,0,17
POA5107,387,1990,2353,933,449,6109,91,6199
POA5108,1362,5701,5241,1801,1021,15130,251,15377
POA5109,534,2949,2704,984,549,7724,99,7821
POA5110,118,984,1262,438,264,3061,36,3099
POA5111,0,8,0,0,0,9,0,9
POA5112,1259,2971,2157,702,419,7510,169,7682
POA5113,1112,3110,1933,605,256,7023,203,7232
POA5114,630,4220,4951,1721,961,12484,184,12670
POA5115,227,1631,1897,552,245,4558,60,4616
POA5116,283,1647,1470,487,300,4187,47,4232
POA5117,28,235,498,247,256,1261,16,1276
POA5118,433,2318,2688,1131,763,7332,110,7440
POA5120,23,219,395,196,107,939,10,947
POA5121,33,323,306,130,78,873,14,885
POA5125,290,2460,3002,1095,692,7541,58,7605
POA5126,95,811,1182,455,233,2770,14,2792
POA5127,146,960,1218,437,240,2998,27,3022
POA5131,6,42,124,70,82,322,4,329
POA5132,0,16,69,25,37,145,4,147
POA5133,0,16,45,28,28,117,0,123
POA5134,0,21,72,29,22,147,0,145
POA5136,0,24,84,34,29,176,4,179
POA5137,3,30,71,41,48,192,0,192
POA5138,0,17,58,25,10,110,0,116
POA5139,0,11,41,28,13,97,0,97
POA5140,0,24,81,28,23,156,4,163
POA5141,0,35,102,62,42,243,5,247
POA5142,5,57,87,47,14,219,0,219
POA5144,7,26,60,34,27,160,5,159
POA5150,0,3,8,4,4,20,0,20
POA5151,3,25,61,23,24,137,3,138
POA5152,57,597,1037,392,246,2331,14,2347
POA5153,29,445,977,489,378,2321,31,2356
POA5154,15,260,556,234,123,1190,4,1192
POA5155,19,469,670,223,111,1493,6,1503
POA5156,3,77,173,50,38,347,6,353
POA5157,3,160,434,219,227,1043,11,1059
POA5158,208,2708,4154,1443,698,9212,53,9262
POA5159,309,3636,5452,1952,1080,12431,73,12507
POA5160,0,3,4,3,0,10,0,15
POA5161,236,1593,1583,494,262,4166,43,4212
POA5162,913,5407,5163,1664,896,14042,142,14180
POA5163,424,2092,2034,727,406,5686,82,5768
POA5164,350,921,561,155,85,2079,58,2130
POA5165,237,1108,827,250,96,2513,32,2545
POA5166,56,345,273,87,40,795,21,816
POA5167,127,863,972,335,177,2472,25,2503
POA5168,189,862,835,264,155,2300,28,2330
POA5169,370,2780,3084,880,427,7544,62,7612
POA5170,21,169,204,61,41,490,9,493
POA5171,78,711,912,387,258,2350,20,2373
POA5172,32,351,621,275,216,1491,17,1515
POA5173,175,1895,1982,635,328,5010,58,5072
POA5174,15,320,485,198,110,1127,15,1143
POA5201,7,142,331,181,121,780,6,792
POA5202,7,76,135,64,45,320,6,323
POA5203,11,200,197,94,48,559,0,555
POA5204,35,601,602,176,74,1484,17,1505
POA5210,0,119,283,144,77,635,5,642
POA5211,392,3284,2565,747,378,7356,85,7446
POA5212,36,424,334,98,48,947,10,954
POA5213,7,176,218,72,38,510,11,519
POA5214,203,1846,1523,439,257,4264,57,4326
POA5220,3,16,28,7,3,62,0,59
POA5221,7,54,64,20,8,151,6,154
POA5222,12,106,111,44,20,294,8,295
POA5223,73,465,524,206,131,1393,34,1430
POA5231,7,75,197,107,77,458,6,465
POA5232,0,17,55,34,42,142,0,143
POA5233,10,100,219,91,96,525,6,532
POA5234,5,92,180,111,88,471,3,477
POA5235,14,256,378,213,150,1012,16,1029
POA5236,0,30,58,23,21,138,0,138
POA5237,0,36,40,35,36,146,4,149
POA5238,69,715,670,251,195,1896,40,1933
POA5240,4,26,71,48,31,178,3,184
POA5241,27,297,397,133,90,946,13,959
POA5242,10,161,253,124,75,618,4,622
POA5243,4,72,124,60,51,317,3,319
POA5244,25,421,632,280,227,1579,10,1589
POA5245,48,338,454,181,156,1164,7,1171
POA5250,14,323,589,215,166,1297,10,1313
POA5251,378,2514,2910,932,515,7256,76,7329
POA5252,48,676,1073,404,246,2451,19,2473
POA5253,553,2762,2499,960,632,7416,137,7551
POA5254,17,206,339,196,158,911,7,925
POA5255,116,1084,1415,714,494,3814,46,3865
POA5256,16,247,240,102,63,667,12,683
POA5259,14,114,182,65,57,434,7,439
POA5260,45,271,232,97,62,707,16,726
POA5261,4,27,43,24,31,127,0,126
POA5262,0,22,71,45,31,169,4,173
POA5263,0,11,22,15,8,56,0,56
POA5264,27,173,176,70,60,514,12,525
POA5265,5,55,60,23,30,179,0,177
POA5266,7,69,85,43,25,233,3,236
POA5267,24,208,284,136,78,734,21,760
POA5268,44,417,520,211,153,1343,26,1367
POA5269,3,12,39,24,20,93,0,95
POA5270,0,36,95,58,36,227,3,227
POA5271,115,873,1131,437,271,2831,71,2902
POA5272,13,72,130,47,74,326,7,333
POA5273,0,8,18,16,3,46,0,46
POA5275,38,324,380,150,108,998,15,1009
POA5276,17,169,239,85,35,553,12,559
POA5277,31,381,442,177,118,1150,14,1165
POA5278,0,51,81,30,27,191,5,198
POA5279,4,56,85,32,30,206,5,207
POA5280,160,977,1064,503,283,2989,55,3045
POA5290,811,4037,3681,1219,632,10378,153,10528
POA5291,31,531,1283,728,614,3184,54,3238
POA5301,4,52,64,32,44,202,7,206
POA5302,15,103,124,56,43,330,7,333
POA5303,0,7,22,15,6,55,0,57
POA5304,17,101,130,60,37,344,3,352
POA5306,0,7,13,9,7,26,0,26
POA5307,14,64,74,42,30,225,7,236
POA5308,0,19,19,5,9,50,0,50
POA5309,0,5,8,13,12,41,0,41
POA5310,0,0,5,0,4,12,0,12
POA5311,6,28,57,24,36,148,7,152
POA5320,12,120,108,41,30,316,7,317
POA5321,0,52,45,24,11,132,3,142
POA5322,10,103,153,75,45,389,5,391
POA5330,78,476,466,193,126,1340,35,1371
POA5331,3,30,50,26,13,129,0,126
POA5332,3,42,54,29,14,147,6,151
POA5333,122,709,969,344,220,2361,46,2408
POA5340,12,147,216,92,59,525,9,538
POA5341,199,1037,1122,485,258,3099,51,3153
POA5342,7,84,168,90,74,420,9,426
POA5343,194,787,672,256,122,2029,41,2073
POA5344,5,64,121,71,61,317,10,328
POA5345,89,525,496,213,133,1459,32,1487
POA5346,5,33,50,38,21,147,0,147
POA5350,0,19,74,42,51,183,0,186
POA5351,26,473,895,450,336,2180,32,2220
POA5352,71,722,835,282,216,2114,17,2133
POA5353,41,441,590,274,195,1536,14,1552
POA5354,7,69,44,27,14,158,0,160
POA5355,134,1118,1201,482,357,3287,27,3316
POA5356,3,56,104,63,61,283,0,281
POA5357,8,56,65,30,15,180,5,183
POA5360,4,79,169,93,64,402,5,408
POA5371,6,58,131,100,118,417,13,432
POA5372,3,222,361,184,111,883,8,891
POA5373,53,440,512,224,164,1398,22,1419
POA5374,9,185,213,101,88,600,9,607
POA5381,4,48,44,28,21,147,3,145
POA5400,0,54,140,70,55,320,3,323
POA5401,8,91,105,53,42,300,6,308
POA5410,0,36,35,26,14,120,0,120
POA5411,0,21,50,18,21,112,0,112
POA5412,22,177,196,61,41,503,9,508
POA5413,6,116,117,62,52,351,4,352
POA5414,0,18,15,9,13,56,0,56
POA5415,0,27,36,19,13,92,0,101
POA5416,0,21,34,15,13,82,0,83
POA5417,33,208,233,92,63,622,3,627
POA5418,0,14,17,10,7,49,0,49
POA5419,3,33,31,10,17,98,0,98
POA5420,0,3,10,3,4,25,0,25
POA5421,4,21,21,7,5,57,0,57
POA5422,72,300,194,92,52,714,17,724
POA5431,19,84,110,55,61,335,12,341
POA5432,0,10,15,7,17,48,0,48
POA5433,13,187,187,83,56,521,9,532
POA5434,8,41,59,23,23,155,4,151
POA5440,0,25,18,7,12,67,0,70
POA5451,5,90,143,50,23,313,4,315
POA5452,0,34,62,38,21,161,0,161
POA5453,88,615,827,297,180,2010,20,2030
POA5454,0,41,44,26,30,141,5,149
POA5455,0,4,10,6,4,15,0,16
POA5460,4,65,110,49,47,281,0,275
POA5461,54,349,353,165,96,1015,11,1031
POA5462,5,57,77,28,17,193,6,196
POA5464,3,52,71,43,38,210,5,213
POA5470,0,20,22,9,8,61,3,60
POA5471,0,11,10,5,10,33,0,39
POA5472,0,28,31,13,12,80,0,84
POA5473,15,112,118,44,24,312,6,314
POA5480,12,120,126,56,44,354,5,358
POA5481,8,60,73,56,36,228,4,235
POA5482,8,48,60,32,36,194,0,192
POA5483,0,25,64,21,17,128,5,129
POA5485,3,71,88,42,28,233,12,240
POA5490,0,9,20,13,9,59,0,57
POA5491,39,218,296,119,74,745,17,761
POA5493,0,9,6,7,3,23,0,29
POA5495,10,83,107,41,27,263,4,271
POA5501,39,534,1065,606,525,2767,46,2813
POA5502,30,137,194,110,110,585,10,590
POA5510,0,14,12,12,6,48,0,48
POA5520,19,95,73,25,15,230,6,235
POA5521,3,21,14,13,9,64,5,61
POA5522,39,270,221,84,50,664,15,684
POA5523,38,246,257,121,90,752,12,762
POA5540,642,2376,1995,776,421,6208,149,6353
POA5550,22,129,128,67,33,381,5,393
POA5552,0,21,51,28,26,124,0,127
POA5554,101,734,799,280,195,2095,40,2142
POA5555,4,50,94,33,25,205,0,206
POA5556,98,756,694,181,120,1850,32,1888
POA5558,98,801,859,291,147,2193,33,2224
POA5560,9,59,59,32,18,178,3,183
POA5570,9,106,119,18,18,272,4,282
POA5571,37,334,316,113,66,863,22,884
POA5572,0,15,29,13,15,64,0,64
POA5573,34,273,320,102,87,819,15,838
POA5575,32,315,375,177,95,994,12,1011
POA5576,27,171,176,61,31,465,8,474
POA5577,5,79,87,37,31,236,4,240
POA5580,3,48,60,28,18,158,3,162
POA5581,6,107,123,27,6,275,7,281
POA5582,15,90,116,28,18,265,5,268
POA5583,13,139,158,50,19,378,11,385
POA5600,163,900,898,360,216,2528,29,2559
POA5601,0,9,10,3,6,33,0,33
POA5602,16,146,182,91,56,495,8,503
POA5603,6,34,60,30,23,156,5,156
POA5604,5,30,46,14,8,100,0,95
POA5605,45,299,311,103,50,810,22,824
POA5606,427,2112,2142,668,302,5656,125,5780
POA5607,17,409,783,376,235,1826,29,1854
POA5608,897,2246,1558,536,250,5486,160,5646
POA5609,26,249,306,100,63,745,6,748
POA5611,8,26,10,3,9,64,0,60
POA5630,0,10,20,9,13,46,0,47
POA5631,9,97,160,83,41,394,4,395
POA5632,0,5,32,16,18,71,0,71
POA5633,7,28,41,13,9,100,7,104
POA5640,24,140,158,58,36,410,0,416
POA5641,10,103,138,81,38,367,6,373
POA5642,5,15,21,15,29,86,0,86
POA5650,0,4,10,12,17,45,0,48
POA5651,0,3,10,4,10,24,0,24
POA5652,14,73,93,38,36,247,0,251
POA5653,0,5,4,3,3,17,0,17
POA5654,3,21,24,17,14,82,0,88
POA5655,0,5,13,8,3,31,0,31
POA5660,0,0,3,3,3,13,0,13
POA5661,0,12,7,10,12,45,0,45
POA5670,9,54,80,27,19,181,4,189
POA5671,6,14,20,8,15,61,0,63
POA5680,24,242,310,132,88,795,24,815
POA5690,132,429,489,183,120,1353,78,1437
POA5700,506,1683,1378,461,237,4260,98,4359
POA5701,0,0,0,0,0,8,0,8
POA5710,13,195,325,158,85,772,11,785
POA5713,0,5,0,0,0,4,0,5
POA5715,4,0,3,0,3,12,0,12
POA5717,0,0,7,4,4,18,0,18
POA5719,0,4,9,3,3,16,0,16
POA5720,5,46,25,12,7,93,0,90
POA5722,3,37,45,19,18,131,0,131
POA5723,69,286,199,67,34,648,41,695
POA5724,0,11,0,0,10,25,0,24
POA5725,28,312,525,212,97,1176,24,1195
POA5730,0,5,15,7,5,34,3,40
POA5731,6,19,15,6,10,56,0,56
POA5732,7,20,10,10,3,52,8,60
POA5733,7,15,16,3,7,44,6,49
POA5734,14,10,6,0,4,40,0,39
POA5950,0,0,0,0,0,0,0,0
POA6000,1389,3374,1015,145,56,5979,83,6064
POA6003,302,979,342,63,12,1704,18,1724
POA6004,986,3253,1047,147,50,5484,82,5564
POA6005,477,1715,610,63,42,2907,41,2949
POA6006,288,1589,1449,380,151,3854,32,3883
POA6007,272,1738,1130,227,86,3457,26,3478
POA6008,634,3405,2147,463,160,6814,55,6864
POA6009,356,2015,2589,832,432,6221,54,6274
POA6010,353,2663,2871,786,353,7026,68,7093
POA6011,100,1094,1411,513,268,3387,26,3415
POA6012,317,1283,1278,392,212,3481,43,3520
POA6014,455,3260,3283,872,431,8299,63,8358
POA6015,85,491,1004,418,292,2287,18,2309
POA6016,273,1634,1638,383,149,4074,41,4109
POA6017,188,1114,654,114,52,2116,32,2146
POA6018,794,5641,6863,1818,823,15946,159,16105
POA6019,342,3996,4111,986,428,9861,122,9981
POA6020,189,2029,3823,1240,706,7987,103,8083
POA6021,474,2885,3259,988,512,8126,98,8218
POA6022,66,586,896,262,155,1966,20,1981
POA6023,130,1417,2700,807,440,5494,50,5543
POA6024,137,1591,2295,743,361,5130,36,5168
POA6025,264,3339,5305,1778,942,11629,91,11726
POA6026,237,2277,3611,1262,757,8140,54,8195
POA6027,486,4773,6668,2348,1226,15508,157,15667
POA6028,126,1825,3610,1438,813,7812,68,7877
POA6029,23,253,456,163,99,992,6,1001
POA6030,561,4800,5716,2030,1061,14173,175,14343
POA6031,142,1702,2727,947,492,6004,69,6071
POA6032,3,15,20,12,14,62,3,67
POA6033,0,18,39,34,39,126,0,131
POA6034,9,444,604,117,53,1237,4,1237
POA6035,95,1363,1544,458,232,3697,42,3740
POA6036,226,2199,2398,785,338,5946,82,6024
POA6037,35,443,539,191,116,1330,23,1350
POA6038,71,1340,1561,373,145,3490,39,3521
POA6041,8,124,202,115,87,536,17,555
POA6042,0,17,12,6,0,39,0,42
POA6043,0,40,44,25,8,111,0,115
POA6044,13,176,195,81,54,514,8,523
POA6050,502,2718,2119,615,325,6284,74,6358
POA6051,663,3297,1837,329,150,6271,77,6351
POA6052,323,1840,1783,444,207,4598,55,4660
POA6053,377,2400,2401,585,275,6046,62,6111
POA6054,543,3130,3106,958,472,8205,109,8317
POA6055,211,3049,5082,1568,783,10683,94,10778
POA6056,1049,5650,5618,2133,1359,15813,257,16072
POA6057,158,1869,2440,1014,645,6129,78,6204
POA6058,205,1682,1999,703,428,5014,81,5096
POA6059,594,3562,3506,1110,707,9473,107,9579
POA6060,826,5586,3831,802,376,11415,121,11535
POA6061,1181,6764,5487,1547,645,15627,323,15948
POA6062,653,4505,5174,1619,903,12847,179,13028
POA6063,205,1395,1950,833,489,4868,85,4956
POA6064,569,3397,4017,1593,1015,10592,163,10758
POA6065,568,6227,10165,3681,2034,22672,222,22888
POA6066,194,1693,2452,1073,702,6120,62,6177
POA6067,3,4,0,0,0,7,0,8
POA6068,0,0,0,0,0,0,0,0
POA6069,316,4547,6686,2274,1248,15065,171,15238
POA6070,10,256,612,263,157,1291,11,1305
POA6071,14,247,518,252,190,1231,7,1236
POA6072,3,47,131,67,48,293,0,295
POA6073,47,315,434,217,161,1175,17,1191
POA6074,8,71,128,83,70,354,0,354
POA6076,215,1895,3224,1478,1148,7964,74,8039
POA6077,12,160,167,90,156,587,13,592
POA6078,3,29,80,84,87,277,0,279
POA6079,0,0,5,5,4,16,0,16
POA6081,17,299,662,376,312,1675,5,1677
POA6082,14,232,444,245,229,1165,10,1170
POA6083,6,156,446,278,292,1173,11,1188
POA6084,37,515,1103,652,589,2897,31,2925
POA6090,0,5,0,0,0,4,0,4
POA6100,575,3275,2242,540,209,6836,84,6920
POA6101,550,2937,2557,643,260,6942,90,7034
POA6102,635,2082,1560,525,289,5095,104,5195
POA6103,426,2347,1550,332,148,4808,64,4873
POA6104,414,2293,2155,657,276,5792,88,5881
POA6105,447,2499,2220,638,315,6125,130,6262
POA6106,3,0,0,0,0,4,0,6
POA6107,843,5836,6444,2161,1216,16506,293,16801
POA6108,328,2718,3336,1233,687,8300,104,8401
POA6109,293,1685,1525,597,424,4523,66,4583
POA6110,718,4932,6001,2201,1271,15123,211,15341
POA6111,380,2750,3283,1356,910,8675,114,8790
POA6112,938,7124,10378,3281,1738,23459,306,23762
POA6121,4,88,314,227,307,948,7,956
POA6122,90,1670,3084,1206,797,6839,77,6922
POA6123,8,136,310,153,118,724,8,733
POA6124,4,69,174,98,73,419,7,433
POA6125,17,211,361,223,262,1075,24,1100
POA6126,0,17,29,17,15,88,3,86
POA6147,277,2021,2140,696,388,5523,78,5599
POA6148,251,2162,2900,918,449,6679,58,6740
POA6149,201,1879,3089,970,506,6645,49,6694
POA6150,107,1175,1898,702,382,4256,38,4298
POA6151,401,3187,2638,667,289,7174,78,7254
POA6152,582,4187,3988,1123,459,10344,97,10438
POA6153,300,2831,3401,1020,548,8100,74,8174
POA6154,230,1390,1609,467,246,3941,34,3980
POA6155,279,4194,7554,2899,1543,16471,134,16599
POA6156,356,2184,2885,827,468,6720,70,6792
POA6157,359,2414,2335,577,301,5982,71,6055
POA6158,124,1037,1197,371,168,2897,19,2913
POA6159,100,687,651,141,70,1644,13,1659
POA6160,477,1898,1237,278,122,4009,59,4068
POA6161,46,3,5,0,0,52,3,61
POA6162,351,1913,1805,485,220,4777,59,4832
POA6163,1312,8092,8356,2566,1366,21691,307,21996
POA6164,593,6801,10310,3293,1696,22694,199,22897
POA6165,0,6,8,3,11,18,0,20
POA6166,93,1055,1666,651,395,3864,30,3888
POA6167,556,3601,3767,1248,653,9830,164,9994
POA6168,841,4622,3206,1038,484,10185,183,10370
POA6169,632,4648,5171,1826,893,13169,181,13350
POA6170,215,1791,2488,727,351,5576,73,5648
POA6171,216,3917,5539,1700,884,12260,134,12397
POA6172,114,1349,1888,713,352,4414,73,4488
POA6173,40,902,1764,737,400,3843,34,3872
POA6174,44,639,813,278,152,1924,30,1953
POA6175,18,333,608,241,125,1323,12,1336
POA6176,3,159,300,113,74,657,10,665
POA6180,39,787,948,353,149,2275,25,2300
POA6181,0,16,42,34,50,151,0,150
POA6182,0,0,0,0,0,0,0,0
POA6207,3,47,155,91,81,374,4,377
POA6208,121,1683,1796,737,448,4775,93,4868
POA6209,31,237,209,134,130,745,18,758
POA6210,1699,12115,10589,3390,1686,29473,476,29954
POA6211,52,943,1359,466,250,3068,35,3104
POA6213,7,68,86,49,27,232,0,232
POA6214,0,37,80,50,57,221,9,225
POA6215,57,447,584,272,200,1553,33,1584
POA6218,3,47,95,32,20,204,8,206
POA6219,0,36,89,38,48,210,0,210
POA6220,77,500,590,267,178,1602,26,1626
POA6221,0,18,23,17,20,76,4,81
POA6223,0,8,21,20,11,59,0,59
POA6224,13,131,167,87,49,443,11,451
POA6225,163,1060,1251,579,384,3444,75,3520
POA6226,0,38,120,64,65,290,8,296
POA6227,0,48,117,64,40,269,5,279
POA6228,0,12,26,10,10,55,3,61
POA6229,0,40,20,8,5,81,4,92
POA6230,944,6397,6559,2150,1004,17050,289,17342
POA6232,120,1334,1727,609,275,4074,41,4111
POA6233,147,1939,3125,1211,636,7057,79,7139
POA6236,7,139,307,183,144,778,8,785
POA6237,4,175,357,200,166,910,17,921
POA6239,30,476,669,303,196,1677,23,1702
POA6240,0,14,18,21,11,64,0,64
POA6243,0,12,12,4,3,30,0,30
