POA_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA3409,142,72,102,104,130,206,122,60,43,987
POA3412,66,18,26,33,30,40,42,40,6,295
POA3413,26,16,18,15,37,37,16,25,8,196
POA3414,238,147,160,168,208,283,262,170,81,1719
POA3415,5,8,6,0,4,11,0,0,0,36
POA3418,463,298,370,265,339,415,319,264,138,2875
POA3419,144,82,75,91,107,136,148,71,38,891
POA3420,74,22,33,40,35,37,35,13,0,283
POA3423,59,33,36,33,55,108,88,33,24,476
POA3424,110,59,57,76,70,134,132,75,37,750
POA3427,1189,541,1326,931,571,561,381,142,20,5669
POA3428,95,82,74,77,111,82,97,48,10,668
POA3429,7423,4740,5516,5255,5325,4902,3579,1686,664,39093
POA3430,51,35,38,28,43,50,29,24,0,303
POA3431,851,538,393,539,687,649,483,219,33,4390
POA3432,27,22,5,19,42,37,33,8,0,185
POA3433,39,31,14,29,36,23,22,14,0,207
POA3434,1248,685,823,773,886,773,604,294,58,6143
POA3435,617,340,356,405,439,469,398,173,28,3228
POA3437,2651,1321,941,1730,1716,1489,1099,580,184,11715
POA3438,525,318,183,332,411,275,219,166,67,2509
POA3440,449,222,107,275,332,280,269,110,19,2073
POA3441,275,105,91,175,220,244,233,95,11,1450
POA3442,1660,822,557,1071,1404,1206,1130,564,167,8586
POA3444,1657,921,865,1197,1524,1441,1369,768,316,10066
POA3446,198,94,104,129,174,186,159,43,15,1101
POA3447,54,52,37,57,89,104,85,33,3,524
POA3448,161,62,78,107,146,160,174,70,17,981
POA3450,958,517,696,936,970,1072,1219,807,411,7588
POA3451,1008,500,516,671,868,935,852,375,95,5819
POA3453,297,182,154,201,259,329,276,132,26,1852
POA3458,324,146,158,249,342,453,417,199,56,2330
POA3460,319,161,260,277,372,550,495,254,124,2799
POA3461,604,318,319,508,794,839,841,312,68,4614
POA3462,177,91,90,115,176,228,237,97,17,1230
POA3463,266,170,185,196,337,547,541,271,70,2588
POA3464,227,123,116,126,156,177,191,73,14,1192
POA3465,1498,940,947,841,1226,1450,1649,1120,431,10111
POA3467,217,114,122,118,172,169,265,127,49,1356
POA3468,30,23,14,30,32,52,55,28,7,267
POA3469,30,21,12,17,48,54,51,34,15,269
POA3472,197,110,98,109,191,284,278,183,41,1492
POA3475,47,8,23,27,41,75,92,34,9,373
POA3477,129,55,52,76,112,178,152,65,5,817
POA3478,343,226,251,193,334,384,423,303,127,2584
POA3480,283,174,155,157,214,299,261,175,92,1805
POA3482,28,21,13,17,25,45,24,18,3,207
POA3483,148,83,102,82,121,118,124,73,31,882
POA3485,29,32,7,18,36,61,62,25,17,291
POA3487,9,10,6,11,14,19,12,4,0,82
POA3488,13,7,11,9,14,15,15,5,0,89
POA3489,19,3,6,6,3,6,14,3,0,62
POA3490,161,109,135,119,133,203,217,129,81,1292
POA3491,27,19,10,12,17,25,18,11,4,149
POA3494,106,55,114,102,68,116,62,18,3,641
POA3496,1197,737,773,765,845,962,681,347,155,6464
POA3498,1155,724,731,702,840,742,636,346,102,5977
POA3500,6266,4036,5074,4093,4086,4165,3629,2221,1002,34565
POA3501,500,230,173,303,323,310,203,80,30,2146
POA3505,989,502,552,545,682,726,571,302,132,5010
POA3506,6,4,6,3,10,5,0,3,5,33
POA3507,29,22,13,15,22,28,37,12,3,171
POA3509,40,10,19,23,30,49,32,18,4,228
POA3512,77,26,29,44,39,64,55,30,10,369
POA3515,639,244,419,381,234,270,223,82,14,2516
POA3516,109,87,77,69,86,122,104,58,16,722
POA3517,223,127,115,144,189,255,239,127,87,1497
POA3518,156,97,98,85,183,284,253,136,37,1321
POA3520,16,16,8,11,20,42,27,18,3,156
POA3521,158,82,85,84,131,101,81,39,15,772
POA3522,45,34,28,34,54,65,55,22,10,338
POA3523,468,248,276,339,555,742,732,461,138,3965
POA3525,186,115,100,91,182,233,257,134,68,1369
POA3527,93,48,67,43,96,145,121,85,42,741
POA3529,28,16,13,8,13,19,16,3,0,117
POA3530,9,14,3,9,24,35,23,7,0,114
POA3531,36,22,21,14,33,31,25,8,8,194
POA3533,119,72,73,68,87,130,111,55,34,744
POA3537,176,94,69,93,122,164,172,112,89,1094
POA3540,22,35,14,12,37,62,49,29,9,263
POA3542,24,10,4,10,21,27,27,11,4,139
POA3544,48,35,24,26,17,47,40,16,8,252
POA3546,56,29,25,33,48,73,49,25,12,346
POA3549,754,389,719,660,412,488,381,144,77,4017
POA3550,6720,5543,5857,4688,4995,5222,4655,2741,1416,41839
POA3551,8307,4066,3972,4944,4712,4295,3521,1469,330,35614
POA3555,3541,2191,2946,2502,2269,2497,2477,1791,840,21043
POA3556,2640,1715,1984,1560,1598,1839,1649,790,317,14088
POA3557,174,94,102,101,112,135,79,41,8,853
POA3558,149,72,99,82,127,159,137,114,31,971
POA3559,93,51,51,49,66,105,89,58,11,563
POA3561,724,464,371,438,553,712,641,422,175,4498
POA3562,47,23,30,29,30,48,34,15,0,257
POA3563,157,100,76,77,100,138,119,58,26,850
POA3564,2897,1892,1843,1762,2217,2423,2158,1341,546,17080
POA3565,36,18,9,9,26,20,12,11,3,134
POA3566,99,53,47,60,76,95,87,45,8,578
POA3567,111,73,57,55,99,111,88,74,10,665
POA3568,432,238,238,281,365,415,513,333,135,2947
POA3570,143,73,53,89,129,163,126,50,11,837
POA3571,52,29,38,32,37,38,46,25,12,305
POA3572,22,18,13,18,24,24,19,6,0,137
POA3573,68,29,31,48,44,53,55,8,0,340
POA3575,158,76,74,101,106,143,116,47,24,842
POA3576,9,0,8,6,4,6,19,0,0,60
POA3579,909,484,489,546,618,830,846,490,243,5450
POA3580,161,84,76,110,134,192,203,124,14,1101
POA3581,16,12,7,12,24,35,19,18,0,147
POA3583,21,26,12,11,33,25,11,11,3,162
POA3584,218,141,125,116,137,176,134,88,17,1138
POA3585,2220,1282,1683,1366,1178,1370,1148,840,424,11508
POA3586,163,88,67,102,108,154,79,27,6,799
POA3588,70,46,44,44,39,59,55,27,11,404
POA3589,68,38,56,47,41,50,34,16,3,359
POA3590,66,31,38,42,36,67,35,12,0,337
POA3591,27,20,14,17,23,26,31,3,0,163
POA3594,68,45,91,46,75,91,64,31,10,536
POA3595,124,57,84,72,87,110,73,44,19,673
POA3596,17,18,3,7,19,18,17,3,6,103
POA3597,75,41,81,60,61,61,49,23,7,458
POA3599,25,13,19,14,16,35,31,5,6,154
POA3607,23,26,15,19,28,25,17,3,3,160
POA3608,415,220,259,293,297,480,506,253,99,2825
POA3610,207,139,205,159,260,255,243,99,28,1600
POA3612,220,118,141,129,266,371,323,178,61,1801
POA3614,212,90,97,127,145,129,95,30,0,927
POA3616,996,544,683,598,727,787,689,436,143,5605
POA3617,28,20,10,17,31,30,25,7,0,161
POA3618,97,69,72,70,97,119,98,41,17,679
POA3620,1443,912,818,850,1024,1135,1087,750,334,8340
POA3621,510,267,270,242,303,308,298,160,80,2437
POA3622,114,55,58,68,64,92,76,18,3,537
POA3623,140,74,98,84,106,144,135,83,20,890
POA3624,107,68,68,59,59,87,68,43,11,563
POA3629,1620,1115,1192,1023,1208,1271,1171,678,250,9536
POA3630,6172,3903,4720,3783,3659,3628,3227,2129,928,32151
POA3631,3263,1686,1649,2009,1906,1803,1317,697,263,14605
POA3633,117,81,61,76,104,93,64,22,0,620
POA3634,389,220,161,232,281,288,221,80,19,1888
POA3635,81,63,70,47,79,94,72,38,5,552
POA3636,876,527,580,515,661,807,719,459,222,5375
POA3637,150,70,65,72,94,90,67,17,11,642
POA3638,363,269,212,213,250,343,304,174,83,2199
POA3639,49,36,39,36,60,115,97,41,6,479
POA3640,198,136,133,140,133,130,111,37,12,1025
POA3641,263,131,133,142,178,175,163,58,20,1266
POA3644,1554,882,1015,1005,1103,1242,1422,868,315,9390
POA3646,104,57,41,62,95,105,88,38,13,601
POA3647,0,32,7,3,7,0,0,0,0,51
POA3649,79,54,57,42,61,86,55,31,15,478
POA3658,1159,700,800,739,882,906,655,321,89,6251
POA3659,110,85,60,67,113,143,109,47,17,748
POA3660,1156,917,879,789,993,1210,1090,568,233,7842
POA3662,272,289,267,187,75,16,0,0,0,1108
POA3663,21,17,15,16,19,39,33,15,0,183
POA3664,187,103,87,134,155,181,179,89,26,1139
POA3665,64,37,21,36,66,60,74,34,5,397
POA3666,696,422,418,497,557,843,976,506,228,5142
POA3669,197,92,90,122,177,287,299,154,66,1475
POA3670,81,47,52,55,79,135,110,25,6,596
POA3672,1507,1045,1114,987,1209,1602,1673,1148,524,10822
POA3673,256,159,134,174,250,389,316,135,16,1818
POA3675,346,177,138,240,271,328,310,103,24,1936
POA3677,3312,2086,2233,2155,2283,2382,2307,1674,783,19214
POA3678,1197,629,457,697,999,1094,944,447,94,6568
POA3682,137,63,56,71,115,96,79,29,4,645
POA3683,250,175,137,152,283,311,261,152,26,1748
POA3685,474,266,284,295,367,465,461,239,90,2935
POA3687,170,93,94,113,153,147,182,84,22,1061
POA3688,257,141,156,165,188,220,137,55,10,1334
POA3690,6721,4241,4620,4291,4323,4301,3872,2025,666,35051
POA3691,2871,1569,1655,1692,1509,1509,1197,544,229,12771
POA3695,84,46,38,57,80,78,83,24,3,488
POA3697,89,47,38,59,75,124,102,35,13,568
POA3698,154,72,81,124,138,153,178,93,29,1012
POA3699,166,173,175,150,139,152,171,77,38,1242
POA3700,228,129,134,121,173,215,197,116,90,1403
POA3701,174,78,72,123,125,214,207,91,17,1101
POA3704,0,0,4,0,3,11,9,0,0,26
POA3705,23,23,22,18,42,58,46,16,3,254
POA3707,297,141,156,173,217,309,280,206,87,1871
POA3708,11,6,9,4,5,18,8,3,0,66
POA3709,25,20,10,31,33,69,90,27,4,307
POA3711,77,40,51,58,80,115,114,43,14,591
POA3712,37,28,21,37,41,67,71,32,9,354
POA3713,106,62,85,85,130,209,179,110,57,1023
POA3714,540,321,306,370,469,585,667,372,122,3749
POA3715,54,22,30,43,49,71,71,29,4,371
POA3717,495,309,249,350,454,642,608,344,94,3544
POA3718,7,5,6,9,14,20,22,13,7,91
POA3719,42,31,27,34,67,91,83,42,5,420
POA3720,61,56,75,45,110,136,143,45,5,666
POA3722,1055,444,553,700,669,893,838,485,182,5815
POA3723,617,439,342,375,441,636,609,217,51,3727
POA3725,119,49,54,72,71,111,123,29,8,645
POA3726,60,37,24,35,71,73,75,33,7,411
POA3727,44,29,30,28,34,65,43,28,10,303
POA3728,131,65,65,64,83,129,101,46,5,687
POA3730,1541,839,849,913,1112,1343,1672,1056,402,9719
POA3732,97,55,50,60,91,87,97,55,13,608
POA3733,32,21,14,20,21,43,39,21,5,220
POA3735,100,49,80,58,87,124,83,35,25,638
POA3737,665,427,385,440,555,723,650,395,195,4426
POA3738,26,20,25,20,29,44,29,8,0,197
POA3739,34,22,15,36,32,58,33,11,4,239
POA3740,207,102,120,137,179,178,153,88,21,1183
POA3741,505,312,344,412,477,518,483,291,88,3426
POA3744,112,35,37,68,81,84,66,34,7,522
POA3746,57,30,29,45,60,69,58,37,9,382
POA3747,804,411,378,603,719,809,816,388,128,5054
POA3749,395,167,113,241,282,377,288,169,85,2123
POA3750,7106,2427,5190,5239,2036,1253,854,253,48,24407
POA3751,20,15,10,9,20,22,33,10,3,150
POA3752,5217,3497,3299,3971,3783,2520,1530,795,380,24989
POA3753,1264,483,899,807,542,355,224,65,10,4642
POA3754,13596,5650,7613,9807,6150,3641,2739,1125,169,50494
POA3755,34,25,29,16,39,37,31,26,7,246
POA3756,3862,1890,2588,2408,1949,1702,1038,406,88,15931
POA3757,1844,1240,1011,1147,1464,1223,1036,509,246,9735
POA3758,484,255,237,292,348,336,245,67,14,2281
POA3759,164,143,78,103,177,193,134,50,14,1063
POA3760,60,47,19,38,67,81,48,5,0,356
POA3761,185,165,84,134,190,193,155,66,8,1186
POA3762,22,5,15,7,18,25,16,3,6,117
POA3763,293,187,185,224,291,260,162,54,9,1662
POA3764,1976,1277,1237,1216,1443,1299,1136,721,264,10578
POA3765,1349,767,774,912,946,797,702,430,213,6900
POA3766,245,115,121,189,234,170,140,62,8,1277
POA3767,220,134,113,161,172,185,166,86,25,1271
POA3770,621,426,405,389,425,470,348,178,43,3306
POA3775,724,436,430,460,569,590,528,268,71,4080
POA3777,1812,1111,1158,1246,1477,1667,1343,794,311,10922
POA3778,29,13,24,9,37,48,39,9,0,201
POA3779,47,37,49,39,50,89,114,64,12,501
POA3781,1032,534,624,666,670,606,361,115,31,4638
POA3782,1452,966,712,995,1245,1159,920,404,121,7974
POA3783,518,307,265,294,385,384,251,125,29,2559
POA3785,16,5,12,13,4,8,7,3,0,69
POA3786,267,178,112,188,260,241,174,76,15,1524
POA3787,143,115,86,105,160,163,135,41,9,961
POA3788,315,172,154,224,300,265,244,80,14,1773
POA3789,52,31,27,18,47,45,37,20,3,294
POA3791,206,138,105,191,223,232,222,87,11,1418
POA3792,203,95,81,122,162,159,154,50,17,1046
POA3793,711,440,364,465,579,442,416,182,63,3651
POA3795,254,146,152,165,185,188,131,82,21,1323
POA3796,1962,1201,1304,1326,1305,1231,935,452,76,9799
POA3797,675,419,392,405,520,495,489,269,102,3764
POA3799,949,627,610,654,937,982,742,328,118,5951
POA3802,4306,2909,3327,3389,2928,3446,2720,1079,361,24455
POA3803,2228,1440,1722,1455,1290,1377,995,546,294,11355
POA3804,1480,1338,779,875,1307,1281,828,389,189,8466
POA3805,12171,8954,8166,8093,8373,6721,3764,1793,572,58600
POA3806,10657,6870,5510,7771,7609,5620,3829,2447,1003,51308
POA3807,1468,1203,729,980,1298,968,587,327,92,7655
POA3808,635,416,210,414,483,467,336,142,42,3147
POA3809,4886,2276,4161,3511,2024,1326,1067,364,45,19662
POA3810,13280,6587,9651,8644,6174,4584,3591,2294,799,55588
POA3812,451,322,258,295,398,382,270,80,37,2488
POA3813,153,146,111,94,142,176,84,46,15,963
POA3814,531,307,302,302,327,353,284,173,36,2604
POA3815,786,458,389,446,479,481,339,233,87,3693
POA3816,698,315,466,428,359,445,312,156,32,3227
POA3818,3479,1789,2281,1928,1979,2143,2087,1219,415,17313
POA3820,3671,2221,2708,2315,2399,2413,2283,1461,576,20054
POA3821,603,335,301,332,427,530,412,166,31,3142
POA3822,199,117,99,131,159,147,95,53,11,1001
POA3823,366,210,258,211,223,340,325,142,38,2117
POA3824,1036,569,567,667,674,672,733,379,150,5438
POA3825,3455,2254,2537,2227,2607,3016,2820,1540,619,21078
POA3831,347,208,182,211,229,324,312,149,52,2012
POA3832,38,20,19,26,25,46,48,26,0,245
POA3833,36,30,22,34,44,78,60,31,6,340
POA3835,83,50,50,48,60,82,69,23,10,475
POA3840,3009,1898,2025,1845,2156,2480,2126,1194,497,17225
POA3842,938,646,637,561,547,650,610,303,47,4924
POA3844,5746,3533,4209,3908,3686,3994,3432,1907,765,31179
POA3847,388,220,289,263,283,343,312,151,24,2278
POA3850,2832,1705,1885,1790,1930,1927,1822,1107,466,15472
POA3851,833,518,718,814,858,1094,996,339,59,6231
POA3852,3,117,64,13,4,3,0,0,0,210
POA3854,288,175,169,168,209,231,163,67,9,1478
POA3856,228,122,128,155,115,173,134,24,3,1085
POA3857,53,45,43,41,51,68,68,16,3,389
POA3858,527,337,322,322,369,455,476,233,82,3125
POA3859,186,103,109,101,116,141,111,67,17,945
POA3860,1391,778,810,858,813,1079,1054,508,166,7455
POA3862,672,375,437,391,398,495,522,203,54,3547
POA3864,34,18,25,28,31,46,39,14,0,241
POA3865,79,46,77,70,55,76,79,35,10,527
POA3869,310,180,213,188,218,299,220,89,22,1738
POA3870,203,119,127,133,167,279,193,81,21,1319
POA3871,542,260,246,314,421,479,456,231,85,3039
POA3873,71,19,26,54,31,55,42,14,0,324
POA3874,59,46,33,51,83,137,148,41,10,610
POA3875,3435,2033,2172,2024,2359,2759,2816,1788,630,20015
POA3878,135,94,89,85,150,255,319,131,46,1306
POA3880,391,226,239,240,398,722,1100,698,218,4235
POA3882,236,130,135,120,156,212,209,103,24,1322
POA3885,314,153,202,196,257,340,261,113,36,1876
POA3886,74,49,28,38,60,59,77,29,7,415
POA3887,25,21,20,34,39,57,55,21,0,268
POA3888,505,251,311,298,397,664,605,349,119,3502
POA3889,16,10,3,7,20,38,46,23,5,171
POA3890,50,25,15,37,51,81,51,26,3,335
POA3891,19,0,4,14,12,30,23,12,0,121
POA3892,142,59,71,105,125,240,264,130,47,1183
POA3893,4,0,0,5,0,6,6,0,0,25
POA3895,23,13,19,13,36,39,31,18,4,198
POA3896,58,22,30,27,60,63,58,33,0,351
POA3898,70,63,65,76,117,133,115,51,19,705
POA3900,17,5,14,16,21,37,42,18,7,173
POA3902,48,41,30,34,53,62,89,54,3,423
POA3903,151,46,80,98,92,123,181,72,19,861
POA3904,230,98,98,155,201,392,489,205,31,1899
POA3909,1252,737,674,787,973,1341,1709,948,291,8713
POA3910,4697,2749,3076,3318,3205,2973,2136,1079,357,23588
POA3911,573,454,447,420,501,509,370,186,53,3514
POA3912,2892,1816,2025,1901,2004,2151,1637,859,359,15633
POA3913,579,452,423,356,496,517,374,187,64,3449
POA3915,1951,1096,1372,1241,1231,1281,1328,913,309,10723
POA3916,119,65,65,63,124,202,218,120,52,1036
POA3918,733,444,425,456,596,632,604,334,59,4276
POA3919,652,369,465,418,454,446,347,162,30,3343
POA3920,109,639,217,98,41,16,0,0,0,1124
POA3921,16,13,5,24,22,21,30,13,4,139
POA3922,1518,696,837,1025,1162,1728,1857,947,339,10118
POA3923,85,58,38,66,88,191,232,79,16,836
POA3925,754,386,418,555,595,774,681,288,95,4550
POA3926,604,298,209,388,462,527,525,319,100,3421
POA3927,287,172,102,183,217,327,355,175,36,1857
POA3928,46,44,22,33,72,90,97,39,10,453
POA3929,105,80,34,72,107,240,283,182,32,1130
POA3930,3848,2201,913,2140,2989,2471,2194,1446,531,18734
POA3931,3861,2480,2101,2702,3409,3148,3704,3001,1341,25759
POA3933,140,143,77,93,158,161,135,63,25,1004
POA3934,3814,2269,1144,2246,3132,2514,2445,1657,618,19846
POA3936,1798,1237,1134,1324,1809,1958,2215,1442,451,13366
POA3937,266,167,100,138,254,332,305,118,33,1717
POA3938,400,286,244,296,400,541,676,378,90,3311
POA3939,2346,1454,1555,1631,1952,2269,2424,1626,636,15900
POA3940,657,362,469,436,504,545,797,817,665,5246
POA3941,2144,1093,1256,1448,1897,2091,2120,1142,395,13591
POA3942,325,201,159,221,321,480,642,352,83,2786
POA3943,172,105,89,119,194,335,590,329,68,2013
POA3944,28,19,24,24,63,157,235,191,38,787
POA3945,197,55,109,110,158,208,172,72,8,1092
POA3946,40,19,37,26,37,71,45,13,9,303
POA3950,879,510,534,501,655,735,708,407,197,5133
POA3951,169,120,70,81,172,171,179,48,9,1020
POA3953,1517,815,720,910,978,1120,1185,707,249,8194
POA3954,48,46,17,29,60,85,50,24,7,366
POA3956,477,227,243,322,381,552,547,227,60,3037
POA3957,67,30,32,34,38,42,39,22,4,310
POA3958,51,34,16,30,42,43,39,19,4,284
POA3959,178,111,64,111,163,215,246,110,16,1223
POA3960,325,214,167,212,320,464,557,315,136,2715
POA3962,140,70,73,90,107,161,196,89,26,954
POA3964,29,13,15,17,15,47,23,8,3,174
POA3965,18,7,12,15,20,45,60,29,8,220
POA3966,90,48,42,57,81,74,104,37,9,544
POA3967,9,7,11,4,15,20,25,6,5,108
POA3971,581,347,349,367,518,725,764,393,143,4195
POA3975,4587,2301,2540,3453,2419,1453,825,303,163,18048
POA3976,5600,3739,4243,3655,3134,3051,1741,742,190,26082
POA3977,28735,14578,18254,19890,13913,10409,6854,3373,1144,117143
POA3978,12275,4562,9392,8728,3895,2222,1431,600,100,43202
POA3979,70,29,30,50,52,55,58,16,0,365
POA3980,713,409,421,455,496,493,401,141,43,3571
POA3981,1162,649,792,653,679,615,465,279,126,5437
POA3984,1243,658,935,800,928,1126,1067,488,122,7374
POA3987,330,182,170,218,268,248,146,71,10,1644
POA3988,200,111,136,131,126,176,136,65,10,1094
POA3990,12,7,9,8,19,32,19,12,0,118
POA3991,62,43,34,45,58,67,75,23,0,405
POA3992,228,115,144,169,167,198,188,48,16,1281
POA3995,1686,1084,1131,1150,1359,1750,1927,1096,423,11596
POA3996,1037,493,457,663,696,1019,1302,737,247,6649
POA4000,1200,4165,6378,3228,2047,1718,1091,421,98,20341
POA4005,1603,1581,4346,3013,2323,2155,1620,773,291,17714
POA4006,1300,3983,9435,4227,2245,1507,915,555,245,24411
POA4007,1873,1925,2775,2219,2189,1981,1409,774,307,15451
POA4008,26,36,80,70,45,55,42,16,4,373
POA4009,0,0,0,4,0,0,0,0,0,11
POA4010,312,465,1060,510,368,266,201,172,91,3446
POA4011,2674,2007,2432,2419,2270,1842,1236,678,249,15813
POA4012,3823,2799,4611,3964,3191,2327,1581,740,400,23440
POA4013,826,605,975,849,617,503,314,150,36,4876
POA4014,2625,1322,2079,2301,1763,1312,937,521,328,13190
POA4017,7214,4190,4062,5331,5687,4767,3711,2006,781,37756
POA4018,2653,1341,2238,2351,1481,1323,1219,1014,485,14097
POA4019,3119,1917,1944,2550,3118,3138,2843,1471,483,20576
POA4020,3563,2433,1881,2819,3729,3994,4070,2285,834,25603
POA4021,1722,1123,981,1199,1283,1158,1183,745,354,9745
POA4022,1401,908,805,775,874,776,813,790,394,7538
POA4025,7,60,66,23,59,40,43,11,0,309
POA4030,2668,2810,4443,2851,2400,1638,991,518,276,18592
POA4031,2585,1870,2566,2365,2093,1405,834,380,209,14292
POA4032,2592,2391,3604,2587,1947,1690,1405,1333,850,18389
POA4034,8211,5436,6654,6670,5758,5025,4256,3079,1666,46741
POA4035,5372,3592,2725,3716,4010,3546,2501,1346,511,27323
POA4036,1460,761,1101,1059,898,729,583,295,103,7000
POA4037,1726,1113,716,1060,1456,950,565,197,40,7822
POA4051,5344,4724,5074,4490,4305,2764,1715,844,316,29574
POA4053,9106,5819,7560,7432,6316,4728,3607,2124,925,47604
POA4054,2732,1613,1891,2078,1947,1358,1245,791,331,13986
POA4055,4939,2640,2307,3497,3519,2274,1915,957,319,22364
POA4059,1908,3191,3009,1984,1668,980,604,288,111,13740
POA4060,2792,2081,1332,1830,2267,1545,966,458,187,13450
POA4061,3673,2187,1241,2376,2837,2008,1614,1052,332,17318
POA4064,1743,2001,2780,1803,1607,1160,714,295,94,12191
POA4065,2253,1361,978,1528,1695,1095,724,341,184,10171
POA4066,2266,4054,4213,2534,1981,1515,1210,653,177,18609
POA4067,1314,4661,2029,1296,882,730,740,462,119,12220
POA4068,4312,4722,4034,3847,3138,2210,1860,1097,466,25676
POA4069,7364,4504,2308,4781,5709,4213,3440,2203,1015,35527
POA4070,2652,1504,979,1729,1937,1454,1034,616,149,12045
POA4073,1730,1046,815,1277,1435,1198,902,564,328,9293
POA4074,4692,2770,2658,3576,3181,2991,2615,1207,389,24071
POA4075,5060,3183,3406,3871,3661,2580,2002,1211,532,25506
POA4076,879,1077,2041,1771,1134,721,464,199,62,8353
POA4077,8155,5068,5966,4727,3972,3556,2338,1397,629,35805
POA4078,5460,3638,3425,3619,3812,3007,1994,1006,294,26263
POA4101,3753,6788,9083,5417,4256,2919,1858,849,311,35246
POA4102,955,2585,3283,1382,971,730,455,303,161,10823
POA4103,1942,2474,3658,2410,1783,1355,850,366,145,14995
POA4104,956,1032,1072,987,900,801,597,463,245,7062
POA4105,2380,1685,2537,2225,1872,1487,1009,536,202,13929
POA4106,263,224,361,284,174,148,105,50,69,1672
POA4107,1369,784,1178,1150,845,649,372,268,181,6790
POA4108,919,828,1450,954,666,555,436,287,93,6188
POA4109,6090,5043,6637,5519,4058,3835,3572,2154,791,37703
POA4110,3911,1882,3286,2767,1790,1324,884,451,159,16461
POA4111,109,385,138,118,106,108,74,40,13,1085
POA4112,2065,1242,1170,1284,1112,895,606,293,67,8737
POA4113,5318,3742,5348,4676,3334,3068,2444,1136,453,29524
POA4114,6823,4462,4429,3720,3472,2836,2369,1220,375,29702
POA4115,4361,2418,2590,3326,2551,2169,1662,762,319,20169
POA4116,6138,3338,4067,4833,3248,2715,2019,819,277,27459
POA4117,933,418,425,570,261,184,119,41,3,2954
POA4118,6961,4228,4479,4413,4034,3858,2338,915,275,31493
POA4119,1560,885,1053,1132,869,626,458,192,37,6809
POA4120,1288,1491,2697,1706,1175,977,638,299,119,10387
POA4121,5532,3216,3326,4226,3832,2613,1747,1014,565,26062
POA4122,8779,6781,6720,7157,6315,4520,3326,2435,1119,47147
POA4123,5181,2555,3296,4054,2755,2118,1785,913,207,22857
POA4124,5355,3085,3069,3372,3230,2550,1766,746,274,23445
POA4125,2633,1874,2344,1431,1380,1283,1083,696,162,12893
POA4127,5413,3343,3588,3912,3420,2927,2793,1333,473,27206
POA4128,3391,2042,2081,2567,2394,2109,1625,604,130,16936
POA4129,1561,839,1069,968,863,696,508,224,40,6764
POA4130,1759,1128,949,1201,1358,1183,1038,389,142,9140
POA4131,2570,1822,1943,1635,1368,1162,851,353,84,11781
POA4132,7458,4268,4039,3659,2974,2440,1533,567,136,27070
POA4133,5215,3093,3822,2881,2332,2078,1657,1029,361,22472
POA4151,2685,2510,3661,2882,2399,1743,1146,700,411,18132
POA4152,8872,5858,6330,7192,6617,5394,3998,2309,1007,47570
POA4153,887,576,451,636,685,600,430,179,58,4498
POA4154,2971,1421,925,2018,1914,1103,732,298,70,11449
POA4155,271,222,79,154,243,198,184,85,23,1475
POA4156,697,532,232,442,611,444,293,115,26,3388
POA4157,3578,2278,2501,2650,2546,2656,2201,1037,330,19771
POA4158,747,359,482,537,492,516,484,200,54,3877
POA4159,2656,1699,1502,1835,2020,1867,1769,1041,429,14816
POA4160,3356,2429,1476,2280,2909,2794,2154,1218,432,19044
POA4161,3211,1944,2143,2280,2147,2104,1693,695,255,16472
POA4163,2098,1665,1170,1530,2133,2461,2476,1628,699,15850
POA4164,4136,2671,2321,2625,2658,2165,1564,809,324,19263
POA4165,7594,4603,3981,5024,5503,4986,4111,2636,1054,39491
POA4169,1283,2363,4185,2484,1887,1635,1201,616,232,15882
POA4170,5145,3664,5379,4914,3825,2505,1538,676,381,28030
POA4171,3195,1976,2228,2784,2733,2108,1166,514,183,16886
POA4172,902,602,960,857,728,455,308,106,35,4946
POA4173,1572,867,1330,1315,1033,1032,769,428,119,8463
POA4174,549,319,475,482,419,295,202,67,26,2843
POA4178,4955,2966,3103,3679,3955,3363,2620,1500,750,26887
POA4179,3987,2194,1864,2857,3218,2571,1864,1178,482,20222
POA4183,316,173,161,212,285,371,409,184,38,2156
POA4184,694,471,361,580,1091,1935,2189,995,171,8481
POA4205,960,644,748,608,621,657,856,811,431,6333
POA4207,15395,8654,10644,8844,8125,7037,5763,3164,837,68477
POA4208,6071,3092,3196,3910,3220,2335,1634,714,179,24342
POA4209,19235,10282,13354,11415,8724,5486,3823,1598,372,74284
POA4210,5162,2821,2690,3531,3436,2495,1612,727,140,22605
POA4211,12077,7265,7814,8870,8741,7458,5894,3381,1011,62508
POA4212,5337,3914,3238,4044,5015,4609,4118,2385,810,33470
POA4213,6575,3753,2904,4357,4789,3942,2850,1481,498,31153
POA4214,6631,5293,4713,5048,5344,4774,3749,2392,924,38871
POA4215,6531,7904,9675,6766,6719,6378,5802,3913,1738,55425
POA4216,4925,3759,3901,4175,5347,5841,6244,4148,1367,39714
POA4217,4994,4944,7435,5731,5983,6135,5804,3335,849,45197
POA4218,4740,3917,6016,4752,4700,4517,3799,2148,784,35371
POA4220,5197,3325,4864,4618,4387,3719,3492,2112,865,32574
POA4221,4991,3193,3821,4064,3866,3472,3050,1735,698,28889
POA4223,2841,1585,1512,2017,2145,2036,1681,940,397,15156
POA4224,1265,705,1118,1010,925,883,703,375,204,7175
