POA_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
POA4210,..,8,8,9,0,9,..,223,66,289,0,292,..,60,3,66,0,66,..,32,0,38,0,38,..,65,0,61,0,66,..,27,0,28,0,28,..,20,0,20,0,20,..,77,10,89,3,90,..,57,3,59,0,59,..,13,4,14,0,14,..,96,5,96,5,103,..,12,0,12,0,12,..,8,0,8,0,8,..,3,0,3,0,3,..,288,17,312,9,318,..,43,0,44,0,47,..,104,10,119,0,119,..,0,0,0,0,0,..,63,22,86,0,86,..,8,0,8,0,8,..,77,3,83,0,87,..,30,4,31,0,31,..,27,6,31,0,31,..,20,0,24,0,26,..,49,11,55,0,54,..,29,0,30,0,32,..,44,3,43,0,48,..,51,0,51,0,47,..,18,0,20,0,20,..,46,4,51,0,53,..,11,0,11,0,11,..,131,6,133,4,142,..,83,3,91,3,92,..,9
POA4211,..,22,5,28,0,28,..,795,198,995,15,1007,..,123,18,137,3,141,..,164,6,167,0,169,..,196,3,201,3,208,..,150,11,162,0,164,..,95,4,101,0,101,..,83,8,89,0,89,..,145,5,150,0,148,..,60,7,70,0,70,..,360,39,404,10,411,..,44,0,44,0,41,..,86,6,93,0,93,..,38,0,41,0,41,..,913,65,981,12,993,..,145,7,150,0,150,..,488,83,576,8,581,..,19,8,22,0,22,..,228,66,295,0,293,..,22,4,27,0,27,..,204,14,218,4,216,..,71,14,87,0,87,..,75,6,79,0,86,..,199,13,214,5,222,..,124,16,137,0,138,..,55,0,57,0,57,..,118,11,131,0,137,..,171,10,178,0,178,..,94,5,93,0,97,..,185,12,190,0,190,..,55,3,60,0,60,..,505,25,525,0,529,..,319,18,343,5,350,..,30
POA4212,..,22,13,35,0,35,..,940,308,1248,3,1249,..,38,0,36,0,36,..,82,5,85,0,86,..,134,0,135,0,132,..,45,7,55,0,55,..,24,0,24,0,32,..,34,3,36,0,36,..,91,0,89,0,89,..,30,0,30,0,30,..,82,4,85,6,93,..,49,0,49,0,43,..,46,9,50,0,50,..,21,0,21,0,21,..,375,13,386,4,389,..,100,11,111,0,111,..,235,32,267,0,270,..,0,0,0,0,0,..,135,50,186,0,189,..,8,0,8,0,15,..,48,6,48,0,50,..,57,9,70,0,67,..,63,9,70,0,68,..,78,5,89,4,91,..,110,19,124,0,124,..,34,0,38,0,38,..,40,6,45,0,45,..,35,0,40,0,40,..,48,4,52,0,51,..,78,0,76,3,81,..,15,0,15,0,15,..,178,6,184,4,189,..,172,8,175,0,176,..,20
POA4213,..,8,0,8,0,8,..,323,61,386,4,391,..,15,3,16,0,19,..,84,13,89,0,91,..,120,0,122,0,122,..,44,3,50,0,50,..,3,0,5,0,5,..,14,0,14,0,14,..,58,0,59,0,57,..,7,0,7,0,7,..,15,0,17,0,17,..,12,0,18,0,18,..,12,0,12,0,12,..,6,0,6,0,6,..,118,7,124,0,123,..,91,8,97,0,97,..,191,28,214,0,219,..,0,0,0,0,0,..,29,9,41,0,41,..,15,0,15,0,15,..,17,0,20,0,19,..,12,0,12,0,12,..,59,8,66,0,66,..,112,10,118,0,122,..,60,4,67,0,67,..,13,0,13,0,13,..,15,0,18,0,18,..,19,0,19,0,19,..,17,0,18,0,20,..,57,0,57,0,57,..,12,0,13,0,13,..,106,0,107,0,106,..,121,10,127,0,127,..,0
POA4214,..,42,14,54,0,54,..,1304,410,1717,11,1724,..,108,21,129,0,129,..,150,10,157,0,162,..,142,6,151,0,151,..,115,11,130,0,130,..,105,6,116,0,113,..,78,6,80,0,80,..,129,0,130,0,130,..,65,4,72,0,74,..,85,8,94,0,92,..,69,0,71,0,71,..,85,0,85,3,86,..,43,0,46,0,46,..,665,27,687,6,688,..,130,11,133,0,139,..,500,77,575,7,580,..,12,4,20,0,20,..,298,96,395,6,403,..,14,0,14,0,14,..,151,11,167,0,163,..,127,13,136,3,139,..,51,4,54,0,54,..,128,19,140,5,146,..,104,12,123,0,123,..,41,4,41,0,41,..,70,3,77,4,81,..,152,5,152,0,157,..,58,3,67,0,67,..,219,0,219,0,217,..,65,0,65,0,66,..,494,8,502,7,509,..,199,17,216,0,216,..,66
POA4215,..,64,20,91,0,88,..,1788,489,2272,11,2287,..,104,18,125,0,125,..,222,17,237,4,243,..,188,12,196,0,197,..,104,14,119,0,122,..,80,11,88,0,88,..,122,7,131,3,127,..,258,15,270,4,272,..,281,14,291,3,291,..,331,20,350,0,355,..,61,0,64,0,64,..,87,5,91,0,91,..,48,3,51,0,51,..,1271,66,1337,9,1347,..,186,15,203,6,209,..,725,188,913,8,918,..,24,4,27,0,27,..,706,284,986,5,990,..,36,7,46,0,46,..,98,9,104,0,110,..,139,24,162,0,165,..,81,18,98,0,98,..,297,29,328,0,329,..,221,30,251,0,253,..,46,3,50,0,50,..,161,39,200,0,200,..,307,8,316,0,311,..,117,9,123,0,123,..,424,8,435,0,435,..,112,8,116,0,117,..,956,24,988,3,990,..,579,75,654,3,661,..,80
POA4216,..,24,14,37,0,37,..,797,258,1057,4,1058,..,56,8,64,5,65,..,156,9,167,0,167,..,130,8,135,0,135,..,109,12,121,4,118,..,44,4,48,0,48,..,19,4,25,0,25,..,85,5,88,0,93,..,38,0,41,0,41,..,78,9,89,4,89,..,18,0,17,0,17,..,127,3,132,0,128,..,13,0,13,0,13,..,415,33,445,5,452,..,137,11,152,0,153,..,208,33,240,0,238,..,0,0,0,0,0,..,128,69,196,0,193,..,17,0,21,0,21,..,0,0,0,0,0,..,62,9,71,0,72,..,72,4,75,0,75,..,118,13,139,0,139,..,141,20,159,0,162,..,14,0,17,0,17,..,65,14,80,0,80,..,60,5,59,0,59,..,45,6,50,0,49,..,113,4,117,0,117,..,38,0,38,0,38,..,252,10,262,0,261,..,247,34,284,0,283,..,19
POA4217,..,29,15,41,0,41,..,1316,402,1717,11,1728,..,82,8,93,0,93,..,243,6,245,3,252,..,170,5,170,0,174,..,239,18,260,0,261,..,30,0,30,0,30,..,157,22,176,0,176,..,201,7,210,4,210,..,291,9,301,0,301,..,369,16,393,4,389,..,36,0,36,0,36,..,48,0,48,0,48,..,47,0,45,0,46,..,1179,57,1236,7,1248,..,375,14,391,3,394,..,566,120,689,0,688,..,10,0,10,0,10,..,243,72,319,3,319,..,80,9,88,0,85,..,74,3,78,0,77,..,195,10,202,0,202,..,99,5,105,0,105,..,1026,98,1125,4,1129,..,221,17,236,0,242,..,22,4,23,0,23,..,113,12,124,0,124,..,130,4,133,0,135,..,65,9,68,0,74,..,169,0,169,0,167,..,48,0,48,0,48,..,411,9,417,4,422,..,909,57,970,3,972,..,44
POA4218,..,29,6,37,0,37,..,652,212,864,8,874,..,73,14,88,0,88,..,143,6,146,0,146,..,128,3,135,0,132,..,129,16,139,0,141,..,4,0,4,0,4,..,20,0,20,0,21,..,41,0,45,0,45,..,45,0,46,0,46,..,73,10,82,0,87,..,10,0,10,0,10,..,4,0,4,0,4,..,9,0,9,0,9,..,209,12,222,4,226,..,283,27,302,4,305,..,322,61,382,6,394,..,5,5,8,0,8,..,62,19,82,0,82,..,49,9,53,0,53,..,3,0,3,0,3,..,45,4,47,0,51,..,95,8,100,0,100,..,637,43,677,3,680,..,87,15,100,0,102,..,6,0,6,0,6,..,71,14,84,0,89,..,37,4,39,0,39,..,44,3,46,0,47,..,95,4,99,0,99,..,19,0,19,0,19,..,194,7,201,0,200,..,410,40,449,7,457,..,3
POA4220,..,3,0,6,0,6,..,140,44,182,3,185,..,31,10,34,0,34,..,107,6,114,3,119,..,132,9,134,6,141,..,50,0,53,0,53,..,0,0,0,0,0,..,8,0,4,0,4,..,10,0,14,0,14,..,3,0,3,0,3,..,16,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,33,3,37,0,37,..,120,11,132,5,131,..,175,27,197,4,201,..,6,0,3,0,3,..,13,5,17,0,17,..,16,8,20,0,20,..,15,0,15,0,15,..,5,0,5,0,5,..,41,5,50,0,50,..,544,27,574,9,582,..,36,0,39,0,39,..,3,0,3,0,3,..,29,14,45,0,45,..,33,0,27,0,27,..,24,0,24,0,24,..,39,0,40,0,40,..,3,0,3,0,3,..,103,0,102,0,102,..,233,23,255,6,260,..,0
POA4221,..,3,0,3,0,3,..,77,21,101,0,103,..,25,6,27,0,27,..,87,4,93,0,99,..,99,5,106,0,106,..,33,6,38,0,38,..,0,0,0,0,0,..,4,0,4,0,4,..,11,0,11,0,11,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,34,0,32,0,33,..,58,0,60,0,64,..,145,14,161,0,163,..,6,0,6,0,6,..,9,0,9,0,9,..,9,3,15,0,15,..,3,0,3,0,3,..,14,0,14,0,14,..,51,4,57,0,57,..,269,3,275,4,278,..,24,6,24,0,24,..,6,0,6,0,6,..,47,7,57,0,57,..,18,0,18,0,16,..,22,4,29,0,32,..,18,0,18,0,24,..,4,0,4,0,9,..,69,4,73,0,80,..,102,10,115,0,115,..,4
POA4223,..,0,0,0,0,0,..,33,3,31,0,31,..,3,3,7,0,7,..,37,0,37,0,38,..,51,0,51,0,50,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,36,0,39,0,39,..,71,17,85,0,85,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,11,0,11,..,110,4,115,0,109,..,10,0,10,0,10,..,9,0,9,0,9,..,9,0,9,0,9,..,15,0,15,0,15,..,11,0,11,0,11,..,9,0,13,0,13,..,0,0,0,0,0,..,36,0,43,0,43,..,71,3,78,3,78,..,5
POA4224,..,3,0,3,0,3,..,21,3,19,0,19,..,3,0,3,0,3,..,36,0,36,0,36,..,15,0,17,0,17,..,4,0,9,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,12,0,12,..,20,0,18,0,18,..,54,11,64,0,67,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,18,0,18,..,110,9,121,0,123,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,7,0,7,0,7,..,10,0,10,0,10,..,3,0,3,0,3,..,36,0,39,0,39,..,56,0,61,0,61,..,0
POA4225,..,0,0,0,0,0,..,26,3,27,0,27,..,3,0,3,0,3,..,31,3,30,0,30,..,20,0,21,0,21,..,11,0,18,0,18,..,4,0,4,0,4,..,5,0,5,0,5,..,5,0,5,0,5,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,28,0,28,0,28,..,45,0,45,0,45,..,26,10,32,0,32,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,5,10,0,10,..,4,0,4,0,4,..,9,0,13,0,13,..,187,10,191,0,196,..,7,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,11,0,11,0,11,..,20,0,17,0,17,..,0,0,0,0,0,..,41,0,37,0,37,..,79,4,84,0,84,..,0
POA4226,..,24,9,35,0,35,..,1489,458,1948,13,1965,..,74,7,79,0,81,..,132,8,143,7,145,..,119,3,128,0,128,..,136,7,143,0,143,..,31,0,30,0,30,..,29,7,33,0,36,..,107,0,107,0,107,..,30,0,30,0,30,..,62,5,73,0,73,..,37,0,41,0,41,..,20,0,20,0,20,..,9,0,14,0,14,..,330,12,345,0,348,..,191,16,208,0,207,..,550,88,635,0,633,..,11,4,12,0,12,..,197,62,254,0,256,..,26,0,25,0,25,..,54,3,52,0,55,..,91,9,96,0,96,..,75,6,78,0,78,..,347,20,363,8,368,..,88,6,100,0,103,..,23,7,22,0,22,..,71,12,84,0,84,..,95,4,93,0,93,..,70,5,75,0,75,..,94,4,99,0,97,..,46,0,43,0,43,..,301,6,314,0,310,..,326,23,349,5,353,..,36
POA4227,..,17,0,23,0,23,..,878,222,1095,11,1106,..,36,3,41,0,41,..,87,0,90,0,89,..,60,3,60,0,60,..,81,3,85,0,85,..,6,0,6,0,6,..,42,6,49,0,49,..,79,7,86,0,86,..,4,0,4,0,4,..,72,6,79,0,79,..,46,6,49,0,49,..,17,0,17,0,17,..,20,0,20,0,20,..,295,21,313,0,313,..,76,11,89,0,88,..,313,58,366,3,372,..,3,0,3,0,3,..,132,36,172,0,167,..,17,6,22,0,22,..,33,3,35,0,35,..,27,0,31,0,27,..,54,3,57,0,57,..,374,35,408,5,414,..,87,16,96,0,96,..,22,0,17,0,17,..,48,8,57,0,57,..,55,0,55,0,55,..,34,7,38,0,38,..,108,3,113,0,113,..,33,4,30,0,34,..,225,10,239,3,241,..,212,15,231,3,235,..,35
POA4228,..,0,0,0,0,0,..,8,0,8,0,8,..,5,0,7,0,7,..,24,0,22,0,22,..,17,3,14,0,14,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,4,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,4,6,0,6,..,10,0,14,0,14,..,17,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,11,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,5,0,8,0,8,..,17,0,22,0,22,..,21,0,19,0,21,..,0
POA4270,..,0,0,0,0,0,..,11,6,11,0,11,..,9,0,9,0,9,..,5,0,5,0,5,..,13,0,13,0,13,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,8,0,8,0,8,..,9,0,9,0,9,..,0,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,6,0,6,..,0,0,0,0,0,..,8,3,8,0,8,..,4,0,4,0,6,..,4,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,12,0,12,..,14,0,13,0,13,..,0
POA4272,..,0,0,0,0,0,..,40,0,45,0,48,..,3,0,3,0,3,..,23,6,29,0,28,..,66,0,66,0,67,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,19,0,19,0,19,..,43,0,41,5,42,..,0,0,0,0,0,..,12,4,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,16,0,16,0,16,..,3,0,3,0,3,..,5,0,7,0,7,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,3,0,3,0,3,..,16,0,16,0,16,..,17,0,19,0,19,..,0
POA4275,..,0,0,0,0,0,..,7,4,5,0,5,..,12,0,12,0,12,..,8,0,8,0,8,..,19,0,19,0,22,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,4,0,4,..,12,0,13,0,13,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,7,0,7,..,10,0,10,0,10,..,8,0,8,0,8,..,0
POA4280,..,3,0,6,0,6,..,79,24,106,0,106,..,6,0,10,0,10,..,18,0,18,0,18,..,33,0,36,0,36,..,7,0,11,0,11,..,0,0,0,0,0,..,7,0,7,0,7,..,57,4,64,0,65,..,5,0,5,0,5,..,34,3,40,0,40,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,3,0,3,..,113,6,124,0,121,..,24,0,28,0,28,..,15,0,14,0,14,..,18,3,17,0,17,..,0,0,0,0,0,..,3,0,3,0,3,..,16,0,12,0,12,..,3,0,3,0,3,..,12,0,12,0,12,..,18,0,18,0,18,..,18,11,26,0,26,..,23,0,23,0,23,..,12,0,10,0,10,..,23,0,23,0,23,..,11,0,11,0,11,..,28,0,25,0,25,..,0,4,0,0,0,..,65,3,66,0,66,..,68,12,74,0,74,..,3
POA4285,..,0,0,0,0,0,..,46,9,57,3,57,..,4,0,4,0,4,..,10,0,10,0,10,..,55,0,56,0,56,..,7,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,9,0,9,..,4,0,4,0,4,..,20,3,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,38,4,39,0,39,..,18,4,26,0,26,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,3,..,7,0,7,0,7,..,11,0,10,0,10,..,32,0,33,0,36,..,22,0,22,0,22,..,12,3,13,0,13,..,11,4,17,0,17,..,12,0,12,0,14,..,34,0,34,0,34,..,7,0,7,0,7,..,69,4,69,0,70,..,34,0,39,0,39,..,0
POA4287,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA4300,..,19,0,23,0,23,..,686,149,840,13,853,..,42,9,53,0,53,..,126,9,139,0,140,..,155,9,155,3,156,..,62,3,62,0,62,..,154,12,165,0,167,..,250,12,267,0,267,..,813,41,857,7,863,..,328,26,354,4,351,..,1418,132,1549,28,1575,..,227,16,233,0,240,..,168,15,186,0,187,..,156,5,157,0,162,..,3509,262,3767,45,3813,..,79,6,83,4,86,..,111,15,125,0,123,..,23,10,27,0,27,..,171,71,242,0,241,..,13,0,14,0,22,..,886,50,939,11,949,..,167,22,193,0,193,..,118,12,134,3,136,..,118,16,135,4,135,..,107,9,118,0,119,..,1519,148,1660,19,1681,..,79,11,90,0,90,..,377,16,395,5,401,..,75,5,85,0,85,..,589,7,602,6,602,..,100,0,97,0,101,..,1142,33,1177,9,1185,..,628,94,724,6,728,..,368
POA4301,..,10,0,10,0,10,..,148,67,210,3,214,..,15,0,13,0,13,..,64,7,73,0,73,..,34,0,38,0,38,..,34,7,38,0,38,..,44,5,41,0,41,..,23,0,23,0,23,..,283,13,291,0,297,..,28,0,29,0,32,..,231,24,253,0,253,..,40,4,44,0,46,..,49,3,54,0,54,..,40,0,37,0,37,..,735,47,779,3,786,..,34,6,41,0,41,..,26,6,23,0,23,..,15,0,17,0,17,..,43,11,50,0,53,..,6,0,13,0,13,..,66,6,72,0,74,..,34,0,36,0,36,..,16,6,22,0,22,..,104,27,130,3,138,..,20,3,23,0,23,..,1648,212,1860,25,1888,..,27,0,29,0,29,..,170,5,176,0,178,..,39,4,42,0,42,..,309,11,320,0,320,..,50,0,50,0,50,..,572,14,588,0,588,..,274,35,307,0,310,..,58
POA4303,..,0,0,0,0,0,..,24,17,46,0,44,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,4,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,35,5,37,0,42,..,0,0,0,0,0,..,4,0,6,0,6,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,5,0,5,..,0,5,5,0,5,..,8,0,9,0,9,..,5,0,11,0,11,..,0,0,0,0,0,..,152,21,178,5,179,..,0,0,0,0,0,..,12,0,16,0,16,..,0,0,4,0,4,..,13,0,17,0,17,..,3,0,3,0,3,..,34,3,38,0,38,..,15,5,22,0,22,..,8
