POA_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
POA3199,0,0,0,15,19,1304,25,11,4,0,0,12,0,0,60,1421,361,4,0,0,0,0,0,0,0,43,410,108,0,0,0,0,0,0,0,0,3,112,27,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,133,4,0,0,0,0,0,0,0,4,146,0,0,0,0,0,0,0,0,0,34,32,499,4,0,0,0,0,0,0,0,84,589,5694,836,716,87,87,60,95,23,15,208,7832,1787,719,581,176,149,183,179,66,26,70,3938,223,97,101,30,33,31,60,23,8,25,623,6,0,0,0,0,0,0,0,0,0,11,2014,817,680,206,186,213,242,87,26,93,4577,10,0,4,0,0,0,0,0,0,62,73,7722,1660,1400,295,278,273,339,116,41,363,12483
POA3200,0,0,0,0,0,107,0,0,0,0,0,0,0,0,4,118,53,0,0,0,0,0,0,0,0,0,56,19,0,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,3,83,482,57,40,11,4,8,3,0,0,20,628,178,94,38,10,9,9,21,3,4,13,379,53,11,7,3,0,0,4,3,0,0,88,0,3,0,0,0,0,0,0,0,0,8,229,101,47,12,10,14,22,8,4,15,471,0,0,0,0,0,0,0,0,0,3,3,717,158,91,24,11,18,29,4,4,44,1104
POA3201,0,0,0,0,3,315,14,4,3,0,0,6,0,0,13,359,99,0,0,0,0,0,0,0,0,25,127,36,0,0,0,0,0,0,0,0,5,38,17,3,0,0,0,0,0,0,0,8,34,0,0,0,0,0,0,0,0,0,0,0,54,3,0,0,0,0,0,0,0,13,71,0,0,0,0,0,0,0,0,0,3,6,153,4,0,0,0,0,0,0,0,36,202,1859,296,268,46,40,29,18,4,5,76,2640,1067,622,396,80,58,76,77,26,12,26,2429,155,60,48,14,8,17,16,4,3,19,355,3,0,0,0,0,0,0,0,0,3,9,1224,685,443,94,69,91,98,34,17,47,2792,0,0,0,0,0,0,0,0,0,13,17,3088,980,709,141,105,116,109,36,21,133,5451
POA3202,0,0,0,16,16,44,3,10,0,0,0,0,0,0,19,81,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,4,13,0,0,0,0,0,0,0,0,7,18,230,74,40,12,9,0,17,0,0,5,392,260,114,108,18,8,24,16,7,0,3,547,41,9,13,0,0,0,5,3,0,4,74,0,0,0,0,0,0,0,0,0,0,0,301,116,122,20,7,24,19,8,0,5,627,3,0,0,0,0,0,0,0,0,40,43,529,187,160,34,21,21,34,9,0,55,1056
POA3204,0,0,0,0,0,750,31,16,6,0,6,8,4,4,20,829,119,5,0,0,0,0,0,0,0,6,126,96,0,0,0,0,0,0,0,0,0,97,85,3,3,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,181,3,3,0,0,0,0,0,0,3,193,0,0,0,0,0,0,0,0,0,0,0,300,11,6,0,0,0,0,0,0,5,319,2755,561,491,101,135,111,105,45,36,59,4409,2753,1120,1176,274,308,408,400,131,35,80,6690,483,159,189,41,59,83,121,42,18,37,1229,4,0,0,0,4,0,0,0,0,4,18,3242,1276,1365,316,373,490,529,167,55,121,7936,0,0,0,0,5,0,0,0,0,8,17,6002,1835,1857,416,514,600,636,211,92,194,12360
POA3205,0,0,0,3,3,207,6,0,0,0,0,0,0,0,8,230,14,0,0,0,0,0,0,0,0,3,17,21,0,0,0,0,0,0,0,0,5,23,65,3,0,0,0,0,0,0,0,11,77,0,0,0,0,0,0,0,0,0,0,0,79,4,0,0,0,0,0,0,0,8,97,0,0,0,0,0,0,0,0,0,3,3,99,4,0,0,0,0,0,0,0,16,118,950,293,288,62,74,91,96,41,18,37,1946,571,285,372,101,107,124,129,50,18,20,1770,204,29,26,6,10,8,13,9,3,24,336,3,0,0,0,0,0,0,5,0,5,19,785,316,401,104,121,126,143,61,19,49,2117,0,0,0,0,0,0,0,0,0,9,8,1736,609,686,162,191,221,241,96,37,94,4073
POA3206,0,0,0,0,3,312,0,0,0,0,0,0,0,0,6,321,17,0,0,0,0,4,0,0,0,0,21,27,0,0,0,0,0,0,0,0,0,28,46,0,0,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,3,80,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,4,0,0,0,7,96,896,198,192,31,34,50,67,27,9,17,1524,442,120,85,24,47,21,62,29,8,20,852,174,3,5,0,0,0,3,0,4,4,197,0,0,0,0,0,0,0,0,0,0,0,612,121,88,24,53,21,67,24,10,22,1051,3,0,0,0,0,0,0,0,0,0,7,1513,328,279,55,88,72,127,54,20,43,2580
POA3207,0,0,0,0,0,349,4,0,0,0,0,0,4,0,14,368,20,0,0,0,0,0,0,0,0,3,28,36,0,0,0,0,0,0,0,0,4,42,49,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,4,87,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,5,118,1469,416,446,102,98,99,112,61,18,52,2880,942,283,365,91,81,95,102,33,7,43,2046,247,22,23,10,16,11,10,5,3,5,358,5,0,0,0,0,0,0,0,0,0,8,1192,311,388,101,93,113,114,41,11,46,2408,0,0,0,0,0,0,0,0,0,0,5,2659,728,836,207,193,211,228,103,27,97,5290
POA3211,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,94,7,3,0,0,0,0,0,0,0,117,60,15,9,0,5,0,0,0,0,0,86,8,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,65,17,9,0,3,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,160,33,12,0,3,0,0,0,0,0,211
POA3212,0,0,0,0,0,287,0,0,0,0,0,0,0,0,4,298,65,0,0,0,0,0,0,0,0,6,73,16,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,90,0,0,0,0,0,0,0,0,9,101,1260,174,146,26,18,12,9,6,0,37,1683,443,302,246,82,45,60,49,16,3,22,1269,55,21,21,15,4,3,16,6,6,5,149,0,0,0,0,0,0,0,0,0,0,3,500,322,271,97,48,61,58,25,9,29,1420,7,0,0,0,0,0,0,0,0,266,270,1764,492,412,121,72,73,68,24,9,324,3372
POA3213,0,0,0,0,0,82,0,5,0,0,0,0,0,0,0,89,9,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,271,25,17,0,3,0,0,4,0,9,336,233,75,70,3,13,8,8,0,0,3,428,47,8,22,3,0,3,5,0,0,4,90,3,0,0,0,0,0,0,0,0,0,0,281,83,89,9,15,15,14,3,0,12,518,0,0,0,0,0,0,0,0,0,0,0,552,107,104,11,18,16,11,6,0,20,849
POA3214,0,0,0,6,4,494,11,6,0,5,0,0,0,0,17,529,84,0,0,0,0,0,0,0,0,6,92,57,0,0,0,0,0,0,0,0,0,57,53,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,5,200,0,0,0,0,0,0,0,0,12,209,1402,151,97,25,20,21,26,11,8,80,1841,886,458,839,220,148,203,252,65,15,52,3137,395,176,261,76,90,57,85,21,6,26,1193,9,0,0,0,0,0,0,0,0,0,14,1292,632,1103,298,239,258,335,87,21,80,4342,5,0,0,0,0,0,0,0,0,15,27,2698,782,1202,321,259,281,360,96,29,178,6214
POA3215,0,0,0,3,8,835,0,3,0,0,0,0,0,0,29,872,87,0,0,0,0,0,0,0,0,11,100,186,0,0,0,0,0,0,0,0,5,187,151,0,0,0,0,0,0,0,0,17,169,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,25,361,0,0,0,0,0,0,0,0,0,3,9,420,0,0,0,0,0,0,0,0,33,458,1286,149,125,22,20,20,38,9,0,59,1724,1549,285,407,90,115,134,143,56,3,51,2827,573,22,50,20,15,16,29,9,7,46,788,5,0,0,0,0,0,0,0,0,7,12,2124,308,459,113,131,151,168,69,15,98,3631,9,0,0,0,0,0,0,0,0,11,29,3423,457,586,135,147,171,209,81,15,169,5386
POA3216,0,0,0,5,6,871,12,9,3,0,0,8,3,0,42,946,247,0,0,0,0,0,0,0,0,32,282,92,0,0,0,0,0,0,0,0,7,100,20,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,3,116,0,0,0,0,0,0,0,0,12,132,4,0,0,0,0,0,0,0,0,6,13,365,3,0,3,0,0,0,0,0,54,427,3625,626,530,84,80,96,159,65,13,148,5429,1131,965,875,265,366,428,531,238,15,65,4880,117,52,91,11,25,23,40,22,4,14,400,4,0,0,0,0,0,0,0,0,0,13,1249,1017,968,280,391,448,571,262,18,84,5284,11,0,0,0,0,4,3,0,0,26,47,4891,1643,1500,360,469,552,734,326,33,260,10767
POA3217,0,0,0,0,0,101,0,0,0,0,0,0,0,0,5,111,33,0,0,0,0,0,0,0,0,0,32,11,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,0,0,0,0,0,3,48,755,307,319,51,45,61,59,13,5,29,1641,258,561,530,123,149,135,189,62,19,19,2038,35,14,28,6,10,7,22,8,9,8,149,3,0,0,0,0,0,0,0,0,0,3,295,580,554,126,160,138,211,72,25,22,2186,0,0,0,0,0,0,0,0,0,11,9,1048,888,875,185,198,202,268,87,31,61,3843
POA3218,0,0,0,0,3,176,0,0,0,0,0,0,0,0,3,180,23,0,0,0,0,0,0,0,0,0,26,25,0,0,0,0,0,0,0,0,0,23,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,3,72,777,131,129,25,21,17,23,21,4,25,1177,272,135,213,78,73,94,109,30,0,18,1022,63,10,8,0,13,17,19,4,0,0,137,0,0,0,0,0,0,0,0,0,3,7,334,143,218,83,87,111,126,32,4,25,1160,0,0,4,0,0,0,0,0,0,5,10,1111,276,350,103,110,126,147,53,8,48,2342
POA3219,0,0,0,5,4,344,0,0,0,0,0,0,0,0,21,367,91,0,0,0,0,0,0,0,0,5,96,33,0,0,0,0,0,0,0,0,0,41,7,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,7,51,0,0,0,0,0,0,0,0,0,4,4,134,0,0,0,0,0,0,0,0,12,153,1267,119,82,18,24,22,26,6,5,50,1617,320,160,241,72,77,94,100,27,6,21,1112,56,9,31,0,4,8,5,6,0,12,142,0,0,0,0,0,0,0,0,0,0,5,372,177,268,75,79,95,108,32,6,37,1262,3,0,0,0,0,0,0,0,0,11,15,1646,294,354,93,106,123,135,38,8,100,2894
POA3220,0,0,0,0,0,227,5,0,0,0,0,0,0,0,4,235,37,0,0,0,0,0,0,0,0,5,38,41,0,0,0,0,0,0,0,0,3,42,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,3,56,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,10,103,1017,162,155,29,40,28,40,37,11,24,1543,374,186,238,81,94,115,145,47,18,26,1320,55,12,12,0,6,7,15,5,3,0,124,0,0,0,0,0,0,0,0,0,0,4,432,196,248,81,96,121,165,58,22,29,1442,0,0,0,0,0,0,0,0,0,8,8,1445,357,402,108,137,150,205,92,37,54,2993
POA3221,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,40,3,6,0,0,4,3,0,0,0,59,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,47,3,6,0,0,4,3,0,0,5,66
POA3222,0,0,0,0,3,380,7,6,0,0,0,0,0,0,15,407,97,0,0,0,0,0,0,0,0,0,105,24,0,0,0,0,0,0,0,0,4,27,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,4,38,0,0,0,0,0,0,0,0,0,0,0,132,4,0,0,0,0,0,0,0,7,144,1665,196,172,31,27,29,15,3,3,52,2181,244,104,85,28,18,15,25,6,0,10,537,20,8,6,4,4,0,5,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,268,104,89,30,19,18,26,17,0,10,585,7,0,0,0,0,0,0,0,0,0,8,1936,299,261,59,51,47,42,18,10,66,2778
POA3223,0,0,0,8,8,278,4,0,0,0,0,0,0,0,29,310,32,0,0,0,0,0,0,0,0,0,38,21,0,0,0,0,0,0,0,0,0,23,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,14,14,68,0,0,0,0,0,0,0,0,18,86,870,79,53,6,0,9,13,6,0,51,1095,303,21,21,3,4,4,7,9,3,12,377,58,3,0,0,0,0,0,0,0,0,68,4,0,0,0,0,0,0,0,0,0,9,362,23,23,3,4,4,3,9,3,13,447,0,0,0,0,0,0,0,0,0,29,29,1234,100,71,11,6,10,18,17,3,102,1569
POA3224,0,0,0,16,15,310,3,3,0,0,0,0,5,0,19,334,57,0,0,0,0,0,0,0,0,4,57,18,0,0,0,0,0,0,0,0,0,22,8,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,4,36,0,0,0,0,0,0,0,0,0,34,34,86,0,0,0,0,0,0,0,0,40,130,1091,106,76,10,4,3,11,7,0,33,1348,246,118,105,19,15,23,24,14,0,3,580,38,9,5,0,3,4,5,5,0,0,70,0,0,0,0,0,0,0,0,0,0,0,287,129,105,20,23,25,29,17,0,9,653,7,0,0,0,0,0,0,0,0,48,58,1378,233,179,27,26,34,42,25,5,93,2055
POA3225,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,92,26,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,36,411,16,21,0,5,3,6,0,4,22,493,62,16,12,6,6,4,12,0,0,3,112,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,60,17,12,6,6,8,12,0,0,5,120,0,0,0,0,0,0,0,0,0,0,0,475,37,32,3,8,8,17,0,4,29,613
POA3226,0,0,0,0,0,209,0,9,0,0,0,5,0,0,19,237,58,0,0,0,0,0,0,0,0,18,81,20,0,0,0,0,0,0,0,0,9,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,12,29,0,0,0,0,0,0,0,0,0,0,0,78,3,0,0,0,0,0,0,0,34,110,1182,176,125,34,18,18,16,11,11,90,1665,150,59,52,10,6,13,7,0,4,17,319,3,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,158,60,55,10,6,9,12,7,4,22,340,0,0,0,0,0,0,4,0,0,0,6,1335,238,178,43,27,27,24,14,13,113,2007
POA3227,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,63,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,15,355,52,46,10,4,5,10,6,0,18,506,20,5,8,3,0,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,15,3,0,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,375,52,57,15,4,10,10,6,0,20,554
POA3228,0,0,0,0,0,219,5,0,0,0,0,0,0,0,6,228,53,0,0,0,0,0,0,0,0,3,58,16,0,0,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,6,82,1448,379,332,47,53,36,54,30,10,34,2427,239,123,134,26,23,22,31,10,0,9,610,22,3,3,0,0,0,6,0,0,4,41,0,0,0,0,0,0,0,0,0,0,4,257,127,141,26,22,23,37,13,0,6,654,0,0,0,0,0,0,0,0,0,4,4,1707,508,477,76,72,56,93,38,14,44,3087
POA3230,0,0,0,0,0,45,0,0,0,0,0,0,0,0,4,44,9,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,189,10,24,8,0,3,0,0,0,18,250,30,4,21,0,0,5,4,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,21,0,0,3,4,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,216,16,36,9,3,7,4,0,0,19,317
POA3231,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,129,13,5,0,0,0,5,0,0,6,155,12,4,6,0,0,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,6,0,0,0,4,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,137,10,10,0,0,0,11,5,0,6,182
POA3232,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,83,14,11,0,4,0,0,3,0,6,129,16,9,17,7,4,15,17,5,0,0,75,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,14,13,17,7,4,14,18,5,0,0,84,5,0,0,0,0,0,0,0,0,0,0,98,24,29,7,8,22,18,4,0,6,220
POA3233,0,0,0,0,0,46,3,0,0,0,0,0,0,0,0,51,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,16,207,15,26,4,0,7,4,0,0,15,275,41,22,32,16,5,13,3,3,0,4,137,6,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,46,26,35,16,3,14,8,5,0,4,151,0,0,0,0,0,0,0,0,0,0,0,255,44,62,14,12,20,8,9,0,14,428
POA3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,0,4,0,0,0,29,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,22,0,0,6,0,0,6,0,0,0,34
POA3235,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,11,0,0,0,0,0,0,0,58,11,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,53,5,9,0,0,0,0,0,0,0,73
POA3236,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,22,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,30
