POA_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
POA2355,90,39,46,51,92,116,105,37,17,598,0,0,0,0,0,0,0,0,0,0,5,4,3,5,4,3,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,5,4,0,5,0,0,35,5,4,3,5,4,0,5,0,0,35,98,46,49,50,94,116,116,39,24,632
POA2356,18,8,6,15,17,23,15,9,0,118,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,8,3,0,0,0,0,5,0,0,0,8,19,8,11,9,17,29,15,13,0,127
POA2357,672,334,359,336,465,583,619,350,185,3909,0,0,0,0,0,0,7,0,0,14,15,43,30,26,33,41,46,16,5,248,0,0,0,0,4,0,5,11,0,18,0,9,0,5,9,9,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,47,27,34,40,51,55,29,5,304,16,47,27,32,40,54,59,32,5,316,691,380,387,370,510,638,676,377,194,4225
POA2358,641,343,340,371,443,575,537,239,88,3579,0,0,0,0,0,0,0,4,0,7,18,25,5,10,8,17,15,6,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,8,8,14,25,15,6,3,131,23,23,10,8,14,25,17,10,3,136,664,372,351,380,458,600,550,252,89,3708
POA2359,127,62,55,66,98,114,83,53,15,675,0,0,0,0,3,0,0,0,0,7,0,3,0,3,4,9,7,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,9,7,0,0,31,0,3,0,3,5,9,11,0,0,38,127,67,57,68,99,125,95,55,13,707
POA2360,2823,1632,1627,1511,1713,1812,1669,1108,400,14307,8,6,3,11,0,3,6,5,0,45,94,84,89,62,75,81,60,33,15,597,0,0,0,0,0,0,4,6,0,13,3,6,6,14,3,9,6,0,0,52,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,100,73,77,94,78,42,16,667,103,97,107,81,81,96,85,45,17,711,2930,1734,1735,1596,1794,1908,1758,1154,416,15021
POA2361,136,79,60,64,124,152,147,97,25,881,0,0,0,0,0,0,0,0,0,0,9,9,7,0,4,3,3,12,0,46,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,7,0,12,9,3,12,0,59,9,12,7,0,12,9,8,12,6,63,141,91,65,68,130,165,151,104,29,942
POA2365,671,365,345,380,467,540,448,283,104,3599,0,0,0,3,0,0,0,6,0,13,21,26,16,15,8,7,15,3,0,112,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,16,19,8,10,19,7,0,128,21,26,16,20,16,12,21,12,0,138,697,388,358,399,482,546,469,292,104,3733
POA2369,146,107,79,73,102,130,110,69,14,837,0,0,0,0,0,0,0,0,0,4,14,3,9,0,9,5,6,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,9,0,6,5,6,0,0,38,14,0,9,0,11,5,5,0,0,44,158,113,82,77,110,136,117,68,16,880
POA2370,1224,728,739,730,879,1099,1087,686,248,7414,0,3,0,5,4,9,5,0,7,28,27,46,42,22,32,61,43,11,5,290,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,7,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,8,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,44,48,28,37,73,53,14,5,326,27,46,51,29,43,76,61,16,10,351,1245,775,787,756,927,1173,1149,703,261,7764
POA2371,122,78,77,73,159,224,202,111,38,1082,0,0,0,0,0,0,0,0,0,4,0,7,8,3,3,17,17,4,0,53,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,11,6,17,16,4,0,70,9,7,12,11,7,18,14,4,0,73,123,83,86,84,165,238,219,118,38,1160
POA2372,669,377,320,388,506,750,933,463,164,4568,4,0,4,3,0,0,5,6,0,27,21,29,19,22,21,41,54,13,3,226,0,0,3,0,0,3,0,0,0,7,4,13,14,9,13,20,11,5,0,87,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,47,37,33,39,64,60,17,7,327,24,49,35,39,41,67,66,22,8,349,696,425,359,418,545,817,1004,482,170,4917
POA2379,43,46,25,23,47,43,26,17,4,274,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,3,0,0,17,6,5,0,0,0,0,3,0,0,17,49,52,28,22,47,40,32,17,4,289
POA2380,2456,1118,1461,1292,1128,1238,1011,729,291,10719,0,0,0,0,5,4,7,7,0,31,48,76,67,54,50,89,35,8,5,430,0,0,0,0,0,4,0,0,0,4,4,0,7,0,4,8,3,0,0,31,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,78,85,55,60,100,38,9,5,481,59,85,88,59,60,102,46,12,8,510,2517,1200,1546,1347,1189,1337,1059,741,298,11227
POA2381,259,127,155,125,134,199,156,67,21,1236,0,0,0,0,0,0,0,0,0,6,4,12,13,3,4,6,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,10,3,4,6,3,0,0,50,4,12,10,3,4,12,5,3,0,54,260,138,167,134,139,209,157,73,21,1290
POA2382,246,145,160,143,179,159,151,108,41,1332,0,0,0,0,0,0,5,0,0,6,6,12,36,30,38,23,0,6,7,161,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,35,35,45,25,8,6,7,182,5,12,40,38,45,25,5,4,3,192,249,165,202,180,226,187,156,111,46,1522
POA2386,50,15,31,35,44,47,31,22,7,278,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,19,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,4,0,0,21,0,7,0,4,3,7,4,0,0,28,52,20,26,35,45,48,38,22,7,301
POA2387,35,22,36,11,18,27,12,5,6,179,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,4,0,0,0,17,0,6,0,0,5,4,0,0,0,17,38,24,36,16,24,33,17,5,6,200
POA2388,546,250,298,247,276,389,242,141,49,2431,0,9,0,4,0,0,0,0,0,21,15,14,11,13,11,24,21,7,0,120,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,13,19,26,32,12,0,136,15,26,17,18,15,27,32,9,0,153,557,272,317,263,291,415,270,152,52,2589
POA2390,1650,885,1025,923,999,1160,857,495,190,8183,6,5,0,0,0,6,3,3,0,29,49,70,87,53,78,90,45,12,10,497,0,0,0,0,0,3,9,8,0,26,0,3,11,11,16,7,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,52,77,98,61,94,107,62,19,6,571,55,84,98,67,92,110,69,23,14,599,1706,967,1128,991,1089,1267,922,517,197,8779
POA2395,99,58,51,60,86,118,148,53,7,688,0,0,0,0,0,0,4,0,0,9,4,0,4,0,5,6,3,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,9,5,4,0,0,41,8,0,5,0,9,5,4,5,0,48,103,62,52,58,94,132,160,61,10,728
POA2396,142,66,68,74,85,123,123,76,31,790,3,3,0,4,0,0,0,0,0,17,7,12,0,3,9,3,4,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,5,3,9,3,3,3,0,45,10,10,5,5,9,8,3,3,6,57,149,77,76,75,93,135,129,74,34,843
POA2397,55,26,20,34,35,41,40,14,4,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,15,0,5,0,0,3,0,4,0,0,15,55,26,26,34,35,44,45,12,3,282
POA2398,54,25,28,27,35,42,22,10,3,241,0,0,0,0,8,0,0,0,0,9,0,6,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,15,3,9,0,0,8,0,3,4,0,24,61,30,28,27,39,40,23,14,5,260
POA2399,118,42,85,58,66,98,66,36,0,579,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,6,3,0,19,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,5,0,4,6,7,9,3,0,39,9,5,0,3,6,7,9,5,0,40,127,54,89,59,69,104,73,45,4,620
POA2400,1949,1026,1260,1135,1173,1199,887,500,154,9274,0,4,3,5,5,3,5,3,0,28,77,83,97,56,73,107,102,51,8,657,0,4,3,0,0,8,13,19,0,55,12,20,26,8,37,31,19,5,0,155,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,115,119,67,113,147,148,75,10,878,85,110,126,74,111,150,148,81,10,903,2037,1140,1385,1205,1282,1352,1039,582,168,10182
POA2401,63,34,27,35,42,47,30,17,7,293,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,63,34,27,35,42,46,29,22,7,297
POA2402,295,143,146,152,201,244,236,162,54,1640,0,0,0,0,0,0,0,3,0,10,9,10,10,4,5,12,10,6,6,76,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,10,4,8,18,9,9,6,89,12,16,11,4,8,17,9,9,6,97,312,158,157,158,210,265,249,167,58,1740
POA2403,149,68,55,83,96,94,88,48,10,686,0,0,0,0,0,5,0,0,0,6,5,12,3,3,4,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,3,3,0,3,0,0,34,5,12,3,3,6,5,3,0,0,32,151,73,57,86,95,100,92,45,10,719
POA2404,218,105,80,129,192,255,287,207,91,1578,0,0,0,0,0,0,0,0,0,8,0,14,0,10,13,31,29,16,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,13,28,29,16,3,124,0,14,0,10,13,28,37,18,3,126,222,126,88,142,203,283,323,230,95,1708
POA2405,82,58,59,49,59,50,72,29,9,466,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,4,12,0,0,30,0,0,0,0,0,0,0,0,0,5,0,3,3,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,13,9,11,3,0,46,0,11,3,0,13,9,12,3,0,49,83,63,60,49,73,62,79,34,9,509
POA2406,122,71,77,88,87,103,57,37,11,657,0,0,0,0,0,0,0,0,0,0,7,6,3,4,3,0,7,3,0,37,0,0,0,0,0,3,0,0,0,3,0,5,9,0,12,6,0,0,0,24,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,8,8,8,16,6,10,3,0,68,8,8,8,8,16,6,8,3,0,67,132,80,87,88,97,114,67,45,11,727
POA2408,72,14,33,39,51,41,31,9,0,295,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,3,0,0,15,0,11,0,0,0,4,3,0,0,15,72,20,33,40,51,40,36,9,0,309
POA2409,230,153,105,117,140,148,96,26,10,1020,0,4,0,0,0,0,4,0,0,3,0,6,3,0,9,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,14,0,9,0,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,16,11,6,4,0,64,0,20,12,0,19,11,5,3,0,71,234,167,123,123,154,153,99,30,10,1097
POA2410,37,15,27,28,30,33,42,14,0,222,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,4,4,0,0,20,5,0,0,6,3,3,4,0,0,22,43,11,28,26,30,41,44,19,0,241
POA2411,16,9,13,14,18,16,9,0,0,97,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,12,4,0,0,0,0,3,0,0,0,12,24,11,14,14,18,18,9,0,0,110
POA2415,67,40,43,33,66,72,63,31,7,414,0,0,0,0,0,0,0,0,0,7,6,3,0,0,6,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,6,0,3,0,0,22,10,3,0,4,6,0,3,0,0,29,73,41,50,32,76,75,72,31,7,444
POA2420,609,386,282,388,511,645,552,372,120,3861,0,0,0,0,0,0,3,3,0,7,28,25,12,16,17,24,22,8,4,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,12,16,17,25,27,8,4,161,30,25,12,16,17,23,26,15,4,171,639,410,289,404,524,666,581,384,123,4023
POA2421,422,210,172,275,278,297,235,105,22,2008,0,3,0,0,0,0,0,0,0,8,8,50,5,8,9,13,16,5,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,51,5,8,14,13,16,5,0,114,8,58,5,8,13,13,16,5,0,125,423,266,176,284,284,309,252,108,24,2131
