POA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA2345,105,0,0,6,0,111,116,0,0,0,0,120,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,28,11,0,0,0,0,13,6,0,0,0,0,6,265,0,0,9,0,275
POA2346,508,0,0,5,3,522,313,0,0,3,0,319,148,30,0,0,0,177,4,0,0,0,0,4,0,0,0,0,0,0,68,5,0,0,0,74,19,0,0,0,0,19,4,0,0,0,0,5,236,38,0,3,0,275,47,0,0,0,0,46,32,0,0,0,0,34,1135,40,0,13,8,1196
POA2347,421,0,0,6,0,426,160,0,0,0,0,160,60,5,5,0,0,69,5,0,0,0,0,10,0,0,0,0,0,0,57,0,0,0,0,59,19,0,0,0,0,18,0,0,0,0,0,0,140,8,5,3,0,156,44,0,0,0,0,49,14,0,0,0,0,18,780,9,10,10,0,807
POA2350,3127,136,14,12,0,3299,2674,67,12,0,6,2756,1369,648,271,7,10,2302,201,50,55,0,3,310,94,46,61,0,0,197,414,61,26,5,5,509,85,12,0,10,0,111,7,8,0,0,0,15,2169,829,416,21,15,3445,176,35,3,0,3,221,89,21,10,0,10,129,8238,1081,455,36,31,9848
POA2352,417,5,0,0,0,422,400,0,0,5,0,401,147,19,4,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,61,3,0,0,0,63,8,0,0,0,0,8,3,0,0,0,0,3,216,22,4,0,0,243,16,0,0,0,0,16,8,0,0,0,0,12,1062,28,9,3,0,1094
POA2353,159,0,0,3,0,163,171,0,0,0,0,172,13,0,0,0,0,19,0,0,0,0,0,0,0,0,5,0,0,5,27,0,3,0,0,28,0,0,3,11,0,15,0,0,0,0,0,0,44,0,15,11,0,71,8,0,4,0,0,12,0,0,3,0,0,7,382,0,28,14,0,428
POA2354,630,0,4,0,0,639,319,0,6,0,0,321,61,5,16,9,0,85,9,0,10,0,0,16,8,0,0,0,0,14,95,0,0,0,0,94,36,0,0,0,0,40,0,0,0,0,0,0,210,5,29,9,0,255,112,0,0,0,0,114,32,0,0,0,4,36,1293,3,39,13,5,1363
POA2355,138,0,0,4,0,144,66,0,0,0,0,66,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,28,14,0,0,0,0,14,8,0,0,0,0,8,255,0,0,4,3,258
POA2356,28,0,0,0,0,28,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,48,0,0,0,0,48
POA2357,680,0,8,3,7,699,345,0,0,0,4,356,105,0,22,0,0,132,36,0,7,0,3,45,3,0,6,0,0,11,100,0,7,0,0,108,25,0,7,0,0,23,0,0,0,0,0,6,272,0,43,0,3,327,32,0,5,0,0,43,30,0,3,6,0,36,1368,6,64,9,17,1454
POA2358,598,10,0,8,0,616,447,3,0,7,0,460,138,39,10,3,0,189,9,0,3,0,0,20,9,0,0,0,0,8,75,0,0,4,0,83,22,0,0,3,0,25,0,0,0,0,0,0,257,40,16,8,0,323,48,0,0,0,0,54,13,0,0,0,0,20,1365,52,19,24,4,1473
POA2359,120,0,0,0,0,116,63,0,0,0,0,63,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,34,10,0,0,0,0,10,8,0,0,0,0,8,229,0,0,0,0,233
POA2360,1981,45,9,0,6,2044,1582,16,0,8,4,1608,711,255,21,4,0,998,97,25,0,0,0,123,39,53,8,0,4,106,281,13,11,0,5,306,49,9,0,12,4,75,9,11,3,0,0,24,1192,363,41,17,12,1629,112,10,0,0,5,124,102,35,4,9,0,150,4969,468,61,41,28,5562
POA2361,188,0,0,0,0,193,82,0,0,0,0,81,14,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,4,25,0,0,0,0,25,14,0,0,0,0,14,0,0,0,0,0,0,58,0,0,0,0,63,14,0,0,0,0,14,10,0,0,0,0,11,355,9,5,4,0,370
POA2365,616,3,0,3,3,622,328,0,0,0,0,331,138,6,16,0,0,155,13,0,0,0,0,11,3,0,0,0,0,3,82,3,0,0,0,90,27,0,0,3,0,25,3,0,0,0,0,3,260,14,16,3,0,292,72,0,0,0,0,72,33,3,0,15,0,49,1304,24,16,26,3,1372
POA2369,161,0,0,3,0,166,85,0,0,0,0,85,11,0,0,0,0,11,9,0,0,0,0,9,13,0,0,0,0,13,21,0,0,0,0,21,9,0,0,0,0,8,0,0,0,0,0,0,55,0,0,0,0,61,6,0,0,0,0,11,9,0,0,0,0,9,321,0,0,3,0,327
POA2370,1326,26,5,8,4,1369,752,4,0,3,0,764,360,113,26,8,0,509,39,0,0,0,0,41,33,0,21,0,0,52,161,9,8,0,4,184,27,0,5,4,0,40,7,0,0,0,0,9,628,123,62,7,3,827,66,0,0,3,0,77,76,5,0,4,0,88,2858,158,70,34,6,3120
POA2371,295,0,0,5,0,301,103,0,0,3,0,107,13,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,3,33,0,3,0,0,34,6,0,0,0,0,6,0,0,0,0,0,0,52,0,4,0,0,56,23,0,0,0,0,23,10,0,0,0,0,10,485,0,4,9,0,498
POA2372,1052,9,12,13,4,1084,432,4,0,0,0,437,172,11,29,3,0,213,35,3,7,0,0,40,26,0,5,0,0,26,94,0,0,0,0,96,16,0,0,0,0,17,0,0,0,0,0,0,335,17,44,5,0,401,65,0,3,0,0,75,46,0,13,0,0,56,1935,24,62,22,12,2054
POA2379,47,0,0,0,0,44,18,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,6,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,14,12,0,0,0,0,10,0,0,0,0,0,0,92,0,3,5,0,95
POA2380,1252,54,0,6,0,1313,1330,18,0,3,0,1354,533,166,61,0,0,759,81,27,5,0,0,113,30,24,7,0,0,66,195,20,0,3,0,219,32,4,4,5,0,44,6,0,0,0,0,9,884,239,79,7,4,1205,66,35,0,0,0,99,65,10,3,0,0,74,3591,354,82,17,11,4050
POA2381,199,0,0,0,0,206,116,0,0,0,0,116,46,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,13,0,0,0,0,13,0,0,0,0,0,0,97,0,0,0,0,97,39,0,0,0,0,39,11,0,0,0,0,11,458,0,0,0,0,460
POA2382,177,4,0,3,0,183,114,0,0,0,0,122,61,10,0,0,0,75,0,0,0,0,0,0,5,0,0,0,0,5,45,0,0,0,0,45,23,0,0,0,0,26,0,0,0,0,0,0,135,13,0,0,5,143,39,0,0,0,0,41,14,0,0,0,0,14,481,16,0,4,3,507
POA2386,36,0,0,0,0,37,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,13,26,0,0,0,0,26,7,0,0,0,0,7,97,0,0,0,0,101
POA2387,20,0,0,0,0,20,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,13,0,0,0,0,0,0,22,0,0,0,0,22,8,0,0,0,0,8,0,0,0,0,0,0,62,0,0,0,0,62
POA2388,306,4,0,7,0,317,213,0,0,0,0,218,33,19,0,0,0,60,31,8,0,0,0,34,14,0,3,0,0,20,82,15,0,0,0,93,38,3,0,0,5,46,0,5,0,0,0,4,202,56,3,0,5,260,55,0,0,3,5,65,14,0,0,0,0,15,796,57,3,15,7,875
POA2390,1030,16,3,4,0,1055,976,10,0,0,0,984,257,167,22,0,0,444,90,36,0,0,0,126,32,27,0,0,0,61,162,22,0,0,0,190,65,9,0,7,0,79,6,6,0,0,0,9,613,267,23,7,0,911,87,6,0,0,0,100,50,16,0,5,0,67,2756,314,22,19,3,3111
POA2395,156,6,0,0,0,157,74,0,0,0,0,74,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,35,0,0,0,0,34,6,0,0,0,0,4,0,0,0,0,0,0,44,0,0,0,0,48,12,0,0,0,0,12,15,0,0,0,0,12,295,4,0,0,0,303
POA2396,147,0,0,6,5,157,62,0,0,0,0,70,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,3,35,0,3,0,0,36,5,0,0,0,0,12,4,0,0,0,0,4,60,4,4,0,0,65,13,0,0,0,0,17,11,0,0,0,0,11,289,0,4,6,10,312
POA2397,39,0,0,6,3,44,21,0,0,0,0,21,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,22,15,0,0,0,0,15,0,0,0,0,0,0,102,0,0,6,3,103
POA2398,21,0,0,0,0,24,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,9,10,0,0,0,0,8,0,0,0,0,0,0,53,0,0,0,0,58
POA2399,62,11,0,5,0,83,49,7,0,0,0,54,10,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,36,9,0,0,0,3,14,0,0,0,0,0,4,154,22,0,5,8,186
POA2400,914,54,0,12,7,985,767,50,0,5,0,820,401,179,39,5,0,624,130,31,11,0,0,170,27,18,10,0,0,59,161,19,3,4,0,182,66,17,0,6,3,92,4,5,0,0,0,11,787,273,59,12,11,1137,109,25,0,0,4,141,83,14,3,0,0,102,2660,409,67,22,19,3184
POA2401,46,0,0,0,0,46,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19,10,0,0,0,0,6,0,0,0,0,0,0,112,0,0,0,0,109
POA2402,337,0,0,0,5,344,158,0,0,0,0,158,41,3,0,0,0,49,0,0,0,0,0,0,4,0,0,0,0,5,57,0,0,0,0,61,14,0,0,0,0,14,3,0,0,0,0,6,118,11,8,0,0,134,24,0,0,0,0,25,21,0,3,0,0,23,663,11,10,3,3,688
POA2403,114,0,0,0,0,114,60,0,0,0,0,60,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,21,0,0,0,0,21,5,0,0,0,0,5,234,0,0,0,0,236
POA2404,398,0,0,12,3,407,133,0,0,0,0,134,55,11,0,0,0,65,4,0,0,0,0,4,5,3,0,0,0,8,44,0,0,0,0,41,8,0,0,0,0,7,0,0,0,0,0,0,110,13,0,0,0,129,29,0,0,0,0,29,14,0,0,0,0,20,679,14,0,14,4,720
POA2405,59,0,0,0,0,63,29,0,0,0,0,26,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,17,18,0,0,0,0,18,6,0,0,0,0,5,129,0,0,4,0,136
POA2406,92,3,0,4,0,99,38,0,0,0,0,36,13,4,0,0,0,18,18,5,0,0,0,16,0,3,0,0,0,4,21,0,0,0,0,21,19,0,0,0,3,24,0,0,0,0,0,0,72,13,0,0,3,84,33,0,0,0,0,34,11,0,0,0,0,13,242,19,0,4,3,266
POA2408,38,0,0,0,0,39,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,12,0,0,0,0,12,0,0,0,0,0,0,22,0,0,0,0,22,17,0,0,0,0,23,4,0,0,0,0,4,94,0,0,0,3,100
POA2409,67,0,0,3,6,76,33,0,0,0,0,33,6,0,0,0,0,6,20,0,0,0,0,15,50,0,4,0,0,56,21,0,0,0,0,26,6,0,0,0,0,13,3,0,0,0,0,11,109,0,10,0,0,116,19,0,0,0,0,20,6,0,0,5,0,9,235,0,10,3,4,256
POA2410,35,0,0,0,0,38,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,9,0,0,0,0,9,0,0,0,0,0,0,81,0,0,0,0,84
POA2411,8,0,0,0,5,8,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,23,0,0,0,5,29
POA2415,65,0,0,0,0,65,46,0,0,0,0,46,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,5,0,0,0,0,5,5,0,0,0,0,5,146,0,0,0,0,146
POA2420,707,4,0,4,0,717,485,6,0,0,3,495,160,24,0,0,0,188,17,0,0,0,0,19,9,0,0,0,0,7,95,0,0,0,0,98,12,0,0,0,0,13,0,0,0,0,0,0,289,28,3,0,4,327,26,8,0,0,0,39,32,0,0,0,0,36,1542,46,4,5,9,1616
POA2421,276,0,0,0,0,275,328,0,0,0,0,328,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,38,6,0,0,0,0,9,0,0,0,0,0,0,75,0,0,0,0,75,17,0,0,0,0,17,16,0,0,0,0,16,708,0,0,0,0,713
POA2422,1220,16,3,0,3,1251,485,4,0,3,0,492,230,33,19,9,0,287,27,6,0,0,0,36,6,7,0,0,0,15,103,3,8,4,0,120,17,5,0,0,0,22,3,0,0,0,0,3,382,58,26,13,3,487,59,0,0,0,0,60,44,0,0,5,0,44,2196,82,36,22,9,2342
POA2423,646,0,0,5,0,660,358,0,0,0,0,362,93,0,3,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,3,0,85,16,0,0,3,0,24,0,0,0,0,0,0,191,5,0,7,0,201,23,0,0,0,0,23,36,0,0,4,0,41,1257,8,3,21,0,1288
POA2424,89,0,0,0,0,90,47,0,0,0,0,47,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,17,7,0,0,0,0,10,5,0,0,0,0,5,170,0,0,0,5,171
POA2425,292,4,0,3,0,298,287,0,0,0,0,287,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,34,6,0,0,0,0,6,0,0,0,0,0,0,87,0,0,4,0,92,19,0,0,0,0,19,22,0,0,0,0,22,700,3,0,3,0,717
POA2426,138,0,0,4,0,139,107,0,0,0,0,103,22,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,41,0,0,0,0,47,9,0,0,0,0,7,10,0,0,0,0,10,300,0,6,5,0,306
POA2427,890,71,18,84,0,1057,222,11,0,4,0,235,148,34,45,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,30,8,6,0,0,41,5,0,0,10,0,14,0,0,0,0,0,5,188,40,53,11,0,296,13,0,0,0,0,18,22,0,0,4,0,27,1327,120,74,105,3,1629
POA2428,3998,868,493,149,7,5524,1901,187,146,7,3,2245,780,299,608,26,8,1719,28,82,72,0,0,179,43,65,69,0,0,177,325,100,100,10,6,546,34,13,19,20,0,83,4,5,7,0,0,22,1213,569,877,56,13,2733,114,39,172,4,5,338,151,40,55,5,3,251,7378,1702,1742,228,41,11086
POA2429,1799,25,13,12,6,1852,1112,12,3,0,0,1126,282,44,32,4,0,364,34,3,0,0,0,37,20,0,0,0,0,27,173,6,0,0,0,178,18,0,0,6,0,23,4,0,0,0,0,0,535,52,42,7,0,635,71,0,3,0,4,76,85,9,0,0,0,94,3600,94,61,17,10,3789
POA2430,5669,389,100,109,6,6277,3541,110,33,9,3,3687,1569,401,378,16,8,2369,209,54,78,0,0,344,100,74,85,0,0,260,562,70,51,3,3,694,53,25,13,22,0,116,19,20,3,0,0,40,2514,648,609,39,12,3829,242,56,15,8,0,318,259,39,24,66,25,419,12220,1250,777,233,55,14527
POA2431,1172,43,82,8,0,1307,451,7,32,0,0,496,230,37,135,0,0,407,7,0,0,0,0,10,6,12,3,0,0,21,75,9,13,0,0,100,11,0,0,0,3,18,4,0,0,0,0,3,337,56,154,8,3,555,13,0,0,3,0,16,35,3,6,0,0,44,2006,116,272,19,5,2421
POA2439,814,6,0,0,0,826,425,5,0,0,0,432,106,0,0,0,0,106,0,0,0,0,0,4,5,0,0,0,0,5,53,0,0,0,0,57,13,0,0,0,0,14,4,0,0,0,0,4,180,4,0,0,0,188,21,0,0,0,0,24,92,7,0,0,0,95,1534,22,3,0,4,1566
POA2440,3358,19,51,26,9,3466,2288,25,17,10,7,2347,747,87,170,6,0,1013,138,14,30,0,0,177,144,12,51,0,3,211,432,16,34,0,5,489,63,0,9,27,0,101,19,0,0,0,0,21,1539,124,293,40,10,2010,120,0,4,20,0,148,168,4,8,16,7,200,7479,175,368,112,32,8170
POA2441,732,0,0,10,0,741,509,0,0,0,3,517,123,0,9,0,0,129,3,0,0,0,0,3,0,0,0,0,0,0,98,0,0,0,0,104,12,0,0,4,0,17,0,0,0,0,0,0,241,0,11,3,0,262,37,0,0,0,0,40,37,0,0,0,0,39,1554,0,21,8,8,1595
POA2443,1708,211,67,88,7,2081,670,42,13,5,0,728,297,103,80,16,0,500,0,4,27,0,0,33,5,5,19,0,0,29,105,25,13,4,3,147,17,6,0,20,5,45,0,5,0,0,0,9,427,150,139,42,9,765,48,44,0,6,0,104,75,113,10,79,7,276,2923,566,224,214,27,3949
POA2444,6178,1135,700,60,8,8085,4560,488,277,7,10,5331,2028,1025,1274,19,6,4364,113,117,122,0,0,357,138,199,165,0,0,506,602,195,190,15,4,1005,66,39,27,24,6,167,11,19,15,0,0,40,2953,1606,1795,62,20,6433,201,292,172,4,3,665,186,94,74,10,9,375,14082,3618,3012,135,52,20893
POA2445,1434,33,14,0,0,1485,802,17,0,0,0,824,283,41,35,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,96,4,5,0,0,111,13,0,0,0,0,17,0,0,0,0,0,3,392,49,42,0,3,489,36,0,7,0,0,42,37,4,0,0,0,40,2705,109,60,3,6,2883
POA2446,2196,74,3,3,8,2282,1755,47,4,3,0,1806,498,125,30,6,0,664,67,9,0,0,0,70,77,27,0,0,0,105,248,21,3,4,0,279,26,0,0,0,0,31,9,0,0,0,0,7,918,186,32,13,0,1157,65,29,0,0,3,92,76,11,3,0,0,88,5009,335,47,22,13,5426
POA2447,1411,24,16,48,3,1507,814,13,5,6,0,838,219,23,21,9,0,271,23,5,0,0,0,26,44,9,0,0,0,43,159,3,7,0,0,166,9,4,0,7,0,12,3,0,0,0,0,3,452,42,26,13,0,531,50,0,4,0,0,58,42,9,3,6,0,66,2774,90,48,77,11,2998
POA2448,1693,107,80,47,29,1959,782,39,22,3,0,845,347,135,176,6,0,671,64,14,5,0,0,78,84,51,13,0,0,152,143,26,23,4,0,194,45,7,4,6,3,68,0,3,7,0,0,13,682,240,228,16,11,1177,33,17,4,5,5,69,70,16,3,4,0,92,3266,421,334,80,45,4144
POA2449,362,10,0,4,0,382,220,3,0,0,0,230,45,5,5,0,0,50,11,4,0,0,0,18,19,0,0,0,0,18,55,0,0,0,0,63,5,0,0,0,0,10,0,0,0,0,0,0,142,8,6,0,0,160,17,0,0,0,0,22,27,0,0,0,0,25,776,13,11,10,0,815
POA2450,5224,540,489,216,27,6497,4538,380,255,19,9,5199,1488,742,1039,3,15,3297,175,151,174,3,0,508,90,86,89,0,0,266,712,156,193,18,8,1093,82,24,18,59,6,196,18,12,12,0,0,44,2572,1175,1530,91,33,5402,195,26,41,12,5,280,170,39,62,14,9,298,12706,2164,2372,352,84,17675
POA2452,1696,258,117,43,4,2113,1595,149,60,0,0,1801,580,222,274,9,0,1085,173,61,18,0,0,247,84,31,18,0,0,141,209,73,50,0,0,335,16,3,8,11,5,34,12,3,0,0,0,17,1072,388,366,22,5,1856,48,134,32,0,0,212,44,37,15,0,0,99,4452,967,591,62,4,6085
POA2453,640,7,3,7,0,655,241,5,0,0,0,244,76,7,9,5,0,92,5,0,0,0,0,9,0,0,0,0,0,0,86,0,4,4,0,94,21,0,0,0,0,17,0,0,0,0,0,0,186,13,9,10,0,219,42,0,0,0,0,40,23,0,0,4,0,27,1132,22,10,22,0,1187
POA2454,1255,32,4,32,11,1330,868,19,5,0,3,893,248,26,0,0,0,272,16,0,0,0,0,19,13,6,0,0,0,18,226,16,5,4,0,248,16,3,0,10,0,26,0,0,0,0,0,0,524,50,4,12,8,600,58,3,0,0,0,63,34,0,0,0,0,38,2740,97,17,43,16,2914
POA2455,557,23,32,20,0,648,269,15,5,4,0,289,124,20,62,0,0,206,30,10,19,0,0,53,4,3,0,0,0,6,60,0,14,0,5,82,5,0,0,4,0,16,0,0,0,0,0,0,231,39,91,5,4,363,13,0,0,0,0,15,11,5,0,8,0,24,1085,77,135,36,10,1341
POA2456,2438,92,8,48,14,2600,1883,39,8,8,0,1946,678,150,39,0,7,870,18,5,7,0,0,27,24,18,9,0,0,55,361,42,23,7,9,445,87,10,0,22,7,120,12,0,0,0,0,13,1175,227,87,32,17,1531,72,12,6,0,0,91,101,8,6,10,6,131,5672,378,112,102,33,6304
POA2460,4416,107,110,96,16,4734,3401,47,20,48,0,3520,1007,208,311,10,3,1538,179,44,33,0,0,253,39,71,22,0,0,134,654,66,73,12,6,804,64,19,21,32,3,134,24,12,4,0,0,36,1961,408,466,54,12,2906,138,7,21,5,7,177,178,20,17,9,9,226,10088,595,631,206,44,11563
POA2462,483,4,0,54,4,544,236,0,0,3,0,238,73,4,8,0,0,81,0,0,0,0,0,0,0,12,0,0,0,12,86,0,13,3,0,95,10,0,0,3,0,17,0,0,0,0,0,0,166,19,18,8,0,206,15,0,0,0,0,16,19,0,0,0,0,21,916,19,20,66,5,1030
POA2463,1499,34,10,37,4,1581,876,22,8,7,3,909,275,36,21,3,0,335,16,4,0,0,0,18,39,8,0,0,0,46,138,3,12,6,0,161,16,0,0,23,0,36,4,0,0,0,0,5,481,50,37,31,4,601,49,0,0,4,4,56,54,6,4,4,0,66,2958,112,57,78,12,3215
POA2464,1314,155,39,23,5,1542,507,64,17,7,3,599,296,154,82,10,9,548,9,11,0,0,0,17,8,21,0,0,0,32,99,50,16,0,0,170,24,0,0,4,0,25,0,6,0,0,0,6,431,245,102,11,6,798,25,9,4,3,6,39,41,16,6,3,0,63,2327,487,166,46,16,3042
POA2465,58,0,0,0,0,56,36,0,0,0,0,36,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,135
POA2466,359,34,3,62,0,455,87,17,0,0,0,108,89,51,12,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,51,18,8,0,0,78,4,3,0,4,0,13,0,0,0,0,0,0,149,69,22,11,0,256,8,0,0,5,0,14,15,6,0,0,0,23,613,126,37,73,4,854
POA2469,853,0,4,53,11,918,373,0,4,0,0,387,72,0,0,0,0,70,6,0,0,0,0,6,17,0,0,0,0,17,114,0,0,5,3,120,19,0,0,20,0,41,3,0,0,0,0,9,233,0,0,29,4,261,70,0,0,0,0,78,47,0,0,3,0,49,1571,5,9,94,20,1696
POA2470,2105,68,41,29,6,2247,1755,17,9,9,4,1794,563,148,114,5,0,831,148,12,13,0,0,175,20,23,16,0,0,55,284,28,20,4,3,342,43,8,4,19,0,80,3,8,3,0,0,13,1072,225,168,29,0,1491,66,26,0,0,0,102,114,12,8,3,0,139,5110,348,229,74,13,5773
POA2471,368,6,0,3,8,383,330,8,0,4,0,338,57,0,0,0,0,66,4,0,0,0,0,4,3,0,0,0,0,3,55,0,0,0,0,59,6,0,0,0,0,6,0,0,0,0,0,0,133,3,0,0,0,141,12,5,0,0,0,17,26,0,0,0,0,23,871,18,4,11,8,907
POA2472,243,4,0,29,10,284,259,0,0,5,3,268,50,9,0,0,0,58,0,0,0,0,0,0,0,3,0,0,0,7,44,3,0,0,5,54,10,0,0,27,0,34,3,0,0,0,0,4,109,12,0,26,0,154,12,0,0,3,0,18,16,0,0,4,0,17,637,22,0,63,11,740
POA2473,436,125,19,41,3,619,184,53,10,0,0,244,96,158,47,0,0,304,6,10,0,0,0,17,9,18,0,0,0,26,55,37,7,0,0,102,9,3,7,4,0,20,0,7,0,0,0,7,175,228,60,5,5,474,17,10,0,0,0,25,17,7,9,0,0,26,828,428,90,50,4,1390
