POA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
POA2847,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,27,4,9,5,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,5,4,3,3,0,0,0,0,0,0,0,29,3,23,42,32,33,19,13,3,0,5,0,0,0,0,5,178
POA2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,8,21,9,6,0,0,0,0,0,0,0,0,0,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,9,8,5,0,0,0,0,0,0,0,0,0,0,0,25,10,16,32,17,21,11,15,5,0,0,0,0,0,0,4,144
POA2849,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,19,19,7,0,0,0,0,0,0,0,0,0,4,62,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,8,0,0,0,0,0,0,0,0,27,4,16,42,35,23,6,11,3,0,9,0,0,0,0,7,165
POA2850,0,0,0,5,7,13,11,15,3,9,6,16,0,0,0,83,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,6,8,19,12,3,0,0,5,0,0,0,54,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,7,6,0,0,0,0,28,21,51,134,82,38,19,57,28,4,0,16,3,3,0,22,496,0,0,0,11,6,5,10,6,0,0,0,0,0,0,0,41,0,0,0,0,8,0,3,5,0,0,0,0,0,0,0,17,0,23,41,37,13,25,19,18,7,5,8,13,12,0,8,232,47,132,259,210,172,111,217,168,41,39,46,55,26,3,61,1567
POA2852,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,53,12,3,5,15,0,0,0,0,0,0,0,10,107,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,4,0,0,10,0,0,0,0,0,0,0,0,33,7,23,73,25,15,19,42,16,4,0,4,3,0,0,10,245
POA2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,5,3,6,6,6,5,6,8,0,0,0,0,0,0,0,51
POA2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,3,0,0,0,0,0,0,0,0,9,41
POA2866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,16,15,5,0,6,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,0,3,6,0,0,0,0,0,0,0,27,0,13,26,25,18,13,15,16,0,0,4,3,0,0,9,140
POA2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,25
POA2868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,3,7,0,0,4,0,0,0,0,0,0,4,37
POA2869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,12,5,0,4,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,3,8,19,8,14,3,3,6,4,0,0,5,3,0,3,79
POA2870,0,0,0,0,9,9,18,25,3,0,12,5,4,0,0,84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,3,0,0,14,0,0,0,0,50,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,13,12,28,41,25,9,10,14,3,4,0,0,0,0,0,4,151,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,9,0,10,0,9,10,19,10,3,0,0,0,5,0,5,77,29,58,79,47,49,55,127,106,28,19,41,20,16,6,15,706
POA2871,0,0,0,0,6,3,0,6,0,0,3,9,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,3,11,28,17,9,9,6,3,4,0,3,0,0,0,5,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,4,0,3,0,3,0,3,0,4,3,3,0,0,38,13,17,46,36,35,36,70,40,19,13,9,26,3,4,22,380
POA2873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,24
POA2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,15
POA2875,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,4,10,7,3,3,0,0,0,0,5,37
POA2876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,11
POA2877,0,0,0,0,0,3,0,7,0,7,4,15,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,0,0,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,3,4,0,0,0,0,0,20,4,9,13,5,6,12,18,21,10,18,16,24,3,8,3,177
POA2878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8
POA2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,3,0,0,0,0,0,0,0,0,0,0,0,23
POA2880,0,0,0,0,24,21,19,47,13,11,23,22,10,7,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,17,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,14,10,30,50,33,19,4,21,5,7,0,0,0,0,0,7,185,0,0,0,0,6,3,6,6,0,5,0,7,0,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,20,14,11,12,13,17,19,7,0,10,0,3,0,0,134,13,85,99,77,95,69,128,113,29,36,48,54,29,16,27,935
POA2898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,13,0,6,8,3,8,7,9,12,0,0,6,0,3,0,7,77
POA3000,0,0,0,8,45,57,116,108,47,66,121,282,80,33,19,985,0,0,0,0,9,3,8,3,0,8,4,5,4,0,0,59,0,0,0,5,11,33,138,106,47,33,42,45,23,7,4,486,0,0,6,7,8,9,44,24,0,5,9,16,4,0,0,125,0,0,0,7,23,22,38,32,26,29,31,46,23,4,0,286,0,0,0,0,13,46,94,149,45,78,120,85,32,5,7,680,0,0,0,4,17,37,192,188,161,152,173,303,83,6,20,1342,5,22,53,42,53,67,148,75,24,26,37,60,30,22,10,666,0,0,3,8,8,31,66,50,13,22,28,39,29,13,4,321,0,0,0,30,36,31,114,190,113,173,152,162,72,8,24,1093,5,13,25,52,76,113,321,368,193,294,398,775,336,31,39,3039,26,75,183,280,655,1152,4169,5296,2498,3235,3993,5123,2101,442,429,29660
POA3002,0,0,0,0,3,3,10,3,0,0,0,5,0,0,0,34,6,0,0,0,4,3,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,4,11,10,0,0,0,0,0,0,0,25,0,0,0,5,0,7,8,7,4,0,0,0,3,0,0,32,0,0,0,4,3,3,0,5,0,0,0,0,0,0,0,19,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,12,9,22,48,29,22,25,32,23,10,14,6,14,7,3,0,266,0,0,0,4,11,6,12,11,3,4,3,4,0,0,0,67,0,0,0,4,11,0,0,0,0,0,0,0,0,0,6,27,8,8,10,12,23,17,29,28,8,21,15,27,5,0,0,198,26,77,106,101,166,149,211,183,49,48,63,91,31,11,30,1348
POA3003,0,0,0,3,11,17,30,13,3,12,12,29,5,0,0,139,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,12,0,0,0,0,6,0,26,18,11,4,8,3,0,0,4,78,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,15,0,0,0,0,3,0,15,7,6,3,4,3,3,0,0,56,0,0,0,0,0,0,9,26,9,11,15,12,9,0,0,93,0,0,0,0,0,9,28,18,6,3,6,4,0,3,3,85,0,3,24,9,16,25,45,36,9,7,13,7,9,0,9,224,0,0,0,0,3,9,18,13,0,4,4,9,6,5,0,77,0,0,0,9,26,4,15,39,13,12,0,7,3,0,0,141,0,6,8,15,22,49,73,102,48,69,97,190,75,0,24,777,7,27,57,76,181,292,696,878,358,362,426,558,253,46,89,4294
POA3004,0,0,0,0,11,14,29,21,15,12,23,18,10,4,6,161,11,5,13,5,10,4,3,0,3,0,4,0,0,0,0,55,0,0,3,0,3,8,33,9,0,0,5,5,3,5,0,76,0,0,0,5,20,16,16,14,0,7,9,9,0,0,0,105,0,0,3,4,5,6,17,11,7,4,0,0,0,0,0,69,0,0,0,0,6,9,9,9,6,4,3,0,0,4,0,54,0,0,0,0,4,12,13,19,4,6,0,11,0,0,0,65,13,32,61,43,48,37,83,64,19,34,40,74,12,11,6,565,0,0,6,10,6,9,21,19,6,6,9,9,8,0,0,115,0,0,0,5,18,5,9,8,4,4,0,0,0,0,0,56,22,30,31,36,56,80,144,172,97,103,131,129,70,4,12,1119,67,118,178,176,359,407,1007,932,338,382,457,569,234,79,58,5366
POA3006,0,0,0,4,33,31,77,61,14,26,30,65,33,7,3,380,0,0,4,5,13,4,0,9,5,0,3,3,0,0,0,41,0,0,0,6,11,22,81,64,23,21,13,20,8,0,8,271,0,0,0,8,6,16,36,18,4,8,5,20,0,4,0,125,0,0,0,5,21,11,41,26,18,14,12,21,10,5,4,187,0,0,0,0,13,20,27,40,6,10,20,14,5,0,0,160,0,0,0,0,3,11,60,44,30,27,19,26,6,0,6,236,4,18,60,49,62,62,152,142,25,58,50,79,18,8,4,795,0,0,0,13,4,17,42,35,9,13,25,6,12,3,0,185,0,0,0,20,21,20,52,70,32,20,18,14,8,0,12,283,8,15,36,37,83,144,295,390,221,277,387,582,237,22,23,2773,19,86,181,255,519,904,2612,2569,1010,1198,1427,1952,775,187,186,13883
POA3008,0,0,0,7,35,16,43,42,17,12,27,37,14,0,0,257,0,0,0,4,9,0,3,3,4,3,6,5,0,0,0,40,0,0,0,3,9,8,44,23,19,5,6,0,0,0,0,132,0,0,0,8,4,13,14,9,4,7,7,10,3,6,0,75,0,3,5,0,13,6,15,17,6,11,3,9,5,0,0,85,0,0,0,0,0,6,15,35,23,9,16,9,0,0,0,124,0,0,0,0,0,5,36,43,21,17,25,31,12,0,3,189,4,23,51,33,33,29,70,49,4,21,11,25,7,6,0,360,0,0,0,0,0,12,21,27,7,13,5,15,14,8,0,122,0,0,0,20,33,9,27,41,15,10,14,13,5,8,5,193,0,13,23,39,62,83,197,194,107,143,164,307,97,32,19,1480,11,78,128,184,368,498,1547,1860,764,962,1039,1333,465,199,109,9536
POA3011,0,0,5,11,58,46,52,32,8,13,22,33,7,5,3,291,0,4,4,0,22,4,0,6,4,0,3,0,0,0,5,48,0,0,0,3,8,9,38,16,0,8,4,3,0,0,0,97,0,0,0,4,8,10,25,13,3,0,0,3,0,0,0,65,0,0,6,3,3,11,22,7,7,10,12,3,3,0,4,84,0,0,0,0,6,4,6,14,9,4,5,4,3,0,0,52,0,0,0,0,13,6,31,13,4,7,12,12,3,0,5,90,4,18,86,60,81,75,120,110,15,14,23,16,4,3,19,645,0,0,0,8,18,13,17,33,5,7,3,12,5,0,3,126,0,0,0,189,572,233,180,172,57,53,41,57,17,0,79,1655,7,17,86,125,159,195,282,185,64,75,94,134,51,3,35,1517,26,154,436,562,1235,907,1519,1248,371,414,550,616,187,45,236,8512
POA3012,0,0,0,23,108,68,67,56,25,26,23,28,9,0,4,438,8,5,5,10,29,9,8,10,0,0,0,0,0,0,5,89,0,0,0,7,13,5,31,15,5,5,0,0,0,0,3,78,0,0,0,9,9,3,21,7,4,0,0,7,0,0,4,58,0,0,4,10,15,8,21,21,4,3,5,0,0,0,3,101,0,0,0,0,7,0,9,10,0,0,0,5,0,0,0,37,0,0,0,0,8,10,39,16,10,0,7,6,4,0,0,109,3,27,79,72,83,69,174,118,14,24,13,11,0,0,10,698,0,0,0,4,10,14,28,18,0,3,6,0,5,0,0,109,0,0,3,219,814,424,229,172,53,36,50,48,15,7,57,2122,10,38,114,180,215,283,352,249,63,89,69,111,27,14,35,1853,51,261,649,753,1589,1274,1784,1388,360,407,511,530,127,37,215,9930
