POA_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
POA4505,..,28,65,17,10,9,9,3,0,6,143,..,4,17,3,7,0,0,0,4,5,42,..,0,0,0,0,0,3,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,4,17,3,7,0,0,0,4,8,45,..,0,0,0,0,0,0,0,0,0,3,..,34,84,17,13,10,9,8,3,12,189,52,135,60,5,8,7,8,0,0,4,282,11,25,22,7,4,9,4,0,0,0,76,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,11,25,22,7,4,9,4,6,0,0,86,0,0,0,0,0,0,0,0,0,0,0,61,161,83,8,11,10,13,7,0,11,368,125,86,66,15,14,11,10,3,0,3,336,28,40,38,17,16,13,17,15,0,0,179,5,4,4,3,3,3,12,7,0,0,37,0,0,0,0,0,0,0,0,0,0,0,30,45
POA4506,..,30,56,9,6,9,13,4,0,13,133,..,0,15,14,0,8,5,4,0,3,45,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,15,14,0,8,4,4,0,5,54,..,0,0,0,0,0,0,0,0,0,0,..,28,74,16,10,17,15,8,3,19,190,42,134,56,3,3,0,6,4,0,9,259,3,29,18,4,5,8,10,0,0,4,81,4,0,0,0,0,0,11,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,10,29,14,4,10,8,20,6,0,0,106,0,0,5,0,0,0,0,0,0,0,3,55,158,75,5,6,10,26,9,0,13,368,122,98,67,8,13,26,11,3,0,13,359,36,35,50,19,11,38,42,13,3,3,252,7,3,22,3,9,38,40,15,0,0,147,0,0,0,0,0,0,0,0,0,0,0,43,40
POA4507,..,15,37,8,4,11,20,4,0,0,96,..,0,10,4,0,5,0,0,0,0,21,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,5,4,0,4,4,0,0,0,24,..,0,0,0,0,0,0,0,0,0,0,..,13,49,11,4,17,21,5,5,0,122,23,63,21,7,4,0,4,0,0,8,122,0,5,10,0,0,0,5,4,0,0,18,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,5,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23,68,33,7,4,0,8,4,0,8,146,30,12,11,3,4,7,7,0,4,7,85,4,3,7,8,8,5,5,4,0,0,46,0,0,0,5,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,3
POA4508,..,12,59,9,10,10,3,11,7,3,123,..,8,10,0,13,3,12,0,0,4,56,..,0,0,0,0,0,5,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,8,15,0,16,3,11,0,0,4,58,..,0,0,0,0,0,0,0,0,0,0,..,21,71,9,23,8,22,11,7,11,188,40,84,45,3,0,5,5,4,3,9,196,14,45,29,8,3,4,3,0,0,3,108,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,45,29,9,3,4,4,0,0,3,118,0,0,0,0,0,0,0,0,0,0,0,48,128,75,16,8,12,8,3,5,12,313,94,42,33,8,3,0,0,7,3,7,195,37,34,26,6,6,4,7,3,3,0,128,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,35,35
POA4509,..,103,332,80,60,72,58,27,15,31,779,..,51,179,70,63,43,50,21,4,16,501,..,0,0,3,4,7,8,8,3,0,33,..,0,0,0,0,0,0,0,0,0,0,..,51,182,76,68,49,57,28,9,15,536,..,0,0,0,0,0,0,0,0,0,3,..,152,517,149,129,118,119,57,28,53,1317,119,520,271,32,22,20,19,15,6,25,1049,29,185,133,19,38,30,46,12,0,0,491,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,31,185,133,19,38,33,51,12,0,0,507,0,0,0,0,0,0,0,0,0,0,0,154,705,405,53,58,52,73,33,6,23,1548,243,198,191,44,27,32,26,22,3,16,800,74,292,347,81,85,55,89,28,5,13,1063,0,3,14,4,4,6,5,5,0,0,49,0,0,0,0,0,0,0,0,0,0,3,78,294
POA4510,..,42,91,22,16,23,27,8,5,13,256,..,20,79,18,14,24,17,3,6,15,184,..,0,3,0,0,0,0,3,0,0,12,..,0,0,0,0,0,0,0,0,0,0,..,19,79,18,14,24,25,7,6,15,190,..,0,0,0,0,0,0,0,0,0,0,..,62,174,39,29,48,48,11,15,25,449,69,184,92,6,10,9,13,8,3,16,405,21,75,83,19,17,21,26,9,4,12,275,6,0,3,4,0,3,18,13,0,6,45,0,0,0,0,0,0,0,0,0,0,0,23,75,84,24,17,24,42,21,4,16,322,0,0,0,0,0,0,0,0,0,0,0,93,254,181,35,30,28,57,24,9,26,731,225,144,101,20,20,24,17,15,4,18,575,44,84,125,36,40,67,116,22,5,12,538,12,6,40,20,26,68,109,28,0,9,327,0,0,0,0,0,0,0,0,0,0,6,59,92
POA4511,..,9,18,0,3,0,4,0,6,0,41,..,0,4,0,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,9,20,5,3,3,3,0,5,0,49,9,29,6,0,0,3,0,0,4,6,61,0,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,32,14,0,0,0,0,0,4,7,76,22,17,9,3,0,0,0,6,0,0,62,3,7,8,0,0,4,3,0,0,0,27,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,7
POA4512,..,9,0,0,0,0,0,0,0,0,9,..,0,4,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,9,7,0,0,0,0,0,0,0,15,3,9,8,0,0,0,0,0,0,0,28,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,11,8,0,0,0,0,5,0,0,28,11,8,0,0,0,0,0,0,0,0,24,0,0,0,0,0,8,7,0,0,0,27,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0
POA4514,..,3,4,0,0,4,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,4,5,0,0,0,14,8,17,8,0,0,0,0,0,0,3,31,3,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,22,22,6,19,8,0,0,0,4,0,0,27,59,18,8,4,0,0,6,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4515,..,0,6,0,5,0,0,0,0,0,24,..,0,20,7,6,8,18,10,5,0,72,..,0,0,0,0,0,0,0,3,4,8,..,0,0,0,0,0,0,0,0,0,0,..,0,18,7,6,8,14,11,12,4,83,..,0,0,0,0,0,0,0,0,0,0,..,0,23,9,12,8,17,13,8,4,101,0,4,6,0,0,0,0,0,0,0,13,0,6,33,0,0,5,7,3,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,0,0,5,13,3,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,10,37,0,0,5,14,3,0,5,72,0,9,6,0,4,0,7,0,0,0,24,0,10,19,19,23,23,47,21,4,8,182,0,0,4,0,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,12
POA4516,..,0,7,3,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,7,3,0,0,0,0,0,0,19,6,3,0,0,0,0,0,0,0,3,8,0,0,3,4,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,4,4,5,0,0,3,0,0,3,18,17,13,5,0,0,0,0,0,0,5,34,3,3,0,0,0,0,16,4,0,0,24,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
POA4517,..,0,3,5,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,5,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4518,..,0,6,4,3,0,5,0,0,0,17,..,3,0,0,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,4,0,5,..,0,0,0,0,0,0,0,0,0,0,..,3,0,0,3,0,0,0,4,0,13,..,0,0,0,0,0,0,0,0,0,0,..,6,8,4,8,0,5,0,4,0,29,10,20,4,0,0,0,0,0,0,0,41,0,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,23,10,0,0,0,0,0,0,0,49,16,13,10,0,3,0,6,0,0,0,50,0,4,9,0,6,4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA4519,..,6,14,8,0,4,5,0,0,0,38,..,0,7,3,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,7,6,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,6,21,17,0,4,9,0,0,0,52,8,26,14,4,3,5,0,0,3,0,66,0,3,4,0,0,4,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,8,34,14,4,3,4,5,0,3,0,79,37,20,15,0,0,0,10,0,0,0,80,3,4,18,0,3,12,3,0,0,0,49,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4
POA4520,..,32,45,3,9,4,3,16,0,0,110,..,7,11,0,0,0,10,0,0,0,23,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,7,11,0,0,0,10,0,0,0,23,..,0,0,0,0,0,0,0,0,0,0,..,33,54,3,9,4,11,13,0,0,134,38,87,16,0,3,0,0,0,0,3,158,3,13,4,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,40,101,25,0,3,0,3,0,0,3,183,54,13,8,5,3,3,0,0,0,0,87,9,11,10,0,0,0,7,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11
POA4521,..,3,9,0,0,0,0,0,0,0,15,..,0,7,0,0,4,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,7,0,0,4,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,3,13,0,0,4,0,0,0,0,23,14,32,4,0,0,0,0,0,0,0,50,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,34,9,0,0,0,0,0,0,0,62,20,10,3,0,0,0,0,0,0,0,37,0,4,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA4550,..,0,17,0,4,6,0,6,0,0,24,..,0,4,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,20,0,4,0,4,6,0,0,36,10,23,6,0,3,0,0,0,0,0,44,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,24,10,0,4,4,0,0,0,0,53,23,16,15,3,5,0,0,0,0,0,61,0,3,5,0,3,3,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
POA4551,..,87,235,57,53,60,57,36,23,28,640,..,13,56,24,40,25,35,12,9,8,233,..,0,0,0,0,0,0,3,0,0,18,..,0,0,0,0,0,0,0,0,0,0,..,13,60,27,40,30,36,18,12,11,247,..,0,0,0,0,0,0,0,0,3,6,..,102,296,86,95,90,99,50,34,44,894,116,396,156,30,13,11,25,14,6,20,780,12,51,61,14,15,21,33,12,6,9,229,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,51,61,14,15,25,36,12,6,9,237,0,0,0,0,0,0,0,0,0,4,4,129,453,219,37,36,35,62,25,5,26,1022,282,199,207,34,46,35,45,22,3,16,890,25,83,214,69,68,74,69,17,3,15,632,0,0,6,6,3,15,8,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,29,85
POA4552,..,9,18,0,0,5,10,0,0,0,42,..,0,3,3,0,0,3,0,0,0,23,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,3,3,0,0,3,6,0,0,25,..,0,0,0,0,0,0,0,0,3,3,..,9,23,11,5,5,14,6,0,5,65,4,19,3,5,3,0,3,0,0,3,38,0,3,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,25,8,5,4,0,3,4,0,3,55,20,4,9,4,5,0,0,0,0,0,37,0,0,6,0,4,7,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4553,..,17,46,7,15,16,9,11,0,0,128,..,0,11,9,3,3,0,0,0,0,37,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,11,9,7,3,0,4,0,0,43,..,0,0,0,0,0,0,0,0,0,0,..,22,57,18,25,22,16,11,0,3,165,30,76,34,3,7,7,0,7,0,3,166,0,14,11,4,9,8,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,4,9,8,4,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,30,87,44,4,11,14,10,6,0,3,216,79,55,55,9,9,11,7,0,0,0,234,7,29,44,12,13,3,3,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29
POA4554,..,7,4,3,0,4,0,0,0,0,14,..,0,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,4,4,3,0,8,0,0,0,0,22,3,6,10,0,0,0,3,0,0,0,18,0,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,11,9,0,0,0,3,0,0,0,28,5,0,0,0,0,0,3,0,0,3,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4555,..,9,21,8,0,3,0,0,0,0,41,..,0,6,7,0,0,7,0,0,0,25,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,6,7,0,0,7,0,0,0,25,..,0,0,0,0,0,0,0,0,0,0,..,11,28,12,0,3,7,0,0,0,67,17,45,19,4,0,0,0,0,0,0,83,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,48,19,4,0,0,0,3,0,0,87,33,25,18,0,3,7,0,0,0,0,84,8,3,4,5,3,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3
POA4556,..,69,190,56,42,50,65,29,14,15,531,..,11,57,20,31,22,26,14,0,15,194,..,0,3,0,0,0,6,3,0,3,12,..,0,0,0,0,0,0,0,0,0,0,..,11,64,20,37,22,29,18,0,16,207,..,0,0,0,0,0,0,0,0,3,3,..,76,249,71,78,70,90,47,14,39,733,122,331,160,20,17,12,30,19,3,16,726,15,52,47,23,25,41,32,28,4,5,275,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,52,47,23,25,41,34,28,4,5,285,0,0,0,0,0,0,0,0,0,0,0,135,387,213,38,34,57,62,51,3,19,1010,228,133,156,24,31,28,32,19,6,9,662,36,53,185,72,89,66,84,12,3,16,604,4,0,11,3,4,3,3,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,38,50
POA4557,..,35,104,31,29,23,46,19,14,4,306,..,0,38,13,11,19,32,11,4,8,135,..,0,0,0,0,3,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,38,14,11,21,38,6,4,8,141,..,0,0,0,0,0,0,0,0,0,0,..,35,139,51,40,48,84,29,17,14,446,37,141,74,7,13,16,17,5,4,4,323,0,25,16,10,7,22,17,4,0,9,104,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,25,16,10,7,22,17,4,0,8,109,0,0,0,0,0,0,0,0,0,0,0,42,164,88,16,18,33,30,12,4,12,428,90,72,102,26,29,19,30,11,3,10,393,18,39,92,45,39,40,56,17,9,4,344,0,0,6,0,0,5,3,0,0,0,24,0,0,3,0,0,0,0,0,0,0,3,18,40
POA4558,..,15,29,10,8,12,6,15,7,6,102,..,9,21,7,9,25,10,13,0,6,92,..,0,0,0,0,0,5,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,9,21,7,7,25,11,13,0,3,98,..,0,0,0,0,0,0,0,0,0,0,..,21,44,21,15,37,23,30,7,8,198,40,91,26,8,7,17,13,4,0,5,220,0,20,20,13,29,43,20,13,0,3,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,17,29,43,26,13,0,3,176,0,0,0,0,0,0,0,0,0,0,0,45,114,44,24,38,61,36,25,0,10,394,96,89,111,34,17,23,32,20,5,9,430,15,42,203,83,114,95,78,21,3,14,666,5,0,6,6,4,5,7,6,0,0,47,0,0,0,0,0,0,0,0,0,0,0,22,41
POA4559,..,5,28,0,0,6,3,0,4,3,54,..,3,8,0,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,8,0,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,0,..,6,31,7,3,6,9,0,4,5,65,14,35,22,0,0,0,0,0,0,0,80,0,5,4,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,14,40,22,3,4,0,3,0,0,3,98,24,17,19,4,0,0,0,0,0,3,84,3,5,10,5,4,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
