POA_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
POA3082,734,0,0,0,0,0,0,56,794,868,17,5,0,0,0,0,69,958,750,91,51,14,0,0,0,70,969,484,265,198,46,8,0,6,45,1041,217,228,336,128,35,3,4,46,1000,148,146,316,149,31,6,8,33,837,128,136,392,143,54,11,7,37,904,126,112,518,240,51,13,9,43,1110,107,143,587,280,66,12,9,49,1251,80,129,489,250,67,23,12,36,1087,58,78,365,247,94,16,5,31,890,53,53,238,156,56,13,11,42,620,15,32,140,97,41,14,12,30,382,4,19,83,67,33,14,18,21,265,13,21,58,49,24,25,17,54,259,3785,1463,3774,1868,543,151,118,659,12374
POA3083,803,3,0,0,0,0,0,88,891,1259,17,6,0,0,0,0,147,1423,946,92,49,9,0,0,0,93,1194,604,278,191,51,10,0,0,58,1190,294,230,345,100,21,9,3,42,1037,168,153,351,124,29,9,9,32,878,173,160,441,167,26,9,5,29,1009,161,149,412,199,44,16,4,48,1024,118,157,409,162,37,6,4,25,929,92,130,359,180,54,6,6,36,873,83,88,292,165,48,8,0,22,712,54,84,298,174,61,14,3,34,721,34,48,253,157,60,17,13,37,623,24,29,155,124,62,10,13,36,441,16,40,126,115,62,25,27,66,483,4814,1659,3690,1729,520,127,92,795,13431
POA3084,649,0,0,0,0,0,0,40,688,679,5,4,0,0,0,0,42,730,612,35,12,3,0,0,0,41,696,507,172,135,18,6,0,0,31,876,291,191,371,95,21,3,0,20,998,179,155,483,161,16,3,0,35,1033,145,151,447,190,30,5,0,25,1010,142,141,387,157,29,6,0,21,880,124,123,389,142,39,5,0,29,849,126,107,332,151,53,8,6,19,801,91,93,265,154,34,4,0,37,683,77,81,276,154,58,4,5,34,693,59,50,236,164,47,12,11,13,597,39,29,136,126,63,23,17,25,458,35,35,173,150,74,28,20,33,547,3759,1376,3641,1667,482,114,64,450,11546
POA3085,362,0,0,0,0,0,0,14,380,309,3,0,0,0,0,0,18,337,316,27,10,4,0,0,0,12,377,232,137,102,15,0,0,0,19,502,129,136,205,43,5,0,0,14,536,88,94,212,71,13,0,5,11,496,80,89,252,85,15,5,0,10,541,80,88,230,73,21,3,0,13,505,78,70,180,63,11,3,4,12,414,44,50,149,77,18,0,3,11,355,58,44,151,76,28,6,0,11,372,30,37,151,84,22,10,7,11,343,22,17,96,73,23,7,3,6,250,10,21,53,43,29,3,8,15,180,28,23,72,81,34,16,23,15,297,1878,828,1859,799,223,49,49,198,5889
POA3087,186,0,0,0,0,0,0,16,202,197,6,0,0,0,0,0,11,211,239,30,16,0,0,0,0,18,301,182,86,57,11,3,0,0,7,348,83,70,141,45,3,0,0,11,367,61,53,157,38,12,5,4,11,338,77,41,139,49,15,4,0,9,345,43,46,115,47,13,3,0,7,275,38,42,96,49,10,7,0,10,251,31,50,116,51,18,3,3,7,275,26,19,105,57,20,7,3,9,247,18,19,115,63,24,8,0,11,246,12,11,52,43,18,9,0,4,148,6,12,49,43,25,13,9,7,158,5,6,28,33,20,12,12,9,127,1202,490,1192,528,175,63,37,146,3835
POA3088,701,0,0,0,0,0,0,37,734,554,9,0,0,0,0,0,18,583,525,45,11,0,0,0,0,28,614,434,236,194,16,6,0,0,30,917,209,226,456,105,19,0,0,30,1044,167,181,475,161,32,6,0,25,1044,136,139,428,190,33,11,0,27,951,132,122,430,182,34,14,3,29,947,103,93,394,179,53,14,7,15,854,92,108,374,213,68,16,8,28,903,65,90,391,207,71,9,12,16,863,51,63,321,207,59,14,13,34,772,27,38,212,142,61,14,11,24,523,28,24,105,102,60,16,20,30,374,28,32,106,92,73,36,20,56,441,3242,1392,3908,1799,564,148,79,416,11554
POA3089,437,0,0,0,0,0,0,20,463,360,6,0,0,0,0,0,11,378,235,26,12,6,0,0,0,12,295,172,94,99,30,5,0,0,12,418,87,87,164,69,13,4,0,7,427,31,59,185,109,17,0,0,4,415,44,59,245,116,23,3,0,18,513,39,52,238,99,23,4,0,16,479,36,44,251,132,33,5,3,11,512,20,24,172,123,34,3,3,11,389,27,16,127,92,24,6,8,9,307,19,13,100,65,26,6,4,11,238,7,8,54,47,15,9,0,9,147,4,8,16,23,15,9,4,9,82,11,4,20,19,7,10,4,7,72,1520,512,1680,916,234,71,34,167,5134
POA3090,101,0,0,0,0,0,0,4,104,102,0,0,0,0,0,0,10,106,40,0,0,0,0,0,0,5,52,13,3,13,6,0,0,0,0,35,4,12,14,17,5,0,0,3,53,6,8,39,17,3,0,0,0,82,5,13,51,35,6,0,0,3,108,9,5,62,35,4,0,0,0,123,11,7,58,31,8,0,0,5,111,5,5,33,22,3,7,3,4,74,0,6,20,18,4,5,0,3,58,3,3,16,19,9,0,0,3,54,0,3,10,5,8,3,0,0,35,0,0,4,7,3,4,3,0,22,3,4,26,13,4,11,3,0,74,310,81,348,213,59,19,19,41,1096
POA3091,58,0,0,0,0,0,0,3,62,61,0,0,0,0,0,0,5,69,22,0,0,0,0,0,0,0,28,6,3,4,0,0,0,0,0,18,6,9,11,7,3,0,0,3,42,5,3,17,12,0,0,0,7,40,5,6,27,14,0,4,0,4,61,6,3,43,27,8,0,0,0,94,6,5,18,21,9,0,0,0,67,0,0,21,21,0,0,0,3,48,10,0,16,15,3,0,0,4,45,4,4,10,9,3,3,0,0,40,4,4,12,12,4,0,0,4,39,0,0,3,0,3,0,0,0,10,0,0,0,3,3,0,0,0,13,189,39,191,155,41,22,4,34,667
POA3093,96,0,0,0,0,0,0,6,107,105,0,0,0,0,0,0,3,110,62,14,4,0,0,0,0,0,85,58,17,20,3,0,0,0,0,104,40,21,40,19,0,0,0,6,115,31,26,61,24,0,0,0,6,147,16,18,58,39,16,0,0,0,143,31,16,55,32,10,0,0,4,150,16,18,60,23,5,0,0,0,131,25,14,58,36,13,3,0,10,153,16,10,45,33,11,0,0,6,122,6,10,47,39,12,0,0,7,112,9,3,35,23,7,3,3,4,93,5,4,23,19,7,0,0,6,68,5,8,38,25,9,10,9,7,102,515,185,546,306,84,17,14,72,1738
POA3094,218,0,0,0,0,0,0,3,228,202,0,0,0,0,0,0,11,214,162,25,3,6,0,0,0,18,209,146,70,43,4,0,0,0,4,270,69,89,139,45,5,0,0,13,360,75,64,175,62,7,3,0,11,395,59,55,145,64,11,0,0,9,349,54,39,144,58,14,0,0,5,313,50,33,118,58,13,0,4,10,276,41,41,152,70,17,0,5,7,333,36,24,133,89,31,6,0,8,326,22,26,101,71,30,3,0,6,258,12,22,60,51,27,8,6,4,192,4,7,30,33,31,0,6,9,122,3,8,25,20,8,3,5,5,75,1154,491,1269,635,197,34,35,115,3924
POA3095,922,0,0,0,0,0,0,54,979,694,6,4,0,0,0,0,26,733,453,31,14,6,0,0,0,18,527,282,153,132,22,3,0,0,13,615,147,172,378,137,19,0,0,15,871,100,150,475,187,25,3,4,27,965,105,149,575,242,43,5,6,33,1166,118,145,561,259,60,7,6,21,1169,118,108,488,244,65,9,6,33,1064,94,107,501,266,92,8,5,27,1102,69,86,424,265,81,17,7,24,970,54,46,326,201,64,14,3,25,745,32,38,182,131,44,14,6,23,471,12,14,64,65,38,7,10,20,233,12,15,56,47,37,13,12,23,212,3216,1220,4182,2078,566,105,59,385,11812
POA3096,71,0,0,0,0,0,0,0,77,62,0,0,0,0,0,0,0,62,32,7,3,0,0,0,0,4,46,25,15,15,5,0,0,0,3,62,3,7,16,5,0,0,0,0,43,6,6,21,16,4,0,0,0,60,4,12,32,18,10,0,0,3,77,0,4,28,14,11,0,0,0,63,9,4,30,21,0,0,0,0,76,4,6,22,17,12,0,0,0,65,0,3,20,15,8,4,0,0,44,3,0,16,13,3,0,0,0,40,0,3,11,11,0,0,0,0,27,0,0,11,6,0,0,0,0,22,4,4,13,14,0,3,3,0,43,234,72,244,150,55,9,13,24,803
POA3097,57,0,0,0,0,0,0,8,70,36,0,0,0,0,0,0,4,41,16,3,0,0,0,0,0,5,25,14,4,10,0,0,0,0,0,30,8,4,15,5,0,0,0,3,38,7,4,22,10,4,0,0,4,51,10,8,20,19,3,3,0,4,70,4,4,19,22,4,0,0,0,49,8,7,28,13,4,0,0,4,67,6,5,20,10,0,0,0,6,54,6,0,22,5,0,0,0,0,39,5,4,18,9,9,0,0,3,44,3,0,9,5,3,0,0,0,25,0,0,6,4,0,0,0,0,12,0,0,5,0,0,0,0,0,11,189,52,186,121,27,12,4,42,625
POA3099,148,0,0,0,0,0,0,10,154,123,6,0,0,0,0,0,10,139,77,10,4,3,0,0,0,4,104,38,34,25,11,0,0,0,10,114,22,18,50,25,4,0,0,7,133,24,23,83,24,10,0,0,6,172,30,33,68,45,11,3,3,0,197,25,18,98,41,12,3,0,10,203,23,22,67,49,13,4,3,3,179,33,23,81,62,18,4,0,14,233,20,18,66,48,19,0,0,8,186,12,12,42,27,12,0,0,0,114,5,3,20,19,9,5,3,8,73,3,3,13,7,9,3,0,3,44,0,0,6,4,5,0,4,0,25,587,215,633,384,110,31,11,91,2070
POA3101,788,0,0,0,0,0,0,55,846,786,0,0,0,0,0,0,46,833,688,28,3,0,0,0,0,50,773,527,145,74,20,0,0,0,32,799,247,182,220,41,11,0,0,26,727,181,121,303,116,19,0,0,26,770,133,160,338,178,39,4,3,41,898,154,146,390,185,41,5,0,28,959,169,135,296,168,61,4,3,38,859,142,129,281,152,43,10,3,26,779,123,103,261,128,35,8,0,21,687,93,74,221,149,41,12,0,21,612,74,45,158,101,42,7,3,36,468,48,19,110,92,30,14,12,30,355,57,34,99,114,79,33,25,66,506,4200,1326,2746,1446,441,99,63,537,10865
POA3102,209,0,0,0,0,0,0,10,218,194,0,0,0,0,0,0,10,204,158,8,0,0,0,0,0,6,179,88,30,28,0,0,0,0,6,156,42,56,81,19,3,0,0,4,208,26,34,107,43,8,0,0,6,226,29,30,126,47,8,0,0,10,254,43,38,137,43,14,0,0,0,283,38,44,114,52,10,0,0,5,265,32,34,81,40,6,0,0,4,194,24,24,68,31,12,3,0,9,169,22,25,73,26,14,0,0,11,180,20,10,45,30,12,5,0,9,129,0,8,35,22,0,4,0,4,78,15,0,27,24,15,3,4,0,83,936,356,929,376,103,21,14,93,2818
POA3103,511,0,0,0,0,0,0,25,543,486,0,0,0,0,0,0,36,525,361,23,3,0,0,0,0,17,415,202,77,59,10,0,0,0,12,364,111,141,209,38,7,0,0,16,524,61,117,268,61,12,0,0,11,536,53,125,272,91,7,3,0,20,569,57,120,294,110,18,4,0,16,625,58,97,252,116,16,9,0,3,562,64,82,187,90,24,8,0,15,475,61,105,176,81,36,4,0,14,476,44,57,161,102,32,7,9,10,424,48,22,144,94,26,5,10,18,374,54,28,90,65,25,18,9,11,296,63,27,103,89,52,18,19,33,399,2249,1033,2224,954,258,76,44,260,7101
POA3104,810,0,0,0,0,0,0,49,857,648,3,0,0,0,0,0,34,682,383,32,4,3,3,0,0,20,448,207,92,105,20,0,0,0,15,441,100,118,255,60,10,0,0,21,564,65,124,394,130,31,3,0,10,761,50,152,431,168,34,8,0,25,871,59,130,462,191,29,10,0,30,918,65,124,372,187,41,6,0,18,816,65,125,286,135,34,9,0,9,674,45,103,204,117,26,4,0,10,509,50,53,207,122,32,6,0,10,484,33,31,152,82,33,6,0,17,351,26,19,106,87,26,3,8,17,296,27,29,118,92,60,20,22,34,397,2641,1137,3108,1396,357,71,44,310,9062
POA3105,277,0,0,0,0,0,0,16,294,283,0,0,0,0,0,0,16,304,237,25,5,0,0,0,0,18,294,180,71,56,11,0,0,0,9,324,97,65,112,38,0,0,0,15,337,56,63,163,56,11,3,0,6,354,71,57,159,56,13,3,0,8,364,70,79,188,56,16,0,0,16,425,51,67,183,71,22,0,5,13,402,39,66,143,60,21,4,0,12,341,32,47,95,71,24,9,3,9,290,21,37,130,94,27,8,0,16,332,16,17,130,84,21,14,6,15,294,12,13,115,70,39,10,10,19,293,16,25,88,79,31,14,12,19,276,1460,645,1556,746,222,73,33,196,4920
POA3106,455,0,0,0,0,0,0,14,472,404,4,0,0,0,0,0,21,431,291,24,16,4,0,0,0,30,362,189,98,78,24,0,0,0,10,407,103,129,229,58,5,4,0,17,545,68,77,244,88,10,4,0,24,510,69,89,222,94,16,0,0,17,518,83,89,282,110,18,6,3,10,604,68,108,298,154,28,9,3,19,689,46,102,281,136,33,10,6,17,631,53,100,222,138,33,5,9,23,581,48,66,239,136,43,13,4,21,559,32,37,158,115,44,11,9,22,426,8,17,107,88,38,9,12,36,313,31,30,109,106,68,9,16,65,436,1960,958,2476,1255,348,75,52,354,7484
POA3107,361,0,0,0,0,0,0,25,389,286,5,0,0,0,0,0,13,305,248,27,7,0,0,0,0,11,298,159,97,75,16,0,0,0,20,372,111,108,190,44,7,3,0,17,476,68,101,217,64,12,4,0,12,473,88,109,225,83,13,4,6,17,541,69,92,234,84,17,3,0,15,516,56,100,189,79,17,5,3,6,459,39,85,156,71,17,0,0,12,389,41,62,150,92,19,3,0,12,387,36,53,159,121,38,3,0,10,421,17,22,187,115,43,0,8,15,405,27,33,132,104,41,19,9,22,387,28,26,122,84,46,16,12,23,351,1645,912,2060,956,270,58,35,240,6171
POA3108,574,0,0,0,0,0,0,25,598,749,9,3,0,0,0,0,36,790,807,81,21,7,0,0,0,54,966,560,246,137,29,10,0,0,51,1022,320,272,301,60,11,0,0,47,1022,171,190,284,85,15,3,0,34,779,148,178,299,102,12,3,0,37,776,115,169,337,120,27,6,0,27,802,121,181,318,117,26,0,3,26,793,85,187,272,126,23,8,3,13,718,73,146,247,141,30,8,4,26,676,58,87,272,167,57,15,3,23,681,45,38,252,184,58,9,10,23,620,31,44,211,136,61,21,16,27,541,34,49,167,145,78,22,18,51,553,3881,1879,3122,1417,404,89,50,499,11344
POA3109,720,0,0,0,0,0,0,45,765,742,10,0,0,0,0,0,34,786,619,47,24,9,0,0,0,40,734,430,239,220,46,10,0,0,42,974,238,318,530,106,21,3,0,37,1255,154,247,574,143,24,3,0,38,1183,130,227,452,125,28,12,0,35,1013,117,190,430,170,40,16,0,25,989,131,197,471,176,37,3,0,35,1059,90,217,381,207,56,5,3,31,992,87,194,351,156,47,6,3,36,878,54,95,345,215,59,14,6,37,824,42,61,279,205,71,11,15,35,726,30,37,186,184,88,25,14,34,589,24,39,160,160,86,35,26,42,571,3617,2109,4401,1894,566,137,71,541,13335
POA3111,371,0,0,0,0,0,0,20,393,330,0,0,0,0,0,0,18,350,187,8,7,4,0,0,0,16,223,138,85,61,13,6,0,0,19,326,73,86,160,47,9,0,0,11,382,66,73,202,58,13,0,0,11,427,68,64,223,91,10,4,0,17,470,50,67,228,94,18,4,0,4,473,51,58,170,95,23,5,3,14,415,56,78,165,93,24,8,0,13,430,39,48,135,87,19,0,3,9,340,35,34,155,105,27,7,0,19,380,12,15,114,91,43,8,5,20,313,5,22,88,84,39,13,4,29,279,24,28,100,71,51,19,18,53,355,1507,666,1809,938,276,64,34,283,5576
POA3113,335,0,0,0,0,0,0,17,352,263,6,0,0,0,0,0,13,272,124,7,7,0,0,0,0,5,145,77,44,26,5,0,0,0,3,158,36,48,102,38,6,0,0,7,236,37,29,118,60,11,0,0,7,262,32,47,171,98,27,9,0,17,390,42,53,168,97,22,4,0,6,403,42,33,150,94,13,0,4,7,342,27,44,126,83,20,0,0,11,316,29,22,99,59,21,0,0,10,240,9,17,90,60,18,3,0,4,204,9,11,46,36,11,5,0,4,129,6,5,12,20,12,3,0,4,64,0,7,10,14,5,0,3,0,40,1070,363,1119,667,172,25,10,121,3548
POA3114,154,0,0,0,0,0,0,10,166,134,0,0,0,0,0,0,8,146,49,5,4,0,0,0,0,0,59,26,3,7,3,0,0,0,0,39,9,3,47,13,5,0,0,4,74,11,7,50,32,4,4,0,0,100,8,18,62,51,17,3,0,3,168,15,22,95,52,15,8,0,4,210,13,17,52,51,15,3,0,5,153,5,14,51,37,7,4,0,3,117,7,5,41,35,7,5,0,0,105,4,8,34,36,9,3,0,0,90,3,3,19,15,8,0,0,7,66,0,3,16,4,5,3,4,0,41,0,6,10,6,5,5,4,5,26,430,109,481,343,97,30,11,49,1560
POA3115,150,0,0,0,0,0,0,10,157,118,0,0,0,0,0,0,12,128,50,5,0,0,0,0,0,3,66,25,14,16,8,0,0,0,4,65,20,4,30,22,0,0,0,0,78,12,12,61,27,14,0,0,5,128,6,21,75,38,9,0,0,0,156,17,13,86,42,8,0,0,3,176,6,18,75,52,15,3,0,6,178,12,19,59,47,7,4,0,8,151,7,6,51,38,9,0,0,5,124,7,7,28,25,12,0,0,0,85,0,5,27,21,8,4,0,0,60,0,0,6,9,3,0,3,0,25,0,4,4,0,7,0,0,3,24,427,127,520,333,90,25,14,56,1592
POA3116,317,0,0,0,0,0,0,26,351,320,6,10,0,0,0,0,14,345,232,58,17,3,0,0,0,18,335,166,97,116,36,3,0,0,13,435,73,82,198,78,16,5,4,10,458,43,60,152,78,12,6,5,11,364,41,51,165,83,30,3,4,13,393,31,52,170,79,23,5,9,11,382,27,42,149,96,29,4,3,15,363,33,33,138,90,38,10,8,6,361,12,30,152,94,27,3,0,12,334,16,19,139,82,32,3,0,9,313,12,17,76,62,40,6,0,16,219,4,6,45,40,23,7,3,8,131,3,10,25,18,17,8,0,7,91,1334,570,1557,838,281,58,39,194,4887
POA3121,448,0,0,0,0,0,0,45,499,1193,5,3,0,0,0,0,108,1314,2567,38,6,3,0,0,0,187,2809,1910,188,63,15,6,3,0,126,2315,908,246,213,39,7,0,0,85,1496,469,184,237,66,7,0,5,55,1018,363,143,242,72,15,3,5,51,897,325,134,265,82,21,7,4,43,881,243,102,225,97,28,7,9,44,748,181,94,189,126,26,11,4,44,671,168,83,167,78,35,10,7,36,572,115,66,169,76,25,4,11,38,509,48,45,103,62,23,9,6,36,342,26,26,76,43,23,7,13,16,237,27,21,68,41,23,12,39,20,252,8984,1376,2013,799,252,76,105,938,14554
POA3122,564,0,0,0,0,0,0,44,612,1027,3,0,0,0,0,0,66,1100,1252,25,6,0,0,0,0,72,1357,943,138,56,12,0,0,0,63,1205,499,162,168,38,3,0,0,35,907,294,118,228,77,5,0,0,32,759,177,91,230,133,26,5,0,18,681,174,98,209,142,24,6,0,22,674,152,64,190,122,33,4,0,26,596,113,57,178,114,23,3,0,24,529,98,65,158,102,30,3,3,18,474,100,59,170,108,28,14,5,20,496,62,17,139,86,33,3,3,24,365,35,11,51,60,22,6,7,14,210,38,21,83,41,39,14,6,11,250,5530,930,1869,1034,270,58,26,503,10220
POA3123,365,0,0,0,0,0,0,15,389,602,0,0,0,0,0,0,35,636,759,11,4,0,0,0,0,41,819,503,93,61,3,0,0,0,36,698,272,120,133,42,7,0,0,23,597,124,92,201,57,8,0,0,19,500,121,101,201,98,19,0,0,20,552,90,59,176,96,25,5,0,15,464,69,65,169,76,20,3,0,14,409,95,54,137,77,21,4,0,17,397,69,52,119,70,11,0,0,14,347,57,43,106,66,26,4,4,18,312,40,21,77,54,19,7,0,14,233,31,12,40,45,31,4,7,11,188,52,15,43,37,23,13,10,14,207,3247,738,1470,717,197,44,22,302,6744
POA3124,759,0,0,0,0,0,0,46,807,749,0,0,0,0,0,0,40,793,575,31,5,5,0,0,0,33,648,328,110,74,7,0,0,0,15,534,155,149,256,61,5,0,0,28,655,122,114,273,115,25,5,0,24,673,109,132,356,120,44,7,0,21,788,100,137,404,171,36,8,0,22,870,98,117,307,180,28,4,0,24,761,89,102,285,153,36,4,6,21,689,76,98,243,132,29,10,5,14,610,87,65,244,110,38,12,3,16,570,66,40,182,118,37,15,7,27,496,45,23,112,113,49,8,9,16,370,84,47,177,146,89,36,15,39,639,3454,1159,2914,1421,421,99,58,397,9913
POA3125,541,5,0,0,0,0,0,39,582,823,7,3,0,0,0,0,97,928,591,34,4,3,0,0,0,63,697,331,122,70,11,3,0,0,52,580,164,120,142,34,13,0,0,21,492,67,95,170,45,9,3,0,13,413,79,94,217,52,17,0,0,22,487,53,96,186,68,13,9,5,14,441,67,97,148,62,10,5,0,17,400,51,80,133,53,9,6,0,14,349,54,63,109,38,24,0,0,14,304,27,50,115,49,18,5,7,15,283,32,25,90,67,24,13,4,4,263,31,18,92,69,28,14,4,12,263,29,30,112,73,49,11,20,22,349,2944,938,1574,637,208,56,48,417,6826
POA3126,317,0,0,0,0,0,0,19,336,231,0,0,0,0,0,0,15,249,135,14,5,0,0,0,0,8,162,80,28,13,0,0,0,0,10,137,44,43,83,17,6,0,0,0,192,19,47,117,43,5,0,0,8,246,28,42,135,71,16,3,0,7,302,20,48,139,80,17,0,0,5,313,40,56,134,65,18,0,0,3,306,25,45,98,57,12,3,0,0,245,25,37,119,45,13,4,0,12,253,19,27,99,70,18,3,5,8,248,28,22,67,43,8,5,4,9,180,19,6,36,31,14,3,5,10,124,23,19,43,44,23,7,6,33,204,1068,427,1084,564,145,38,22,157,3498
POA3127,672,0,0,0,0,0,0,34,700,604,4,0,0,0,0,0,24,631,434,21,0,0,0,0,0,25,484,320,95,63,7,4,0,0,20,508,148,153,193,44,9,0,0,17,558,103,110,262,99,13,6,0,19,610,86,117,299,149,27,0,0,22,706,102,133,377,161,28,8,4,12,822,80,114,273,138,26,0,0,13,658,89,103,235,125,42,8,3,18,623,103,89,229,123,37,9,3,21,606,87,55,186,121,30,3,0,21,512,39,21,103,82,31,8,6,10,298,31,18,81,51,28,15,9,11,243,38,16,69,90,44,24,10,21,318,2942,1052,2358,1195,321,80,36,295,8280
POA3128,592,0,0,0,0,0,0,53,647,1106,14,4,0,0,0,0,138,1262,1086,77,14,3,0,0,0,121,1305,691,218,91,17,0,0,0,82,1102,270,220,217,47,5,0,0,51,820,161,189,285,72,8,0,0,38,752,129,189,270,86,16,4,0,37,730,112,174,275,120,29,5,3,33,748,101,158,195,84,21,0,0,41,596,100,155,177,69,23,15,0,13,555,72,155,142,68,18,4,0,25,484,69,79,124,64,23,3,7,26,402,36,41,113,59,23,7,7,16,312,29,27,93,62,33,10,7,41,295,46,28,107,89,50,18,25,87,441,4598,1720,2115,837,246,73,52,804,10446
