POA_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
POA5340,..,145,145,208,10,222,59,0,63,57,0,62,30,0,28,20,0,19,374,165,538
POA5341,..,934,934,1107,67,1178,446,6,451,328,8,339,178,3,185,61,6,67,2127,1025,3153
POA5342,..,89,89,161,14,173,68,0,68,57,0,57,25,0,25,9,0,9,322,102,426
POA5343,..,717,717,701,46,753,250,9,265,219,3,224,91,0,92,26,0,29,1292,777,2073
POA5344,..,81,81,130,5,134,38,0,38,46,0,46,25,0,25,11,0,11,249,84,328
POA5345,..,514,514,527,28,551,180,0,180,134,0,137,63,0,63,36,0,36,948,542,1487
POA5346,..,34,34,67,4,69,25,0,25,9,0,9,12,0,12,3,0,3,115,36,147
POA5350,..,21,21,71,0,71,23,0,23,42,0,42,17,0,17,5,0,5,160,21,186
POA5351,..,407,407,811,26,835,354,3,355,380,0,380,175,0,175,62,0,62,1786,434,2220
POA5352,..,596,596,817,26,848,255,5,263,286,0,286,107,0,107,34,0,34,1502,630,2133
POA5353,..,412,412,593,33,624,207,0,211,185,0,185,89,0,89,33,0,33,1107,453,1552
POA5354,..,80,80,56,6,66,9,0,9,9,0,9,0,0,0,0,0,0,76,89,160
POA5355,..,953,953,1176,45,1220,456,8,458,433,0,436,181,0,181,68,0,68,2318,998,3316
POA5356,..,58,58,110,4,118,46,0,46,33,0,33,22,0,22,8,0,8,220,66,281
POA5357,..,70,70,74,8,75,10,0,10,14,0,14,3,0,3,3,0,3,105,78,183
POA5360,..,63,63,143,7,152,71,0,75,84,0,84,31,0,31,11,0,11,338,74,408
POA5371,..,67,67,125,9,128,71,0,71,96,0,96,46,0,46,20,0,20,351,80,432
POA5372,..,143,143,292,19,308,143,0,143,166,0,166,85,0,85,41,0,41,726,163,891
POA5373,..,441,441,523,26,548,148,0,146,153,0,154,83,0,83,32,0,32,942,476,1419
POA5374,..,196,196,230,13,241,70,0,70,61,0,61,35,0,35,16,0,16,398,206,607
POA5381,..,53,53,49,5,49,17,0,17,11,0,11,5,0,5,0,0,0,86,57,145
POA5400,..,60,60,111,9,119,44,3,43,67,0,67,21,0,21,11,0,11,257,72,323
POA5401,..,88,88,103,13,119,36,0,36,35,0,35,13,0,13,14,0,14,212,98,308
POA5410,..,33,33,31,3,33,23,0,23,10,0,10,14,0,14,6,0,6,79,35,120
POA5411,..,23,23,40,0,43,18,0,18,16,0,16,7,0,7,13,0,13,84,27,112
POA5412,..,172,172,204,13,215,48,0,49,32,0,32,27,0,27,5,0,5,319,190,508
POA5413,..,121,121,137,3,143,43,0,43,31,0,31,9,0,9,10,0,10,234,124,352
POA5414,..,18,18,18,0,18,10,0,10,3,0,3,8,0,8,0,0,0,31,18,56
POA5415,..,22,22,47,3,52,9,0,9,8,0,8,3,0,3,4,0,4,72,23,101
POA5416,..,22,22,39,0,39,11,0,11,11,0,11,4,0,4,0,0,0,63,22,83
POA5417,..,229,229,235,4,245,62,0,62,50,0,53,26,0,26,17,0,17,394,236,627
POA5418,..,12,12,19,0,23,7,0,7,5,0,5,3,0,3,3,0,3,33,14,49
POA5419,..,33,33,28,0,31,12,0,12,10,0,10,4,0,4,0,0,0,61,36,98
POA5420,..,9,9,9,0,9,8,0,8,0,0,0,0,0,0,0,0,0,21,9,25
POA5421,..,30,30,17,5,17,5,0,5,0,0,0,0,0,0,0,0,0,25,29,57
POA5422,..,329,329,259,15,274,60,0,60,36,0,36,16,0,16,14,0,14,384,345,724
POA5431,..,122,122,140,6,146,19,0,23,33,0,33,13,0,13,9,0,9,218,125,341
POA5432,..,15,15,16,0,16,6,0,6,6,0,6,5,0,5,3,0,3,29,15,48
POA5433,..,202,202,200,8,204,57,0,57,42,0,42,17,0,17,14,0,14,330,209,532
POA5434,..,51,51,56,9,61,10,0,9,17,0,21,7,0,7,3,0,3,93,60,151
POA5440,..,38,38,15,0,23,0,0,0,8,0,8,3,0,3,0,0,0,30,44,70
POA5451,..,100,100,136,7,148,29,0,29,21,0,21,18,0,18,6,0,6,208,110,315
POA5452,..,31,31,64,0,64,21,0,28,20,0,20,11,0,11,9,0,10,126,34,161
POA5453,..,602,602,766,33,803,238,5,247,226,3,229,115,0,119,31,0,31,1384,648,2030
POA5454,..,35,35,60,4,63,23,0,23,9,0,9,11,0,11,6,0,6,106,43,149
POA5455,..,7,7,7,0,7,0,0,0,8,0,8,0,0,0,0,0,0,9,7,16
POA5460,..,64,64,106,4,109,28,0,28,41,0,41,18,0,18,17,0,17,207,69,275
POA5461,..,320,320,357,25,380,122,3,123,111,0,116,60,0,60,36,0,36,686,345,1031
POA5462,..,50,50,73,3,82,20,0,20,26,0,26,18,0,18,6,0,6,144,53,196
POA5464,..,68,68,81,0,84,18,0,18,24,0,24,23,0,23,6,0,6,148,68,213
POA5470,..,18,18,24,0,25,14,0,14,3,0,3,3,0,3,0,0,0,38,21,60
POA5471,..,11,11,10,3,18,3,0,3,0,0,0,0,0,0,4,0,4,25,12,39
POA5472,..,35,35,33,4,36,5,0,5,5,0,5,6,0,6,0,0,0,44,40,84
POA5473,..,117,117,115,7,124,28,0,32,20,0,20,23,0,23,6,0,6,192,128,314
POA5480,..,120,120,125,7,136,35,0,35,40,0,40,24,0,24,6,0,6,232,128,358
POA5481,..,73,73,104,6,110,24,0,24,17,0,17,9,0,9,0,0,0,151,79,235
POA5482,..,59,59,73,0,78,18,0,18,21,0,21,10,0,10,3,0,3,132,63,192
POA5483,..,34,34,52,0,53,13,0,13,15,0,15,11,0,11,9,0,9,92,39,129
POA5485,..,64,64,99,6,104,35,0,38,24,0,24,9,0,9,6,0,6,180,64,240
POA5490,..,13,13,17,0,18,8,0,8,4,0,4,6,0,6,0,0,0,42,15,57
POA5491,..,250,250,289,21,307,63,0,69,74,0,74,49,0,49,12,0,12,483,274,761
POA5493,..,9,9,8,0,10,4,0,4,3,0,3,3,0,3,0,0,0,14,10,29
POA5495,..,96,96,120,7,130,23,0,23,18,0,18,4,0,4,6,0,6,169,101,271
POA5501,..,562,562,878,76,955,461,5,466,479,0,479,215,0,216,136,0,136,2166,644,2813
POA5502,..,130,130,202,19,219,80,10,95,79,4,91,48,0,42,21,0,21,429,162,590
POA5510,..,14,14,24,4,24,0,0,0,4,0,4,0,0,0,0,0,0,26,13,48
POA5520,..,90,90,77,12,91,18,0,18,23,0,23,9,0,9,6,0,6,135,99,235
POA5521,..,32,32,21,0,14,3,0,3,5,0,5,3,0,3,0,0,0,31,28,61
POA5522,..,266,266,282,9,292,56,0,56,43,0,43,19,0,19,4,0,4,401,281,684
POA5523,..,230,230,285,10,293,96,0,96,70,0,70,50,0,50,25,0,25,523,240,762
POA5540,..,2234,2234,2077,123,2204,822,11,838,648,3,652,292,0,292,136,0,136,3978,2378,6353
POA5550,..,146,146,119,8,127,47,0,47,36,0,36,24,0,24,17,0,12,242,152,393
POA5552,..,32,32,45,3,52,14,0,13,15,0,15,17,0,17,0,0,0,89,35,127
POA5554,..,629,629,780,45,826,283,10,289,236,0,236,109,0,109,51,0,51,1462,673,2142
POA5555,..,46,46,100,4,108,24,0,24,16,0,16,5,0,5,3,0,3,151,51,206
POA5556,..,614,614,813,42,857,180,5,188,142,3,150,57,0,57,25,0,25,1220,659,1888
POA5558,..,700,700,1011,45,1060,200,6,204,167,0,167,55,0,55,42,0,42,1475,752,2224
POA5560,..,61,61,67,5,71,25,0,25,18,0,18,8,0,8,10,0,10,118,66,183
POA5570,..,107,107,120,7,135,15,0,15,10,0,10,7,0,7,6,0,6,162,120,282
POA5571,..,307,307,412,17,435,51,0,55,51,0,51,24,0,24,14,0,14,556,331,884
POA5572,..,17,17,26,0,26,4,0,4,10,0,10,3,0,3,0,0,0,46,17,64
POA5573,..,271,271,326,9,327,77,0,77,83,0,83,50,0,50,23,0,22,556,283,838
POA5575,..,330,330,453,15,464,85,3,84,65,0,65,41,0,41,24,0,24,666,345,1011
POA5576,..,178,178,176,19,190,47,0,47,40,0,40,10,0,10,12,0,12,282,193,474
POA5577,..,94,94,92,5,97,19,0,19,15,0,15,11,0,11,4,0,4,145,99,240
POA5580,..,56,56,62,0,58,18,0,18,15,0,15,0,0,0,4,0,4,102,61,162
POA5581,..,104,104,145,5,145,19,0,18,10,0,10,5,0,5,0,0,0,172,107,281
POA5582,..,92,92,125,7,129,25,0,25,13,0,13,6,0,6,9,0,9,169,104,268
POA5583,..,162,162,162,4,163,24,0,24,19,0,19,12,0,12,0,0,0,222,165,385
POA5600,..,838,838,904,43,950,314,5,318,304,0,304,111,0,111,39,0,39,1671,887,2559
POA5601,..,9,9,19,0,19,4,0,4,0,0,0,0,0,0,0,0,0,23,9,33
POA5602,..,145,145,217,9,224,56,0,55,49,0,49,19,0,19,11,0,11,357,147,503
POA5603,..,47,47,63,0,63,18,0,18,28,0,28,6,0,6,5,0,5,113,47,156
POA5604,..,43,43,42,0,43,10,0,10,5,0,5,0,0,0,0,0,0,55,43,95
POA5605,..,299,299,341,18,357,63,0,63,61,0,61,30,0,30,11,0,11,508,316,824
POA5606,..,1864,1864,1955,141,2099,753,38,794,648,4,655,256,0,265,110,0,110,3728,2048,5780
POA5607,..,416,416,731,31,762,227,0,227,275,0,275,132,0,132,47,0,47,1410,446,1854
POA5608,..,2245,2245,1718,136,1857,705,7,716,505,4,506,232,0,232,89,0,89,3255,2395,5646
POA5609,..,178,178,239,8,248,124,0,126,139,0,142,40,0,40,11,0,11,564,187,748
POA5611,..,34,34,10,3,17,6,0,6,3,0,3,0,0,0,0,0,0,26,38,60
POA5630,..,8,8,19,0,21,17,0,17,5,0,5,3,0,3,0,0,0,37,11,47
POA5631,..,98,98,145,12,156,47,0,50,47,0,47,33,0,33,10,0,10,289,104,395
POA5632,..,17,17,27,0,27,7,0,7,12,0,12,12,0,12,9,0,9,54,17,71
POA5633,..,33,33,37,0,35,8,0,8,5,0,5,8,0,8,4,0,4,69,33,104
POA5640,..,137,137,158,9,170,25,0,25,50,0,50,22,0,22,11,0,11,265,148,416
POA5641,..,115,115,143,6,149,33,0,33,33,0,38,33,0,33,13,0,13,258,122,373
POA5642,..,26,26,26,0,26,7,0,7,13,0,13,9,0,9,3,0,3,60,26,86
POA5650,..,10,10,9,0,12,6,0,6,7,0,7,10,0,10,0,0,0,36,11,48
POA5651,..,6,6,10,0,7,0,0,0,3,0,3,0,0,0,0,0,0,18,11,24
POA5652,..,78,78,95,0,95,16,0,24,30,0,30,18,0,18,7,0,7,171,82,251
POA5653,..,6,6,4,0,3,4,0,4,3,0,3,6,0,6,0,0,0,10,5,17
POA5654,..,32,32,26,3,31,13,4,13,5,0,5,3,0,3,4,0,4,52,30,88
POA5655,..,7,7,10,0,10,3,0,3,7,0,7,3,0,3,5,0,5,27,7,31
POA5660,..,5,5,7,0,7,0,0,0,4,0,4,0,0,0,0,0,0,11,5,13
POA5661,..,10,10,15,0,17,8,0,8,8,0,8,0,0,0,0,0,0,33,14,45
POA5670,..,59,59,67,4,74,16,0,16,17,0,17,9,0,9,6,0,6,121,65,189
POA5671,..,23,23,18,3,21,0,0,7,0,0,0,8,0,8,0,0,0,33,26,63
POA5680,..,244,244,337,14,352,80,0,80,80,0,80,42,0,42,23,0,23,564,250,815
POA5690,..,442,442,450,28,474,178,3,177,189,6,191,83,0,83,61,0,61,957,477,1437
POA5700,..,1537,1537,1377,119,1501,543,11,551,415,10,423,220,0,220,123,9,131,2674,1686,4359
POA5701,..,0,0,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,8,0,8
POA5710,..,161,161,291,8,292,130,0,134,122,0,122,57,0,57,22,0,22,614,171,785
POA5713,..,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5
POA5715,..,3,3,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,6,3,12
POA5717,..,6,6,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18
POA5719,..,3,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,3,16
POA5720,..,50,50,24,0,27,3,0,3,5,0,5,0,0,0,0,0,0,39,54,90
POA5722,..,70,70,37,5,41,12,0,12,10,0,10,0,0,0,0,0,0,56,74,131
POA5723,..,364,364,174,19,195,48,5,54,38,0,39,21,0,21,20,0,20,303,392,695
POA5724,..,14,14,3,0,8,0,0,0,0,0,0,0,0,0,3,0,3,10,10,24
POA5725,..,291,291,301,49,341,180,8,193,219,5,226,111,0,111,33,0,33,847,350,1195
POA5730,..,7,7,11,3,14,3,0,3,6,0,6,3,0,3,0,0,0,26,11,40
POA5731,..,22,22,20,0,20,6,0,6,6,0,6,3,0,3,0,0,0,34,22,56
POA5732,..,28,28,20,5,23,0,0,0,3,0,3,4,0,4,0,0,0,26,32,60
POA5733,..,25,25,17,0,17,4,0,4,5,0,5,0,0,0,0,0,0,28,25,49
POA5734,..,15,15,6,0,6,8,0,8,5,0,5,4,0,0,0,0,0,20,11,39
POA5950,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6000,..,2664,2664,1941,471,2408,495,118,615,245,27,276,63,7,68,15,9,24,2755,3305,6064
POA6003,..,738,738,545,134,685,127,43,174,88,17,105,15,3,18,7,0,7,790,933,1724
POA6004,..,2259,2259,1981,344,2322,541,115,658,223,23,249,55,3,60,13,0,19,2817,2748,5564
POA6005,..,1387,1387,884,191,1082,259,60,326,107,14,122,33,3,33,0,0,0,1287,1661,2949
POA6006,..,1182,1182,1151,170,1319,534,98,631,539,26,568,135,4,138,37,7,38,2398,1483,3883
POA6007,..,1211,1211,1159,158,1314,411,60,473,359,15,376,94,4,99,16,0,16,2035,1448,3478
POA6008,..,2501,2501,2055,204,2255,846,59,904,855,19,873,265,3,267,63,0,63,4075,2790,6864
POA6009,..,1372,1372,1931,205,2140,830,110,944,1096,62,1153,529,10,543,118,9,125,4505,1773,6274
POA6010,..,2031,2031,2175,144,2320,940,49,985,1144,27,1172,468,6,473,101,0,102,4832,2264,7093
POA6011,..,845,845,1142,82,1218,468,32,503,494,17,511,254,0,256,79,0,79,2435,979,3415
POA6012,..,1147,1147,983,89,1071,452,23,473,531,12,541,237,6,238,51,0,51,2247,1272,3520
POA6014,..,2303,2303,2419,162,2574,1102,45,1148,1565,24,1579,616,0,617,137,0,137,5827,2530,8358
POA6015,..,411,411,754,13,761,294,11,307,500,11,513,239,5,243,65,0,63,1857,448,2309
POA6016,..,1083,1083,1108,134,1243,640,37,678,831,9,840,228,0,228,38,0,38,2843,1265,4109
POA6017,..,951,951,636,84,722,258,18,276,134,3,137,47,0,46,17,0,19,1085,1056,2146
POA6018,..,4305,4305,4774,456,5234,2459,165,2626,2835,43,2877,835,8,842,217,3,226,11117,4983,16105
POA6019,..,3095,3095,3130,417,3552,1306,152,1458,1402,36,1437,353,5,360,77,0,77,6262,3717,9981
POA6020,..,1582,1582,2858,95,2954,1108,14,1118,1657,9,1663,617,5,618,147,0,149,6385,1703,8083
POA6021,..,2263,2263,2558,148,2706,1273,46,1313,1318,26,1344,417,0,419,162,0,162,5730,2492,8218
POA6022,..,429,429,688,31,718,342,4,340,328,0,332,108,0,108,53,0,52,1519,464,1981
POA6023,..,919,919,1736,66,1804,895,18,915,1336,6,1346,450,4,453,111,0,118,4532,1006,5543
POA6024,..,1123,1123,1727,97,1824,886,17,909,876,6,885,326,6,332,95,0,95,3911,1256,5168
POA6025,..,2286,2286,4020,210,4235,1965,46,2015,2236,12,2250,738,4,742,200,0,202,9163,2561,11726
POA6026,..,1546,1546,2780,77,2855,1355,8,1366,1679,3,1681,573,0,571,171,0,169,6552,1639,8195
POA6027,..,3250,3250,5250,355,5610,2616,86,2700,2732,35,2762,989,9,995,337,11,347,11922,3746,15667
POA6028,..,978,978,2528,65,2598,1503,12,1516,1870,5,1874,697,0,697,215,0,215,6810,1068,7877
POA6029,..,185,185,326,19,345,138,9,149,220,0,221,84,0,84,21,0,18,781,217,1001
POA6030,..,2903,2903,4476,273,4749,2589,49,2641,2505,6,2518,1060,4,1063,467,3,471,11108,3235,14343
POA6031,..,895,895,1565,102,1659,1250,21,1275,1403,4,1405,554,0,554,288,4,286,5050,1022,6071
POA6032,..,12,12,23,3,27,9,0,9,13,0,13,6,0,3,3,0,3,49,18,67
POA6033,..,14,14,39,0,39,19,0,19,31,0,31,13,0,13,10,0,10,113,21,131
POA6034,..,197,197,378,12,392,251,0,257,239,0,239,111,0,111,45,0,45,1027,206,1237
POA6035,..,740,740,1126,58,1184,672,4,675,661,0,664,313,7,317,153,0,153,2926,809,3740
POA6036,..,1174,1174,1677,111,1791,1081,19,1100,1188,0,1190,518,0,518,250,0,250,4717,1310,6024
POA6037,..,334,334,427,22,447,171,4,177,227,0,230,107,0,107,56,0,56,992,355,1350
POA6038,..,648,648,958,53,1009,742,8,752,741,0,736,280,0,280,92,0,92,2816,710,3521
POA6041,..,111,111,227,13,241,78,0,76,67,0,67,37,0,37,22,0,22,432,125,555
POA6042,..,15,15,16,4,22,0,0,0,3,0,3,0,0,0,0,0,0,20,18,42
POA6043,..,44,44,60,3,65,6,0,6,0,0,0,0,0,0,0,0,0,72,48,115
POA6044,..,179,179,212,17,232,49,3,51,35,0,34,16,0,19,7,0,7,318,206,523
POA6050,..,2182,2182,1916,200,2113,762,68,836,827,35,863,283,3,288,76,0,76,3859,2493,6358
POA6051,..,2732,2732,1877,329,2210,664,82,742,477,15,497,122,3,127,44,5,48,3185,3168,6351
POA6052,..,1364,1364,1385,123,1509,741,41,785,734,15,748,197,6,203,49,0,49,3110,1552,4660
POA6053,..,1735,1735,1904,185,2090,996,50,1043,910,16,924,243,3,251,67,0,71,4121,1986,6111
POA6054,..,2489,2489,2516,220,2741,1310,59,1364,1128,16,1142,387,6,396,183,3,184,5528,2794,8317
POA6055,..,1932,1932,2976,215,3189,2154,43,2198,2160,16,2179,813,3,819,463,3,460,8563,2216,10778
POA6056,..,4822,4822,5002,425,5428,2379,81,2467,2075,14,2090,821,6,825,446,0,445,10722,5348,16072
POA6057,..,1419,1419,2063,142,2211,1050,16,1065,927,3,935,392,0,391,188,0,188,4621,1581,6204
POA6058,..,1357,1357,1627,138,1763,824,19,845,692,10,699,308,3,309,121,4,122,3568,1521,5096
POA6059,..,2815,2815,2885,218,3103,1440,59,1496,1374,24,1398,527,11,539,218,3,225,6441,3139,9579
POA6060,..,4454,4454,3511,402,3912,1491,104,1592,1132,22,1161,288,9,297,117,5,120,6540,4998,11535
POA6061,..,4987,4987,4272,598,4866,2531,186,2718,1874,55,1928,822,19,843,600,11,611,10095,5854,15948
POA6062,..,3236,3236,4150,360,4514,2151,99,2250,1925,36,1959,667,15,690,375,4,379,9262,3763,13028
POA6063,..,991,991,1292,111,1409,879,32,904,886,12,897,430,4,433,324,3,321,3810,1149,4956
POA6064,..,2548,2548,2988,251,3232,1788,64,1852,1657,15,1674,825,9,835,614,3,615,7869,2892,10758
POA6065,..,3960,3960,6214,303,6513,4226,67,4290,5263,20,5279,1943,0,1946,890,3,895,18541,4354,22888
POA6066,..,1097,1097,1781,113,1894,1177,22,1202,1113,4,1125,526,10,536,326,0,331,4930,1252,6177
POA6067,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,8
POA6068,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,..,2634,2634,4227,273,4498,2761,39,2799,3188,7,3199,1355,3,1357,755,0,755,12283,2958,15238
POA6070,..,209,209,467,16,483,200,5,206,273,0,273,105,0,105,23,0,23,1076,228,1305
POA6071,..,224,224,449,12,466,215,3,216,211,0,211,99,0,99,24,0,24,997,237,1236
POA6072,..,57,57,105,0,110,47,0,47,48,0,48,24,0,24,10,0,10,237,61,295
POA6073,..,271,271,444,9,456,194,0,194,161,0,161,77,0,77,38,0,38,908,280,1191
POA6074,..,59,59,133,9,139,68,0,68,52,0,52,22,0,22,12,0,12,292,61,354
POA6076,..,1634,1634,2929,80,3005,1170,16,1180,1360,4,1362,617,0,617,225,3,223,6299,1736,8039
POA6077,..,133,133,232,16,246,70,0,66,71,0,71,41,0,41,34,0,34,454,145,592
POA6078,..,35,35,84,7,89,51,3,52,36,0,36,35,0,35,24,0,24,234,47,279
POA6079,..,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16
POA6081,..,250,250,570,26,600,306,4,308,314,0,314,156,0,156,58,0,59,1400,273,1677
POA6082,..,200,200,417,16,430,182,4,183,217,0,217,94,0,91,42,0,42,946,221,1170
POA6083,..,171,171,467,13,484,185,5,189,201,0,201,93,0,93,56,0,56,1002,183,1188
POA6084,..,440,440,1014,44,1060,503,11,516,508,0,505,256,0,256,151,0,152,2434,498,2925
POA6090,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
POA6100,..,2414,2414,2183,331,2517,883,125,1005,693,34,733,190,6,201,52,6,61,4003,2920,6920
POA6101,..,2169,2169,2101,346,2441,1036,146,1180,860,44,905,210,19,234,102,13,110,4306,2727,7034
POA6102,..,1855,1855,1206,266,1469,581,205,786,505,141,646,210,68,277,125,43,168,2627,2568,5195
POA6103,..,1875,1875,1484,236,1723,524,83,606,440,32,468,120,7,127,72,0,77,2644,2235,4873
POA6104,..,1852,1852,1779,228,2005,858,76,935,662,28,688,272,8,276,113,0,117,3687,2191,5881
POA6105,..,1871,1871,1753,243,1995,954,73,1027,789,24,810,327,13,343,211,4,209,4030,2236,6262
POA6106,..,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
POA6107,..,3933,3933,4239,598,4836,2798,292,3087,2733,130,2864,1231,48,1281,784,21,802,11780,5022,16801
POA6108,..,1764,1764,2651,181,2834,1437,31,1475,1334,16,1344,610,9,614,369,0,369,6405,2001,8401
POA6109,..,1285,1285,1158,132,1291,661,34,693,660,19,675,344,8,350,289,3,293,3110,1473,4583
POA6110,..,3593,3593,3963,328,4290,2537,61,2592,2797,26,2821,1273,13,1283,762,3,767,11318,4019,15341
POA6111,..,2193,2193,2914,198,3115,1368,32,1405,1241,7,1249,522,4,527,310,0,310,6357,2438,8790
POA6112,..,4764,4764,6324,513,6834,4240,70,4303,4760,23,4779,1964,3,1971,1099,10,1108,18390,5378,23762
POA6121,..,107,107,303,9,314,170,3,169,184,0,184,113,5,113,69,0,69,831,125,956
POA6122,..,1024,1024,1881,125,2005,1261,14,1276,1499,5,1506,710,0,710,402,0,402,5752,1166,6922
POA6123,..,116,116,248,9,255,133,3,135,127,0,127,72,0,72,33,0,33,608,129,733
POA6124,..,84,84,165,8,169,71,0,71,58,0,58,28,0,28,20,0,20,338,92,433
POA6125,..,192,192,413,13,429,146,3,149,180,0,180,85,0,85,69,0,69,892,207,1100
POA6126,..,21,21,41,0,42,15,0,12,7,0,7,8,0,8,5,0,5,67,24,86
POA6147,..,1422,1422,1611,138,1755,933,55,987,858,24,876,357,0,357,195,7,194,3953,1652,5599
POA6148,..,1506,1506,1968,88,2054,1093,22,1121,1323,10,1343,533,5,540,175,4,172,5099,1641,6740
POA6149,..,1207,1207,2193,68,2268,1143,23,1163,1360,6,1368,509,0,507,176,0,178,5380,1311,6694
POA6150,..,684,684,1455,45,1501,734,32,770,816,13,826,356,7,356,154,9,165,3505,792,4298
POA6151,..,2435,2435,2385,253,2642,863,87,961,851,22,874,275,0,281,60,0,60,4449,2810,7254
POA6152,..,3209,3209,3348,370,3719,1415,150,1562,1324,38,1356,423,19,441,131,9,141,6641,3798,10438
POA6153,..,1964,1964,2695,138,2826,1239,59,1295,1414,14,1424,500,3,503,162,0,162,5994,2179,8174
POA6154,..,1067,1067,1153,64,1215,592,22,617,719,9,727,275,4,280,77,0,77,2815,1168,3980
POA6155,..,2127,2127,4264,176,4442,3163,63,3230,4313,28,4345,1648,9,1653,806,7,813,14198,2400,16599
POA6156,..,1796,1796,2011,129,2141,1007,33,1040,1235,19,1253,449,5,452,110,0,110,4806,1985,6792
POA6157,..,2049,2049,1860,138,2002,782,28,812,852,5,854,276,5,279,60,0,60,3833,2226,6055
POA6158,..,777,777,904,63,971,413,17,438,509,4,514,172,0,177,51,0,51,2058,860,2913
POA6159,..,561,561,624,41,665,211,18,217,157,6,164,39,0,39,14,0,14,1032,625,1659
POA6160,..,1650,1650,1254,177,1427,452,77,530,314,24,334,103,3,106,19,0,22,2137,1933,4068
POA6161,..,25,25,20,4,25,3,0,3,3,4,4,0,0,0,0,0,0,24,32,61
POA6162,..,1422,1422,1547,174,1720,678,55,731,679,23,698,186,0,191,59,9,69,3153,1682,4832
POA6163,..,6377,6377,7112,640,7758,3372,200,3574,2882,80,2965,927,23,959,356,10,359,14659,7334,21996
POA6164,..,4207,4207,6470,485,6955,4274,132,4408,4862,31,4895,1740,9,1748,686,0,690,18032,4867,22897
POA6165,..,4,4,11,0,14,0,0,0,4,0,4,0,0,0,0,0,0,13,8,20
POA6166,..,798,798,1302,48,1346,659,5,669,709,4,706,267,0,270,93,0,96,3030,860,3888
POA6167,..,2674,2674,2777,284,3057,1624,41,1660,1537,13,1553,653,8,652,391,0,393,6981,3015,9994
POA6168,..,3829,3829,3438,277,3721,1287,32,1319,884,0,884,401,0,402,205,0,209,6221,4148,10370
POA6169,..,3500,3500,4385,284,4667,2094,45,2136,1885,11,1899,757,5,756,394,0,394,9508,3838,13350
POA6170,..,916,916,1480,152,1632,1101,26,1125,1133,4,1147,539,3,543,286,0,284,4544,1104,5648
POA6171,..,2067,2067,3421,225,3647,2249,50,2299,2635,11,2648,1186,3,1189,539,0,539,10039,2361,12397
POA6172,..,755,755,1380,88,1469,831,8,842,859,0,856,371,0,374,192,0,192,3629,860,4488
POA6173,..,436,436,1022,36,1057,750,9,758,1001,5,1007,454,6,456,157,0,157,3379,487,3872
POA6174,..,399,399,533,46,578,352,8,364,351,0,348,180,0,180,79,0,79,1499,453,1953
POA6175,..,209,209,419,18,436,240,0,241,283,0,283,109,0,109,54,0,54,1109,219,1336
POA6176,..,87,87,189,10,198,141,0,137,149,0,149,60,0,60,39,0,39,569,99,665
POA6180,..,404,404,705,37,741,377,16,396,448,0,448,205,0,205,106,0,104,1838,456,2300
POA6181,..,17,17,49,0,46,30,0,30,32,0,32,19,0,19,6,0,6,137,15,150
POA6182,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,..,39,39,140,7,149,59,0,61,72,0,72,38,0,38,24,0,24,330,48,377
POA6208,..,1231,1231,1858,90,1948,643,7,650,628,3,628,255,0,260,145,0,145,3533,1338,4868
POA6209,..,238,238,256,16,267,93,0,92,86,0,89,45,0,45,28,0,28,505,259,758
POA6210,..,8882,8882,10972,612,11579,3859,87,3950,3459,21,3472,1423,16,1434,632,0,632,20340,9614,29954
POA6211,..,622,622,1240,46,1287,441,3,448,458,0,458,191,0,191,90,0,90,2431,673,3104
POA6213,..,66,66,85,4,86,32,0,32,25,0,25,12,0,12,5,0,5,171,69,232
POA6214,..,36,36,86,0,90,31,0,31,32,0,32,25,0,25,14,0,14,192,38,225
POA6215,..,443,443,589,37,628,181,0,184,179,0,179,101,0,101,52,0,58,1101,481,1584
