POA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
POA2175,0,0,0,0,0,0,0,8,0,0,0,9,6,26,11,0,0,0,0,0,0,0,0,54,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,71,45,0,0,0,0,0,0,0,0,0,0,0,7,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2176,0,0,0,0,0,0,5,422,0,0,193,259,235,1661,2024,1438,940,572,327,834,133,12,102,8727,0,0,3,11,12,0,0,0,0,0,0,0,0,0,3,36,54,446,462,146,31,14,6,6,4,0,8,6,0,0,56,1231,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,3,6,0,4,0,0,3,0,0,0,0,15,0,3,49,110,87,42,38,14,32,15,13,36,4,0,13,458,0,3,5,11,55,13,8,5,0,0,0,0,0,0,3,105,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,4,3,0,0,0,3,9,0,0,0,0,0,0,0,22,0,0,4,27,49,115,126,61,0,12,16,3,6,0,9,439,0,0,83,159,39,20,8,0,0,0,0,0,0,0,8,330,0,0,0,6,6,3,6,0,0,0,0,0,0,0,0,19
POA2177,0,0,4,0,3,0,0,97,0,0,11,33,42,259,414,227,129,113,29,119,23,0,20,1422,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,11,4,38,67,33,10,0,4,0,0,0,0,0,0,0,12,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,5,14,54,24,12,18,3,0,3,0,9,0,0,0,157,0,0,3,8,14,13,5,0,0,0,0,0,0,0,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,8,16,47,45,25,0,4,8,0,0,0,8,175,0,0,17,17,10,9,0,3,0,0,0,0,0,0,0,68,0,0,0,0,7,8,7,5,4,3,3,3,0,0,0,48
POA2178,0,0,0,0,0,0,0,37,0,0,19,19,12,71,19,14,5,0,0,4,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,86,102,23,3,0,0,0,0,0,0,0,0,0,10,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,15,13,13,0,0,6,0,5,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,6,3,4,0,0,0,0,0,0,0,21,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6
POA2179,3,0,4,3,0,0,0,71,0,0,9,5,12,187,222,140,16,43,3,15,5,3,6,665,0,0,0,9,8,0,3,12,0,0,5,0,0,0,5,34,12,93,101,20,6,6,0,0,0,0,0,0,0,0,99,350,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,18,10,0,0,0,0,0,0,0,33,0,4,18,38,44,18,54,17,6,8,0,3,0,0,3,210,0,0,0,0,5,0,10,5,0,0,0,0,0,0,0,27,0,0,0,0,0,5,260,170,16,14,10,26,9,0,3,516,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,19,0,0,5,8,25,63,64,64,14,22,10,10,6,0,19,316,0,0,13,13,7,12,4,0,4,0,0,0,0,0,0,46,0,0,0,0,9,30,103,75,11,15,15,19,3,0,0,295
POA2190,3,0,0,0,0,0,0,20,0,0,0,0,4,58,74,43,5,0,0,6,5,0,4,198,0,0,0,3,5,5,0,3,0,0,0,0,0,0,3,22,8,76,132,24,12,10,16,16,0,0,0,0,0,0,13,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,26,99,122,113,15,4,0,3,0,0,0,6,395,4,33,381,1008,778,513,471,189,37,39,35,24,14,6,150,3683,0,0,3,9,26,9,15,16,13,15,16,13,0,0,0,130,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,20,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,14,0,0,9,15,38,42,66,13,0,6,0,8,0,0,11,203,0,0,9,9,3,0,0,0,0,0,0,0,0,0,0,28,0,0,0,6,41,94,136,79,17,7,26,27,14,0,14,470
POA2191,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,4,8,3,5,3,4,0,0,0,0,0,0,0,29,0,31,73,31,7,4,7,6,0,0,0,0,0,0,4,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26,61,56,46,13,3,0,0,0,0,0,8,215,0,17,59,103,70,52,44,17,3,4,0,6,3,0,18,395,0,0,4,13,17,5,5,0,0,0,0,0,0,0,0,43,0,0,0,0,0,4,21,4,0,5,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,14,20,10,3,3,0,0,0,0,3,0,61,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,14
POA2192,0,0,0,0,0,0,0,18,0,0,0,0,0,5,7,12,0,0,0,0,0,0,0,26,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,18,0,32,47,14,6,0,7,13,4,0,0,0,0,0,10,142,0,0,0,0,0,4,5,0,6,0,0,0,0,0,5,20,0,0,0,24,72,93,66,32,4,0,0,8,4,0,16,318,0,17,112,165,109,67,66,16,10,3,4,4,8,5,19,603,0,0,0,4,11,12,24,15,0,10,3,7,0,0,0,100,0,0,0,0,0,6,51,25,22,23,37,34,11,0,3,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,21,34,50,20,0,5,6,3,12,3,7,168,0,0,12,3,16,3,4,0,0,0,0,0,0,0,0,39,0,0,0,0,5,16,27,47,6,15,16,20,9,0,9,170
POA2193,0,0,0,5,0,0,0,37,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,4,8,8,14,10,15,13,0,0,5,0,0,0,0,82,0,100,181,40,15,9,7,24,0,10,0,4,0,0,7,392,0,0,0,0,5,10,16,9,0,0,0,0,0,0,0,46,0,0,0,21,21,15,37,25,0,3,6,0,4,0,3,134,0,20,106,136,51,26,16,5,0,0,3,4,0,0,9,384,0,0,5,7,22,8,26,21,15,17,8,10,0,0,7,148,0,0,0,0,0,12,76,38,33,43,48,39,9,0,7,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,21,51,50,55,19,0,0,0,0,0,3,4,214,0,0,0,5,3,4,5,0,0,0,0,0,0,0,0,18,0,0,0,0,5,6,5,12,5,3,4,9,0,0,0,57
POA2194,0,0,0,0,0,0,3,33,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,18,0,0,0,7,3,0,15,8,0,5,0,0,0,0,0,42,0,27,81,16,10,0,10,11,3,0,0,4,0,0,13,187,0,0,0,3,11,12,23,15,9,0,4,0,0,0,0,73,0,0,0,50,146,150,191,55,15,3,8,8,0,0,25,664,12,23,194,251,98,41,14,15,0,3,6,0,4,0,25,701,0,0,0,10,60,26,140,190,124,178,123,156,28,0,82,1112,0,0,0,0,0,15,380,277,181,372,546,473,87,10,50,2392,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,16,33,45,54,23,0,0,0,3,0,5,8,188,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,7,6,27,21,8,6,4,10,8,0,0,91
POA2195,0,0,0,0,0,0,0,28,0,0,4,0,0,28,30,25,0,4,0,4,0,0,0,94,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,3,31,32,15,5,10,4,4,0,0,0,0,4,0,0,104,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,9,0,0,0,21,39,28,28,0,4,3,0,3,0,0,0,128,7,22,184,335,186,137,119,62,4,8,10,16,0,8,26,1133,0,0,0,7,24,8,13,64,8,20,19,17,3,8,0,188,0,0,0,0,0,7,61,30,16,43,44,31,6,0,6,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,32,44,32,18,8,0,13,9,5,0,12,186,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,28,0,0,0,8,44,99,311,406,96,90,138,154,62,24,28,1467
POA2196,0,0,0,0,0,0,0,38,0,0,0,0,0,46,53,71,6,0,6,7,0,0,5,197,0,0,0,0,3,0,3,10,0,0,0,0,0,0,0,28,4,84,123,32,8,5,4,8,0,0,6,0,0,0,8,286,0,0,0,0,3,3,3,5,5,0,0,0,0,0,0,21,0,0,0,12,33,25,16,9,0,0,0,0,5,0,0,103,8,54,418,775,698,521,421,167,26,34,25,43,11,9,96,3310,0,0,0,11,20,10,27,26,24,14,21,18,0,0,8,178,0,0,0,0,0,11,39,30,10,18,17,17,0,0,0,145,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,24,39,66,101,41,4,9,7,4,5,3,14,320,0,0,23,18,23,13,15,5,0,0,0,0,0,0,0,103,0,0,0,0,20,51,148,204,46,56,73,91,32,6,20,758
POA2197,0,0,0,0,0,0,0,18,0,0,0,0,0,47,38,29,0,0,0,7,0,0,0,123,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,12,3,50,42,6,0,0,0,4,0,0,0,3,0,0,9,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,5,11,9,0,0,0,0,0,0,0,3,23,0,8,62,190,182,136,142,93,14,7,18,17,9,0,29,905,0,0,0,7,8,5,4,0,0,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,6,12,11,22,16,0,3,4,0,0,0,4,87,0,0,22,10,14,17,0,0,0,0,0,0,0,0,0,60,0,0,0,0,3,6,9,13,0,0,0,3,0,0,0,36
POA2198,0,0,0,0,0,0,0,7,0,0,0,0,6,30,38,17,0,3,0,0,0,0,7,99,0,7,5,0,4,5,0,0,0,0,0,0,0,0,0,20,8,47,67,6,0,0,0,7,0,0,0,0,0,0,7,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,11,69,154,125,104,100,67,5,11,3,11,3,0,18,677,0,3,3,5,12,0,0,0,0,0,0,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,8,10,11,24,25,0,3,3,6,0,0,6,91,0,0,35,38,13,0,4,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,28
POA2199,0,0,0,0,0,0,0,39,0,0,0,5,0,58,55,42,0,9,11,0,0,0,0,187,0,0,4,4,3,0,0,3,0,0,0,0,0,0,0,17,0,33,35,13,0,4,0,0,0,0,0,0,0,0,13,102,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,0,0,0,10,25,18,32,6,3,4,0,3,0,0,8,102,3,14,108,408,302,247,276,117,25,12,32,11,9,3,73,1642,0,0,0,0,19,10,20,5,0,10,3,8,0,0,7,79,0,0,0,0,0,7,14,8,4,3,7,0,5,0,0,43,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,15,37,63,47,29,0,5,12,0,0,0,9,230,0,7,87,137,61,47,17,0,0,0,0,0,0,0,11,363,0,0,0,5,7,24,67,63,15,17,23,21,0,3,5,242
POA2200,0,4,0,3,0,0,6,96,0,0,0,0,3,104,92,103,3,7,23,8,5,0,3,355,0,0,4,7,0,3,7,6,0,0,0,0,0,0,3,25,11,118,104,43,6,5,7,4,0,0,0,0,0,0,16,322,0,0,0,0,4,13,14,0,0,0,4,0,0,0,0,36,0,0,0,31,56,48,42,25,6,0,0,0,0,0,8,225,4,33,326,774,565,468,563,249,42,63,60,66,29,16,124,3373,0,0,4,19,37,17,30,33,35,21,29,20,8,4,7,266,0,0,0,0,0,11,66,28,13,38,49,36,17,0,17,280,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,4,16,61,117,114,76,11,16,13,10,8,0,18,466,0,10,194,173,47,75,54,6,5,0,0,0,0,0,3,580,0,0,0,0,45,88,227,389,103,95,102,78,58,12,18,1211
POA2203,0,0,0,0,4,0,0,27,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,7,18,26,31,10,0,3,3,0,0,0,6,94,3,29,50,14,5,0,14,18,3,0,0,0,0,0,0,136,0,3,0,4,3,15,14,10,0,4,0,0,0,0,3,49,0,0,0,13,13,9,7,8,4,0,0,0,0,0,0,56,0,5,49,66,27,9,3,5,3,4,0,0,0,0,0,175,0,0,4,20,9,7,25,3,0,5,0,0,0,0,0,64,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,18,0,0,0,0,0,5,5,10,3,0,0,0,0,0,0,20,0,0,4,44,55,59,50,25,0,0,0,4,3,0,0,255,0,3,7,9,4,0,0,0,0,0,3,0,0,0,0,33,0,0,0,0,3,4,0,0,4,0,9,0,0,0,0,23
POA2204,0,3,0,4,0,0,0,32,0,0,0,0,7,4,5,3,0,0,0,0,0,0,0,20,0,0,6,0,17,28,40,23,4,0,5,5,4,0,3,131,5,34,40,12,8,8,17,24,10,3,5,3,4,0,10,176,0,0,0,0,15,15,21,16,6,0,3,0,0,0,0,84,0,0,0,6,14,11,17,12,0,3,0,5,0,0,0,73,0,20,94,108,30,20,17,10,0,0,0,0,0,0,47,344,0,4,8,11,29,15,25,13,3,8,0,13,3,0,3,132,0,0,0,0,0,3,33,13,6,15,21,20,8,0,6,123,0,0,3,0,0,4,5,0,0,3,0,0,0,0,0,28,0,4,23,62,93,91,106,79,9,11,9,14,9,3,20,532,0,0,8,19,4,0,5,0,0,0,0,0,0,0,3,42,0,0,0,0,3,0,0,6,0,0,0,8,0,0,0,23
POA2205,4,3,3,5,5,0,0,73,0,0,0,0,0,4,6,7,0,0,0,3,0,0,0,18,0,0,3,0,11,7,19,36,3,5,4,12,0,0,0,101,0,34,53,3,4,3,19,35,12,4,4,10,0,0,6,190,0,0,0,0,11,24,19,24,10,7,4,9,4,0,4,115,0,0,0,0,20,20,54,40,11,3,18,14,0,0,4,190,0,0,60,292,202,116,97,46,10,5,11,8,7,6,31,880,0,0,0,7,31,32,82,73,23,22,24,25,14,4,8,356,0,0,0,0,0,5,73,57,25,57,86,59,19,0,10,395,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,21,0,0,6,17,45,63,88,42,8,13,12,22,6,7,17,336,0,4,181,146,40,36,13,4,4,0,0,9,0,0,14,449,0,0,0,0,8,8,12,18,9,10,13,5,7,0,3,86
POA2206,0,0,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,3,3,0,10,18,16,8,0,0,0,0,0,0,0,59,13,142,185,23,12,6,16,15,0,0,0,0,0,0,19,426,0,0,0,3,3,12,8,0,0,0,0,0,0,0,0,25,0,0,0,9,19,8,6,4,0,0,0,0,0,0,0,54,0,39,94,147,83,47,29,4,3,6,0,3,0,0,9,474,0,0,6,22,15,9,8,6,0,4,0,0,0,0,0,81,0,0,0,3,0,0,7,3,0,0,0,0,0,0,0,16,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,18,0,0,10,27,64,52,41,15,0,0,0,0,0,0,5,217,0,7,29,16,10,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,26
POA2207,4,0,4,0,0,0,0,42,0,0,0,0,5,14,19,7,0,0,0,0,0,0,0,51,0,0,3,5,25,3,31,23,0,5,0,0,0,0,5,117,7,108,132,24,3,10,14,14,3,0,7,0,0,0,95,418,0,0,0,3,8,17,15,6,0,3,0,0,0,0,0,53,0,0,0,8,15,18,19,6,3,0,0,3,4,0,0,78,0,12,69,252,357,193,161,92,12,26,30,20,19,8,49,1296,0,0,7,21,52,17,23,12,3,0,5,0,0,0,3,149,0,0,0,0,0,4,62,45,21,40,48,37,11,6,5,281,0,6,3,0,5,0,0,0,0,0,0,0,0,0,0,24,0,3,6,39,79,88,88,56,3,6,5,0,0,0,16,401,0,13,288,215,98,81,66,20,4,0,0,5,0,0,61,850,0,0,0,0,0,4,10,11,5,0,4,4,0,0,0,41
POA2208,0,0,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,8,9,0,0,0,0,0,0,0,24,12,87,95,20,10,3,3,8,0,0,0,0,0,0,6,243,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,13,0,0,0,13,12,8,3,0,0,0,0,0,0,0,0,35,0,9,37,77,62,45,47,16,0,7,3,0,0,0,15,316,0,0,11,14,27,7,19,5,5,0,0,4,4,0,4,94,0,0,0,0,0,0,5,14,0,0,5,3,0,0,0,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,34,45,52,11,3,3,5,0,0,0,4,177,0,0,20,27,17,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11
POA2209,0,0,0,0,0,0,0,13,0,0,0,3,3,8,13,6,0,0,0,0,0,0,0,35,0,0,7,0,7,0,10,10,0,0,0,0,0,0,0,37,3,40,60,22,4,0,0,9,0,0,0,0,0,0,6,134,0,0,0,0,3,0,4,6,0,0,0,0,0,0,0,24,0,0,0,0,14,14,10,6,0,0,0,0,0,0,0,43,0,8,27,57,74,44,59,14,3,9,5,4,0,3,3,305,0,0,4,18,74,40,46,25,6,0,5,3,0,0,10,243,0,0,0,0,0,15,29,24,18,9,22,18,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,18,28,47,56,32,8,3,6,0,0,0,10,224,0,0,14,30,21,7,3,7,0,0,0,0,0,0,0,75,0,0,0,0,0,11,10,25,6,7,10,10,4,0,4,94
POA2210,0,3,8,0,0,0,0,55,0,0,0,0,0,12,15,6,4,0,0,0,0,0,0,44,0,0,7,6,12,4,8,7,0,0,0,0,0,0,5,60,15,61,75,19,11,9,5,10,0,0,4,0,0,0,13,221,0,0,0,9,12,15,13,3,4,4,0,0,0,0,4,57,0,0,3,8,26,21,25,10,3,0,0,0,0,0,6,110,0,12,76,159,170,77,81,33,5,10,4,7,0,0,30,660,0,0,10,24,58,40,47,19,5,13,8,4,3,3,15,251,0,0,0,0,6,13,80,67,18,42,42,28,9,0,13,315,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,25,0,8,20,52,90,128,125,47,11,8,0,3,5,0,13,514,0,5,101,85,42,40,29,3,0,0,0,0,0,0,8,315,0,0,0,0,4,10,8,27,5,16,22,13,11,0,0,120
POA2211,0,0,0,0,0,3,0,30,0,0,0,0,0,11,13,5,0,0,0,0,0,0,0,27,0,5,3,5,4,10,11,13,0,0,0,0,0,0,5,43,3,30,31,23,0,0,0,9,0,0,0,0,0,0,3,109,0,0,0,0,6,3,10,0,0,0,0,0,0,0,4,33,0,0,0,0,9,15,34,13,0,0,0,0,0,0,0,72,0,9,46,92,67,52,56,19,8,7,3,0,5,0,15,374,0,0,5,11,26,10,23,11,10,3,0,3,0,0,0,91,0,0,0,0,0,5,49,21,7,0,11,4,0,0,0,105,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,7,39,53,71,81,22,5,12,3,3,0,0,13,299,0,0,38,46,24,14,12,0,0,0,0,0,0,0,4,137,0,0,0,0,7,8,32,34,8,6,4,3,7,0,3,109
POA2212,0,0,0,0,0,0,0,19,0,0,0,4,0,14,17,0,0,0,0,0,0,0,0,39,0,0,5,6,0,3,3,9,0,0,3,0,0,0,4,39,0,18,32,11,6,0,7,3,0,0,0,3,0,0,7,88,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,30,0,0,0,10,10,24,26,10,0,0,0,0,0,0,0,76,3,10,63,149,130,52,78,40,3,9,6,14,0,0,19,589,0,0,0,9,27,11,22,7,5,8,11,4,0,4,0,109,0,0,0,0,4,5,59,21,4,5,0,7,3,0,0,119,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,23,48,61,54,42,6,9,13,13,0,4,9,293,0,0,18,24,16,15,9,0,0,0,0,0,0,0,0,85,0,0,0,0,4,7,33,16,0,4,0,8,0,0,5,88
POA2213,9,0,0,0,0,0,0,20,0,0,3,0,0,21,18,6,0,0,0,0,0,0,0,49,0,0,8,15,12,11,11,13,5,0,3,0,0,0,0,82,5,35,39,15,3,4,0,3,0,0,0,0,0,0,7,115,0,0,0,3,5,4,16,0,5,0,0,0,3,0,0,34,0,0,0,14,9,9,9,0,0,0,0,0,0,0,0,43,7,5,64,143,127,66,82,35,3,17,5,11,6,0,22,592,0,0,0,11,24,14,27,14,0,0,0,0,0,0,0,102,0,0,0,0,5,25,50,33,6,5,14,6,7,0,0,153,0,4,0,0,12,0,3,0,0,0,0,0,0,0,0,18,0,4,7,34,54,70,50,56,11,4,0,0,0,0,3,300,0,0,40,43,20,18,12,3,3,0,0,0,0,0,0,141,0,0,0,0,10,15,16,16,11,3,7,4,10,0,0,84
POA2214,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,7,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,13,11,14,11,15,10,0,0,4,0,0,0,0,78,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,12,6,0,0,0,0,0,0,0,0,39,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,4,0,0,0,3,0,0,0,0,17
POA2216,0,6,0,0,0,0,0,51,0,0,0,6,0,18,7,16,3,3,0,4,0,0,0,56,0,0,3,7,18,6,21,28,0,0,3,3,0,0,3,105,5,69,90,18,8,17,13,24,4,6,4,3,0,4,7,261,0,0,0,0,15,27,28,6,3,4,6,3,0,0,8,102,0,0,0,5,4,20,13,12,0,3,0,0,0,0,0,57,0,13,47,155,145,74,53,19,3,10,7,3,10,3,19,542,0,0,0,14,20,21,33,11,0,0,8,5,0,0,6,116,0,0,0,0,0,34,446,394,185,307,515,475,117,13,62,2538,0,7,4,0,0,0,5,3,0,0,0,0,0,0,0,15,0,0,12,40,81,90,79,31,7,7,6,7,0,3,18,392,0,29,322,226,104,93,63,17,0,12,8,0,0,0,24,903,0,0,0,0,7,12,26,34,0,4,10,3,3,0,0,97
