SA2_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
120031393,22,20,20,6,9,0,69,0,6,7,0,0,0,17,6,5,5,4,0,0,22,0,4,5,0,0,0,18,4,8,8,0,4,0,24,3,10,15,5,3,0,38,7,12,18,0,6,0,40,12,10,20,0,7,3,57,11,26,21,7,3,0,64,21,19,16,6,9,0,65,11,16,15,5,8,0,56,30,62,34,4,14,0,140,17,29,12,8,5,0,60,12,32,18,0,3,0,68,32,59,19,9,3,0,123,58,180,62,15,7,0,332,37,114,41,3,5,0,204,33,112,41,13,9,0,206,36,55,40,3,10,3,137,358,774,404,76,104,19,1731
120031394,15,15,10,0,3,0,43,3,0,7,0,0,0,10,4,5,3,6,3,0,13,6,4,0,4,0,0,13,8,4,7,3,8,0,24,11,8,7,0,0,0,33,15,12,9,6,4,0,40,16,19,10,0,6,0,46,27,16,5,5,6,0,60,17,20,6,3,8,0,64,22,21,0,4,4,0,53,49,46,15,9,7,0,126,33,21,8,8,3,0,68,22,37,5,3,0,0,78,61,63,7,8,5,0,148,104,167,27,19,5,0,325,59,117,16,6,11,5,211,65,131,25,3,0,0,229,14,26,5,3,7,0,55,536,735,188,92,85,15,1647
120031395,19,11,20,0,8,0,58,0,0,3,0,0,0,4,3,0,3,0,4,0,7,5,0,7,0,0,0,15,6,4,4,0,0,0,15,3,8,4,0,3,0,15,9,6,3,0,5,0,23,10,7,11,0,7,0,38,9,9,10,5,4,0,30,12,6,0,4,0,0,24,12,14,3,3,8,0,42,22,25,19,3,9,0,67,12,10,12,3,3,0,33,13,20,7,0,0,0,44,32,39,14,3,3,0,95,50,113,30,10,6,0,211,42,122,30,12,3,0,209,34,210,38,11,3,0,295,6,28,18,3,4,3,64,297,633,230,62,67,12,1298
120031396,19,20,10,0,3,0,49,6,5,0,0,0,0,10,5,4,3,0,4,0,11,3,0,0,0,0,0,9,10,7,3,0,4,0,27,9,9,10,0,3,0,33,11,16,3,3,5,0,38,15,20,15,0,5,5,61,28,16,6,0,11,0,67,39,40,7,0,15,0,105,59,50,16,0,9,3,139,134,127,27,13,13,0,318,59,84,14,10,8,8,176,41,58,8,7,6,4,130,56,76,18,3,11,0,163,50,97,29,3,18,0,193,12,27,7,4,6,0,60,18,33,12,0,0,0,72,27,44,13,4,10,0,102,610,720,219,61,133,33,1764
120031576,9,8,9,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,3,0,0,0,0,3,10,9,5,0,0,0,14,4,0,4,0,0,0,9,0,0,9,0,0,0,10,0,9,6,0,0,0,14,6,3,4,0,0,0,13,12,18,8,0,5,0,45,4,8,5,0,0,0,18,3,11,4,4,0,0,22,4,11,5,0,7,0,27,12,33,9,0,3,0,66,6,20,6,0,5,0,41,7,30,10,0,0,0,51,7,8,16,0,0,0,28,87,175,108,14,24,3,406
120031676,14,6,13,0,4,0,37,0,0,0,0,0,0,4,4,0,0,0,4,0,9,3,3,0,0,0,0,8,3,4,0,0,0,0,11,4,4,3,8,0,0,18,5,7,8,0,6,0,28,8,8,0,0,4,0,23,16,8,4,0,3,0,29,8,13,9,4,0,0,34,17,10,6,0,0,0,34,34,22,7,8,8,0,78,31,14,0,0,3,0,52,22,19,5,0,0,0,48,30,31,6,0,6,0,72,37,54,15,10,5,4,116,14,26,11,0,3,0,58,21,41,8,4,5,0,72,10,12,4,3,6,0,29,272,283,101,43,54,4,761
120031677,11,13,18,0,4,0,45,0,0,4,0,0,0,5,0,3,0,0,4,0,8,8,0,3,0,3,0,11,4,4,0,0,0,0,13,7,4,4,0,0,0,16,5,8,4,0,0,0,21,12,4,6,0,4,0,26,11,11,3,0,4,0,33,9,8,4,0,0,0,29,14,6,5,3,0,0,32,28,28,17,0,13,0,95,16,11,6,0,5,0,44,19,18,7,3,5,0,47,32,24,12,3,3,0,80,51,67,19,5,7,0,143,22,47,13,3,5,0,83,28,55,15,3,0,0,101,18,17,10,3,8,0,55,300,326,154,36,65,7,888
120031678,21,13,12,4,10,0,53,3,0,0,0,0,0,7,0,0,0,0,6,0,6,4,0,0,0,0,0,5,6,0,0,0,0,0,13,7,3,0,0,6,0,17,9,9,3,0,3,0,25,13,9,3,0,5,0,32,14,3,3,0,4,0,24,3,3,3,0,7,0,17,10,8,3,0,0,0,29,22,16,8,4,12,0,71,14,12,5,0,3,0,39,22,17,3,0,0,0,44,34,26,3,5,7,0,73,39,55,21,6,9,0,123,14,23,11,4,5,0,62,19,42,16,6,3,0,86,14,19,5,0,8,0,56,260,272,121,38,87,4,783
120031679,14,22,21,0,13,0,69,4,0,13,0,0,0,13,4,5,0,0,0,0,7,0,3,7,0,0,0,14,7,3,3,4,0,0,18,6,10,10,0,0,0,24,3,4,5,0,5,0,25,17,4,4,0,3,0,28,5,4,7,0,0,0,24,11,8,4,0,0,0,23,7,14,4,3,6,0,23,17,24,19,10,0,0,59,10,10,9,0,0,0,30,12,16,11,5,5,0,43,18,22,16,0,3,0,66,36,93,25,17,16,5,186,34,70,30,7,4,3,137,23,94,28,3,3,0,147,20,21,16,3,9,0,68,239,421,222,49,68,11,1018
120031680,13,10,24,0,5,0,58,0,0,0,0,0,0,7,0,5,5,0,3,0,11,0,0,0,0,0,0,9,0,4,6,0,0,0,5,4,0,0,0,0,0,7,17,9,5,0,0,0,29,13,4,7,0,0,0,17,4,5,9,0,3,0,21,7,3,4,0,3,0,19,9,0,3,0,4,0,19,30,31,25,0,12,0,103,9,8,5,0,0,0,31,16,12,3,0,4,0,31,20,25,7,5,0,0,60,40,37,24,4,7,0,111,16,26,20,0,0,0,73,27,79,54,9,11,0,168,31,15,22,3,7,0,76,253,268,232,27,60,8,857
120031681,9,12,22,7,0,0,46,0,3,4,0,0,0,4,0,0,0,0,3,0,8,3,0,4,0,0,0,6,0,0,0,0,0,0,10,0,3,11,0,0,0,15,7,5,15,0,0,0,31,3,3,5,0,0,0,12,5,8,13,0,0,0,30,12,0,8,0,0,0,19,3,4,4,0,0,0,15,24,22,22,5,0,0,79,11,4,0,0,3,0,30,12,11,6,0,0,0,32,22,12,16,0,4,0,53,18,38,36,0,4,0,98,21,54,34,5,7,0,111,37,137,72,9,9,0,274,19,37,40,4,4,3,102,214,360,307,29,43,11,968
121011399,31,31,15,0,4,0,89,5,3,8,0,0,0,18,7,0,10,0,0,0,22,8,4,7,0,0,0,17,3,4,3,0,0,0,13,6,8,9,0,6,0,35,12,17,9,5,8,0,54,12,25,10,4,11,0,63,20,15,12,0,11,0,57,30,23,12,3,4,0,66,16,19,5,4,3,3,50,43,59,23,13,7,3,152,53,31,14,6,3,0,108,51,47,10,9,6,0,123,66,84,22,8,10,0,190,112,225,42,23,11,3,415,74,159,42,9,6,0,297,86,280,61,13,12,0,448,32,61,15,10,9,0,127,663,1110,324,101,115,22,2332
121011401,19,13,6,0,3,0,44,0,3,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,3,0,0,0,8,5,0,0,0,0,0,9,11,3,3,0,0,0,22,9,6,0,5,0,0,18,8,6,4,0,0,0,16,14,5,4,0,0,0,28,9,9,4,0,0,0,17,18,16,3,4,5,0,46,12,12,4,0,0,0,27,17,17,0,3,4,0,43,25,24,5,3,4,0,54,61,81,10,14,7,3,173,39,81,10,10,5,0,141,55,163,14,5,4,0,243,13,27,6,0,0,3,53,313,465,83,47,48,7,963
121011682,7,19,7,0,4,0,39,0,0,0,0,0,0,5,0,3,0,0,0,0,6,0,7,5,0,0,0,7,0,0,0,0,0,0,5,0,4,0,0,4,0,6,0,6,0,3,0,0,15,5,14,3,0,0,0,22,0,5,0,0,0,0,11,4,11,4,0,3,0,25,5,10,7,0,0,0,32,12,22,5,0,0,0,46,7,0,6,0,0,0,12,11,9,9,0,0,0,27,26,25,5,4,4,0,61,41,75,9,5,4,0,136,21,40,7,0,8,0,78,22,95,8,0,5,0,131,5,16,8,0,0,0,35,176,367,78,27,41,3,695
121011683,33,32,24,0,5,0,92,0,0,0,0,0,0,0,3,9,0,0,0,0,11,3,0,5,0,0,0,9,0,10,7,0,6,0,12,12,8,6,0,0,0,22,10,4,12,0,0,0,27,0,11,9,0,0,0,17,0,8,9,0,0,0,18,5,13,3,3,3,0,23,0,11,4,0,0,0,21,16,34,22,3,7,0,76,4,9,4,0,0,0,12,4,17,3,0,0,0,27,9,9,9,0,0,0,30,30,77,46,7,3,0,165,32,72,41,8,6,0,156,81,414,95,17,15,0,622,25,36,21,3,4,0,92,271,753,315,44,46,9,1432
121011684,24,28,15,6,0,4,77,3,0,4,0,0,0,4,0,0,0,0,0,0,3,3,3,3,0,0,0,4,10,4,4,0,0,0,15,5,3,9,0,4,0,18,10,15,3,0,3,0,30,8,12,9,0,0,0,31,6,12,11,0,0,0,28,13,10,0,4,0,0,25,7,4,3,0,0,0,22,18,32,20,7,9,0,75,5,4,6,0,0,0,23,3,15,3,0,0,0,32,17,34,15,0,0,4,69,43,69,24,6,14,0,164,13,56,19,6,7,0,107,55,169,38,14,14,3,300,24,31,10,5,6,0,84,262,504,200,54,70,10,1100
121011685,31,33,14,0,0,0,85,4,3,0,0,0,0,11,4,3,0,0,0,0,8,0,0,3,0,0,0,6,5,4,4,0,0,0,13,3,8,5,0,0,0,18,8,4,6,4,4,0,24,7,9,3,0,0,0,18,10,5,4,0,0,0,22,0,6,3,0,3,0,12,6,3,4,0,0,0,16,19,24,24,8,7,0,68,8,9,9,4,0,0,29,10,18,12,4,3,0,48,19,17,12,0,3,0,55,37,75,33,3,5,0,159,23,70,38,4,6,0,134,58,301,83,14,18,0,486,24,41,25,5,9,0,101,281,637,284,46,65,9,1316
121011686,21,26,10,0,5,0,64,5,0,0,0,0,0,12,4,0,0,4,3,0,17,3,0,3,0,0,0,12,10,6,4,0,0,0,15,7,0,0,0,0,0,11,5,9,12,0,3,0,23,7,10,4,4,0,0,24,15,10,8,0,6,0,37,8,16,4,0,0,0,30,19,17,4,3,4,3,46,35,46,10,9,8,4,104,22,14,8,6,5,0,55,21,29,9,0,9,0,60,40,50,17,0,5,0,121,91,165,32,13,12,0,308,35,127,35,6,3,0,209,68,299,33,11,9,0,425,21,47,15,3,4,0,86,426,867,220,69,70,13,1668
121011687,16,21,21,3,4,0,62,3,0,4,0,0,0,8,3,8,0,0,0,0,11,3,0,3,0,0,0,6,4,5,6,0,0,0,19,3,0,7,0,0,0,13,15,11,8,0,0,0,28,4,9,4,0,3,0,26,7,15,6,0,0,0,26,7,9,5,4,0,0,17,5,12,10,0,0,0,22,8,31,12,0,3,0,54,4,7,8,0,0,0,24,11,10,12,0,8,0,34,17,31,8,6,4,0,74,45,94,37,19,4,0,194,34,114,29,10,7,0,198,60,315,49,14,12,0,449,15,50,21,0,4,0,83,260,736,246,64,53,4,1365
121021403,25,19,30,3,5,0,83,12,9,11,0,0,0,31,8,11,10,0,3,0,30,8,7,12,3,0,0,33,12,12,6,5,6,0,38,18,12,15,0,6,0,41,29,19,32,4,7,0,95,26,32,34,13,14,0,120,29,32,26,4,10,0,105,39,45,31,6,12,0,132,28,46,22,8,6,0,102,60,148,49,19,16,3,294,45,106,30,14,17,0,213,53,124,18,7,4,3,205,46,204,45,14,9,0,319,126,431,96,19,21,0,691,69,242,76,8,8,0,398,29,124,46,4,0,0,209,35,72,36,5,4,4,167,697,1691,615,131,159,18,3312
121021404,15,12,16,0,4,0,45,0,5,4,0,0,0,10,4,7,10,0,0,0,25,3,3,3,0,3,0,12,12,9,10,3,3,0,31,9,9,13,0,5,0,36,18,22,24,4,6,0,65,14,25,15,0,4,0,60,13,23,15,3,10,0,66,19,34,12,4,4,0,79,13,37,13,6,0,0,70,28,76,34,7,8,0,151,12,46,21,7,6,0,89,13,54,20,6,4,0,92,28,104,32,0,3,0,170,81,249,53,11,8,0,400,33,118,38,8,0,0,192,24,53,19,5,0,0,94,15,32,29,3,9,0,90,343,919,373,57,88,8,1787
121021406,35,46,29,0,12,4,125,3,6,4,0,0,0,11,12,7,9,0,4,0,34,6,0,12,0,0,0,22,15,14,16,0,3,0,52,13,16,17,0,6,0,48,6,16,19,3,7,0,59,21,19,25,7,8,0,76,16,29,19,3,0,0,80,16,22,27,0,9,0,82,10,33,23,0,4,0,69,24,87,45,8,16,0,183,18,52,13,10,11,0,98,22,73,32,5,0,0,130,36,116,32,8,9,0,206,90,364,129,18,20,0,624,80,274,59,14,7,0,431,50,201,35,5,8,0,301,22,68,39,6,6,0,133,503,1440,578,93,130,9,2749
121021577,19,10,11,4,4,0,49,0,0,0,0,0,0,3,0,7,3,4,0,0,19,3,7,0,0,0,0,5,0,3,0,0,0,0,5,4,6,8,0,4,0,20,18,8,7,0,3,4,36,13,9,5,0,5,0,33,13,18,15,0,6,0,55,19,14,4,0,5,0,39,27,19,10,0,8,0,64,53,52,20,7,10,0,140,24,48,12,5,7,0,96,18,36,7,5,0,0,63,35,54,6,10,3,0,106,48,76,12,6,9,3,152,13,21,10,0,0,0,51,9,30,10,0,0,0,49,16,17,8,5,0,5,45,326,431,153,39,76,11,1041
121021578,10,21,10,4,6,0,59,0,5,4,0,0,0,4,10,4,4,0,0,0,15,5,0,3,0,3,0,14,9,3,6,0,0,0,9,11,11,6,0,0,0,25,13,15,14,0,9,0,44,10,15,11,0,3,0,45,8,27,7,0,3,0,44,12,27,15,0,0,3,58,8,16,3,0,7,0,38,15,54,25,5,10,0,108,9,24,8,0,0,0,44,15,33,5,0,0,0,53,21,56,19,0,6,0,105,43,188,28,10,7,0,274,44,133,22,0,4,0,209,29,72,12,3,6,0,125,15,33,12,3,9,0,71,274,730,226,54,60,9,1345
121021579,17,15,11,8,5,0,57,0,0,0,0,3,0,10,6,0,0,0,0,0,9,3,3,0,0,3,0,11,3,0,8,0,7,0,13,3,3,3,5,0,0,16,12,13,4,3,3,0,34,16,10,7,0,0,0,42,7,14,3,3,4,0,32,17,17,3,4,4,0,50,18,23,11,8,4,0,51,42,43,14,3,3,0,113,16,46,13,8,8,0,87,24,43,8,6,0,5,87,29,82,12,5,3,0,135,36,92,27,10,9,0,172,20,62,14,12,0,0,107,18,73,17,9,3,0,121,18,27,6,0,7,0,71,319,568,161,81,72,15,1219
121031407,46,47,38,3,16,0,150,6,7,0,0,3,0,13,6,3,3,4,0,0,20,0,3,5,0,0,0,17,8,11,10,0,5,0,35,13,12,7,0,5,0,30,15,23,16,7,5,0,61,7,13,15,0,0,0,34,6,18,11,0,12,0,39,15,18,18,0,0,0,40,8,20,9,0,5,0,36,31,51,37,12,13,0,133,20,26,8,4,6,0,53,23,29,9,5,3,0,76,33,57,20,4,11,0,122,88,159,67,28,17,3,361,46,126,68,15,10,3,264,103,419,141,35,19,4,718,39,69,44,4,11,0,169,507,1095,516,106,144,14,2383
121031408,38,66,39,7,9,4,168,0,6,0,0,0,0,6,13,12,6,0,3,0,38,3,5,3,0,0,0,13,10,11,8,0,0,0,44,7,11,3,0,3,0,31,10,18,11,0,0,0,52,5,21,15,0,4,0,44,11,16,12,3,8,0,44,9,18,11,0,3,0,47,13,15,7,4,4,0,38,30,62,38,9,6,4,151,10,27,6,4,6,0,50,16,36,11,3,0,0,72,39,48,23,3,8,0,120,67,188,57,19,19,0,348,34,211,67,18,3,0,338,98,565,166,48,22,0,893,38,76,41,5,11,4,171,461,1414,528,121,113,13,2656
121031409,39,36,38,4,8,0,120,3,3,4,0,3,0,13,9,12,6,0,0,0,18,6,9,8,0,0,0,17,5,9,6,0,4,0,26,5,8,10,0,3,0,29,14,20,17,3,9,0,61,12,13,12,3,3,0,44,18,15,12,6,0,0,54,8,17,16,3,4,0,45,11,8,9,0,0,0,30,33,43,46,0,5,0,128,13,18,6,3,4,0,37,13,32,21,3,3,0,66,22,46,26,3,5,0,102,68,164,76,9,7,0,336,40,190,70,4,6,0,315,101,444,119,29,19,4,712,26,73,30,6,4,0,145,429,1166,519,73,100,8,2292
121031410,48,44,31,10,8,3,146,6,0,3,0,3,0,11,9,0,3,5,3,0,23,8,6,3,4,3,0,28,8,11,10,0,0,0,32,13,8,7,3,0,0,27,20,19,16,4,0,0,60,11,13,12,5,5,0,53,20,20,9,5,6,0,53,12,23,16,0,11,0,61,15,20,11,3,0,0,47,37,58,30,7,9,0,141,10,17,14,3,4,0,53,21,50,23,4,5,0,107,30,69,24,10,8,0,139,86,244,86,13,11,5,448,61,267,67,16,3,0,418,129,587,132,34,22,0,903,35,103,45,4,7,0,198,586,1559,541,122,110,11,2934
121031411,34,29,35,4,9,0,111,3,0,0,0,0,0,3,11,0,7,0,0,0,22,3,9,11,5,3,0,22,10,3,7,0,0,0,18,15,9,9,0,3,0,36,18,21,25,4,6,0,74,8,20,17,0,0,0,47,19,12,18,0,3,0,55,12,22,17,3,0,0,56,14,13,9,5,3,0,41,30,50,40,4,4,4,130,11,29,17,0,3,0,63,14,36,22,0,3,0,85,30,69,31,3,5,0,133,57,232,99,15,8,0,411,49,242,65,7,10,0,381,94,469,127,17,6,0,725,30,78,32,9,3,0,153,444,1346,583,86,84,8,2552
121031412,30,28,35,10,3,0,103,7,0,3,0,0,0,11,0,4,4,0,0,0,15,5,0,3,0,0,0,18,0,4,3,0,0,0,10,6,4,5,4,0,0,27,14,9,14,0,0,0,45,16,13,18,0,0,0,44,8,10,12,0,5,0,31,10,7,10,0,3,0,41,14,12,6,0,0,0,39,32,49,34,9,11,0,129,11,21,10,6,5,0,52,18,31,20,5,3,0,74,24,53,25,4,4,0,112,52,177,78,6,5,0,317,42,180,70,11,0,0,313,115,476,143,11,20,0,759,32,77,40,9,10,4,165,442,1161,533,72,85,10,2303
121041413,42,25,7,4,3,0,85,6,0,0,0,0,0,7,5,8,0,0,0,0,8,3,3,0,0,0,0,7,4,9,0,0,3,0,17,4,4,0,0,0,0,11,8,19,4,3,3,0,32,13,12,9,0,5,0,40,12,5,3,4,0,0,32,7,12,0,0,4,6,30,12,3,0,3,0,0,18,30,19,8,11,8,0,75,9,5,0,0,0,4,20,21,19,4,0,4,0,48,27,24,6,7,8,0,75,100,97,15,16,8,0,243,77,97,13,5,0,0,193,90,281,51,26,11,3,464,36,41,8,7,8,3,103,503,677,154,93,61,16,1509
121041414,22,17,8,4,0,0,59,5,4,0,0,0,0,10,4,4,0,0,3,0,12,0,3,0,0,6,0,5,0,4,9,0,6,0,20,6,0,3,0,0,0,13,20,5,4,5,3,0,32,12,6,0,4,3,0,30,12,13,0,0,10,0,28,9,10,6,3,6,0,32,15,10,4,0,4,0,34,38,29,6,5,5,0,83,28,25,4,3,4,0,65,24,28,3,11,0,3,64,34,25,9,9,0,0,76,111,103,25,11,17,0,270,78,107,13,5,0,0,209,92,145,20,11,8,9,285,19,13,5,3,3,0,52,536,544,129,75,71,19,1371
121041416,20,10,6,5,7,0,39,6,0,0,0,0,0,5,3,0,0,0,0,0,9,3,0,0,0,0,0,6,4,0,4,0,0,0,12,10,3,3,0,5,0,23,12,4,5,4,3,0,27,10,4,5,0,0,0,17,10,3,5,4,0,0,15,11,7,4,0,0,0,24,8,5,3,3,4,0,21,20,18,4,4,5,0,45,10,0,0,0,0,0,19,21,13,0,3,0,0,40,30,21,6,4,0,0,67,82,51,14,12,9,3,177,55,50,11,4,4,0,130,86,131,26,11,6,0,268,22,18,10,7,3,0,58,419,351,109,62,47,9,997
121041417,20,6,5,0,5,6,34,0,0,0,0,0,0,3,3,0,0,0,0,0,3,6,6,0,0,0,0,9,5,0,0,0,5,0,9,5,0,0,4,0,0,4,8,0,0,0,0,0,12,3,4,3,0,3,0,16,12,5,0,0,0,0,20,6,3,0,0,0,0,18,3,0,0,0,0,0,9,15,9,8,7,0,0,36,9,6,0,0,0,0,20,6,6,0,0,0,0,18,15,11,0,0,0,0,37,53,27,8,4,8,0,96,42,27,15,6,0,0,90,79,57,30,5,9,0,183,23,13,7,3,6,0,44,321,173,83,39,32,7,656
121041688,30,22,15,3,3,0,74,0,3,0,0,0,0,5,4,0,0,0,0,0,11,0,0,0,0,0,0,9,3,0,0,0,0,0,8,7,3,0,4,0,0,20,14,6,6,4,0,0,22,9,4,3,0,0,0,13,8,5,0,0,4,0,18,3,7,3,0,3,0,12,6,0,0,4,0,0,11,18,13,12,0,8,0,51,13,7,0,0,3,0,18,9,7,5,0,0,0,23,17,11,0,4,4,0,37,58,59,23,15,6,0,153,26,54,19,5,4,0,112,90,245,88,11,12,4,458,22,37,20,0,3,0,81,345,500,202,49,47,4,1144
121041689,35,22,23,3,3,0,79,5,0,0,0,0,0,5,5,0,0,0,0,0,7,4,0,0,0,0,0,7,5,0,0,0,0,0,5,7,0,6,0,0,0,13,11,3,3,0,0,0,23,10,6,4,0,0,0,19,7,3,0,4,0,0,17,7,5,0,5,0,0,20,3,0,5,0,0,0,16,27,9,11,3,5,3,52,8,10,3,0,0,0,22,15,15,8,0,5,0,34,15,14,5,0,0,0,37,44,54,21,8,3,0,125,26,54,10,4,5,0,110,103,371,96,26,12,0,610,29,40,29,4,3,0,102,355,603,234,67,40,6,1305
122011418,52,34,30,3,5,0,121,6,4,3,0,0,0,10,9,3,0,0,0,0,20,6,5,8,0,0,0,16,11,3,8,3,5,0,22,11,7,6,0,5,0,31,10,16,10,3,0,0,37,13,13,8,5,3,0,46,6,16,6,3,4,0,33,5,14,17,0,0,0,38,12,13,3,6,5,0,33,23,49,26,10,8,0,117,3,12,10,3,0,0,36,14,33,12,4,5,0,63,25,56,16,6,11,0,109,62,175,47,11,15,0,317,36,212,55,11,6,0,323,128,661,142,20,18,3,966,29,88,32,3,12,5,164,454,1405,430,100,106,11,2510
122011419,28,22,10,0,5,4,70,3,0,5,0,0,0,11,7,0,0,0,0,0,13,0,5,0,0,0,0,12,10,0,3,0,0,0,18,9,0,0,0,0,0,17,8,4,3,0,3,0,22,13,14,0,0,5,0,33,12,0,9,0,5,0,23,9,7,3,0,5,0,27,4,8,8,0,4,0,25,30,26,17,0,0,0,76,14,15,6,0,0,0,39,12,12,6,3,0,0,38,33,32,15,0,5,0,86,81,106,38,10,7,0,243,90,113,32,6,7,0,256,134,266,57,16,10,0,485,25,39,12,6,4,0,93,518,687,234,58,67,11,1578
122021420,29,9,13,0,3,0,57,9,0,4,0,0,0,10,4,3,0,0,0,0,11,8,6,3,0,0,0,14,7,4,6,5,0,0,20,11,3,5,3,0,0,27,13,15,15,0,0,0,37,14,10,8,0,8,0,38,11,8,11,0,0,0,32,16,6,6,0,0,0,27,9,10,11,0,0,0,26,27,35,17,3,4,0,83,7,17,10,6,4,0,40,16,12,13,0,0,0,45,25,24,9,0,4,0,63,45,133,55,9,10,0,250,44,110,42,3,7,0,211,87,196,58,5,10,0,362,18,46,26,6,7,0,104,397,632,308,45,69,0,1454
122021421,21,18,19,3,0,0,60,6,0,4,0,0,0,8,7,6,9,0,0,0,18,4,0,0,0,0,0,9,4,3,6,0,0,0,10,8,3,9,0,0,0,20,6,3,13,0,0,0,25,9,13,7,0,5,0,30,4,15,8,0,3,0,25,10,11,13,0,0,0,32,3,4,7,0,0,0,19,22,29,14,0,0,0,57,10,12,6,0,0,0,19,11,16,7,0,0,0,30,6,33,18,0,0,0,59,28,134,56,10,7,0,237,25,114,44,0,6,0,191,66,167,78,10,12,0,327,26,46,27,3,3,0,108,274,619,314,38,45,3,1304
122021422,38,14,18,3,0,0,75,7,0,3,6,0,0,14,11,0,8,0,0,0,28,4,0,3,0,0,0,8,11,0,8,0,0,0,22,15,3,12,0,3,0,37,15,7,13,0,0,0,44,12,9,16,3,0,0,43,14,16,4,6,6,0,44,17,15,10,7,0,0,40,15,11,11,0,4,0,35,19,43,36,8,4,0,114,18,23,11,0,4,0,51,21,16,12,0,0,0,43,28,44,32,0,5,0,109,74,154,70,13,6,0,315,49,128,45,11,4,0,236,78,219,50,13,4,0,366,30,55,26,4,3,0,125,476,770,378,61,56,4,1748
