SA2_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
127011727,..,18,39,4,7,9,0,0,0,75,..,11,48,38,25,48,30,12,3,216,10,9,16,10,5,0,0,0,0,52,1904,686,1731,1271,593,470,255,67,20,6991,..,55,1788,1977,889,605,308,71,9,5685,..,114,648,257,104,56,16,0,0,1195,..,9,100,136,120,65,21,7,7,471,3952,..,..,..,..,..,..,..,..,3952,..,602,..,..,..,..,..,..,..,602,..,424,285,54,14,8,0,0,0,784,..,49,86,31,40,48,65,29,7,352,..,28,36,18,9,0,0,0,0,102,..,26,62,15,16,15,6,4,0,152,..,28,124,104,62,74,40,16,3,449,23,16,38,12,17,3,10,4,0,113,3981,1349,3164,2596,1259,878,471,133,32,13860
127011728,..,15,18,3,10,11,3,7,0,76,..,9,22,20,19,42,86,50,21,257,12,9,11,10,6,9,10,0,0,68,1461,659,1232,928,587,512,447,233,50,6109,..,46,1287,1479,882,660,567,322,44,5289,..,82,343,152,71,56,17,0,0,723,..,10,56,91,87,56,27,24,4,358,2934,..,..,..,..,..,..,..,..,2934,..,587,..,..,..,..,..,..,..,587,..,443,351,80,43,23,4,0,0,941,..,74,88,34,31,76,65,38,17,419,..,21,39,13,9,9,6,4,0,97,..,23,50,22,18,23,18,7,0,162,..,10,67,55,50,84,127,74,34,496,28,11,25,18,12,9,8,8,0,130,2966,1305,2310,1941,1208,1000,839,475,104,12142
127011729,..,20,37,16,9,12,4,0,0,94,..,33,65,32,18,40,52,21,12,272,13,16,14,7,0,8,4,0,0,60,2419,980,1918,1602,719,485,324,100,26,8573,..,53,1908,2497,1030,578,403,126,19,6624,..,178,702,282,129,54,9,0,0,1355,..,26,136,210,191,68,24,11,6,669,5071,..,..,..,..,..,..,..,..,5071,..,776,..,..,..,..,..,..,..,776,..,567,295,52,23,12,0,0,0,942,..,86,120,41,28,89,72,29,12,467,..,34,72,31,20,7,5,0,0,160,..,34,88,31,17,24,11,3,0,206,..,60,152,100,70,70,71,29,12,565,35,29,27,11,10,9,9,0,0,123,5103,1845,3491,3261,1507,904,604,204,45,16963
127021509,..,4,9,9,9,16,10,3,0,58,..,5,30,23,18,89,104,71,22,360,21,14,23,13,7,10,15,11,4,112,1458,1152,1054,1038,1148,1248,862,307,119,8386,..,55,614,1012,1273,1513,1100,337,62,5961,..,50,162,129,132,89,42,10,0,616,..,9,103,234,309,269,141,53,32,1155,2955,..,..,..,..,..,..,..,..,2955,..,1302,..,..,..,..,..,..,..,1302,..,780,1037,339,163,57,9,0,0,2384,..,122,87,50,95,143,142,82,60,786,..,33,50,57,39,42,22,0,0,244,..,15,15,16,16,26,15,13,0,131,..,13,70,64,65,159,152,93,32,649,44,33,32,23,21,20,21,12,9,213,2994,2411,2180,1922,2123,2305,1643,599,195,16382
127021510,..,3,10,7,6,16,13,3,0,54,..,0,16,18,27,87,123,97,51,418,21,14,28,7,12,11,9,8,0,111,1546,1314,1070,1065,1243,1480,1084,489,151,9432,..,48,687,1301,1726,2065,1553,570,101,8059,..,26,103,111,103,74,33,6,3,452,..,6,53,132,205,178,123,88,42,826,3160,..,..,..,..,..,..,..,..,3160,..,1434,..,..,..,..,..,..,..,1434,..,993,1171,374,174,97,8,0,0,2814,..,75,73,49,72,132,153,109,59,721,..,16,29,13,16,18,11,4,0,108,..,5,25,20,19,33,20,13,0,126,..,12,37,53,68,153,202,139,78,736,35,28,49,19,21,25,11,13,6,203,3195,2640,2225,2058,2406,2769,2122,944,287,18641
127021511,..,51,91,49,58,70,44,15,4,384,..,27,44,49,80,155,170,124,51,698,24,19,40,23,21,21,19,15,5,189,1644,1598,1522,1517,1740,1536,1101,489,235,11389,..,128,851,1217,1589,1654,1108,457,131,7147,..,81,269,193,215,143,71,7,4,983,..,15,140,353,490,328,187,76,87,1672,3427,..,..,..,..,..,..,..,..,3427,..,1552,..,..,..,..,..,..,..,1552,..,893,967,307,203,95,18,0,0,2481,..,218,208,135,184,303,272,104,95,1514,..,173,232,180,154,129,64,12,3,950,..,91,222,130,177,201,119,38,8,988,..,50,100,139,231,348,318,200,82,1476,50,46,90,45,53,61,24,14,10,394,3482,3256,3077,2706,3295,3268,2183,909,415,22584
127021512,..,14,20,7,22,24,12,3,0,96,..,13,28,28,47,92,122,103,59,495,24,21,28,19,10,17,11,7,5,145,1521,1231,1099,1153,1247,1085,726,409,199,8663,..,84,651,1061,1212,1248,809,386,105,5554,..,70,247,187,180,99,40,8,5,844,..,21,139,268,346,235,121,86,60,1268,3217,..,..,..,..,..,..,..,..,3217,..,1270,..,..,..,..,..,..,..,1270,..,767,812,249,165,75,15,0,0,2081,..,147,120,94,136,188,139,87,55,962,..,85,112,85,103,86,34,9,3,519,..,20,49,29,45,64,24,11,4,251,..,27,73,75,118,197,199,153,77,922,52,49,54,35,26,36,18,13,5,283,3273,2535,2242,2086,2334,2222,1409,751,314,17172
127021513,..,22,40,18,22,36,21,12,0,175,..,16,43,33,51,141,128,121,60,589,31,15,35,28,13,24,21,14,12,178,1744,1513,1433,1429,1496,1444,902,459,220,10640,..,91,790,1314,1537,1626,963,402,98,6826,..,47,215,179,174,165,46,12,0,849,..,11,143,316,443,302,143,83,60,1499,3576,..,..,..,..,..,..,..,..,3576,..,1582,..,..,..,..,..,..,..,1582,..,919,1076,328,181,74,16,0,0,2599,..,246,188,101,147,243,212,109,86,1335,..,101,182,119,122,101,46,12,3,688,..,38,117,77,75,94,61,22,4,495,..,43,101,99,144,276,221,190,81,1144,69,37,67,54,29,46,27,20,9,356,3650,3123,2885,2583,2851,2929,1740,847,347,20954
127021514,..,3,8,4,4,9,4,0,0,31,..,6,4,6,10,34,63,38,14,175,4,10,8,0,7,5,4,0,0,39,848,768,636,578,670,801,537,190,79,5101,..,38,437,686,887,1078,771,245,43,4183,..,10,71,44,59,41,14,3,0,238,..,3,36,90,109,138,69,34,32,508,1704,..,..,..,..,..,..,..,..,1704,..,746,..,..,..,..,..,..,..,746,..,513,667,210,72,48,10,0,0,1512,..,71,40,35,50,83,95,54,37,463,..,11,15,11,13,12,3,0,0,66,..,6,10,6,4,20,9,0,0,59,..,4,9,16,37,69,91,54,17,305,11,12,15,12,16,11,5,0,0,81,1713,1414,1302,1121,1242,1486,1056,401,129,9868
127021515,..,13,15,8,19,19,20,4,0,105,..,8,43,47,77,147,197,124,64,716,10,14,17,15,14,9,15,14,8,111,1441,1032,1113,1111,1214,1207,895,448,202,8667,..,64,742,1236,1309,1393,933,393,101,6165,..,33,139,94,88,74,30,11,0,467,..,8,92,191,268,228,156,117,79,1141,2864,..,..,..,..,..,..,..,..,2864,..,1177,..,..,..,..,..,..,..,1177,..,670,881,343,212,94,16,0,0,2217,..,106,123,64,128,171,133,80,45,851,..,39,58,47,32,38,14,8,0,237,..,33,64,56,57,57,49,15,3,327,..,22,107,143,204,311,305,185,82,1361,19,24,30,25,32,21,22,12,14,203,2889,2177,2229,2201,2327,2381,1661,823,330,17017
127021516,..,10,14,5,13,26,11,12,0,92,..,8,27,15,46,101,118,89,59,465,11,13,8,15,8,9,15,14,9,96,1958,1405,1274,1342,1360,1266,940,552,190,10279,..,56,838,1550,1654,1630,1120,631,106,7581,..,44,118,116,96,84,35,12,3,506,..,14,102,217,299,206,144,112,50,1142,3974,..,..,..,..,..,..,..,..,3974,..,1620,..,..,..,..,..,..,..,1620,..,962,1165,375,199,98,19,0,0,2821,..,118,91,93,111,156,168,126,62,919,..,37,65,50,51,50,20,3,0,280,..,29,47,28,34,48,28,13,4,232,..,15,66,65,123,192,190,153,84,883,20,22,31,20,20,28,25,20,10,191,3993,2912,2527,2518,2583,2486,1746,1074,317,20142
127021517,..,0,0,0,5,7,3,0,0,21,..,3,9,3,11,45,60,53,15,210,9,10,5,8,10,7,5,9,0,57,686,579,492,512,559,596,519,261,77,4275,..,21,319,591,702,799,667,308,51,3456,..,11,54,53,58,35,29,9,6,255,..,9,28,82,103,102,52,47,32,455,1456,..,..,..,..,..,..,..,..,1456,..,688,..,..,..,..,..,..,..,688,..,413,513,161,91,44,11,0,0,1233,..,34,30,30,24,69,80,62,27,356,..,5,25,16,11,22,6,0,0,79,..,3,0,3,12,11,7,4,0,38,..,5,35,24,36,71,92,71,23,358,15,10,10,16,15,8,11,9,0,91,1468,1203,1019,984,1047,1164,952,501,144,8480
127021518,..,0,0,3,0,6,5,3,0,18,..,0,0,0,0,3,18,33,12,74,3,5,4,3,0,0,0,0,0,21,334,274,181,208,290,269,225,139,50,1975,..,9,137,251,450,433,346,166,50,1844,..,12,18,16,23,12,7,3,0,91,..,4,16,24,36,28,18,18,9,144,659,..,..,..,..,..,..,..,..,659,..,278,..,..,..,..,..,..,..,278,..,262,192,53,45,15,3,0,0,572,..,28,18,5,15,21,31,30,17,160,..,3,18,4,4,13,3,0,0,43,..,0,3,6,0,12,10,6,0,44,..,0,4,14,26,16,40,47,15,158,7,5,9,5,6,10,5,0,0,50,665,599,403,381,595,562,460,276,94,4038
127021519,..,3,17,3,13,12,14,6,3,73,..,11,25,27,52,126,189,152,84,664,12,15,13,11,9,10,15,8,3,101,1830,1129,1247,1117,1166,1180,1027,571,217,9486,..,41,915,1319,1424,1461,1217,564,133,7072,..,44,165,137,131,89,45,12,0,618,..,12,95,196,254,210,135,99,68,1067,3592,..,..,..,..,..,..,..,..,3592,..,1283,..,..,..,..,..,..,..,1283,..,842,1012,315,189,97,16,6,0,2484,..,92,102,49,84,109,158,98,52,749,..,27,60,39,19,27,5,4,0,182,..,17,35,29,35,51,33,20,6,222,..,23,66,78,146,244,282,218,113,1177,25,28,33,29,14,22,20,15,8,188,3618,2410,2473,2196,2302,2311,1910,1043,378,18638
127021520,..,0,5,6,13,19,15,0,0,54,..,0,10,13,21,32,68,68,26,235,11,3,22,15,4,9,3,3,0,69,855,654,658,648,691,783,756,307,121,5469,..,16,388,684,798,1013,1026,395,59,4378,..,27,89,99,73,48,21,0,4,361,..,3,49,111,148,113,96,50,39,615,1769,..,..,..,..,..,..,..,..,1769,..,797,..,..,..,..,..,..,..,797,..,431,615,217,131,43,17,0,0,1449,..,67,61,33,54,100,98,61,54,531,..,17,34,23,23,29,14,6,0,150,..,0,7,10,24,28,20,5,3,98,..,6,22,46,45,78,101,88,27,409,26,12,33,27,12,11,9,3,3,140,1793,1370,1303,1258,1302,1462,1403,620,194,10695
127021521,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,..,0,3,3,0,3,0,0,0,6,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,6,5,0,0,7,4,10,0,0,0,19
127031522,..,9,15,0,18,15,7,4,0,65,..,11,30,28,50,108,113,105,47,492,13,10,16,8,8,8,11,5,3,87,1649,1083,1085,1043,1098,947,659,334,119,8008,..,64,813,1357,1437,1286,819,325,77,6185,..,38,220,152,124,83,13,6,0,636,..,22,102,164,190,137,82,48,33,777,3298,..,..,..,..,..,..,..,..,3298,..,1212,..,..,..,..,..,..,..,1212,..,714,711,174,91,52,11,0,0,1744,..,88,71,37,47,79,98,62,35,520,..,28,42,21,25,18,10,7,0,143,..,11,34,25,40,37,22,8,0,178,..,14,62,73,99,200,170,158,71,852,34,23,30,22,14,18,19,7,3,175,3334,2215,2091,2025,2062,1919,1238,612,221,15719
127031523,..,20,18,10,19,19,14,6,0,108,..,7,33,34,51,91,155,106,40,520,11,10,17,11,9,8,11,4,3,92,2195,1145,1245,1550,1303,1080,933,449,136,10043,..,38,1051,2140,1765,1398,1221,587,76,8277,..,79,321,270,198,120,37,15,0,1036,..,9,104,184,207,181,87,65,26,863,4428,..,..,..,..,..,..,..,..,4428,..,1248,..,..,..,..,..,..,..,1248,..,758,667,222,118,57,6,0,0,1830,..,101,62,38,43,107,93,76,40,557,..,28,46,22,21,13,8,4,5,140,..,29,58,46,50,47,39,10,0,282,..,18,94,112,113,186,235,171,59,986,38,25,28,26,25,20,26,5,8,199,4465,2326,2425,3065,2548,2134,1752,922,217,19849
127031524,..,7,8,3,11,11,5,9,4,66,..,8,34,38,52,67,107,109,43,444,21,20,18,14,7,4,5,4,0,95,2162,1180,1357,1542,1497,1075,576,333,114,9831,..,24,1108,2229,2091,1587,815,303,55,8213,..,86,513,288,242,128,35,6,0,1312,..,7,67,170,249,146,68,39,17,771,4392,..,..,..,..,..,..,..,..,4392,..,1324,..,..,..,..,..,..,..,1324,..,875,619,108,83,24,3,0,0,1712,..,67,68,38,35,75,74,63,36,455,..,31,38,23,21,14,8,0,0,136,..,15,41,23,20,23,15,12,6,153,..,13,93,102,126,138,163,145,66,845,41,40,41,29,14,18,7,4,0,196,4438,2492,2582,3008,2880,2159,1190,582,186,19510
127031599,..,3,8,3,8,10,7,4,0,52,..,13,23,32,52,114,100,77,31,441,4,10,14,5,0,9,3,4,9,60,1353,765,804,745,685,673,435,287,91,5852,..,91,659,850,745,653,470,280,47,3796,..,46,127,127,83,58,19,10,0,472,..,26,114,157,178,166,73,46,28,797,2794,..,..,..,..,..,..,..,..,2794,..,755,..,..,..,..,..,..,..,755,..,531,470,156,78,52,4,0,0,1296,..,88,68,30,53,69,80,50,19,472,..,31,28,24,21,14,8,0,0,125,..,12,34,14,21,30,13,7,4,142,..,20,58,100,117,249,188,123,56,911,24,21,29,23,5,15,10,7,11,141,2813,1620,1592,1472,1306,1321,867,534,163,11693
127031601,..,10,48,10,7,8,5,0,0,92,..,19,58,40,56,64,86,47,19,397,8,3,10,3,5,4,5,4,0,49,505,293,554,428,278,291,204,113,41,2712,..,42,399,494,271,238,151,84,21,1695,..,49,116,56,49,28,5,0,0,298,..,14,60,82,70,72,33,17,4,347,978,..,..,..,..,..,..,..,..,978,..,219,..,..,..,..,..,..,..,219,..,118,132,58,30,7,4,0,0,354,..,45,47,23,15,39,26,7,11,209,..,15,23,11,6,0,3,0,0,62,..,55,93,35,30,20,11,8,0,250,..,38,131,137,141,187,147,82,26,889,8,14,17,14,10,14,7,4,4,95,993,597,1019,917,616,605,383,206,69,5398
127031730,..,4,25,3,7,7,0,0,0,47,..,19,53,18,14,25,20,9,6,157,4,6,18,4,0,5,8,0,0,40,1506,777,1145,1142,605,332,207,50,23,5785,..,46,1081,1909,1026,497,233,56,23,4856,..,89,282,126,50,18,3,0,0,562,..,14,59,87,94,43,17,0,0,315,3096,..,..,..,..,..,..,..,..,3096,..,742,..,..,..,..,..,..,..,742,..,429,311,38,8,0,0,0,0,798,..,91,117,27,21,69,66,30,12,441,..,17,33,19,5,4,0,3,0,76,..,31,56,15,18,11,5,0,0,139,..,37,128,73,38,37,35,7,6,363,14,9,22,4,6,4,12,0,0,78,3105,1502,2094,2307,1268,684,367,104,36,11473
127031731,..,66,77,19,25,29,7,4,0,231,..,85,250,154,117,131,122,82,27,987,13,19,24,15,10,8,14,4,0,106,1468,987,1933,1263,799,678,484,233,63,7901,..,156,1639,1520,780,574,452,207,41,5365,..,196,471,162,107,55,15,6,0,1022,..,21,150,255,243,157,90,45,20,981,2994,..,..,..,..,..,..,..,..,2994,..,649,..,..,..,..,..,..,..,649,..,322,397,145,67,32,6,0,0,974,..,141,144,47,47,78,77,30,11,572,..,40,66,17,15,9,6,4,0,150,..,136,226,77,65,64,34,4,0,601,..,164,567,380,320,328,215,128,36,2135,29,39,55,33,26,17,23,8,0,217,3018,1868,3718,2638,1660,1311,905,421,110,15653
127031732,..,16,16,6,14,23,6,0,0,87,..,15,36,48,54,92,128,108,57,531,12,8,12,8,11,11,13,5,3,82,1202,810,910,823,762,763,574,340,132,6317,..,64,693,905,869,873,629,321,90,4432,..,49,161,104,65,55,13,4,0,455,..,12,121,179,182,134,90,58,29,807,2524,..,..,..,..,..,..,..,..,2524,..,816,..,..,..,..,..,..,..,816,..,525,573,183,113,46,7,0,0,1457,..,62,88,53,48,100,90,70,23,532,..,30,30,27,21,12,11,0,0,141,..,38,49,40,53,41,33,8,0,251,..,29,95,125,122,209,229,164,74,1040,31,16,26,28,16,21,17,5,8,173,2551,1636,1840,1639,1489,1492,1117,626,234,12626
127031733,..,9,9,0,6,11,10,0,0,45,..,5,8,9,17,50,39,58,30,213,21,12,20,9,6,4,7,3,0,82,1649,1220,861,1162,1182,835,416,219,67,7607,..,42,633,1530,1776,1304,593,205,34,6112,..,28,156,124,130,58,31,0,0,528,..,12,69,155,188,120,47,21,12,616,3344,..,..,..,..,..,..,..,..,3344,..,1473,..,..,..,..,..,..,..,1473,..,843,649,159,61,26,4,0,0,1733,..,73,71,33,48,89,74,73,22,476,..,23,23,12,10,10,4,0,0,89,..,21,32,13,13,20,18,7,0,122,..,3,26,31,47,80,61,74,38,366,44,26,37,14,11,9,5,9,0,151,3384,2540,1691,2076,2280,1715,834,396,98,15014
128011529,..,24,27,10,14,10,15,10,0,112,..,17,37,43,68,152,158,182,101,757,27,30,24,11,17,17,13,5,6,137,1651,1064,888,1229,1364,1160,814,570,209,8946,..,9,577,1655,1879,1608,1081,648,164,7618,..,62,463,277,244,124,67,21,7,1261,..,4,33,123,222,132,49,40,38,639,3416,..,..,..,..,..,..,..,..,3416,..,1186,..,..,..,..,..,..,..,1186,..,758,392,86,65,47,8,0,0,1358,..,35,36,14,17,43,50,43,29,279,..,21,34,15,10,3,6,0,0,93,..,40,61,25,31,30,27,11,3,224,..,29,75,98,153,236,233,248,133,1209,50,48,44,24,35,30,16,8,4,260,3470,2189,1713,2325,2653,2252,1540,1031,380,17541
128011530,..,50,78,24,24,24,17,14,0,226,..,12,105,105,113,195,258,287,192,1277,21,26,15,14,9,14,13,13,8,136,1695,1061,1342,1462,1366,1113,955,762,364,10114,..,13,852,1783,1620,1270,1065,732,246,7578,..,145,767,379,204,156,62,20,0,1737,..,7,55,171,290,158,77,63,55,879,3494,..,..,..,..,..,..,..,..,3494,..,1033,..,..,..,..,..,..,..,1033,..,667,378,103,100,68,14,0,0,1334,..,81,85,38,24,54,85,65,36,464,..,37,41,23,12,18,4,8,0,141,..,93,176,59,55,54,33,23,0,492,..,37,214,224,263,372,395,385,263,2149,31,46,38,28,18,24,25,14,8,236,3524,2163,2608,2814,2584,2172,1760,1303,601,19528
128011531,..,3,28,4,9,23,15,6,4,86,..,9,26,34,59,97,178,268,205,874,19,11,14,9,8,8,6,10,9,87,1268,841,692,933,1132,989,887,836,370,7951,..,14,457,1236,1507,1301,1158,962,257,6894,..,52,245,181,174,116,51,23,3,847,..,0,34,104,191,128,57,67,38,620,2571,..,..,..,..,..,..,..,..,2571,..,963,..,..,..,..,..,..,..,963,..,599,454,127,114,52,11,0,0,1363,..,45,31,16,14,46,57,74,50,328,..,29,22,10,13,16,7,0,0,101,..,13,62,20,22,38,34,8,7,204,..,18,53,66,122,202,256,352,278,1342,31,16,26,23,16,10,9,9,9,153,2609,1746,1385,1785,2183,1909,1638,1496,642,15388
128011602,..,32,65,19,18,27,16,6,0,183,..,27,109,90,89,195,213,177,117,1017,11,15,13,14,7,10,4,4,5,81,1071,605,1033,959,791,684,594,346,180,6262,..,12,598,1090,842,576,540,291,69,4017,..,129,678,281,167,115,47,20,0,1438,..,7,51,127,216,129,50,29,27,636,2230,..,..,..,..,..,..,..,..,2230,..,536,..,..,..,..,..,..,..,536,..,377,196,68,50,23,8,3,0,729,..,33,47,13,11,35,45,15,23,214,..,14,24,9,9,7,3,0,0,72,..,75,145,39,52,59,27,3,0,399,..,52,221,191,243,332,327,239,147,1760,34,32,28,25,22,15,11,9,5,161,2261,1269,1983,1842,1607,1294,1055,612,270,12192
128011603,..,0,15,0,0,6,11,4,0,37,..,0,13,5,10,87,133,131,126,500,6,7,13,7,6,5,5,0,8,53,1200,724,576,785,901,853,710,395,237,6392,..,8,369,1198,1314,1225,1003,485,140,5735,..,36,232,168,158,101,53,23,8,774,..,0,17,50,126,93,35,31,41,387,2531,..,..,..,..,..,..,..,..,2531,..,822,..,..,..,..,..,..,..,822,..,564,325,78,52,45,7,0,0,1070,..,19,20,0,14,34,48,28,36,191,..,15,27,11,10,3,0,3,0,75,..,8,20,7,8,17,23,9,0,90,..,3,21,23,36,131,186,173,157,743,23,22,22,8,9,9,7,0,4,113,2555,1499,1063,1551,1726,1655,1368,747,385,12536
128011604,..,86,173,33,25,36,22,14,5,395,..,53,213,177,204,324,342,217,141,1668,17,39,34,24,23,27,22,17,9,209,1642,1223,1759,1454,1548,1687,1370,658,268,11610,..,8,769,1442,1658,1929,1710,734,177,8431,..,207,1259,565,378,336,154,43,8,2950,..,0,43,176,318,171,76,51,39,886,3295,..,..,..,..,..,..,..,..,3295,..,1036,..,..,..,..,..,..,..,1036,..,699,414,93,86,41,9,3,0,1343,..,59,64,23,19,41,69,47,21,343,..,35,58,17,12,22,14,3,0,160,..,164,381,90,62,88,41,28,5,862,..,106,437,382,461,663,563,340,202,3148,42,72,76,44,37,39,51,16,8,397,3343,2396,3501,2831,3029,3340,2685,1273,464,22852
128011605,..,3,0,0,0,3,0,0,0,7,..,0,0,0,0,10,21,19,14,68,0,5,3,0,0,5,0,0,0,19,328,263,120,172,274,218,179,82,27,1665,..,3,60,262,434,375,279,128,25,1565,..,6,43,37,34,32,13,0,0,177,..,0,4,10,24,13,11,4,3,69,655,..,..,..,..,..,..,..,..,655,..,304,..,..,..,..,..,..,..,304,..,165,110,13,4,5,0,0,0,295,..,10,0,0,4,3,8,10,11,50,..,3,8,3,7,5,0,0,0,23,..,3,3,0,0,3,0,0,0,13,..,0,0,0,4,22,34,22,15,97,8,7,12,0,5,3,4,0,0,40,662,509,228,331,511,467,346,167,55,3278
128011606,..,7,27,10,11,4,9,3,0,71,..,12,70,35,32,74,92,75,52,443,4,7,6,4,0,9,4,3,4,45,718,581,524,554,645,609,448,226,107,4406,..,3,235,721,892,839,650,280,65,3686,..,64,312,158,90,73,30,9,0,737,..,0,17,40,107,61,12,20,18,270,1470,..,..,..,..,..,..,..,..,1470,..,600,..,..,..,..,..,..,..,600,..,418,193,31,29,20,11,0,0,694,..,16,10,5,6,14,20,15,19,108,..,11,19,3,4,0,0,0,0,46,..,17,50,14,11,10,18,7,5,140,..,26,144,80,78,118,146,95,70,758,20,17,23,9,8,8,7,3,4,97,1490,1167,1002,1058,1234,1151,898,431,183,8612
128021533,..,6,9,0,3,3,0,0,0,26,..,4,16,8,8,43,53,95,74,306,5,12,4,4,0,9,8,4,0,37,628,353,330,446,471,349,336,243,123,3274,..,0,259,591,608,500,444,255,72,2736,..,31,151,99,97,44,22,9,0,452,..,0,12,49,83,39,17,15,15,241,1225,..,..,..,..,..,..,..,..,1225,..,347,..,..,..,..,..,..,..,347,..,319,128,38,24,14,6,0,0,541,..,12,13,11,10,13,30,17,11,120,..,8,18,7,13,4,3,3,0,46,..,3,16,6,11,12,8,4,0,56,..,8,18,24,37,83,84,124,104,482,5,23,4,9,7,4,14,6,0,70,1228,749,622,832,905,714,632,433,210,6322
