SA2_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
114011274,954,55,3,19,8,1040,518,13,0,4,0,536,218,43,15,3,0,282,5,0,0,0,0,5,19,0,0,0,0,19,134,16,0,4,0,158,13,0,0,12,0,30,6,0,0,0,0,6,387,64,18,19,6,492,35,39,0,0,0,74,38,8,6,0,0,46,1934,171,24,43,12,2186
114011275,9,0,0,0,0,11,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,23
114011276,882,46,39,0,0,969,451,12,16,0,6,483,250,60,61,0,0,369,0,11,7,0,0,23,0,6,4,0,0,7,65,15,6,3,0,91,39,0,0,0,0,39,0,0,0,0,0,0,356,90,80,3,0,530,19,5,0,0,3,22,9,0,3,0,0,17,1718,154,138,4,3,2023
114011277,2294,134,23,5,0,2452,1829,89,14,4,0,1939,665,266,77,3,0,1009,87,53,14,0,0,152,102,59,19,0,0,177,232,42,16,0,0,281,84,0,0,0,3,97,4,3,0,0,0,10,1163,427,124,7,5,1727,49,9,0,0,0,57,53,17,3,0,0,72,5395,669,169,14,5,6248
114011278,2093,94,37,52,0,2265,2205,63,14,5,0,2285,1193,324,92,0,0,1611,366,93,11,0,0,469,217,110,32,0,3,362,304,26,13,6,0,350,193,14,6,7,14,229,16,8,3,0,0,23,2288,575,148,14,19,3040,56,24,16,3,4,99,109,28,3,7,18,165,6753,781,214,73,43,7856
114011279,2344,217,29,21,6,2617,1698,42,9,0,3,1754,909,49,36,0,0,997,15,0,0,0,0,21,24,10,0,0,0,32,254,5,9,0,0,280,63,15,0,20,0,92,5,0,0,0,0,8,1267,84,47,22,0,1428,63,212,3,0,4,291,95,18,0,5,7,120,5468,572,97,48,16,6205
114011280,1046,49,4,70,7,1182,387,10,4,0,5,407,165,42,0,3,0,215,0,6,0,0,0,6,0,13,0,0,0,11,90,8,8,5,0,106,16,0,0,8,0,18,7,0,0,0,4,7,275,61,8,11,4,357,32,10,0,0,13,60,35,3,0,0,42,87,1776,139,17,86,69,2087
114011281,597,0,0,0,3,604,511,0,0,0,0,511,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,73,10,0,0,4,0,7,0,0,0,0,0,0,112,0,0,4,0,114,17,0,0,0,0,17,12,0,0,0,0,12,1248,0,4,8,3,1263
114011282,3138,175,34,160,13,3516,1629,54,16,5,4,1705,645,159,53,4,0,857,53,45,14,0,0,103,71,64,19,0,0,154,322,39,15,3,3,380,18,0,4,23,7,49,3,3,0,0,0,8,1116,313,95,26,7,1555,68,9,10,8,0,94,79,13,0,14,0,107,6021,557,157,208,25,6970
114011283,1289,3,0,96,3,1399,583,0,0,0,3,591,115,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,117,22,0,0,7,0,32,5,0,0,0,0,5,260,0,0,11,0,265,42,0,0,7,0,49,37,0,0,0,0,41,2215,8,4,116,14,2352
114021284,2561,345,32,3,4,2955,1318,64,14,3,0,1401,396,160,50,5,0,618,33,18,0,0,0,46,39,26,9,0,0,69,136,28,5,0,3,169,17,10,0,0,0,29,5,5,0,0,0,12,628,248,68,5,3,942,87,98,9,0,0,200,39,19,7,0,0,67,4628,771,133,13,10,5564
114021285,650,0,7,0,0,657,1163,4,4,6,0,1178,206,0,0,0,0,208,0,0,0,0,0,0,6,0,0,0,0,6,72,0,0,0,0,78,5,0,0,0,0,5,0,0,0,0,0,0,295,0,0,3,0,298,18,0,0,0,0,18,32,0,0,0,0,35,2160,4,11,7,4,2182
114021286,1558,28,22,17,9,1632,1298,13,16,0,0,1336,570,74,100,0,0,743,43,4,9,0,0,57,48,3,14,0,0,70,119,6,12,0,0,146,22,3,7,4,0,33,0,0,0,0,0,4,801,99,140,10,0,1049,43,48,5,0,0,95,42,3,3,0,3,53,3746,189,189,29,15,4164
114021287,1448,86,21,46,0,1603,1285,36,13,6,0,1334,468,87,44,4,0,603,84,18,16,0,0,111,74,37,20,0,0,125,147,15,5,3,0,165,18,0,0,12,0,31,7,0,0,0,0,7,788,160,77,21,0,1043,45,5,0,0,0,55,43,6,4,6,0,53,3605,293,111,73,3,4087
114021288,711,0,0,0,0,711,439,0,0,0,0,445,91,0,0,6,0,95,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,84,16,0,0,0,0,16,0,0,0,0,0,0,191,0,0,6,0,199,30,0,0,0,0,30,15,0,0,0,0,23,1389,3,0,7,0,1403
114021289,1438,6,5,8,0,1463,867,0,0,3,0,874,180,10,6,3,7,204,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,119,22,0,0,0,0,22,0,0,0,0,0,0,321,8,11,3,7,352,69,0,3,4,0,76,37,0,0,0,0,37,2737,19,23,14,4,2792
115011290,2102,312,145,0,0,2554,2509,572,391,0,4,3470,760,423,586,0,6,1767,11,36,6,0,0,47,0,3,14,0,0,17,145,45,46,0,0,226,4,7,0,0,0,17,0,0,4,0,0,3,922,513,645,0,6,2086,55,31,36,0,0,121,47,22,23,0,0,90,5629,1443,1232,0,8,8316
115011291,2212,174,201,0,4,2590,2581,202,163,0,17,2958,529,173,292,0,3,998,21,0,0,0,0,26,5,0,4,0,0,9,102,14,33,0,0,147,11,4,3,0,0,20,0,0,0,0,0,5,667,192,336,0,7,1205,30,10,18,0,0,59,40,0,8,0,0,49,5533,583,719,0,25,6859
115011294,731,165,12,0,0,907,730,73,0,0,0,809,65,15,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,30,11,0,0,0,44,4,3,0,0,0,10,0,0,0,0,0,3,96,29,7,0,0,134,25,247,17,0,0,283,19,16,0,0,0,27,1600,527,31,0,0,2165
115011296,1762,62,13,0,0,1831,1502,94,16,0,0,1611,255,45,19,0,0,314,0,0,6,0,0,11,0,0,29,0,0,29,64,4,0,0,0,71,4,0,5,0,0,6,0,0,0,0,0,3,330,48,63,0,0,443,20,3,22,0,0,49,14,6,7,0,0,28,3632,213,122,0,0,3967
115011553,582,85,172,0,0,846,631,141,150,0,0,925,277,141,280,0,0,694,3,0,0,0,0,3,0,0,0,0,0,0,56,18,29,0,0,102,3,8,0,0,0,13,0,0,0,0,0,0,338,172,302,0,0,813,19,0,13,0,0,27,8,0,4,0,0,12,1583,395,641,0,0,2622
115011554,477,41,60,0,0,581,526,38,8,0,0,572,94,32,0,0,0,123,0,0,0,0,0,0,10,30,56,0,0,94,15,0,3,0,0,21,0,0,6,0,0,4,0,8,13,0,0,19,117,63,83,0,0,266,97,76,185,0,0,360,16,6,9,0,0,37,1229,222,354,0,3,1811
115011555,1357,95,93,0,0,1548,1361,97,50,0,0,1504,364,118,73,0,0,549,3,40,0,0,0,42,0,0,4,0,0,7,73,12,12,0,0,101,8,0,9,0,0,15,0,0,0,0,0,0,455,174,93,0,0,719,25,9,28,0,0,64,31,9,5,0,0,39,3222,383,268,0,0,3874
115011556,987,60,102,0,0,1143,1008,99,113,0,0,1221,337,75,481,0,0,894,0,0,0,0,0,0,5,0,0,0,0,3,61,12,33,0,0,110,8,3,3,0,0,14,0,0,3,0,0,3,411,89,524,0,0,1022,25,0,4,0,0,31,26,0,8,0,0,35,2449,249,754,0,0,3450
115011557,500,40,0,0,0,544,684,70,0,0,0,757,115,54,8,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,30,3,6,0,0,0,6,0,0,0,0,0,0,141,72,8,0,0,224,7,3,0,0,0,9,6,0,0,0,0,6,1337,193,18,0,0,1545
115011558,2017,321,12,0,0,2347,2169,373,9,0,0,2549,496,209,12,0,0,720,0,4,0,0,0,0,4,9,8,0,0,20,79,29,7,0,0,118,10,6,0,0,0,17,0,0,0,0,0,0,589,258,32,0,0,881,29,64,28,0,0,119,34,11,0,0,0,46,4841,1023,74,4,0,5942
115011621,1473,53,29,0,3,1552,2595,135,22,0,3,2753,591,110,25,0,3,723,0,0,0,0,0,0,0,0,0,0,0,0,89,17,3,0,0,108,15,8,0,0,0,20,0,0,0,0,0,0,696,130,31,0,3,861,30,0,0,0,0,34,42,0,0,0,0,42,4837,316,83,0,6,5247
115011622,492,27,81,0,5,600,1457,104,161,0,6,1719,460,117,241,0,9,828,0,0,0,0,0,0,4,0,0,0,0,4,52,14,23,0,0,89,13,3,5,0,0,19,0,0,0,0,0,3,531,132,274,0,9,946,93,8,110,0,0,210,24,4,17,0,0,42,2598,260,638,0,23,3522
115021297,2696,84,154,34,13,2984,2561,92,20,3,6,2682,464,51,15,8,0,539,3,5,0,0,0,5,0,3,5,0,0,13,224,10,21,0,4,260,37,0,0,19,0,61,4,0,0,0,0,4,737,64,42,30,11,884,123,29,25,4,0,175,69,6,7,0,0,86,6188,276,248,70,31,6807
115021298,720,31,31,0,0,787,611,10,11,3,4,632,89,3,9,0,0,101,0,0,0,0,0,0,0,3,4,0,0,9,85,0,4,0,3,98,7,0,5,0,0,15,0,0,0,0,0,0,186,10,21,0,7,220,40,27,36,0,0,99,11,3,5,0,3,27,1573,71,100,4,13,1764
115031299,399,0,0,0,6,412,441,0,0,0,3,443,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37,5,0,0,0,0,10,0,0,0,0,0,0,78,3,0,0,0,84,38,0,0,5,0,46,18,0,0,0,0,18,982,3,4,5,4,1003
115031300,2578,5,0,4,6,2594,3522,4,6,0,11,3538,529,3,12,8,5,552,0,0,0,0,0,0,4,7,0,0,0,12,226,4,8,3,0,243,34,3,0,19,0,58,3,0,0,0,0,3,790,13,20,28,7,857,63,3,0,0,5,73,76,0,0,0,0,81,7037,19,29,32,27,7145
115041301,1271,4,80,40,0,1395,1485,11,25,5,0,1525,295,17,45,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,121,0,18,0,7,143,28,0,3,13,0,44,0,0,0,0,0,5,449,20,66,14,7,550,48,0,10,3,0,61,28,0,3,3,0,38,3275,37,179,64,10,3567
115041623,360,3,0,0,0,365,2031,9,5,0,3,2047,517,23,11,0,5,553,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,43,10,0,0,0,0,10,4,0,0,0,0,4,564,23,10,0,3,599,10,0,0,0,0,13,30,0,0,0,0,30,2998,39,14,0,4,3052
115041624,590,11,87,0,0,686,2620,68,236,0,7,2928,820,57,375,0,0,1253,0,0,0,0,0,5,0,0,0,0,0,0,78,9,29,0,0,111,36,0,0,0,0,36,5,0,0,0,0,5,935,62,403,0,0,1407,17,3,8,0,0,27,25,0,6,0,0,31,4187,148,732,0,6,5079
115041625,1009,77,47,0,0,1133,2519,290,58,0,0,2866,604,175,129,0,0,910,6,0,6,0,0,15,0,7,15,0,0,22,87,11,14,0,0,106,30,0,0,0,0,27,0,0,0,0,0,0,721,196,171,0,6,1089,19,0,3,0,0,27,21,0,0,0,0,27,4279,567,275,0,4,5132
116011303,904,58,101,0,0,1063,1140,153,438,0,0,1739,827,169,1210,0,6,2209,28,51,116,0,0,198,7,15,57,0,0,81,212,26,101,0,0,344,32,6,17,0,0,59,13,3,9,0,0,16,1117,278,1507,0,6,2911,32,27,11,0,0,71,36,5,49,0,4,105,3239,524,2112,0,6,5889
116011304,1348,153,6,0,0,1509,1627,637,10,0,0,2276,1306,361,66,0,5,1742,323,95,81,0,0,506,18,9,9,0,0,37,269,53,15,0,0,337,57,7,3,0,0,74,6,13,3,0,0,19,1980,535,175,0,8,2704,58,11,3,0,0,69,82,27,7,0,0,113,5093,1365,203,5,8,6674
116011306,1517,48,9,0,0,1572,2522,284,5,0,3,2805,919,221,46,4,0,1193,743,138,21,0,0,912,54,4,4,0,0,56,216,38,18,0,0,273,30,5,0,0,0,38,12,5,0,0,0,17,1976,418,87,4,0,2484,54,5,6,0,0,69,95,21,3,0,0,123,6167,779,103,6,3,7054
116011307,2402,31,22,0,0,2452,3212,88,22,4,0,3322,1321,77,46,16,6,1465,431,97,182,0,0,710,17,33,16,0,0,71,301,8,23,4,3,339,30,3,3,0,0,33,18,6,5,0,0,27,2112,224,274,22,10,2641,85,9,17,0,0,108,86,11,17,0,0,109,7895,365,352,20,10,8641
116011560,942,136,4,0,0,1080,1045,383,7,0,0,1435,657,315,24,0,8,996,54,138,18,0,0,209,3,10,7,0,0,16,143,41,11,0,0,198,29,7,7,0,0,42,3,11,0,0,0,14,892,514,65,0,6,1470,31,8,3,0,0,41,46,21,3,0,0,67,2948,1056,81,0,10,4097
116011561,1223,80,22,0,0,1322,1446,318,60,0,3,1832,1036,289,186,0,6,1518,12,41,28,0,0,85,15,14,0,0,0,27,210,38,31,0,0,274,41,3,4,0,0,47,9,10,0,0,0,20,1316,398,252,0,8,1976,50,20,7,0,0,68,72,28,7,0,0,106,4110,839,348,0,14,5303
116011626,1425,57,27,0,0,1510,1540,147,192,0,0,1884,751,105,175,4,5,1046,52,128,0,0,0,184,4,10,0,0,0,19,171,11,22,0,0,211,16,4,5,0,0,22,9,0,0,0,0,11,1014,263,201,4,4,1491,27,10,6,0,0,44,50,7,7,0,6,70,4056,486,438,7,10,4999
116011627,782,59,22,0,0,864,788,360,316,0,0,1461,364,220,338,0,0,928,23,226,22,0,0,274,6,22,31,0,0,54,76,7,23,0,0,108,10,0,4,0,0,19,0,0,0,0,0,5,478,480,417,0,0,1384,23,10,0,0,0,33,29,13,10,0,0,54,2102,920,771,0,4,3796
116021309,1078,20,0,0,0,1100,2398,44,0,0,0,2440,696,49,3,0,0,750,3,0,0,0,0,3,0,0,0,0,0,0,108,3,0,0,0,112,18,0,0,0,0,18,0,0,0,0,0,0,819,52,3,0,0,877,32,0,0,0,0,37,47,0,0,0,0,47,4374,115,3,0,0,4500
116021562,219,16,0,0,0,232,562,81,0,0,0,650,135,54,3,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,34,3,0,0,0,0,3,0,0,0,0,0,0,166,57,3,0,0,227,4,0,0,0,0,3,11,0,0,0,0,12,956,158,3,0,0,1125
116021563,1357,206,12,0,0,1579,2668,808,111,0,39,3631,978,650,234,0,6,1865,96,41,12,0,0,157,8,0,0,0,0,8,145,51,14,0,0,219,25,6,4,0,0,31,8,5,0,0,0,10,1262,760,270,0,7,2290,27,4,4,0,0,43,52,15,5,0,4,78,5362,1797,402,0,49,7616
116021628,796,108,19,0,0,931,3154,278,104,0,5,3538,759,178,228,0,0,1162,8,0,0,0,0,6,0,6,0,0,0,8,82,15,11,0,0,108,40,12,0,0,0,57,3,0,0,0,0,3,889,209,242,0,0,1339,24,107,3,0,0,135,44,0,0,0,0,52,4914,704,369,0,3,5986
116021629,459,0,0,0,0,463,3008,52,4,0,9,3068,702,37,4,0,0,745,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,79,21,0,0,0,0,24,3,0,0,0,0,0,800,42,4,0,0,848,20,0,0,0,0,27,65,0,0,0,0,74,4359,98,9,0,11,4471
116021630,699,17,0,4,0,712,2032,31,3,0,3,2082,1092,44,19,5,0,1163,73,3,0,0,0,73,63,3,0,0,0,67,133,4,7,0,0,143,23,5,0,0,0,30,6,0,0,0,0,6,1386,59,22,5,0,1476,45,0,0,0,0,46,43,0,0,0,0,54,4203,112,29,10,9,4362
116021631,267,4,0,0,0,270,1809,34,4,0,0,1846,540,13,3,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,67,19,0,0,0,0,19,3,0,0,0,0,3,639,15,0,0,0,657,14,0,0,0,0,13,30,0,3,0,0,35,2755,47,9,0,7,2822
116021632,364,25,37,0,0,429,3359,268,462,13,21,4113,1698,214,799,3,8,2726,0,0,0,0,0,3,0,0,0,0,0,0,114,11,35,0,0,157,22,3,7,0,0,30,6,0,3,0,0,10,1831,228,850,3,13,2932,29,4,7,0,0,38,88,0,10,0,0,102,5678,528,1359,17,33,7612
116021633,759,54,0,0,0,815,1670,304,0,0,3,1975,462,148,0,0,0,618,0,0,0,0,0,0,0,3,0,0,0,4,68,16,0,0,0,86,28,4,0,0,0,27,4,0,0,0,0,7,570,174,0,0,0,742,18,5,0,0,0,22,34,3,0,0,0,36,3049,539,0,0,0,3592
116031313,1099,34,4,0,0,1133,1374,45,17,0,0,1440,888,85,27,0,0,1002,936,447,70,0,0,1453,30,55,3,0,0,89,222,5,7,0,0,243,38,3,5,0,0,46,12,0,0,0,0,12,2134,598,109,0,5,2844,41,5,9,0,0,52,90,27,8,0,0,120,4744,705,143,0,5,5598
116031314,442,5,0,0,0,451,1182,33,0,0,0,1210,508,16,11,0,0,528,74,0,0,0,0,74,6,0,0,0,0,6,90,0,5,0,0,96,11,0,0,0,0,8,7,0,0,0,0,7,694,18,14,0,0,718,17,8,5,0,0,30,37,4,3,0,0,42,2372,70,19,0,0,2456
116031315,1171,68,3,0,5,1246,2741,239,16,0,0,2999,1007,188,16,5,0,1214,40,3,0,0,0,48,17,9,0,0,0,23,246,28,16,0,0,285,28,6,0,0,0,40,8,0,0,0,0,9,1341,236,35,5,4,1623,42,31,4,0,0,78,70,9,0,0,0,79,5373,585,61,6,3,6027
116031316,892,96,6,0,0,990,1990,63,120,0,0,2179,1259,76,67,0,0,1400,1074,133,161,0,0,1380,65,40,4,0,0,105,178,5,11,0,0,197,33,6,0,0,0,41,13,0,9,0,0,22,2623,262,249,3,5,3138,41,83,0,0,0,124,127,13,16,0,0,155,5673,515,389,4,3,6583
116031317,1114,147,87,0,0,1355,1193,496,218,0,0,1908,902,541,863,3,7,2321,381,133,134,0,0,653,23,11,48,0,0,86,219,49,58,0,4,324,62,9,13,0,0,90,13,7,7,0,0,27,1595,753,1125,3,19,3493,42,10,17,0,0,67,93,25,46,0,0,160,4034,1437,1492,5,19,6980
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
116031319,1551,77,15,0,0,1652,2310,421,38,6,4,2777,947,310,80,11,0,1355,107,53,22,0,0,186,29,8,8,0,0,37,212,50,11,0,0,266,30,5,5,0,0,38,13,0,0,0,0,13,1336,427,131,14,0,1911,68,12,14,0,3,101,77,17,8,0,0,97,5340,956,212,20,11,6533
117011320,0,0,22,0,0,25,0,6,46,0,0,56,0,14,94,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,17,99,0,0,121,0,0,0,0,0,0,0,0,3,0,0,3,9,27,169,0,0,203
117011321,487,234,231,4,4,960,604,458,853,3,0,1925,134,176,1000,20,3,1327,6,68,96,0,0,174,6,5,23,0,0,28,37,19,78,8,0,137,3,23,61,5,0,96,0,0,6,0,0,8,188,286,1261,29,4,1770,16,4,19,0,0,40,16,4,24,0,0,51,1318,993,2398,36,13,4748
117011323,617,119,471,0,5,1208,489,155,756,0,0,1408,135,81,1795,0,6,2025,79,310,148,0,0,531,10,19,26,0,0,60,32,16,153,0,0,204,3,0,71,0,0,77,5,0,12,0,0,17,265,422,2211,3,10,2911,19,16,25,0,0,67,24,21,52,0,0,99,1406,740,3520,3,10,5684
117011324,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
117011634,643,31,297,4,0,971,407,54,318,0,0,778,177,15,674,44,0,905,5,48,392,0,0,452,9,5,30,0,0,36,37,8,76,6,0,122,4,0,13,0,0,18,0,0,7,0,0,7,231,77,1182,47,0,1542,22,5,41,0,0,66,21,0,45,0,0,69,1323,163,1886,57,5,3430
117011635,740,99,465,5,0,1311,592,114,1261,5,3,1977,234,63,3599,23,14,3918,7,20,34,0,0,63,5,0,24,0,0,30,68,19,335,4,0,433,0,4,128,0,0,134,4,0,17,0,0,20,315,100,4140,26,18,4597,19,4,79,0,0,98,25,4,82,0,0,111,1702,320,6026,35,23,8104
117021327,649,801,258,13,4,1724,602,1150,606,16,4,2380,292,714,1987,148,17,3157,4,9,126,0,0,143,15,9,88,5,4,119,80,158,229,41,7,508,3,21,24,0,0,52,0,4,3,0,0,10,400,911,2451,193,30,3988,20,34,36,9,4,98,10,24,27,3,0,67,1684,2919,3377,239,38,8247
117021328,458,253,50,4,0,768,501,485,202,5,0,1189,243,282,376,21,4,931,5,4,0,0,0,11,4,0,5,0,0,14,76,71,38,0,0,189,0,6,0,0,0,10,0,5,0,0,0,5,329,366,430,24,0,1153,13,9,6,0,0,28,20,11,4,0,0,37,1325,1124,683,37,4,3176
117021636,607,341,185,16,0,1151,532,478,415,13,0,1433,260,298,1000,54,3,1616,21,6,88,0,0,121,15,12,31,4,0,53,65,77,133,23,0,296,4,8,15,4,0,29,5,0,5,0,0,12,371,408,1267,79,0,2127,18,10,20,0,0,51,18,12,23,5,0,57,1547,1250,1901,115,5,4818
117021637,826,214,334,0,5,1375,586,231,648,5,0,1472,263,163,1571,91,5,2093,18,11,225,0,0,249,23,15,75,0,0,112,93,42,182,18,0,338,5,0,24,6,0,38,0,0,7,0,0,10,407,225,2080,110,5,2831,22,3,32,0,0,55,25,6,29,4,0,67,1868,686,3119,125,9,5802
117031329,8,230,661,0,0,907,14,264,755,0,4,1038,11,400,2230,4,11,2664,0,31,75,0,0,106,0,3,23,0,0,28,5,102,376,3,4,493,0,7,31,3,0,40,0,0,7,0,0,9,19,544,2741,12,18,3332,0,6,54,0,0,58,0,8,32,0,3,44,48,1054,4243,17,22,5384
117031330,85,608,438,6,4,1134,136,1059,1770,14,0,2980,62,873,2935,12,20,3903,4,57,103,4,6,176,0,31,49,0,0,78,15,180,295,3,4,507,4,14,64,0,4,82,0,0,4,0,0,5,89,1155,3446,23,27,4745,4,20,33,0,0,57,4,17,45,0,0,68,313,2856,5736,44,37,8988
117031331,106,799,708,9,4,1622,94,674,908,11,0,1687,64,802,2964,61,10,3906,39,661,370,0,0,1069,4,30,240,0,0,270,16,216,298,13,5,546,0,10,25,0,5,44,0,15,13,0,0,25,125,1733,3906,80,19,5864,9,62,78,0,0,151,7,44,86,4,5,135,337,3313,5682,100,30,9463
117031333,18,111,1663,10,7,1810,10,143,1421,5,8,1581,4,344,4729,32,20,5130,0,234,175,0,0,412,0,10,44,0,0,54,4,64,691,13,9,785,0,6,44,0,3,49,0,6,16,0,0,24,12,668,5702,45,32,6457,0,8,119,3,4,140,0,13,77,0,5,90,34,949,8979,62,51,10076
117031336,21,474,562,4,4,1071,24,532,865,5,7,1429,31,880,2783,46,27,3767,0,75,567,0,0,645,0,7,51,0,0,60,5,218,329,6,5,563,0,20,24,3,0,47,0,4,6,0,0,12,37,1197,3766,51,38,5088,0,23,60,0,3,92,0,29,69,0,4,100,84,2261,5325,62,54,7776
117031638,28,360,118,0,0,507,46,420,228,5,0,693,31,530,791,5,3,1363,0,26,7,0,0,35,0,15,8,0,0,23,7,123,85,3,0,225,3,4,3,0,0,21,0,3,0,0,0,6,45,717,894,14,3,1672,5,19,8,0,0,27,0,10,8,0,0,20,128,1511,1253,15,8,2924
117031639,0,81,249,0,0,330,0,84,386,3,0,474,5,143,2180,11,24,2359,0,0,68,0,0,71,0,0,69,13,0,81,0,47,227,8,3,285,0,3,36,0,5,38,0,0,5,0,0,10,5,198,2582,26,28,2844,0,6,41,0,0,50,0,4,38,3,3,44,3,366,3300,36,33,3743
117031640,102,796,200,17,0,1117,115,1013,393,8,0,1531,80,1134,1577,122,7,2922,3,94,123,0,3,222,0,14,38,0,0,53,20,261,184,25,4,493,0,14,38,7,0,66,0,0,0,0,0,4,102,1521,1969,157,17,3764,4,44,16,4,0,69,3,28,22,6,0,53,329,3395,2594,183,22,6528
117031641,0,58,934,0,0,989,0,70,935,0,0,1004,0,110,2479,3,16,2605,0,39,166,0,0,203,0,0,233,0,0,238,0,31,312,0,0,347,0,0,40,0,0,43,0,0,12,0,0,16,0,181,3244,4,18,3443,0,4,68,0,0,80,0,0,59,0,0,60,0,317,5233,4,25,5583
117031642,23,434,409,10,0,873,25,498,716,7,0,1247,21,516,1612,36,7,2199,4,73,942,0,0,1023,0,10,181,0,6,201,11,128,219,16,8,381,0,6,19,0,0,24,0,0,16,0,0,16,42,736,2986,57,30,3839,0,28,43,0,0,74,0,33,78,0,0,113,83,1716,4244,69,33,6153
117031643,401,66,391,0,0,858,238,141,1071,0,4,1456,130,148,2177,6,0,2467,4,0,4,0,0,10,6,0,10,0,0,14,26,24,231,3,4,281,0,0,53,0,0,60,0,0,6,0,0,8,166,173,2485,12,9,2838,5,0,49,0,0,54,15,7,42,0,0,62,822,388,4038,16,12,5275
