SA2_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
117031644,25,52,0,0,218,503,222,505,69,118,6,14,338,642,3154,5432,0,0,3571,6204,0,0,0,0,0,0,12,19,12,19,23,38,3848,6821,2025,..,5876,6821
117031645,4,4,0,0,13,17,13,17,0,0,0,0,297,910,7281,16809,0,0,7573,17720,0,0,0,0,0,0,3,8,3,8,47,84,7644,17824,1828,..,9471,17824
117031646,5,5,4,9,338,794,341,808,0,7,227,399,1274,2561,1046,2258,0,0,2556,5230,0,0,0,0,0,0,11,32,11,32,18,29,2926,6102,606,..,3536,6102
117031647,40,78,118,254,538,1203,655,1453,87,120,605,978,3097,5794,3537,6407,4,8,7330,13300,0,0,0,0,0,0,12,41,12,41,8,12,8046,14880,1349,..,9391,14880
117031648,21,51,109,247,311,783,419,1030,27,48,71,106,1867,3576,3632,7088,0,7,5597,10818,0,0,0,0,0,0,0,6,0,6,13,31,6054,11933,1101,..,7161,11933
118011339,1225,3863,562,1538,550,1676,1118,3213,856,1738,2446,4710,1427,2748,471,891,12,31,5208,10111,0,0,0,0,0,0,117,235,117,235,12,22,7673,17444,936,..,8613,17444
118011340,848,2770,767,2112,684,2221,1447,4335,1784,3725,3357,6163,976,1657,103,180,3,4,6222,11727,0,0,0,0,0,0,9,10,9,10,13,19,8541,18870,1424,..,9968,18870
118011341,922,2818,705,1868,1192,3274,1898,5144,630,1190,1075,1955,655,1180,1636,3076,12,39,4014,7438,0,0,0,0,0,0,279,531,279,531,19,30,7127,15957,944,..,8072,15957
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
118011344,1409,4590,122,358,382,1084,509,1450,346,717,1358,2846,389,744,41,85,4,23,2141,4416,0,0,0,0,0,0,42,88,42,88,14,27,4111,10563,427,..,4536,10563
118011345,454,1193,242,498,3192,7667,3438,8163,325,548,647,1077,1144,1619,459,637,0,0,2577,3874,0,0,0,0,0,0,55,98,55,98,4,3,6528,13340,1102,..,7631,13340
118011346,1946,6113,93,259,219,607,318,861,647,1325,877,1769,270,497,34,47,18,40,1839,3682,0,0,0,0,0,0,117,227,117,227,18,29,4235,10906,504,..,4735,10906
118011347,564,1566,274,630,714,1740,991,2375,322,606,647,1180,356,595,185,328,10,17,1524,2727,0,0,0,0,0,0,6,22,6,22,10,12,3094,6698,546,..,3638,6698
118011649,1675,5326,65,160,162,442,224,602,424,922,1743,3498,1281,2456,210,381,40,96,3701,7352,0,0,0,0,0,0,24,36,24,36,6,26,5630,13342,809,..,6436,13342
118011650,374,1028,33,78,462,1070,494,1150,312,659,1096,2022,1474,2627,858,1463,0,3,3751,6774,0,0,0,0,0,0,13,20,13,20,17,38,4647,9007,1041,..,5691,9007
118021564,880,2729,143,382,161,490,304,876,356,714,1220,2259,1130,2269,403,825,3,12,3109,6079,0,0,0,0,0,0,7,12,7,12,13,14,4310,9709,932,..,5249,9709
118021565,1855,5439,331,904,317,903,652,1807,501,1046,1261,2449,447,920,346,837,15,33,2565,5286,0,0,0,0,0,0,34,86,34,86,10,19,5112,12633,541,..,5650,12633
118021566,1516,4624,432,1149,263,804,697,1956,195,432,532,1008,437,767,166,307,6,16,1343,2530,0,0,0,0,0,0,46,84,46,84,4,9,3611,9196,319,..,3929,9196
118021567,917,2741,197,499,879,2342,1078,2842,819,1719,1182,2126,511,874,27,56,6,9,2543,4789,0,0,0,0,0,0,18,33,18,33,4,19,4560,10419,393,..,4954,10419
118021568,1117,3359,498,1325,237,750,732,2074,123,225,336,666,604,1241,859,1848,11,22,1930,4000,0,0,0,0,0,0,30,62,30,62,5,8,3818,9507,354,..,4173,9507
118021569,776,2378,547,1475,535,1488,1086,2963,783,1540,2284,4538,1441,2728,256,438,24,44,4778,9291,0,0,0,0,0,0,95,190,95,190,13,24,6749,14846,832,..,7576,14846
118021570,852,2599,377,989,429,1183,806,2171,526,1107,1904,3613,711,1430,118,154,0,6,3264,6311,0,0,0,0,0,0,120,224,120,224,4,3,5040,11308,671,..,5708,11308
118021651,1116,3571,533,1479,502,1371,1037,2850,1417,2962,3705,7239,603,1196,52,86,32,94,5806,11568,0,0,0,0,0,0,71,145,71,145,3,5,8034,18145,1058,..,9091,18145
118021652,1641,5068,119,206,369,1131,489,1343,280,442,331,519,764,1458,0,0,18,36,1388,2454,0,0,0,0,0,0,5,14,5,14,7,4,3534,8884,330,..,3856,8884
118021653,2321,7193,147,338,1204,3350,1349,3684,253,415,168,293,483,1005,0,0,21,51,926,1760,0,0,0,0,0,0,4,14,4,14,8,18,4607,12672,292,..,4896,12672
118021654,797,2618,58,150,315,1007,376,1156,203,352,604,983,52,88,0,0,0,6,861,1430,0,0,0,0,0,0,17,33,17,33,5,12,2054,5258,220,..,2274,5258
119011354,5208,17510,243,692,726,2449,970,3138,263,450,164,270,0,0,0,5,62,196,488,924,0,0,0,0,0,0,19,49,19,49,10,34,6701,21656,401,..,7102,21656
119011355,199,740,0,8,43,147,45,154,0,0,82,215,102,271,0,0,0,9,192,494,0,0,0,0,0,0,0,0,0,0,0,5,433,1388,29,..,464,1388
119011356,2264,8100,208,608,865,2982,1074,3579,25,50,0,0,0,0,0,0,46,120,67,180,0,0,0,0,0,0,14,28,14,28,9,13,3419,11902,194,..,3613,11902
119011358,4079,11947,292,644,1091,3029,1380,3671,90,175,258,412,35,71,0,0,43,94,431,754,0,0,0,0,0,0,8,25,8,25,5,17,5909,16421,323,..,6231,16421
119011360,3645,11066,333,820,1331,4153,1665,4972,196,288,39,71,95,173,0,0,50,110,382,647,0,0,0,0,0,0,30,68,30,68,16,40,5741,16788,343,..,6086,16788
119011361,4383,15137,226,645,727,2420,953,3066,495,911,249,602,341,820,0,0,102,335,1181,2676,0,0,0,0,0,0,16,39,16,39,10,37,6546,20948,416,..,6964,20948
119011571,1359,4790,113,345,435,1342,541,1693,178,368,2146,5544,622,1600,638,1740,25,71,3605,9322,0,0,0,0,0,0,7,18,7,18,18,56,5527,15877,641,..,6170,15877
119011572,2010,7319,79,287,527,1794,608,2083,269,648,957,2331,1051,2553,481,1375,63,170,2815,7081,0,0,0,0,0,0,114,321,114,321,20,44,5568,16852,573,..,6137,16852
119011655,2426,8773,299,811,999,3034,1294,3850,139,208,113,276,38,102,0,0,39,126,329,711,0,0,0,0,0,0,12,50,12,50,11,27,4079,13404,295,..,4371,13404
119011656,2389,8897,125,328,815,2743,940,3077,63,137,55,171,0,0,0,0,59,188,172,493,0,0,0,0,0,0,5,24,5,24,6,17,3517,12515,257,..,3774,12515
119011657,2887,8535,116,295,576,1814,696,2113,94,131,16,35,49,70,0,0,14,35,169,272,0,0,0,0,0,0,10,18,10,18,6,21,3769,10957,173,..,3940,10957
119011658,3910,11731,406,939,845,2419,1241,3363,144,169,0,0,21,36,0,0,31,60,189,264,0,0,0,0,0,0,45,88,45,88,6,17,5397,15458,282,..,5686,15458
119021362,3551,11157,405,935,564,1571,968,2506,1489,3121,400,853,440,939,0,0,63,185,2390,5102,0,0,0,0,0,0,24,64,24,64,10,21,6947,18849,597,..,7540,18849
119021366,3582,13116,197,471,881,2907,1080,3374,591,1322,379,908,382,1021,0,0,63,175,1414,3432,0,0,0,0,0,0,73,188,73,188,13,36,6160,20149,507,..,6661,20149
119021367,2984,9673,144,373,637,1876,781,2246,357,684,196,416,315,753,0,0,30,93,904,1950,0,0,0,0,0,0,30,65,30,65,9,12,4706,13945,405,..,5108,13945
119021573,1264,4679,40,148,158,566,201,711,2346,6699,871,2563,216,713,0,0,25,70,3453,10046,0,9,0,0,0,0,12,29,14,40,13,35,4950,15507,502,..,5447,15507
119021574,919,3396,45,131,114,379,163,509,1157,3042,673,1926,166,488,0,0,10,46,2010,5507,0,0,0,0,0,0,0,0,0,0,5,11,3095,9416,339,..,3429,9416
119021659,1020,3475,70,184,352,1133,425,1325,934,2265,1141,2762,438,1155,0,0,12,47,2523,6218,0,0,0,0,0,0,9,20,9,20,14,27,3993,11067,425,..,4415,11067
119021660,495,1583,121,378,286,861,405,1234,1234,2993,588,1410,341,902,0,0,4,12,2165,5318,0,0,0,0,0,0,3,9,3,9,18,50,3091,8197,288,..,3379,8197
119021661,1750,5215,119,273,261,746,378,1015,356,728,291,628,1453,3201,199,442,25,69,2319,5065,0,0,0,0,0,0,0,0,0,0,6,19,4458,11314,391,..,4849,11314
119021662,4897,14479,103,269,402,1077,501,1346,221,477,167,341,264,526,27,60,19,53,703,1453,0,0,0,0,0,0,5,12,5,12,3,3,6109,17301,404,..,6520,17301
119021663,1686,5144,24,56,147,393,174,450,111,238,41,76,0,0,0,0,22,69,172,386,0,0,0,0,0,0,16,30,16,30,4,6,2050,6010,124,..,2177,6010
119031370,2756,8563,340,820,516,1338,853,2156,414,788,444,932,237,569,0,0,42,105,1135,2394,0,0,0,0,0,0,37,87,37,87,4,6,4795,13211,326,..,5120,13211
119031371,3222,9867,109,199,256,690,358,884,98,196,591,1175,0,4,0,0,14,32,696,1410,0,0,0,0,0,0,11,30,11,30,5,4,4298,12197,282,..,4587,12197
119031372,4834,14744,357,660,797,2221,1156,2887,263,348,389,798,141,290,0,0,22,39,811,1470,0,0,0,0,0,0,29,63,30,64,9,13,6838,19186,370,..,7207,19186
119031373,1578,4915,106,212,378,978,478,1189,185,233,1126,2544,448,966,469,862,33,110,2259,4715,0,0,0,0,0,0,43,100,43,100,12,18,4368,10939,365,..,4729,10939
119031374,4565,14543,319,697,609,1660,927,2360,358,840,464,1195,1438,3827,476,1208,20,62,2760,7135,0,0,0,0,0,0,17,53,17,53,19,52,8286,24137,608,..,8887,24137
119031664,486,1608,49,135,73,261,123,395,190,474,690,1780,817,2278,1968,4976,18,48,3693,9559,0,0,0,0,0,0,4,0,4,0,12,30,4312,11598,552,..,4866,11598
119031665,2520,8149,224,562,332,1053,554,1610,55,132,89,235,304,818,207,527,62,141,711,1852,0,0,0,0,0,0,3,11,3,11,4,8,3797,11629,293,..,4086,11629
119031666,2821,8652,304,630,496,1480,799,2111,165,327,386,812,1019,1984,0,0,31,74,1606,3194,0,0,0,0,0,0,34,80,34,80,6,15,5265,14050,319,..,5586,14050
119031667,917,2907,279,634,325,857,604,1493,146,302,809,1759,1063,2350,0,0,28,82,2048,4489,0,0,0,0,0,0,3,19,3,19,10,17,3578,8931,246,..,3833,8931
119041377,3552,10562,196,444,208,551,401,999,96,149,70,117,211,459,0,0,49,116,418,842,0,0,0,0,0,0,71,144,71,144,10,12,4458,12559,290,..,4738,12559
119041378,1107,3168,192,498,175,499,367,995,169,348,558,1365,2180,4977,433,1050,23,58,3367,7795,0,0,0,0,0,0,34,79,34,79,13,25,4886,12055,599,..,5481,12055
119041379,2489,7674,61,163,207,606,266,771,250,565,998,2282,1647,3965,0,0,26,44,2916,6858,0,0,0,0,0,0,68,119,68,119,12,16,5757,15433,475,..,6227,15433
119041380,2099,6231,454,957,319,869,777,1824,331,540,545,992,1460,2714,391,783,9,25,2745,5055,0,0,0,0,0,0,21,43,21,43,3,12,5639,13155,559,..,6198,13155
119041381,2384,7395,261,653,86,281,346,925,247,522,654,1540,1952,4602,1284,3276,38,102,4181,10046,68,86,0,0,0,0,61,149,130,237,19,38,7056,18644,763,..,7821,18644
119041382,2795,8289,981,1968,683,1693,1667,3661,178,308,847,1505,1012,1901,0,0,5,14,2044,3726,0,0,3,5,0,0,40,80,44,82,12,22,6557,15780,496,..,7056,15780
119041668,2434,7962,449,1122,251,741,700,1863,230,454,478,1041,850,1868,813,2011,28,82,2397,5451,0,0,0,0,0,0,20,63,20,63,14,35,5565,15381,590,..,6161,15381
119041669,2014,6457,555,1430,304,962,860,2394,43,102,149,327,45,98,0,8,19,43,255,573,0,0,0,0,0,0,32,59,32,59,5,8,3156,9486,204,..,3364,9486
119041670,2182,6886,544,1360,353,1034,897,2388,148,333,666,1489,1381,3271,80,212,66,159,2341,5464,0,0,0,0,0,0,46,96,46,96,3,21,5467,14851,497,..,5967,14851
119041671,56,143,10,31,3,10,15,36,0,5,50,119,587,1377,3878,8323,0,5,4518,9826,0,0,0,0,0,0,0,0,0,0,42,89,4629,10100,548,..,5176,10100
120011383,3932,12216,210,506,633,1579,841,2082,445,973,579,1192,2208,4416,483,976,44,100,3758,7663,0,0,0,0,0,0,113,252,113,252,9,26,8656,22242,738,..,9388,22242
120011385,3173,9289,465,1190,238,562,697,1753,1252,2400,964,1801,763,1467,234,452,9,28,3228,6147,0,0,0,0,0,0,78,136,78,136,13,22,7193,17338,773,..,7962,17338
120011386,3176,9263,343,859,793,1893,1137,2755,1281,2563,1089,2066,1520,3062,27,45,14,29,3927,7763,0,0,0,0,0,0,125,257,125,257,3,9,8378,20049,716,..,9091,20049
120011672,2243,6720,42,130,470,1297,508,1429,259,464,645,1585,420,1027,255,629,22,54,1594,3765,0,0,0,0,0,0,55,146,55,146,13,25,4412,12083,347,..,4751,12083
120011673,161,470,7,14,71,183,76,199,35,86,44,107,1590,3552,3091,6596,0,0,4765,10338,0,0,0,0,0,0,0,0,0,0,3,10,5009,11023,653,..,5657,11023
120021387,1459,3918,899,2093,1932,4778,2831,6869,471,843,977,1599,648,1107,110,202,11,10,2220,3763,0,0,3,5,0,0,11,29,24,36,9,14,6541,14603,878,..,7425,14603
120021389,1817,4960,789,1939,1141,2874,1932,4813,475,836,384,608,860,1476,59,107,22,44,1802,3067,0,0,0,0,0,0,60,124,60,128,10,16,5613,12991,628,..,6244,12991
120021674,864,2317,1068,2626,718,1790,1790,4415,421,767,260,387,375,539,0,0,22,42,1085,1733,0,0,0,0,0,0,47,94,47,94,8,9,3781,8568,457,..,4238,8568
120021675,2691,7358,1206,2987,924,2377,2135,5366,759,1479,534,936,502,907,171,342,6,15,1974,3681,0,0,0,0,0,0,42,71,42,71,10,17,6848,16488,721,..,7572,16488
120031392,2105,6118,183,417,203,518,387,931,313,587,489,948,532,1207,616,1474,10,29,1962,4242,0,0,0,0,0,0,93,199,93,199,12,29,4564,11520,450,..,5011,11520
120031393,2900,8733,541,1421,1119,3183,1657,4599,755,1348,535,1075,317,559,40,81,19,51,1664,3106,0,0,0,0,0,0,20,44,20,44,10,18,6255,16502,412,..,6668,16502
120031394,2186,6153,599,1532,266,709,868,2240,1326,2260,1146,1944,1559,3051,317,571,32,73,4374,7905,0,0,0,0,0,0,196,378,196,378,13,27,7642,16705,809,..,8447,16705
120031395,2365,6816,497,1246,298,704,796,1951,973,1816,711,1212,240,467,122,236,6,8,2052,3733,0,0,0,0,0,0,14,32,14,32,15,21,5241,12551,478,..,5722,12551
120031396,773,2392,35,88,235,684,272,775,624,1507,1443,3692,3372,8458,1083,2639,0,4,6522,16297,0,0,0,0,0,0,40,138,40,138,41,78,7644,19678,1061,..,8708,19678
120031576,707,2170,23,48,164,475,185,522,47,113,154,309,175,410,0,0,0,0,373,830,0,0,0,0,0,0,12,11,12,11,0,0,1279,3540,93,..,1373,3540
120031676,778,2343,137,322,195,502,333,822,787,1518,2561,5323,230,532,0,0,5,9,3581,7379,0,0,0,0,0,0,13,41,13,41,6,25,4714,10615,533,..,5244,10615
120031677,1436,4444,269,654,106,328,379,983,850,1651,612,1118,1225,2475,239,530,13,28,2941,5797,0,0,0,0,0,0,32,87,32,87,8,19,4792,11329,586,..,5375,11329
120031678,997,3097,198,454,280,877,476,1329,268,630,892,2228,1370,3223,1871,4324,4,12,4406,10414,0,0,0,0,0,0,66,110,66,110,56,104,5998,15056,719,..,6716,15056
120031679,2115,6667,267,697,358,1049,626,1746,336,661,213,434,235,475,105,221,33,84,923,1873,0,0,0,0,0,0,34,66,34,66,9,12,3707,10370,249,..,3960,10370
120031680,1535,4947,79,192,200,590,277,778,328,658,1026,2633,1221,3103,1215,3216,0,6,3798,9614,0,0,0,0,0,0,33,95,33,95,25,54,5666,15485,697,..,6363,15485
120031681,2231,7390,15,28,101,303,111,336,95,198,130,272,266,577,0,0,4,7,494,1059,0,0,0,0,0,0,4,4,4,4,11,16,2853,8798,223,..,3077,8798
121011399,2932,8989,71,173,396,1060,472,1236,257,577,1901,3711,2555,5454,132,292,24,65,4868,10093,0,0,0,0,0,0,0,3,0,3,8,19,8282,20345,753,..,9032,20345
121011401,897,2501,175,476,295,726,475,1202,363,714,310,562,781,1490,2516,4769,3,14,3974,7551,0,0,0,0,0,0,3,0,0,5,17,28,5366,11285,544,..,5907,11285
121011682,820,2544,26,82,288,811,319,893,386,793,1072,2427,611,1314,414,1014,0,0,2481,5544,0,0,0,0,0,0,3,13,3,13,0,4,3625,9002,325,..,3943,9002
121011683,3721,11406,77,197,141,317,216,510,219,401,121,243,105,208,0,0,6,21,456,873,0,0,0,0,0,0,12,20,13,17,0,0,4410,12810,305,..,4715,12810
121011684,1882,5863,236,564,106,317,337,883,208,499,916,2130,777,1795,3143,7106,13,40,5062,11564,0,0,0,0,0,0,4,12,4,12,7,10,7295,18340,1003,..,8302,18340
121011685,3000,9307,51,133,96,198,152,328,193,391,253,492,762,1364,174,318,34,89,1427,2647,0,0,0,0,0,0,6,16,6,16,6,17,4581,12320,419,..,5006,12320
121011686,2234,6992,113,308,343,783,460,1094,477,827,1116,2265,1135,2285,751,1594,12,29,3501,6998,0,0,0,0,0,0,8,30,13,30,7,19,6215,15133,529,..,6741,15133
121011687,2697,8383,302,794,223,619,525,1416,278,549,477,944,441,898,30,67,16,31,1237,2485,0,0,0,0,0,0,44,93,44,93,7,11,4504,12387,338,..,4844,12387
121021403,5615,16886,77,190,280,772,358,962,44,78,0,0,1462,3514,36,93,28,63,1565,3746,0,0,0,0,0,0,16,24,12,27,3,4,7563,21629,355,..,7914,21629
121021404,3751,10966,19,67,147,351,170,417,29,65,3,14,0,0,0,0,17,47,52,125,0,0,5,13,0,0,3,10,10,20,5,11,3992,11537,258,..,4250,11537
121021406,5224,15921,107,209,635,1672,741,1874,71,144,20,30,220,453,0,0,28,53,336,678,0,0,0,0,0,0,4,7,4,7,4,11,6314,18497,244,..,6559,18497
121021577,595,1899,10,28,124,338,131,362,174,333,2229,4704,627,1452,1170,2676,12,24,4214,9187,0,0,0,0,0,0,6,15,6,15,3,3,4954,11461,437,..,5386,11461
121021578,2611,7959,79,123,264,709,339,835,255,563,444,771,41,78,0,0,24,43,758,1462,0,0,0,0,0,0,3,13,3,13,11,20,3719,10288,238,..,3957,10288
121021579,1193,3610,13,39,187,458,200,494,348,556,292,556,1043,2511,1318,3334,8,28,3007,6981,0,0,0,0,0,0,5,11,5,11,0,4,4413,11100,348,..,4756,11100
121031407,4360,13952,18,39,201,477,220,521,362,718,530,1136,2037,4630,216,488,12,29,3157,6995,0,0,0,0,0,0,93,213,93,213,3,14,7831,21695,784,..,8621,21695
121031408,5345,17263,33,76,167,425,195,494,353,647,510,995,1756,3988,142,297,17,28,2781,5958,0,0,0,0,0,0,8,23,8,23,9,16,8337,23760,713,..,9053,23760
121031409,4458,14210,32,67,103,230,136,295,132,279,65,132,518,1137,261,601,22,53,995,2204,0,0,0,4,0,0,4,7,3,15,0,0,5595,16731,367,..,5963,16731
121031410,5120,16463,57,98,445,989,503,1083,284,457,45,126,1318,2946,0,0,18,46,1664,3573,0,0,0,0,0,0,0,0,0,0,10,23,7291,21147,414,..,7706,21147
121031411,5101,15653,37,86,276,651,312,738,373,617,414,697,594,1251,145,316,14,28,1544,2910,0,0,9,7,0,0,3,9,6,17,0,0,6969,19320,524,..,7491,19320
121031412,4444,14156,31,64,232,547,264,604,123,217,138,249,871,1881,71,149,14,22,1212,2521,0,0,0,0,0,0,0,3,0,3,15,33,5932,17313,364,..,6297,17313
121041413,1712,4935,280,739,687,1701,972,2441,1294,2634,1947,3566,1687,2943,726,1313,26,49,5686,10503,0,0,5,6,0,0,22,37,27,46,7,14,8400,17940,1085,..,9485,17940
121041414,822,2230,442,1002,1270,2891,1706,3892,765,1575,2447,4461,1604,2882,987,1917,5,3,5815,10846,0,0,0,0,0,0,26,58,26,58,6,14,8380,17034,1061,..,9440,17034
121041416,724,1937,289,715,501,1217,788,1930,1283,2447,2223,3947,1718,2945,1526,2271,0,7,6754,11611,0,0,0,0,0,0,16,27,16,27,33,56,8319,15564,1569,..,9884,15564
121041417,337,880,156,360,485,1130,641,1489,244,452,538,963,837,1448,3393,6056,3,6,5023,8930,0,0,0,0,0,0,6,16,6,16,17,36,6021,11353,1332,..,7355,11353
121041688,1856,5542,343,882,381,854,722,1732,616,1232,1500,2618,729,1285,221,347,11,26,3077,5507,0,0,3,10,0,0,38,78,44,86,7,22,5710,12891,765,..,6474,12891
121041689,2172,6650,413,1064,248,633,668,1693,734,1508,1344,2300,422,662,366,587,53,95,2929,5147,0,0,0,3,0,0,50,109,56,110,16,26,5833,13628,709,..,6547,13628
122011418,4601,14473,140,352,825,2069,968,2418,538,1195,560,1110,206,359,75,129,17,34,1389,2824,0,0,0,6,0,0,68,137,72,141,10,14,7044,19878,415,..,7458,19878
122011419,1423,4396,592,1443,745,1830,1338,3272,1542,3289,2101,4232,1810,3421,1126,2101,6,6,6578,13047,0,0,0,0,0,0,32,74,32,74,16,18,9381,20812,1582,..,10962,20812
122021420,3867,10881,126,179,51,136,177,318,287,606,194,348,51,109,0,0,19,47,553,1105,0,0,3,0,0,0,5,9,7,10,13,31,4613,12332,859,..,5473,12332
122021421,3172,9406,31,89,276,481,309,562,302,471,60,93,0,9,0,0,17,44,377,608,3,14,3,8,0,8,0,0,10,25,16,38,3894,10644,482,..,4369,10644
122021422,3610,10559,63,121,207,440,274,560,172,301,413,766,383,754,8,15,28,74,1001,1918,0,0,6,7,0,0,52,112,60,124,4,9,4944,13170,367,..,5312,13170
122021690,2779,8557,139,386,990,2333,1130,2721,467,889,530,882,232,423,0,0,19,50,1251,2244,0,0,0,0,0,0,40,85,40,85,14,30,5215,13638,350,..,5567,13638
122021691,2550,7960,81,184,232,677,318,860,153,384,189,464,272,599,0,0,38,75,660,1523,0,0,4,3,0,0,14,27,15,25,13,29,3554,10398,146,..,3699,10398
122031424,3836,12305,122,250,336,715,459,962,192,344,138,177,19,27,0,0,66,156,413,710,0,0,0,0,0,0,5,6,5,6,8,19,4716,14007,228,..,4942,14007
122031425,2028,6496,15,29,413,767,425,797,104,204,0,0,79,94,0,0,32,93,218,398,0,0,0,0,0,0,0,9,0,9,5,21,2687,7717,124,..,2811,7717
122031427,3673,11662,128,189,291,505,423,696,56,103,124,220,0,0,0,0,29,82,208,405,0,0,0,0,0,0,0,3,0,3,9,11,4307,12771,193,..,4496,12771
122031429,3455,11066,88,161,492,1219,578,1385,962,1881,2287,4456,825,1551,99,175,46,105,4224,8168,0,0,0,0,0,0,32,74,32,74,21,40,8311,20725,633,..,8941,20725
122031430,3888,12633,99,179,127,323,223,505,392,654,1257,2488,150,265,0,0,69,162,1856,3577,0,0,0,0,0,0,0,0,0,0,5,11,5980,16728,333,..,6318,16728
122031432,1052,3281,4,15,35,91,39,104,20,40,0,0,41,76,0,0,10,14,66,131,11,7,27,32,0,0,0,5,39,51,3,9,1196,3580,65,..,1264,3580
122031692,2280,7158,47,66,231,507,279,575,277,395,26,35,4,10,0,0,9,15,315,453,0,0,0,0,0,0,0,0,0,0,3,4,2880,8189,168,..,3047,8189
122031693,2825,9102,10,28,208,506,216,536,169,349,757,1502,824,1574,24,50,21,52,1801,3542,0,0,0,0,0,0,24,64,24,64,3,25,4875,13260,306,..,5182,13260
122031694,1695,5569,23,63,85,223,104,288,147,297,721,1482,494,972,7,17,34,91,1411,2860,0,0,0,0,0,0,7,16,7,16,3,8,3221,8743,212,..,3432,8743
122031695,807,2649,10,31,131,388,144,417,513,1020,3405,7279,2218,4565,561,1149,10,30,6707,14039,0,0,0,0,0,0,24,58,24,58,6,13,7696,17177,655,..,8348,17177
122031696,5000,15992,40,100,157,403,194,509,82,164,9,13,0,0,0,0,31,80,117,261,0,0,0,0,0,0,0,4,0,4,6,18,5326,16774,161,..,5481,16774
122031697,1485,4674,340,466,368,626,710,1089,390,694,991,1985,929,1750,0,0,12,26,2320,4455,12,30,0,8,0,0,7,11,22,46,5,21,4539,10281,371,..,4911,10281
123011433,3842,11367,252,315,226,362,483,676,130,186,0,0,12,15,0,0,14,20,153,224,0,0,0,0,0,0,3,9,8,13,20,37,4507,12310,242,..,4750,12310
123011698,1978,6096,31,63,46,107,75,171,0,0,0,0,22,29,0,0,7,10,24,39,0,0,0,0,0,0,0,0,0,0,5,3,2074,6313,59,..,2135,6313
123011699,4148,12640,184,319,218,447,400,770,47,62,0,0,0,0,0,0,13,42,61,99,20,27,31,48,0,0,0,0,56,79,4,4,4666,13592,135,..,4807,13592
123011700,3174,10898,19,47,33,121,55,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3228,11075,51,..,3284,11075
123011701,5699,18119,90,207,100,228,192,438,0,0,0,0,0,0,0,0,7,22,7,22,0,0,0,0,0,0,0,0,0,0,0,0,5902,18577,148,..,6051,18577
123011702,2902,8892,38,73,129,334,172,407,5,8,0,0,0,0,0,0,13,44,22,55,0,0,0,0,0,0,0,0,0,0,3,13,3097,9366,78,..,3179,9366
123021436,5748,17207,306,796,325,700,632,1500,72,123,24,41,0,0,0,0,29,74,133,236,0,0,0,0,0,0,0,0,0,0,11,20,6518,18963,333,..,6851,18963
123021437,4807,14589,399,726,535,1141,936,1865,428,691,392,631,1132,2263,180,337,75,139,2203,4056,0,0,0,0,0,0,4,3,4,3,10,15,7960,20522,671,..,8629,20522
123021438,5511,17030,335,733,413,1238,747,1966,32,38,0,0,0,0,0,0,43,82,73,116,0,0,0,0,0,0,0,0,0,0,4,5,6333,19125,276,..,6610,19125
123021439,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,..,0,5
123021441,4856,14255,253,462,336,665,584,1124,131,207,0,0,144,261,0,0,32,51,308,523,0,0,0,0,0,0,0,0,0,0,11,14,5758,15915,300,..,6055,15915
