SA2_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
122031693,350,19,370,2629,515,47,3185,7851,437,11477
122031694,114,8,121,1824,311,28,2156,4941,294,7396
122031695,237,19,265,3034,433,31,3500,11028,687,15211
122031696,272,3,278,3891,542,38,4468,8698,280,13445
122031697,720,99,820,1865,439,20,2325,6762,475,9564
123011433,505,110,609,2349,591,46,2994,7170,549,10709
123011698,31,0,31,1551,217,20,1788,2794,176,4756
123011699,137,12,148,2967,520,65,3555,6695,425,10672
123011700,56,7,66,2435,438,60,2926,5407,250,8588
123011701,95,14,104,3938,710,87,4736,9436,481,14652
123011702,26,0,28,2514,292,61,2868,3688,205,6763
123021436,137,14,149,3633,776,71,4479,9745,1057,15284
123021437,353,33,387,3661,650,67,4373,12126,1294,17797
123021438,129,10,140,3525,755,60,4344,10460,905,15701
123021439,0,0,0,0,0,0,0,0,0,0
123021441,160,21,181,2884,576,68,3532,9069,787,13383
123021443,113,32,145,3901,690,83,4672,10628,1122,16420
123021444,148,87,243,3302,857,87,4240,11435,1159,16836
123021703,78,4,82,3603,371,47,4024,6303,489,10819
123021704,120,207,327,2081,285,16,2387,5188,765,8339
123021705,180,16,196,2873,566,64,3502,9024,810,13334
123021706,103,23,126,2361,450,44,2851,7240,875,10966
123031445,78,7,91,992,278,40,1311,3211,224,4749
123031446,115,70,192,2329,493,59,2879,5015,537,8431
123031447,238,103,347,3486,785,102,4375,9757,856,14989
123031448,79,7,85,1837,418,42,2295,5021,443,7760
124011449,114,8,127,838,203,18,1056,3621,286,4965
124011450,259,20,277,3632,906,50,4592,10228,372,15190
124011451,0,0,0,0,0,0,0,6,0,7
124011452,303,52,354,1783,469,64,2323,8711,584,11613
124011453,125,9,135,2126,482,43,2655,6450,288,9402
124011454,551,86,636,4062,997,88,5152,12109,537,17791
124011455,208,16,229,1014,302,18,1334,3727,300,5361
124021456,0,0,0,0,0,0,0,8,0,8
124031457,139,22,166,2842,703,65,3611,8213,775,12600
124031459,254,24,283,2545,600,46,3193,7566,481,11248
124031460,122,11,126,4284,763,96,5143,10734,463,16346
124031461,194,58,255,3066,689,76,3827,9313,775,13916
124031462,265,41,304,4709,729,94,5536,12025,1508,19067
124031463,106,0,107,2553,508,48,3112,5784,326,9219
124031464,330,231,563,2382,453,48,2885,10804,1598,15284
124031465,43,3,50,1239,244,16,1498,2987,214,4691
124031707,112,4,118,3310,767,88,4164,8323,642,13133
124031708,53,0,53,3417,402,70,3891,5342,356,9586
124041466,486,99,593,2382,562,56,3002,8823,827,12654
124041467,164,16,182,2654,579,82,3313,8160,680,12154
124041468,51,6,54,993,292,23,1314,3559,1431,6308
124051469,38,3,42,1077,305,14,1396,3657,211,5270
124051470,124,18,136,3524,928,74,4530,10438,805,15779
124051580,111,17,131,2241,393,48,2683,6538,817,10036
124051581,204,114,319,2641,441,57,3139,8867,1638,13643
125011475,0,0,0,4,0,0,4,0,0,6
125011582,173,34,213,2457,378,28,2860,11452,1813,16126
125011583,73,61,132,1317,177,12,1501,6749,795,9047
125011584,167,4,171,1361,206,22,1593,4692,683,6963
125011585,146,9,158,1101,202,19,1316,5412,536,7272
125011586,221,54,281,2913,513,20,3446,13588,1253,18282
125011587,56,8,68,743,129,5,874,3091,246,4220
125011709,41,0,43,1775,203,20,1996,3967,1555,7520
125011710,24,0,31,3332,340,29,3700,12870,1034,17605
125021477,368,36,410,4559,604,29,5198,13624,1137,19957
125021478,377,31,411,3391,515,24,3933,10243,806,14979
125021711,372,25,402,2327,337,13,2675,6440,301,9419
125021712,236,13,252,4187,565,25,4779,9839,550,15173
125031479,365,127,494,2930,450,27,3405,10896,2015,16311
125031480,246,230,473,2084,362,26,2476,8630,1560,12660
125031481,203,19,230,3182,468,47,3693,13455,1891,19043
125031483,278,25,308,3229,499,59,3780,11182,2021,16990
125031484,376,36,413,3424,462,47,3932,12437,1513,17883
125031486,0,0,0,0,0,0,0,12,0,8
125031487,0,0,0,4,0,0,4,7,3,13
125031713,231,48,288,2886,488,36,3409,9019,677,13105
125031714,272,35,303,3639,507,32,4175,12743,2039,18958
125031715,144,71,222,2235,282,24,2540,5463,490,8493
125031716,116,13,132,1192,150,23,1369,3914,494,5775
125041489,299,52,349,4020,388,42,4446,13104,1420,18970
125041490,150,0,148,1737,294,16,2048,4517,207,6773
125041491,248,76,326,4192,321,28,4547,10745,984,16276
125041493,551,78,628,4007,589,33,4627,12855,1141,18615
125041494,246,0,248,2358,332,36,2722,5887,187,8791
125041588,202,77,282,2922,233,21,3174,6700,926,10798
125041589,236,16,251,4565,333,28,4921,10641,1450,17011
125041717,39,0,41,2130,110,11,2256,7098,822,10171
125041718,62,0,65,1656,122,14,1795,5853,627,8276
125041719,99,11,101,1601,94,11,1708,5240,602,7542
126011496,502,75,581,4320,783,48,5154,11831,621,17604
126011720,290,20,315,2917,364,28,3312,8002,378,11687
126011721,300,17,314,3875,551,31,4459,10152,489,15105
126021498,306,122,434,2704,467,28,3197,9088,559,12850
126021499,355,244,598,1702,449,18,2167,5248,694,8111
126021500,684,47,735,3796,469,25,4286,15172,1098,20554
126021501,325,70,396,2878,463,20,3369,8804,726,12897
126021503,291,21,314,3506,487,16,4011,12257,666,16930
126021590,100,6,104,736,187,4,931,2419,103,3453
126021722,146,15,163,1394,253,17,1665,3867,147,5680
126021723,384,38,423,3426,518,31,3981,11286,711,15975
126021724,420,77,497,3696,535,30,4264,11805,753,16826
126021725,153,97,251,2326,243,24,2591,6700,647,9934
127011504,206,32,236,2305,385,54,2749,9427,1451,13628
127011505,119,103,225,2177,382,31,2596,6324,884,9801
127011592,0,0,0,3,0,0,3,17,3,23
127011593,65,0,67,1005,204,8,1215,4268,200,5686
127011594,104,9,118,1782,416,26,2223,7622,564,10403
127011595,84,7,93,2150,331,23,2501,7228,447,10176
127011596,69,3,73,2425,297,44,2764,6798,511,10071
127011597,101,6,109,3559,440,34,4035,8229,575,12845
127011726,48,3,51,949,165,21,1131,2398,201,3731
127011727,30,3,34,3733,368,41,4142,5703,362,10209
127011728,93,7,107,2716,378,33,3124,5979,402,9503
127011729,49,23,71,4501,491,85,5077,6633,636,12341
127021509,190,82,274,2279,496,37,2818,10380,810,14003
127021510,393,34,427,2449,522,22,2996,12499,812,16306
127021511,434,192,627,3015,477,24,3510,15185,1712,20408
127021512,303,33,340,2567,506,44,3113,10503,1122,14742
127021513,360,102,461,2966,492,33,3492,13443,1446,18384
127021514,125,42,163,1343,293,22,1657,6400,444,8503
127021515,319,37,363,1965,278,25,2273,11571,1324,15170
127021516,304,31,342,2647,381,33,3061,12773,1157,16987
127021517,140,7,152,1038,253,16,1304,5631,370,7308
127021518,122,10,135,597,160,9,767,2640,249,3648
127021519,405,74,483,2604,500,30,3131,11681,937,15755
127021520,187,100,284,1435,333,17,1777,7018,552,9351
127021521,0,0,0,4,0,0,4,22,6,34
127031522,209,71,288,2661,468,47,3175,9096,812,13087
127031523,307,16,326,4065,578,41,4683,10682,788,16158
127031524,227,172,404,4231,533,56,4814,10758,1006,16583
127031599,154,21,179,1755,277,26,2065,6587,942,9592
127031601,62,10,77,874,97,10,980,3338,534,4847
127031730,33,0,36,2871,308,28,3209,5080,538,8822
127031731,103,18,119,2688,262,24,2973,9475,1745,14192
127031732,276,36,314,1832,313,15,2155,7820,994,10965
127031733,107,127,225,2871,457,29,3359,8154,650,12163
128011529,399,28,428,3624,721,39,4388,9786,430,14609
128011530,803,81,892,3677,744,57,4479,11775,822,17072
128011531,776,158,947,2645,650,39,3335,9674,704,13716
128011602,300,19,324,2431,432,35,2900,7071,527,10501
128011603,367,37,406,2543,659,29,3233,6797,326,10360
128011604,523,111,637,3661,1244,72,4977,14829,1058,20862
128011605,62,4,64,640,171,3,819,1806,61,2693
128011606,177,11,186,1593,441,16,2054,5141,212,7408
128021533,207,124,334,1285,305,22,1608,3515,289,5409
128021534,143,5,152,1713,566,27,2309,6246,176,8730
128021535,276,56,332,3968,947,53,4976,11520,410,16905
128021536,329,109,444,4797,770,52,5621,11155,604,17378
128021537,0,0,0,10,0,0,10,14,12,33
128021538,578,215,804,4317,704,43,5063,13253,989,19306
128021607,253,82,332,3802,761,53,4611,8503,390,13510
128021608,116,9,122,1520,352,30,1903,3774,130,5808
128021609,20,0,21,662,216,6,888,1968,51,2903
197979799,0,0,0,0,0,0,0,0,0,0
199999499,33,16,49,818,332,37,1191,5556,3362,10112
201011001,153,16,172,3456,844,116,4421,7907,484,12804
201011002,326,65,394,1838,666,23,2528,7247,577,10353
201011005,76,11,85,1362,452,36,1853,3638,268,5759
201011006,219,18,232,1933,629,84,2644,5329,421,8390
201011007,25,0,27,807,238,24,1072,2180,88,3341
201011008,399,112,514,2256,816,110,3176,8402,919,12503
201011481,339,53,390,1392,530,62,1983,5700,479,8161
201011482,333,41,367,2605,803,92,3495,7959,539,11992
201011483,255,64,320,1891,662,73,2635,6788,659,10077
201011484,306,66,373,1747,662,99,2503,7540,881,10921
201021009,96,22,118,1077,319,32,1433,3504,387,5322
201021010,177,53,236,1150,444,49,1640,4579,538,6761
201021011,206,54,256,1242,540,55,1835,6127,714,8675
201021012,66,11,73,1040,352,35,1428,3345,401,5172
201031013,91,11,101,417,171,13,609,2104,318,3024
201031014,80,23,101,574,230,32,835,2496,637,3970
201031015,35,7,40,778,273,30,1080,2554,317,3947
201031016,342,52,395,924,414,58,1398,5061,495,6955
201031017,99,19,118,640,307,27,971,3258,503,4735
202011018,419,56,484,2008,756,77,2842,8904,920,12668
202011019,245,42,300,1969,839,74,2883,6912,688,10482
202011020,569,49,619,1935,835,51,2828,8369,650,11846
202011021,233,24,254,1542,552,55,2145,5263,374,7786
202011022,632,207,840,3050,1165,135,4350,11845,1307,17502
202011023,28,0,29,1180,346,38,1556,2474,126,4157
202011024,115,7,125,2285,604,86,2974,4904,292,8172
202011025,135,18,156,2776,786,99,3662,6822,551,11032
202021026,49,8,59,1584,533,46,2164,4083,370,6616
202021027,274,196,472,1637,677,65,2375,6037,1328,9742
202021028,158,17,178,1234,501,53,1790,5519,633,7949
202021029,123,23,149,592,234,24,852,2980,495,4330
202021030,273,37,311,1693,562,61,2315,5808,625,8749
202021031,151,11,164,1560,395,30,1986,4100,328,6414
202031032,61,12,76,750,301,30,1083,2550,430,4062
202031033,219,71,297,852,374,39,1268,4156,775,6198
203011034,111,15,127,1689,365,51,2103,3480,256,5839
203011035,57,4,65,1556,395,49,2004,3940,406,6349
203011036,73,38,113,1110,357,40,1507,3472,405,5386
203021037,401,124,526,2595,735,59,3389,8375,686,12451
203021039,249,24,277,1780,732,63,2572,8481,701,11759
203021040,430,42,484,3768,1166,123,5061,11585,722,17367
203021042,433,34,467,4334,1345,120,5797,13052,775,19623
203021043,289,20,315,3700,1074,112,4888,10101,1788,16780
203021044,245,75,320,2263,752,78,3091,7290,487,10867
203021045,445,113,561,1851,877,71,2795,9456,1022,13276
203021046,174,28,201,1937,569,58,2562,5545,329,8441
203021047,540,55,601,2258,933,71,3260,9322,764,13351
203021485,332,14,346,2037,443,53,2529,5259,356,8148
203021486,219,30,247,2498,924,101,3524,10287,1142,14955
203021487,713,50,756,4422,1439,127,5992,13438,829,20261
203021488,203,24,235,1061,369,42,1468,5274,874,7622
203031048,334,96,431,2616,1018,124,3755,9532,580,13873
203031049,169,29,199,788,445,35,1265,3788,397,5458
203031051,226,89,314,895,639,44,1580,6259,696,8532
203031052,275,15,297,644,475,15,1126,3428,321,4876
203031053,340,80,421,5186,1367,146,6706,11540,974,19222
203031489,103,18,124,2461,625,54,3147,5099,445,8689
203031490,460,52,515,3572,1263,97,4933,9870,772,15572
204011054,198,20,220,804,324,29,1161,4353,419,5939
204011055,264,33,296,769,393,40,1203,4152,631,5982
204011056,311,33,354,2589,761,117,3470,8372,812,12650
204011057,216,21,239,1420,502,66,1985,5948,819,8750
204011058,101,32,140,594,255,14,867,2686,310,3861
204011059,193,24,217,815,320,26,1159,3922,495,5577
204011060,39,8,53,735,206,17,956,2554,309,3821
204011061,0,0,0,34,3,0,37,108,39,190
204011062,92,12,104,479,214,23,711,2465,447,3618
204021063,440,80,524,1153,546,64,1760,6710,841,9306
204021064,35,10,42,463,238,11,710,2206,301,3210
204021065,101,15,115,585,234,21,846,2324,216,3386
204021066,675,111,795,2899,1219,103,4224,11228,1006,16453
204021067,137,16,156,1566,582,47,2197,5366,582,8146
204031068,116,14,127,754,253,18,1024,2820,342,4190
204031069,171,33,207,1287,350,60,1702,5151,701,7546
204031070,37,7,45,457,209,14,675,1774,209,2653
204031071,173,16,190,618,270,24,909,2875,259,4039
204031072,171,50,217,801,375,25,1195,3544,490,5231
204031073,269,24,300,2536,857,120,3513,8187,692,12392
204031075,99,11,109,936,307,23,1259,2592,303,4155
204031491,184,28,213,2636,587,102,3325,6029,367,9723
204031492,300,38,335,2160,872,112,3142,8477,833,12454
205011076,398,33,432,3330,1141,157,4628,10149,942,15722
205011077,87,23,116,896,465,35,1398,3641,433,5474
205011078,144,52,194,1313,548,44,1905,4456,447,6807
205011079,540,61,605,3724,1238,156,5113,12581,1087,18783
205021080,0,0,0,0,0,0,0,0,0,0
205021081,405,160,567,2101,810,105,3018,8889,1074,12979
205021082,116,18,136,1211,473,47,1731,4571,597,6903
205021083,0,0,0,0,0,0,0,0,0,0
205021084,279,52,337,1212,561,55,1828,6865,902,9593
205021085,172,29,199,701,352,40,1095,4008,680,5784
205021086,269,20,283,629,325,27,978,4965,315,6264
205031087,234,34,272,1106,572,62,1736,5664,681,8083
205031088,4,0,4,19,4,0,19,89,13,120
205031089,207,22,239,1462,616,66,2140,5433,544,8128
205031090,302,42,347,1754,700,75,2534,6246,629,9410
205031091,310,89,396,1865,704,61,2633,8045,1029,11709
205031092,0,0,0,3,0,0,3,8,5,12
205031093,684,139,821,3565,1509,142,5209,15891,1648,22747
205041094,105,18,126,1825,783,63,2665,6356,717,9739
205041095,516,51,563,2173,932,115,3225,10121,1146,14492
205041096,391,80,475,1710,701,64,2476,8123,1329,11932
205041098,36,4,40,743,356,37,1140,2407,275,3826
205041493,316,74,393,1720,651,81,2448,6671,778,9903
205041494,276,79,356,2892,1016,118,4024,8766,828,13623
205051099,0,0,0,0,6,0,6,16,6,23
205051100,51,10,54,555,235,27,816,3131,304,4252
205051101,270,27,301,2148,888,108,3138,7956,937,12031
205051102,36,6,50,606,240,43,891,2076,1190,4154
205051103,395,68,465,2344,828,92,3263,8391,839,12493
205051104,141,28,166,614,305,26,943,3423,464,4827
206011106,158,5,168,1464,383,39,1885,9122,497,11504
206011107,250,34,283,2025,460,45,2533,9432,524,12493
206011109,296,25,326,1986,362,39,2387,5823,291,8503
206011495,211,12,222,1594,348,32,1966,9142,370,11481
206011496,209,13,228,1463,386,35,1886,9406,476,11764
206011497,273,8,284,1816,384,38,2241,8175,478,10894
206011498,327,17,346,2580,428,61,3066,8158,401,11622
206021110,154,5,165,1554,311,35,1897,5396,266,7561
206021112,363,128,497,3143,635,67,3844,11542,729,16116
206021499,286,28,321,2527,480,51,3054,9210,483,12752
206021500,191,11,203,1668,349,40,2062,6431,327,8816
206031113,194,36,228,2638,535,49,3226,8566,717,12511
206031115,107,12,123,1082,272,24,1371,5903,610,7886
206031116,394,16,415,2434,675,52,3160,10285,527,13976
206031501,434,39,479,2692,698,41,3425,9514,529,13476
206031502,207,9,220,1840,577,22,2435,7621,439,10490
206041117,191,18,217,874,332,15,1223,13395,1152,15771
206041118,42,5,42,1537,315,23,1874,11063,1347,14285
206041119,116,4,119,376,273,8,660,3673,275,4609
206041120,0,0,0,7,0,0,5,68,0,78
206041121,124,7,134,1620,306,53,1985,6825,376,9185
206041124,144,12,155,568,180,15,764,5605,437,6810
206041125,151,89,241,638,278,14,933,4415,516,5862
206041127,0,0,0,0,0,0,0,0,0,0
206041503,35,6,41,519,199,6,727,7573,1114,9408
206041504,17,0,17,550,141,0,697,14221,1486,16405
206041505,15,0,18,702,178,0,880,12815,1418,15112
206041506,108,13,126,1637,355,30,2021,10603,1246,13873
206041507,0,0,0,0,0,0,0,0,0,0
206041508,33,0,35,565,155,6,725,4816,445,5985
206041509,29,0,27,1151,342,12,1500,12874,856,15227
206041510,16,0,15,729,138,8,880,5441,572,6891
206051128,248,26,281,2384,722,48,3152,9854,706,13709
206051129,119,22,143,2157,549,46,2753,9307,813,12870
206051130,211,22,244,2469,679,63,3212,9819,858,13891
206051134,160,16,176,2053,446,48,2556,10422,921,13900
206051511,0,0,0,200,55,3,256,1215,265,1742
206051512,221,66,287,1435,384,29,1849,7841,662,10349
206051513,64,9,75,1007,314,21,1344,8781,905,11030
206051514,130,139,271,1259,399,28,1678,9734,1415,12832
206061135,180,33,221,1311,417,21,1756,6028,362,8142
206061136,305,95,400,1895,542,37,2476,14113,1003,17588
206061138,439,69,517,1520,778,29,2319,8481,735,11535
206061515,92,4,98,700,289,7,992,8781,835,10605
206061516,183,16,197,884,281,19,1182,7341,606,9132
206071139,98,3,97,921,282,10,1210,6645,498,8354
206071140,126,9,141,1026,386,23,1440,5582,276,7293
206071141,62,0,67,749,208,14,976,6741,569,8284
206071142,112,12,135,923,300,23,1244,7334,787,9362
206071143,272,24,294,1706,486,46,2237,8459,525,11215
206071145,128,3,139,1633,447,33,2117,5883,355,8352
206071517,191,10,210,2032,528,43,2601,12518,797,15921
206071518,185,21,202,1302,359,32,1696,10170,725,12592
207011146,192,32,227,1616,268,37,1922,4222,230,6370
207011147,585,46,640,2807,822,33,3665,9463,448,13584
207011148,575,39,615,3961,947,57,4966,11891,505,17368
207011149,820,90,912,3594,1065,63,4723,12502,618,17841
207011150,289,16,312,3304,824,69,4193,9087,369,13649
207011152,299,19,329,2482,655,47,3186,9710,496,13393
207011154,152,8,166,1216,284,20,1518,3637,164,5319
207011155,523,42,570,2770,938,46,3754,9219,421,13399
207011519,142,5,151,1459,413,23,1890,6254,396,8542
207011520,228,20,251,1531,478,26,2031,8096,468,10599
207011521,301,61,368,1919,635,38,2585,6921,362,9865
207011522,381,37,418,2192,648,25,2863,7684,497,11041
207021156,485,25,514,1767,547,28,2343,7042,279,9661
207021157,844,60,909,3859,1115,44,5021,15434,885,21331
207021159,598,90,696,2733,1036,46,3818,9955,569,14347
207021160,614,62,693,2490,666,49,3200,8201,429,11833
207021424,457,20,480,2752,891,31,3680,9047,333,13063
207021425,475,35,518,3144,600,44,3785,8147,502,12435
207031161,667,90,761,4089,908,74,5071,12610,618,18296
207031162,456,31,480,2028,472,33,2534,6189,311,9035
207031163,556,119,673,3232,625,35,3900,14724,1397,20017
207031164,412,22,442,3322,707,61,4092,10404,532,15027
207031165,426,26,456,1580,373,29,1983,8159,708,10846
207031166,354,11,372,1654,477,12,2145,6712,359,9214
207031167,273,41,315,1772,521,35,2328,5909,329,8572
208011168,387,31,423,2507,820,65,3388,7767,358,11512
208011169,804,133,940,3799,1345,74,5217,13149,846,19212
208011170,601,77,679,3316,713,56,4081,8739,539,13357
208011171,258,26,285,2606,464,61,3127,6454,331,9912
208011172,354,27,394,3336,780,72,4189,10174,637,14998
208011173,611,83,709,2940,1110,57,4104,9917,614,14638
208021174,664,64,728,4892,992,70,5952,13572,769,20297
208021176,348,104,457,2941,545,45,3534,11736,710,15981
208021177,583,76,667,3517,1342,120,4976,12444,978,18402
208021178,579,59,649,3186,977,87,4248,10063,639,14950
208021179,247,22,273,2090,464,28,2587,6931,361,9880
208021180,200,9,214,1349,231,18,1605,4555,221,6382
208021181,189,10,195,1710,320,25,2048,5505,272,7826
208021182,155,12,171,2300,390,30,2715,7878,523,11119
208021426,359,26,379,3526,567,52,4146,8441,458,13044
208021427,439,15,458,2884,555,49,3495,7488,362,11336
208031183,138,19,159,1628,408,32,2074,4988,185,7248
208031184,3,0,3,0,0,0,0,24,3,31
208031185,231,16,252,2030,678,47,2756,6913,367,10036
208031186,457,24,478,2654,716,82,3457,8490,667,12609
208031187,103,5,111,1056,228,24,1321,2838,181,4334
208031188,859,98,961,4466,895,75,5438,13643,898,19983
208031189,242,16,261,2809,650,81,3536,6950,365,10852
208031190,371,35,403,2253,585,50,2888,7872,358,11122
208031191,172,32,210,1812,345,34,2194,4763,415,7371
208031192,0,0,0,0,0,0,0,26,0,26
208031193,520,37,558,4025,1090,87,5203,11611,540,17352
208041194,596,57,659,3275,979,61,4313,12280,672,17266
208041195,562,84,651,3751,855,60,4666,13029,718,18419
209011196,245,15,269,1627,409,27,2057,5804,345,8210
209011197,448,73,524,3969,1227,83,5278,11161,550,16983
209011198,609,59,674,3022,665,52,3744,8912,498,13154
209011199,237,23,264,2255,478,62,2796,8795,815,12405
209011200,331,19,363,2073,608,43,2720,7455,362,10540
209011201,188,11,201,1293,504,23,1814,4501,208,6529
209011202,329,18,349,3207,1071,80,4361,8602,407,13366
209011203,526,25,558,3710,877,67,4653,9997,436,15083
209011204,190,7,204,1713,414,44,2177,5117,243,7539
209021205,245,30,275,1452,342,20,1811,6759,523,9096
209021428,405,23,432,3054,635,54,3748,13294,825,17870
209021429,243,65,301,2317,457,49,2827,7231,473,10536
209021523,360,80,442,2258,465,31,2753,8977,876,12607
209021524,404,62,475,1323,414,21,1760,6054,516,8328
209021525,401,122,522,1779,389,35,2200,7857,864,10925
209021526,271,35,320,2545,388,41,2974,7985,642,11608
209031209,256,51,307,4593,1571,109,6271,12164,573,19006
209031210,26,4,26,700,224,27,953,1820,82,2850
209031211,22,6,24,680,209,16,911,2177,355,3443
209031212,51,3,54,790,369,30,1182,2874,239,4293
209031213,227,12,240,1701,594,31,2327,5219,229,7783
209031214,62,3,67,1288,482,53,1828,3598,203,5624
209031215,180,9,183,2753,865,93,3703,7679,284,11669
209041216,136,17,157,1099,310,6,1413,4563,297,6270
209041217,157,15,172,819,318,15,1155,3913,300,5364
209041220,277,14,288,2567,907,47,3528,10685,584,14798
209041221,117,5,129,1682,590,38,2307,6745,418,9476
209041223,502,28,536,2623,886,56,3566,12412,907,16884
209041224,105,3,106,4774,1000,147,5920,10112,1003,17036
209041225,216,36,251,1933,528,44,2500,5407,652,8558
209041431,86,264,347,2069,556,54,2674,6842,1172,10688
209041432,158,20,170,1155,320,7,1483,4946,461,6895
209041433,41,9,47,2669,367,47,3089,5435,415,8934
209041435,44,3,45,2687,414,50,3154,6183,303,9639
209041436,288,48,335,2208,486,38,2731,6947,457,10137
209041437,36,6,48,5974,609,72,6650,9753,897,17301
209041527,53,4,63,3935,714,126,4778,6786,379,11940
209041528,21,0,21,2676,418,63,3155,4177,242,7580
209041529,279,13,293,1334,323,16,1675,6104,560,8340
209041530,321,24,350,2115,538,34,2695,7444,684,10821
209041531,51,0,51,2708,476,45,3231,4885,313,8429
209041532,29,0,29,2991,439,59,3488,4748,400,8640
210011226,242,20,265,1395,363,22,1783,4784,251,6821
210011227,0,0,0,0,0,0,0,10,5,13
210011228,258,25,285,1408,489,21,1927,4943,260,7129
210011230,187,21,216,1380,341,29,1751,4119,260,6129
210011231,196,15,213,1934,528,29,2492,5395,252,8144
210011533,568,31,607,1950,588,31,2567,7381,457,10411
210011534,491,18,514,2573,748,35,3351,8578,496,12424
210021232,183,65,254,2887,703,100,3686,6835,525,11047
210021233,24,4,34,665,209,21,896,1737,159,2793
210021234,29,0,33,826,272,17,1110,2323,168,3603
210021235,85,13,99,1950,590,57,2595,5494,563,8656
210031236,263,74,337,1531,220,40,1792,4697,447,6931
210031237,480,42,520,2289,431,45,2761,7467,803,11032
210031439,55,9,71,588,126,18,730,1705,82,2511
210031440,217,18,231,989,191,24,1209,3518,326,5051
210031535,458,45,508,2143,400,45,2587,8587,936,12103
210031536,219,106,319,1434,245,18,1698,5083,622,7409
210031537,193,17,204,1394,253,20,1668,4594,312,6579
210031538,552,52,607,3172,524,44,3738,9781,675,14188
210041240,170,8,183,2494,825,85,3410,7202,444,11052
210041539,15,0,14,1098,200,24,1317,2579,226,4122
210041540,342,36,380,2695,788,72,3549,8015,644,12213
210041541,106,4,110,2072,648,55,2777,5840,387,9007
210051242,202,22,221,1740,334,14,2091,7580,1388,11061
210051243,289,39,327,2112,495,41,2644,8781,1140,12570
210051245,310,33,352,2642,943,59,3643,10585,743,14973
210051246,122,0,132,4007,977,55,5033,11716,708,17455
210051247,109,0,108,1873,455,34,2361,8360,969,11694
210051248,0,0,0,12,7,0,18,46,43,112
210051250,102,9,117,960,266,16,1243,4006,333,5577
210051441,56,3,59,1281,339,32,1658,4319,400,6378
210051442,45,5,50,2533,422,54,3009,5688,467,9158
210051443,79,4,85,4156,648,57,4865,10494,964,16320
210051445,34,7,43,5699,674,99,6475,9017,1088,16581
210051542,14,3,17,2393,210,28,2634,3855,338,6825
210051543,65,55,113,2712,332,44,3086,5825,645,9550
210051544,62,7,64,1275,321,29,1631,5579,425,7628
210051545,92,12,99,2281,382,44,2706,7623,649,10973
211011251,271,60,338,2122,590,50,2756,7264,503,10526
211011254,202,31,230,3135,807,64,4008,9123,476,13601
211011255,37,8,51,1157,350,24,1534,3755,168,5459
211011256,250,24,272,2634,791,51,3473,9088,338,12895
211011257,122,11,134,1488,362,29,1881,4390,172,6444
211011258,144,7,151,1764,492,38,2293,6169,249,8702
211011259,293,111,404,2633,887,55,3570,7598,527,11696
211011260,645,64,708,2740,1129,64,3927,10859,499,15288
211011446,567,58,626,4025,1193,98,5317,13281,976,19578
211011447,325,27,354,2377,707,86,3171,8077,492,11741
211011448,210,19,226,2703,819,77,3598,8584,438,12617
211011449,39,3,43,879,250,19,1152,2207,126,3478
211021261,493,55,550,2754,915,75,3745,9336,437,13521
211021262,190,7,198,1752,723,43,2515,5665,260,8448
211031263,165,116,278,2142,588,65,2801,6445,484,9729
211031265,175,74,249,3370,1103,103,4571,9684,472,14729
211031266,471,108,584,3348,826,89,4262,10480,779,15521
211031267,440,64,505,4115,1056,84,5254,11180,657,17087
211031268,192,14,208,1829,632,53,2512,5191,186,7893
211031450,342,30,372,2790,835,88,3711,8961,543,13218
211031451,512,72,595,2540,769,52,3359,7744,481,11586
211031452,77,5,82,981,308,32,1312,2459,131,3905
211041269,418,32,456,1860,468,34,2359,6277,380,9024
211041270,302,27,326,3286,724,63,4075,9349,393,13818
211041271,363,72,437,2357,451,44,2855,6814,565,10232
211041272,225,24,257,2318,507,44,2867,5606,254,8729
211041273,339,155,495,1867,701,28,2597,7088,513,10192
211051274,70,7,79,2022,601,67,2685,5115,304,8109
211051275,156,8,165,2220,746,65,3033,6099,347,9474
211051276,335,34,374,2278,894,98,3272,7701,701,11666
211051277,272,11,280,1733,527,56,2319,5461,277,8061
211051278,412,41,445,3292,1149,118,4560,10969,653,16176
211051279,90,3,94,985,398,48,1437,3096,197,4732
211051280,199,17,213,1332,432,51,1820,3578,187,5582
211051281,312,31,346,4296,1338,177,5810,12091,654,18556
211051282,108,3,113,1786,589,60,2440,5287,293,8021
211051283,75,5,76,1908,591,64,2563,5096,179,7831
211051284,77,0,81,1980,572,63,2613,5093,230,7941
211051285,80,11,94,1466,486,59,2011,4133,263,6401
211051286,265,31,295,2750,1009,132,3893,8843,1060,13803
212011289,197,24,227,3486,1080,123,4694,9280,935,14914
212011546,105,17,125,5122,1008,123,6253,11140,776,18171
212011547,141,28,174,1645,581,51,2281,5000,645,7928
212011548,151,29,185,1838,538,78,2457,5018,488,7964
212011549,195,44,234,3166,727,117,4009,7059,663,11729
212011550,32,3,28,1684,326,46,2059,3277,212,5551
212011551,133,28,163,964,292,32,1287,3556,447,5282
212011552,297,58,360,5575,1063,190,6834,12137,1039,20013
212021293,754,88,842,3800,1221,90,5107,13159,873,19137
