SA2_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
125011475,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
125011582,1345,2793,61,387,217,1150,36,198,1086,4433,1397,6172,135,637,134,467,410,1399,680,2506,2083,8682,15,87,34,141,20,90,174,515,245,833,33,118,56,142,267,653,361,911,605,1745,148,334,4178,13553
125011583,885,1854,10,74,80,398,18,85,627,2477,740,3032,33,136,69,247,142,465,239,849,978,3879,11,37,23,80,9,37,80,214,114,366,13,40,30,82,133,310,175,441,290,803,130,289,2288,6819
125011584,493,1012,48,312,141,756,35,190,536,2274,760,3535,84,395,78,282,261,892,422,1565,1187,5097,12,49,17,81,13,48,86,271,132,445,14,50,27,69,144,324,190,446,315,896,33,77,2032,7091
125011585,641,1332,20,113,95,488,24,111,450,1845,594,2550,74,316,105,388,280,937,460,1644,1050,4198,6,28,19,62,7,41,84,236,113,366,20,60,52,143,196,466,272,667,383,1038,70,157,2146,6727
125011586,1987,4110,45,264,192,914,34,154,1183,4544,1455,5881,144,627,248,868,620,2080,1012,3578,2463,9456,6,27,42,148,7,41,191,523,247,732,38,130,80,192,413,939,533,1263,777,2003,179,413,5408,15981
125011587,344,735,20,135,64,319,13,85,307,1240,405,1764,56,269,42,168,148,492,250,920,656,2689,9,47,12,47,5,30,52,149,85,280,7,28,21,59,100,239,132,337,215,615,19,47,1234,4085
125011709,682,1377,14,85,134,601,18,83,750,2822,912,3588,51,228,128,456,169,546,350,1234,1258,4827,4,14,12,45,8,34,83,226,108,315,16,39,35,95,98,218,147,355,255,670,24,58,2217,6930
125011710,3283,6574,3,10,57,243,5,27,1621,5527,1682,5812,20,74,99,333,121,369,242,778,1923,6586,0,4,17,56,10,23,259,596,282,674,11,39,72,152,221,451,303,642,593,1323,131,260,5924,14737
125021477,1965,3957,40,233,285,1327,70,304,1900,7295,2288,9155,214,931,299,1068,664,2228,1179,4227,3465,13379,11,44,72,227,17,68,298,806,393,1139,56,209,131,294,460,1016,649,1520,1043,2664,95,207,6570,20210
125021478,1500,3039,30,169,247,1178,46,233,1336,5146,1663,6724,157,719,258,915,498,1636,920,3266,2577,9989,5,36,53,179,20,68,240,643,313,923,40,134,109,247,329,731,473,1117,789,2042,75,158,4946,15228
125021711,965,1932,8,66,207,950,28,128,898,3494,1147,4641,130,567,251,891,365,1200,746,2655,1893,7297,3,21,39,123,4,11,112,292,157,443,26,86,71,172,163,366,263,625,421,1065,36,70,3306,10368
125021712,1656,3355,18,101,234,1057,32,155,1789,6877,2076,8190,164,686,350,1212,510,1684,1024,3584,3093,11772,10,33,41,122,9,24,256,662,313,846,39,120,111,289,243,540,390,940,701,1788,76,169,5539,17078
125031479,1038,2153,107,692,316,1712,101,530,1077,4703,1611,7637,183,850,209,758,539,1867,934,3476,2544,11114,22,112,84,328,35,143,276,888,412,1474,65,241,100,248,470,1134,628,1619,1047,3096,104,249,4731,16607
125031480,870,1805,78,530,217,1162,60,360,744,3181,1108,5226,132,611,138,490,401,1423,668,2525,1775,7748,24,123,54,203,38,141,232,685,342,1149,43,144,68,162,371,905,476,1213,826,2365,75,163,3543,12077
125031481,1698,3532,82,553,238,1300,71,355,1334,5429,1736,7643,140,682,159,596,542,1924,850,3202,2581,10844,17,107,39,175,23,88,249,733,333,1098,41,165,71,171,417,989,534,1324,867,2423,182,396,5328,17193
125031483,1098,2257,146,974,301,1683,108,620,1279,5626,1838,8908,192,921,105,397,559,2028,861,3344,2703,12250,41,219,76,321,42,183,282,897,442,1621,36,151,84,199,413,1001,541,1349,979,2974,91,197,4860,17674
125031484,1351,2782,108,647,304,1627,104,556,1375,5776,1888,8609,167,806,166,598,547,1924,878,3331,2767,11940,31,183,85,344,45,191,326,952,490,1674,64,253,108,249,448,1081,621,1583,1106,3256,131,290,5358,18271
125031486,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,9
125031487,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
125031713,1417,2864,42,254,233,1124,60,310,1145,4788,1488,6467,150,670,185,678,555,1897,895,3244,2381,9711,10,51,45,165,21,86,191,551,264,851,48,162,61,152,330,779,446,1092,709,1946,53,121,4564,14644
125031714,1459,2972,76,462,245,1284,74,361,1605,6437,1998,8538,162,772,162,588,595,2128,919,3488,2914,12020,25,114,53,209,25,106,311,868,412,1301,57,203,98,234,484,1163,642,1605,1054,2905,156,357,5578,18261
125031715,784,1577,30,172,179,830,35,169,898,3537,1135,4707,89,382,150,556,305,1049,548,1985,1688,6689,6,44,31,107,18,78,140,365,199,603,31,100,43,109,170,396,240,608,434,1210,33,75,2943,9558
125031716,451,921,27,154,104,490,19,110,516,2075,661,2828,68,335,74,275,187,656,331,1268,992,4101,3,24,16,66,11,52,87,254,122,399,22,87,25,59,168,400,218,547,335,944,31,65,1808,6032
125041489,2101,4236,18,109,177,804,31,131,1807,6525,2038,7571,80,339,188,647,301,1004,569,1987,2602,9554,4,31,52,176,19,63,287,707,368,981,37,136,116,259,375,808,526,1202,895,2183,170,363,5769,16334
125041490,790,1603,8,71,151,678,23,91,681,2690,870,3519,77,336,158,561,233,771,470,1677,1341,5194,5,21,18,60,0,14,64,172,94,267,10,34,37,88,127,289,174,414,267,682,18,34,2418,7511
125041491,1911,3883,17,96,193,871,27,123,1978,7182,2209,8275,68,292,181,645,246,797,494,1731,2708,10004,6,42,45,157,11,41,225,552,294,793,29,96,97,211,287,619,418,924,711,1717,115,235,5442,15845
125041493,1911,3905,47,281,301,1408,42,234,1663,6394,2052,8319,169,717,294,1086,624,2045,1084,3846,3134,12162,18,88,63,215,28,115,230,648,335,1065,47,158,87,213,444,994,576,1359,918,2423,106,234,6076,18722
125041494,1007,2029,23,119,189,868,31,164,940,3751,1187,4906,113,482,165,614,332,1107,613,2199,1800,7104,0,4,24,83,6,12,107,291,139,392,23,78,39,91,170,386,228,549,366,942,19,38,3200,10116
125041588,833,1698,18,104,208,939,26,130,1421,5322,1681,6495,87,390,176,627,272,907,532,1923,2215,8417,6,42,31,106,10,39,121,333,169,522,20,64,33,69,193,432,236,566,404,1089,76,160,3528,11365
125041589,1528,3121,17,121,222,985,27,115,2355,8445,2629,9665,113,478,257,920,310,1061,677,2458,3300,12122,3,15,39,140,13,38,208,497,260,690,25,79,69,163,263,607,362,850,620,1539,116,263,5563,17043
125041717,1344,2725,0,6,34,155,6,24,1196,4041,1238,4230,8,41,48,150,48,155,111,347,1350,4572,0,0,14,38,0,7,105,246,123,291,3,8,41,89,81,175,125,275,248,562,120,246,3061,8108
125041718,852,1749,9,76,62,278,5,32,841,2981,923,3359,28,117,65,230,103,364,204,710,1124,4071,3,8,9,40,5,19,86,222,100,285,15,61,36,84,129,282,180,422,281,709,104,227,2365,6757
125041719,821,1695,7,26,50,235,6,29,812,2837,880,3135,17,75,50,170,79,278,145,519,1029,3650,0,10,11,38,9,33,110,266,131,349,5,27,16,40,113,244,133,312,267,662,66,149,2177,6162
126011496,2041,4072,31,190,400,1824,23,99,1647,6521,2108,8632,229,976,461,1666,607,1990,1301,4627,3408,13260,5,19,41,144,17,42,162,413,223,624,41,124,97,235,267,600,409,957,630,1582,58,123,6132,19036
126011720,1362,2733,13,75,213,937,9,54,1240,4657,1474,5721,122,516,269,965,334,1089,719,2570,2198,8293,0,0,22,65,4,18,156,373,182,458,20,69,85,194,162,342,265,603,447,1065,63,125,4066,12218
126011721,1755,3544,11,61,297,1317,22,104,1603,6040,1934,7524,141,587,346,1222,435,1432,922,3233,2860,10759,0,8,43,140,6,24,226,575,277,743,31,94,128,300,222,465,381,856,658,1600,75,160,5348,16058
126021498,1628,3265,12,71,180,828,18,82,1084,4159,1297,5137,121,502,237,858,331,1073,684,2433,1987,7568,3,11,34,109,3,9,166,403,212,528,32,93,94,212,202,430,323,734,537,1265,73,145,4219,12244
126021499,868,1721,24,138,193,890,15,60,583,2347,815,3442,102,446,206,761,210,674,517,1877,1334,5320,5,21,29,87,3,7,75,185,103,291,8,27,43,94,96,198,146,320,253,614,18,43,2469,7703
126021500,2744,5513,5,46,140,613,22,80,1639,5880,1806,6623,59,243,216,734,307,981,588,1961,2390,8582,0,11,45,130,13,48,272,631,326,819,19,56,152,325,240,526,413,909,741,1729,186,386,6065,16210
126021501,1533,3083,20,120,193,863,19,84,1183,4502,1424,5573,120,514,261,928,393,1289,774,2736,2193,8307,0,8,35,104,3,15,133,330,174,454,18,54,50,118,247,566,313,735,489,1188,65,133,4282,12706
126021503,2295,4646,18,89,191,838,19,83,1484,5461,1705,6466,98,427,221,779,379,1262,698,2470,2407,8937,4,19,27,86,14,46,199,521,250,663,36,99,96,211,307,701,434,1016,684,1678,146,301,5527,15563
126021590,398,806,9,29,64,313,7,38,278,1102,360,1481,60,259,85,306,154,515,298,1080,659,2556,0,5,9,14,0,6,22,54,29,79,16,42,9,30,69,155,87,226,116,309,17,30,1187,3700
126021722,651,1309,10,47,129,593,11,51,536,2084,688,2783,77,319,128,463,220,710,420,1495,1106,4275,3,9,13,39,0,8,47,128,66,186,13,51,25,68,103,226,147,340,208,528,19,39,1985,6152
126021723,1918,3864,18,112,196,892,31,124,1370,5147,1613,6274,147,630,302,1056,526,1712,972,3395,2586,9668,6,19,33,114,7,39,178,473,231,646,30,100,104,246,287,627,423,971,648,1615,82,180,5231,15328
126021724,1762,3549,31,165,231,1029,36,153,1469,5614,1769,6967,168,715,289,1023,538,1764,989,3506,2757,10471,8,24,40,137,13,42,242,580,303,784,33,109,85,190,361,801,479,1106,779,1886,117,251,5417,16165
126021725,1536,3086,4,18,87,387,5,40,1066,3796,1163,4233,35,158,95,330,147,470,274,961,1435,5194,0,4,20,58,0,6,148,345,170,418,17,45,45,93,122,275,182,415,356,827,81,164,3410,9275
127011504,797,1653,125,829,198,1105,87,466,787,3461,1204,5863,104,480,93,327,415,1453,609,2260,1811,8119,35,181,117,516,77,309,467,1528,700,2539,65,229,90,216,542,1304,691,1747,1393,4280,119,264,4124,14317
127011505,1022,2090,45,295,168,855,48,264,901,3609,1160,5023,109,495,82,302,366,1281,554,2075,1721,7105,14,78,35,133,18,72,153,450,218,734,23,84,25,62,197,469,242,616,458,1351,41,92,3246,10637
127011592,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,8,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,9,20
127011593,413,840,45,253,136,679,35,172,322,1348,537,2448,109,493,132,503,346,1237,591,2232,1125,4681,7,31,34,120,19,63,74,222,120,434,17,64,30,68,121,315,167,447,285,876,15,32,1837,6427
127011594,756,1565,54,347,216,1095,54,270,674,2844,999,4559,177,817,149,545,575,2003,903,3367,1904,7926,24,95,46,190,42,167,188,568,297,1022,53,187,65,173,284,707,397,1063,691,2085,50,108,3401,11679
127011595,696,1424,68,417,238,1199,74,353,832,3503,1206,5474,158,728,160,591,527,1881,848,3204,2055,8672,16,90,42,169,24,94,177,514,264,870,47,160,48,109,264,657,355,925,616,1793,43,97,3405,11986
127011596,678,1411,80,482,255,1227,62,326,987,4124,1385,6161,168,738,179,667,470,1611,817,3019,2205,9184,18,75,57,205,16,60,161,512,248,847,41,146,50,137,195,485,287,764,536,1613,20,51,3440,12254
127011597,800,1639,85,493,346,1699,106,536,1391,5738,1934,8475,224,1035,207,763,537,1896,965,3692,2898,12166,21,96,68,274,31,106,214,653,325,1129,50,191,60,154,236,582,345,928,675,2060,33,81,4406,15945
127011726,518,1040,13,67,55,263,26,127,389,1494,481,1949,45,178,39,140,124,421,203,740,682,2688,0,10,18,62,4,16,56,153,84,240,11,28,14,23,62,130,76,187,156,417,14,25,1368,4175
127011727,1079,2195,34,203,180,841,55,285,1718,6656,1994,7981,88,387,83,300,216,739,395,1428,2387,9413,6,38,30,121,24,83,211,608,272,848,36,115,17,52,144,337,194,504,470,1360,36,80,3971,13039
127011728,1095,2232,34,222,177,872,52,249,1190,4703,1461,6054,82,373,91,323,315,1101,486,1800,1940,7852,4,24,13,59,22,83,132,427,170,588,23,78,24,59,136,345,184,484,357,1073,49,99,3442,11256
127011729,1165,2379,53,311,223,1072,80,394,2065,8123,2422,9905,90,384,112,389,240,822,444,1597,2866,11501,12,52,55,196,34,120,319,910,411,1271,39,138,46,112,169,418,253,660,667,1937,44,93,4741,15908
127021509,1057,2225,68,415,243,1210,60,321,769,3267,1146,5219,206,923,167,622,732,2558,1110,4107,2255,9330,31,169,103,411,38,172,276,856,450,1593,66,213,104,270,535,1339,702,1824,1156,3418,85,190,4548,15153
127021510,1379,2841,84,531,305,1509,84,418,953,4066,1429,6524,272,1255,212,783,993,3469,1477,5511,2905,12030,15,87,49,193,18,62,173,516,250,857,60,221,66,172,448,1131,573,1524,830,2382,91,205,5207,17466
127021511,1507,3200,56,336,249,1190,72,378,1060,4181,1436,6081,219,1004,258,937,685,2370,1160,4315,2601,10392,18,89,124,469,65,231,471,1357,672,2153,81,294,202,497,712,1715,999,2510,1676,4659,240,524,6019,18779
127021512,1054,2210,62,366,231,1179,81,410,879,3684,1246,5637,169,787,179,662,571,1983,921,3429,2171,9071,35,191,99,405,42,175,360,1053,542,1824,78,283,113,292,536,1299,725,1869,1269,3691,96,219,4590,15196
127021513,1176,2500,75,463,282,1373,97,461,1032,4244,1479,6548,215,967,248,908,758,2670,1220,4545,2700,11095,26,123,111,435,61,250,423,1235,629,2050,94,346,154,397,619,1511,869,2256,1494,4304,167,372,5538,18269
127021514,711,1475,52,307,130,659,34,188,537,2264,758,3423,148,687,104,389,503,1778,760,2854,1517,6277,13,50,25,107,9,46,100,334,151,530,34,136,47,129,273,680,358,949,505,1473,49,118,2787,9349
127021515,1154,2402,65,379,233,1214,60,307,880,3614,1242,5516,156,716,184,655,607,2146,947,3523,2189,9039,20,83,67,259,22,99,250,721,359,1164,64,221,105,256,614,1485,783,1958,1143,3119,149,318,4626,14884
127021516,1179,2431,114,692,355,1840,99,507,1083,4660,1650,7702,238,1116,219,815,791,2878,1244,4805,2894,12501,28,136,82,336,41,169,269,841,419,1478,76,287,84,202,567,1421,721,1917,1142,3393,104,229,5319,18557
127021517,626,1276,51,304,123,638,29,140,422,1783,620,2869,123,568,111,413,388,1386,623,2365,1245,5234,4,28,31,119,9,36,110,329,156,507,18,70,44,124,233,606,298,810,458,1319,38,80,2363,7913
127021518,381,779,26,151,52,257,19,87,190,852,285,1344,59,288,37,145,215,759,313,1189,593,2535,5,23,0,3,4,12,45,137,53,165,7,25,6,11,75,191,91,228,141,393,17,38,1139,3743
127021519,1311,2679,77,449,272,1412,82,392,1053,4498,1477,6754,208,996,162,598,717,2539,1092,4131,2565,10882,25,113,78,297,43,169,250,775,391,1354,66,256,78,185,531,1311,676,1753,1065,3107,86,194,5026,16866
127021520,855,1772,57,305,154,777,48,237,527,2221,786,3540,122,556,119,461,500,1726,742,2734,1527,6271,11,65,43,146,18,60,146,454,215,730,40,149,58,145,302,731,401,1026,612,1759,46,99,3049,9903
127021521,0,5,0,0,0,0,0,0,4,10,4,10,0,0,0,0,0,4,0,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13
127031522,1040,2124,87,540,259,1280,58,306,1045,4284,1454,6406,198,886,201,721,561,1895,957,3496,2410,9898,27,125,46,192,26,97,229,702,329,1114,40,150,70,167,338,798,449,1112,780,2231,55,116,4279,14371
127031523,1572,3199,50,276,316,1552,69,353,1617,6547,2056,8726,168,759,219,789,682,2307,1067,3855,3125,12586,11,44,63,237,18,67,265,752,358,1105,37,127,85,198,384,878,504,1203,863,2305,71,151,5627,18239
127031524,1494,3017,38,219,308,1390,74,335,1760,6862,2179,8806,238,1018,303,1068,616,2089,1154,4175,3330,12988,9,43,44,145,33,100,252,724,339,1007,40,133,83,202,311,715,435,1053,766,2058,53,116,5648,18177
127031599,656,1368,72,450,178,961,68,347,714,3076,1034,4839,86,393,74,282,311,1081,464,1758,1500,6591,21,122,45,188,31,122,267,815,368,1245,37,140,44,109,348,785,425,1035,796,2282,63,133,3018,10380
127031601,413,834,0,20,53,250,14,74,374,1409,450,1756,21,86,37,132,94,311,155,532,604,2282,4,13,17,61,8,30,134,363,161,461,9,29,42,92,138,304,186,423,352,886,50,108,1419,4108
127031730,675,1365,40,250,194,913,60,309,1312,5185,1605,6652,117,522,143,521,198,726,465,1774,2072,8423,5,39,18,83,10,50,133,390,174,560,26,89,27,71,89,223,141,384,314,943,37,82,3099,10817
127031731,1394,2814,24,133,145,669,26,122,1244,4619,1439,5541,57,251,114,388,229,756,398,1393,1839,6937,10,46,60,194,27,89,371,984,470,1309,38,138,92,211,371,853,504,1198,979,2508,134,291,4347,12555
127031732,825,1702,51,359,155,807,44,223,762,3137,1015,4522,114,537,114,415,395,1391,619,2352,1640,6871,16,96,50,198,30,129,255,741,356,1159,37,145,58,131,350,857,453,1130,808,2289,75,155,3348,11020
127031733,801,1660,97,549,365,1798,95,471,1002,4125,1558,6942,209,920,230,850,555,1941,988,3713,2548,10652,22,124,53,207,27,113,183,576,276,1011,39,142,65,185,228,567,340,890,619,1906,28,71,4000,14287
128011529,1793,3590,39,191,264,1212,39,186,1357,5345,1705,6934,214,909,252,907,533,1761,995,3573,2699,10506,5,20,53,184,10,44,205,491,280,743,30,91,70,160,265,565,364,811,639,1554,52,107,5180,15762
128011530,2129,4269,27,148,235,1087,58,260,1443,5512,1763,7007,148,627,214,763,457,1494,816,2886,2583,9890,6,25,53,189,25,93,266,678,350,981,42,142,97,205,387,826,527,1176,876,2159,90,192,5675,16517
128011531,1743,3504,45,247,224,1024,47,203,986,3880,1301,5355,145,631,193,696,525,1797,868,3123,2165,8482,8,17,37,123,13,45,165,411,220,591,31,105,73,170,286,640,397,918,620,1511,39,92,4568,13587
128011602,1255,2518,11,84,110,489,24,101,981,3700,1133,4376,61,258,109,377,202,670,368,1299,1498,5677,9,32,44,136,9,30,212,483,271,681,18,62,83,169,264,588,367,825,630,1505,49,100,3438,9792
128011603,1278,2558,25,131,187,863,41,186,1008,4037,1258,5217,153,678,182,639,412,1366,754,2681,2012,7903,5,25,22,84,9,36,87,240,133,385,26,76,36,91,197,432,257,597,386,984,32,69,3707,11516
128011604,3213,6418,32,176,223,1034,45,193,1344,5120,1644,6523,156,672,231,803,504,1627,888,3104,2533,9627,10,26,56,162,11,48,299,697,374,934,36,126,106,220,365,779,507,1127,881,2062,86,179,6715,18281
128011605,312,632,12,43,67,321,14,67,226,952,318,1383,53,237,65,251,126,406,244,895,560,2277,0,14,6,15,0,3,17,51,24,79,3,14,10,27,29,66,44,103,67,189,5,8,945,3110
128011606,965,1922,21,99,116,540,18,87,597,2360,755,3089,102,450,136,485,280,938,519,1871,1273,4959,0,3,13,53,3,9,79,178,95,248,22,61,33,83,116,258,174,402,273,655,19,38,2529,7573
128021533,679,1373,17,106,88,382,24,89,472,1870,596,2445,73,316,66,231,191,644,331,1182,928,3628,0,8,20,72,8,36,73,191,107,303,10,40,22,43,104,237,139,317,242,619,18,38,1865,5660
128021534,1151,2341,39,227,161,781,37,161,624,2567,863,3738,145,627,164,594,501,1656,805,2882,1667,6620,11,43,23,62,10,37,77,207,110,340,18,62,22,54,133,299,171,417,285,760,23,45,3125,9760
128021535,1947,3922,50,269,322,1468,70,313,1504,5975,1938,8021,298,1287,293,1049,793,2649,1382,4984,3321,13005,11,56,51,184,26,90,205,564,294,889,53,183,80,188,332,755,469,1125,767,2020,34,70,6068,19014
128021536,2018,4059,33,192,366,1695,45,205,1877,7366,2322,9459,208,922,347,1264,624,2023,1181,4208,3505,13668,3,11,55,187,16,55,191,480,270,742,32,93,80,196,297,654,413,949,678,1692,55,112,6259,19520
128021537,0,4,0,0,0,0,0,0,3,16,3,16,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,20
128021538,2487,5020,36,200,219,967,30,126,1706,6305,1989,7600,116,483,210,732,417,1366,742,2581,2731,10186,9,41,65,188,19,69,373,886,472,1190,54,161,125,277,385,829,560,1268,1032,2453,94,193,6353,17861
128021607,1609,3247,39,223,275,1294,57,277,1434,5687,1811,7475,168,712,185,649,469,1565,820,2932,2627,10409,3,22,54,185,24,94,229,579,311,879,25,86,65,156,262,593,352,833,672,1716,43,88,4952,15462
128021608,731,1461,13,68,135,619,21,82,587,2323,755,3093,66,299,96,333,247,840,409,1470,1165,4559,3,16,18,53,3,17,71,186,95,278,16,49,27,60,103,223,145,334,241,609,10,20,2145,6648
128021609,343,684,17,94,62,293,21,109,224,886,322,1382,50,191,65,228,177,595,285,1010,613,2396,0,4,0,13,4,15,23,59,34,92,12,24,7,20,37,94,52,136,85,225,4,12,1046,3312
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011001,1494,2973,40,233,264,1206,59,275,1322,5289,1692,6995,107,457,186,640,271,874,573,1967,2259,8967,17,79,84,280,23,95,354,980,478,1441,39,116,76,156,184,397,294,672,773,2104,43,79,4568,14127
201011002,1404,2796,9,57,145,684,13,60,619,2387,792,3182,35,155,155,516,162,504,356,1179,1147,4359,0,13,43,133,15,52,152,382,209,574,18,51,84,173,154,333,254,558,469,1134,42,85,3054,8378
201011005,822,1640,15,67,116,553,24,122,490,1999,647,2736,48,196,83,285,142,446,277,928,925,3667,4,24,18,55,5,35,90,236,121,358,7,17,38,86,84,173,130,280,248,639,14,35,2011,5969
201011006,1093,2200,22,111,106,517,28,115,752,2872,906,3610,41,177,71,225,187,595,299,993,1201,4609,15,73,43,149,25,97,256,733,338,1055,15,55,55,114,175,391,242,557,586,1608,52,109,2931,8528
201011007,452,896,19,91,74,344,16,93,292,1222,402,1746,52,210,54,180,140,453,242,841,645,2590,7,13,8,15,4,16,28,85,47,133,9,16,11,27,40,85,56,130,102,266,9,26,1209,3779
201011008,1572,3132,12,78,123,599,53,248,765,2971,954,3895,55,236,85,293,258,828,397,1346,1348,5247,13,53,59,215,35,140,400,1138,507,1542,31,93,65,146,355,772,446,1012,957,2558,85,180,3963,11115
201011481,1055,2100,13,57,50,226,33,154,481,1844,575,2278,26,123,43,136,158,518,232,779,802,3056,12,42,38,131,28,96,198,519,270,783,8,23,36,83,204,429,245,537,521,1317,43,89,2418,6570
201011482,1648,3281,22,124,185,836,33,144,991,3946,1235,5057,74,317,159,538,269,841,502,1691,1734,6752,3,24,31,99,13,74,214,523,264,715,21,69,66,141,199,420,285,626,547,1338,49,104,3976,11471
201011483,1266,2532,18,101,113,515,31,149,664,2591,829,3359,50,198,89,310,182,583,317,1093,1147,4453,15,61,55,190,21,73,259,661,344,978,32,107,58,131,178,392,267,630,614,1613,49,108,3076,8702
201011484,1283,2568,16,88,68,333,35,182,561,2128,680,2736,20,92,54,166,211,664,284,924,964,3657,11,57,53,157,44,145,415,1094,521,1452,30,89,61,125,361,770,446,987,976,2441,65,142,3287,8807
201021009,757,1501,16,92,69,305,21,94,424,1690,519,2181,39,164,53,178,162,517,254,864,780,3041,0,0,12,48,6,27,99,259,123,335,12,25,20,38,103,231,130,297,254,627,15,39,1807,5211
201021010,1097,2175,10,89,89,395,16,87,414,1648,529,2220,37,149,57,183,152,493,247,832,779,3052,4,9,20,57,10,42,113,293,148,402,7,33,28,54,125,279,162,368,312,772,26,54,2210,6048
201021011,1520,3036,14,64,87,381,20,102,427,1633,548,2182,23,90,70,225,186,564,273,879,816,3067,0,9,25,80,10,37,120,277,156,403,6,15,30,60,146,298,181,376,337,778,26,59,2704,6933
201021012,740,1477,20,93,90,422,31,131,376,1537,511,2181,39,175,75,261,167,531,280,967,793,3146,6,12,14,43,7,27,54,154,76,242,6,14,25,49,90,215,121,277,199,521,20,35,1747,5178
201031013,521,1045,6,46,42,203,8,34,134,565,190,849,14,51,15,54,62,182,90,287,282,1132,0,11,5,19,11,29,39,110,57,168,0,0,9,12,70,142,77,159,135,326,12,23,948,2529
201031014,601,1195,6,49,41,192,9,50,201,789,260,1080,16,57,28,110,95,287,143,452,403,1530,0,0,9,29,3,21,69,192,84,238,7,24,7,10,75,160,85,192,171,427,9,19,1181,3176
201031015,590,1183,13,88,57,293,19,90,290,1164,384,1631,25,111,38,128,118,381,179,616,564,2241,0,8,9,38,8,44,64,174,89,262,4,18,9,18,77,167,93,202,181,467,19,33,1352,3937
201031016,1043,2089,8,52,65,311,14,62,294,1143,381,1563,39,146,41,137,136,427,214,716,593,2277,8,35,25,112,18,78,194,549,249,769,9,42,26,54,174,368,214,467,465,1235,34,81,2140,5685
201031017,721,1456,6,47,44,222,23,109,203,837,286,1212,17,81,32,99,137,421,187,601,469,1813,3,14,9,37,11,41,81,233,104,324,3,12,10,28,116,244,131,282,236,605,25,48,1446,3924
202011018,1491,2977,23,131,119,544,22,121,614,2294,781,3089,59,259,97,316,220,691,376,1270,1150,4358,10,38,67,209,29,102,388,1068,493,1420,26,79,74,161,311,669,411,911,904,2328,97,198,3644,9868
202011019,1320,2646,33,194,89,399,48,204,698,2726,860,3528,58,253,63,214,237,743,351,1211,1215,4731,21,101,62,217,44,150,346,959,470,1425,26,81,49,104,303,672,383,857,851,2288,83,174,3469,9834
202011020,1636,3263,24,125,119,548,21,106,697,2735,857,3514,74,303,120,407,223,713,419,1427,1282,4939,13,50,48,165,19,65,233,591,302,874,15,41,75,157,227,490,320,691,624,1562,53,112,3594,9878
