SA2_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
203011036,0,0,3,10,9,18,38,44,26,150,0,0,0,0,0,0,4,0,0,10,31,17,42,63,48,64,58,55,39,427,169,282,660,869,900,983,796,342,113,5115
203021037,3,6,10,19,31,33,87,145,117,456,0,0,5,12,14,8,8,7,7,63,31,51,107,82,71,87,70,105,96,696,264,1081,2618,1954,1682,1544,1410,896,526,11981
203021039,10,7,12,20,27,49,90,143,79,429,0,3,4,14,9,13,17,16,5,82,21,71,147,96,97,120,98,83,33,768,321,1095,2374,1646,1647,1846,1507,732,277,11443
203021040,9,12,22,28,37,58,129,188,130,607,4,0,14,7,14,9,21,19,19,110,39,65,131,108,82,76,96,88,74,760,360,1345,3576,3153,2635,2422,1779,966,484,16720
203021042,5,3,10,4,17,31,73,136,106,389,0,3,3,14,4,11,8,5,4,59,55,123,161,78,65,71,119,91,35,787,783,1980,2782,3031,3070,2771,2312,1437,467,18628
203021043,11,5,23,33,44,75,178,149,88,613,0,0,5,10,13,9,10,11,5,75,43,63,173,162,136,95,94,79,43,884,494,1136,3163,3093,2809,2289,1894,874,315,16061
203021044,7,4,6,9,18,47,122,156,61,426,0,0,0,0,6,7,3,0,3,28,22,18,47,44,57,43,85,80,27,424,303,698,1630,1630,1671,1644,1518,988,320,10396
203021045,14,12,40,31,59,101,221,299,168,934,0,0,14,15,20,15,11,14,7,94,44,64,150,147,118,131,155,148,86,1044,376,955,2159,1603,1872,1988,1977,1341,561,12834
203021046,0,3,8,11,8,19,28,47,22,144,0,0,0,4,3,0,3,4,9,25,15,26,49,53,49,52,46,29,32,345,174,620,1146,1349,1467,1351,1058,580,201,7933
203021047,6,6,26,47,51,90,292,406,252,1179,0,4,19,10,15,24,31,56,38,200,37,52,125,98,111,73,122,154,112,881,326,930,2290,1839,1939,1767,1909,1285,601,12886
203021485,9,3,10,13,10,19,33,75,64,237,0,0,6,0,3,4,3,0,3,29,12,45,71,62,32,28,29,60,79,432,188,870,2448,1569,770,682,566,475,346,7930
203021486,23,39,93,108,127,169,249,230,86,1119,5,11,53,100,99,67,47,40,8,431,102,94,231,190,172,164,150,112,46,1273,553,1331,2718,2072,2301,2272,1635,847,247,13973
203021487,8,3,18,20,37,59,130,178,180,641,0,6,20,12,13,13,8,7,5,88,56,99,151,92,113,88,122,120,117,952,644,1959,3873,3276,2872,2438,2254,1376,756,19451
203021488,11,11,39,56,70,112,201,150,102,751,3,0,32,35,20,34,26,25,15,193,56,70,194,142,147,120,101,92,37,956,258,652,1548,1064,1105,1096,905,514,235,7381
203031048,10,5,13,23,22,53,133,168,98,523,0,3,3,7,5,8,5,6,3,34,23,22,59,56,41,73,120,103,58,554,350,741,1763,1951,1956,2312,2473,1334,431,13305
203031049,0,3,3,3,3,4,17,17,25,79,0,0,5,0,0,0,0,0,0,6,15,7,40,41,53,69,110,30,25,389,80,217,538,574,745,1147,1218,570,199,5290
203031051,4,4,7,7,17,55,126,152,66,433,0,0,0,0,5,0,8,15,3,43,16,16,30,55,80,134,175,166,94,769,121,289,627,751,1108,1762,2250,1133,314,8346
203031052,0,0,0,0,0,3,17,35,36,96,0,0,0,0,0,0,0,0,0,9,9,7,17,29,20,58,99,78,21,338,77,158,281,420,546,896,1290,776,297,4748
203031053,6,0,12,7,12,23,44,94,79,269,0,4,6,0,9,0,0,3,0,30,54,44,106,156,139,120,155,120,109,1009,421,1046,2438,3910,3495,2771,2586,1178,421,18264
203031489,5,0,8,3,10,10,26,24,15,104,0,0,0,4,0,3,0,0,0,13,23,32,57,61,77,69,68,35,23,448,208,626,1671,1680,1338,1096,1101,447,124,8294
203031490,4,3,13,11,3,26,70,89,76,298,5,0,3,4,3,4,4,4,0,32,36,41,66,106,94,127,168,126,131,894,375,762,1685,2567,2532,2577,2664,1215,513,14890
204011054,0,4,6,13,12,31,76,91,44,272,0,0,4,3,0,4,7,3,0,25,20,21,38,49,62,77,95,63,38,468,104,229,553,640,864,1203,1272,661,220,5746
204011055,3,0,4,8,9,40,90,96,69,324,0,0,0,0,4,5,5,0,6,17,28,34,56,62,89,131,144,92,52,694,125,233,526,649,779,1182,1322,682,296,5790
204011056,7,9,19,33,35,74,155,201,94,624,0,0,3,5,8,8,12,15,3,47,72,44,105,124,127,133,99,91,48,837,388,837,1914,1819,2127,1971,1638,979,354,12031
204011057,11,5,18,3,12,34,69,100,51,306,0,0,7,0,9,8,3,0,4,35,44,62,119,119,111,161,153,82,33,889,219,375,989,1156,1253,1731,1659,767,239,8383
204011058,5,3,6,7,8,30,65,56,34,213,4,0,4,7,3,4,4,0,6,27,17,12,22,35,43,71,58,51,41,345,97,174,389,488,549,769,766,383,140,3750
204011059,8,7,19,18,23,62,107,109,62,407,0,0,3,6,0,3,4,3,0,26,27,36,82,65,72,90,79,72,55,577,152,450,791,666,809,949,888,474,217,5389
204011060,4,0,0,8,10,18,26,21,8,100,7,0,3,0,0,0,4,0,0,13,33,25,43,32,45,53,42,32,8,318,192,344,559,543,637,655,484,214,53,3680
204011061,0,0,0,0,0,3,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,4,5,3,11,6,6,0,0,37,6,5,19,27,45,41,17,10,0,180
204011062,4,0,7,5,13,16,25,47,25,129,0,0,0,0,0,0,0,0,0,6,24,23,32,50,73,101,86,61,10,460,82,168,288,398,566,783,715,399,101,3507
204021063,4,5,18,15,30,50,140,184,149,605,0,0,5,3,4,8,6,8,5,37,49,47,100,93,107,129,128,153,96,897,231,485,1114,986,1212,1602,1673,1148,519,8985
204021064,0,0,3,6,5,16,35,31,9,110,0,0,0,0,0,0,0,0,0,0,13,4,28,33,54,63,62,32,3,305,82,124,281,369,520,766,682,242,42,3100
204021065,0,0,3,6,8,14,32,53,33,150,0,0,0,0,0,4,0,0,0,11,9,6,23,22,36,38,40,36,14,218,79,154,386,417,536,614,627,321,115,3244
204021066,12,9,27,37,55,84,190,309,197,925,0,0,5,12,13,13,12,16,9,86,60,57,136,111,139,139,195,224,154,1206,477,980,2275,2229,2383,2478,2399,1714,798,15735
204021067,0,0,4,14,19,37,73,91,43,286,0,0,0,0,0,0,3,0,0,13,36,26,45,93,90,104,105,63,17,581,241,316,766,1075,1471,1653,1456,664,156,7798
204031068,0,0,5,12,6,15,36,41,29,141,4,0,0,0,0,5,3,3,0,15,19,14,19,43,42,45,42,36,16,278,90,140,367,596,711,792,806,382,127,4014
204031069,0,0,4,8,7,12,50,80,52,223,0,0,0,0,0,3,6,3,0,24,40,55,91,68,107,129,105,87,46,730,152,398,890,1041,1217,1386,1288,668,207,7258
204031070,0,0,6,0,5,10,28,37,17,100,0,0,0,0,0,7,0,3,0,8,9,8,22,28,30,43,29,27,7,204,91,117,293,323,483,552,416,212,45,2535
204031071,0,0,7,7,7,29,52,84,63,247,0,0,0,0,0,0,6,9,4,22,10,23,17,26,26,53,53,51,31,302,75,217,417,474,596,789,697,409,190,3872
204031072,0,0,7,11,3,36,66,85,50,266,0,0,0,0,0,5,0,4,0,11,21,19,36,54,66,77,106,72,49,505,115,196,482,620,761,1107,1024,533,217,5060
204031073,12,4,19,31,34,64,132,148,94,524,4,4,6,4,15,8,15,4,4,71,57,55,105,114,105,76,107,85,77,768,417,880,1874,1846,1974,1965,1702,807,300,11762
204031075,0,0,3,3,6,12,33,44,25,130,0,0,0,0,0,0,3,0,0,4,17,15,29,36,44,52,45,37,8,293,106,190,421,611,736,845,629,311,109,3957
204031491,4,7,16,14,14,16,47,60,77,250,0,0,6,7,14,9,12,4,3,52,25,47,70,49,35,34,48,30,33,368,427,833,1930,1785,1428,1165,1028,455,213,9258
204031492,12,15,25,34,47,86,140,168,101,625,0,0,14,16,21,13,18,7,4,95,61,46,133,125,93,115,142,126,49,885,394,846,2040,1806,1791,1901,1765,1076,335,11958
205011076,20,8,40,30,38,82,186,247,157,803,0,3,13,10,13,15,12,10,0,75,45,45,147,142,136,154,153,130,43,1002,422,1001,2694,2271,2218,2452,2305,1318,430,15103
205011077,7,4,8,12,17,18,59,79,41,229,0,0,0,0,0,0,0,0,0,6,31,19,38,61,57,90,77,59,24,453,169,290,571,688,876,1136,954,453,116,5248
205011078,0,3,6,18,13,38,65,90,46,289,0,0,6,0,5,0,5,0,6,18,25,17,50,57,58,67,89,67,53,473,182,397,906,969,1015,1146,1170,547,194,6523
205011079,11,12,27,34,54,84,153,276,181,832,0,5,17,6,16,15,9,9,9,80,56,55,178,156,166,138,156,163,75,1146,488,1215,2986,2659,2827,2866,2647,1634,605,17928
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,10,14,32,24,40,88,165,255,111,743,0,5,4,4,4,7,7,8,3,48,50,59,122,124,129,158,168,180,154,1151,378,795,1808,1574,1787,2010,2116,1477,567,12516
205021082,3,3,14,13,28,31,76,106,37,319,0,0,3,0,3,0,0,6,3,18,32,27,70,79,92,121,121,63,27,637,186,303,816,862,1093,1421,1264,576,136,6663
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,3,8,15,24,11,51,137,148,86,489,0,0,0,5,0,7,5,9,0,22,49,37,90,109,124,151,201,134,57,955,235,342,828,1013,1220,1792,2344,1206,332,9317
205021085,0,3,9,11,18,55,92,109,49,344,4,0,5,4,6,3,9,7,4,27,18,32,65,68,101,150,144,105,46,745,119,202,519,599,798,1309,1240,647,199,5622
205021086,6,4,4,5,9,18,69,87,50,258,0,0,0,0,0,3,9,3,0,19,6,4,11,32,32,76,88,89,27,362,125,177,420,446,730,1240,1733,966,283,6118
205031087,0,0,3,8,17,39,114,126,58,371,3,3,0,0,0,0,0,9,3,15,29,32,61,90,95,128,152,108,43,729,168,314,662,880,1157,1664,1831,871,270,7820
205031088,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,6,0,13,4,0,5,24,22,21,30,13,4,119
205031089,6,3,14,21,24,47,85,114,90,399,0,0,0,0,8,3,6,10,3,25,35,20,64,76,79,129,84,81,26,599,232,398,1027,1023,1342,1548,1338,634,239,7789
205031090,3,3,18,8,10,43,111,149,103,450,0,3,0,0,0,13,3,13,3,41,33,23,67,83,77,106,118,99,46,642,238,417,973,1240,1432,1670,1678,951,347,8953
205031091,3,4,7,14,23,51,112,123,76,413,0,0,0,0,5,6,10,8,3,29,36,37,103,124,125,198,227,152,85,1092,221,432,1157,1448,1644,2385,2477,1174,396,11330
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,12
205031093,15,14,33,39,60,138,274,341,209,1123,0,3,6,13,16,16,14,32,23,127,74,52,155,197,215,264,376,289,152,1770,507,986,2388,2779,3149,4251,4677,2464,822,22015
205041094,9,6,21,21,39,70,107,118,37,418,0,7,3,8,3,3,5,0,0,30,67,77,99,114,99,117,107,58,25,762,308,667,1319,1375,1475,1902,1527,659,126,9348
205041095,18,5,55,53,77,129,262,289,190,1076,0,4,12,11,16,17,25,23,9,118,64,81,163,158,182,206,235,175,102,1359,451,919,2135,1820,2066,2395,2319,1328,563,14007
205041096,10,12,54,57,68,134,243,234,136,944,0,0,20,24,19,23,21,26,20,151,85,109,226,227,213,209,201,165,168,1610,400,865,1775,1504,1766,1968,1756,1055,475,11561
205041098,5,6,9,5,15,27,43,38,19,158,0,0,4,0,0,0,0,0,0,5,15,9,42,38,45,48,64,26,3,288,125,252,568,564,624,740,566,185,40,3659
205041493,13,7,26,27,29,56,123,169,128,592,0,4,5,5,10,4,5,5,8,46,50,45,124,98,92,106,100,118,107,844,316,708,1636,1358,1433,1561,1297,831,393,9524
205041494,14,3,21,20,33,76,140,195,99,609,0,3,12,3,9,8,11,11,3,57,31,44,110,111,94,119,122,136,87,854,390,862,2344,2221,1932,2055,1853,992,353,13008
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,9,8,0,0,23
205051100,7,0,0,11,16,39,66,48,19,204,0,0,0,0,0,0,7,3,0,12,10,14,15,29,56,71,93,43,7,338,118,236,356,453,695,960,916,324,54,4111
205051101,6,7,23,26,36,84,142,189,74,588,0,5,0,8,0,3,3,0,5,26,77,52,129,133,142,161,177,130,50,1058,371,688,1640,1640,1661,2145,2090,983,301,11525
205051102,0,0,4,7,16,28,36,38,15,156,0,0,0,0,0,3,0,0,0,7,13,29,133,129,66,66,81,33,13,571,105,234,832,805,610,619,555,220,50,4021
205051103,12,11,15,32,41,71,143,201,109,629,0,0,7,11,14,17,8,5,6,63,54,55,130,126,132,103,131,113,111,951,364,808,1869,1781,1900,1899,1800,1098,465,11979
205051104,3,0,10,7,16,39,87,81,58,297,0,0,0,0,7,5,0,4,0,26,23,26,45,68,51,74,97,56,31,464,110,203,461,518,692,1022,1025,475,166,4677
206011106,0,0,3,5,8,19,54,146,94,333,0,0,0,6,4,13,29,39,20,106,13,33,168,103,57,48,34,32,12,501,121,1028,4230,2507,1349,905,586,367,168,11266
206011107,6,0,5,11,17,40,92,192,109,476,0,4,14,8,13,20,37,51,30,168,9,38,138,93,39,47,56,51,33,502,212,1206,3608,2425,1691,1292,913,564,283,12185
206011109,0,0,5,6,10,26,92,202,135,484,0,0,7,0,4,10,14,41,17,91,15,12,51,40,39,39,27,32,35,286,225,613,1341,1563,1564,1251,736,459,326,8076
206011495,0,0,0,5,14,40,101,233,128,526,0,0,8,9,9,17,49,62,32,182,8,25,125,65,39,22,37,30,20,372,142,1229,3566,2283,1470,1088,747,522,222,11275
206011496,0,0,8,11,13,33,64,125,102,348,0,4,11,3,6,18,23,38,36,139,15,48,155,73,47,46,50,44,20,501,145,1179,4054,2372,1417,1053,700,418,228,11562
206011497,0,0,3,14,21,54,131,254,148,628,0,0,3,11,15,28,52,65,50,235,16,28,122,83,61,61,60,55,25,510,192,920,2664,2175,1610,1252,888,578,284,10569
206011498,8,0,4,10,22,68,195,303,185,790,4,7,11,6,26,29,60,86,46,271,13,42,83,48,56,40,60,34,30,403,219,883,2381,2226,2056,1413,1013,639,346,11168
206021110,0,0,4,3,3,20,58,112,88,297,0,0,0,3,4,6,12,23,19,75,6,16,56,43,39,49,30,30,6,270,138,566,1548,1383,1294,1109,702,351,162,7255
206021112,3,3,13,8,31,59,190,333,196,835,0,4,10,18,14,29,46,95,57,263,25,43,126,95,85,60,68,112,146,753,284,1033,3825,3334,2675,1852,1229,847,497,15574
206021499,0,0,4,3,20,34,119,256,121,546,0,0,3,7,5,12,46,86,77,235,12,24,80,95,61,60,69,54,32,487,206,815,2883,2339,2256,1652,1062,706,321,12240
206021500,0,0,4,3,7,21,57,145,93,325,0,3,4,3,0,3,15,30,31,89,14,26,88,68,52,43,25,23,12,355,133,507,2308,1719,1579,980,624,407,203,8465
206031113,0,6,24,25,34,43,81,148,91,464,0,4,28,13,21,22,20,40,39,188,22,47,181,125,120,96,53,50,16,712,246,935,2650,2505,2147,1700,1115,559,228,12074
206031115,6,3,20,23,28,62,72,59,36,309,0,0,26,20,42,42,40,35,15,222,28,55,176,118,83,64,63,23,20,632,157,743,2391,1492,1048,814,653,273,123,7702
206031116,0,3,8,8,13,46,95,236,148,551,4,0,10,5,5,10,21,43,38,130,20,32,111,66,71,85,66,83,40,569,265,1105,3138,2416,2130,1934,1357,752,415,13508
206031501,4,0,4,6,8,34,89,163,139,451,0,5,10,6,5,11,13,33,19,93,33,42,84,79,82,59,63,56,49,551,382,1171,1946,2095,2497,2079,1380,733,479,12765
206031502,0,0,5,4,6,31,53,101,69,282,0,0,7,7,5,11,7,16,18,72,16,50,106,76,45,56,41,32,12,431,221,938,2268,1801,1597,1453,1094,514,220,10103
206041117,3,5,15,17,30,41,31,43,32,220,0,6,39,17,21,37,25,15,8,173,53,249,390,158,120,72,53,56,47,1186,925,4027,5591,1809,1041,852,690,449,217,15601
206041118,0,0,8,10,9,18,13,10,7,75,0,11,54,14,14,17,3,3,0,116,14,131,586,266,116,113,75,28,0,1327,143,1567,6027,2890,1397,1200,695,206,42,14170
206041119,0,0,8,0,0,0,6,11,16,49,0,0,4,0,3,0,0,0,0,9,6,16,52,52,40,31,55,20,12,295,44,275,1144,784,552,663,651,324,119,4551
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,21,11,3,0,0,0,78
206041121,0,0,8,8,16,25,52,55,32,197,0,0,3,9,9,23,22,26,12,104,11,23,86,91,63,34,46,31,24,411,132,757,2544,2135,1328,958,666,296,134,8942
206041124,0,0,0,0,6,6,11,15,50,78,0,0,3,9,0,3,0,6,0,19,88,66,94,64,33,30,24,25,11,440,1107,1529,1696,760,446,400,342,245,155,6682
206041125,0,0,3,5,3,3,9,6,8,33,0,0,3,3,4,4,4,5,0,12,24,17,81,75,45,45,70,79,91,523,73,320,1516,995,666,658,701,521,241,5690
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,0,0,12,11,4,0,11,8,4,58,0,12,32,12,9,0,0,0,0,73,24,179,424,199,119,80,37,26,6,1098,249,1844,3530,1654,799,632,413,171,41,9342
206041504,0,11,43,16,13,14,9,3,0,109,0,15,62,23,18,5,0,0,0,130,93,436,608,169,76,59,32,11,0,1490,824,5516,6723,1791,702,419,241,66,17,16304
206041505,0,9,30,18,10,10,12,10,4,93,0,15,54,21,10,3,5,3,0,119,31,262,617,250,89,65,30,8,0,1363,387,3291,7153,2367,864,573,290,85,18,15028
206041506,0,5,17,15,30,45,62,50,28,252,0,13,18,19,19,21,26,14,5,135,59,191,387,215,121,127,101,45,15,1261,394,2164,4600,2439,1525,1136,795,338,118,13519
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,0,0,3,8,5,10,10,6,5,40,0,0,7,5,5,6,7,0,0,30,6,27,144,100,55,49,34,23,5,440,76,598,2365,1219,613,528,336,171,35,5948
206041509,0,3,16,4,5,5,15,9,6,67,0,3,41,22,9,5,0,0,0,74,11,111,389,163,63,35,31,18,0,817,247,2242,7003,2978,1128,783,526,185,27,15129
206041510,0,0,4,3,6,12,14,10,8,66,0,0,22,3,0,0,3,5,0,35,9,63,164,77,41,29,27,4,0,418,109,1009,2971,1300,647,415,226,84,15,6777
206051128,0,4,5,9,10,18,56,155,55,315,0,0,8,0,5,5,4,22,21,62,14,39,165,128,81,86,93,76,31,715,212,766,2568,2478,2282,1997,1609,1062,281,13256
206051129,3,0,0,6,7,8,25,37,37,129,0,0,5,5,4,9,6,8,3,37,14,38,189,204,135,103,58,40,25,802,159,704,3192,2761,2363,1745,1031,418,143,12514
206051130,4,0,11,13,22,46,95,147,75,406,0,0,7,5,3,11,26,35,8,93,28,42,124,155,143,136,132,85,32,876,231,555,2150,2856,2733,2149,1649,917,244,13473
206051134,4,0,7,13,13,16,30,55,29,168,0,3,11,6,6,6,12,12,11,70,21,83,267,167,111,71,69,44,26,854,206,1150,4389,2924,2010,1365,929,447,176,13595
206051511,0,0,6,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,10,17,104,58,35,22,0,0,0,252,26,172,775,374,218,117,34,15,0,1719
206051512,0,0,13,15,12,21,37,67,39,199,0,0,10,8,10,12,14,8,26,86,22,27,108,110,110,96,78,91,95,732,148,623,2422,1991,1670,1372,997,593,287,10112
206051513,3,8,5,12,14,17,32,32,13,138,3,0,9,8,0,7,3,12,4,44,11,63,268,205,128,112,77,40,14,920,110,774,3910,2398,1462,1173,723,289,75,10917
206051514,0,0,6,7,7,16,28,35,22,116,0,0,16,3,12,5,7,0,0,40,22,69,366,196,200,179,138,154,147,1473,134,798,3709,2505,1936,1672,1068,526,271,12625
206061135,0,0,0,0,3,5,17,51,29,117,0,0,3,0,0,0,0,12,5,28,11,34,55,53,58,18,40,58,37,372,112,645,1916,1377,1176,898,896,667,221,7908
206061136,0,3,7,9,24,30,65,185,123,446,0,0,5,10,4,9,7,47,30,120,23,76,271,166,117,104,98,111,97,1066,209,1551,6153,3344,2063,1605,1165,834,400,17321
206061138,3,0,0,6,4,3,12,20,28,81,0,0,0,0,0,3,0,0,0,15,42,47,96,79,93,99,120,99,78,748,220,863,1885,1372,1543,1696,1760,1242,517,11111
206061515,0,0,11,0,0,0,9,8,11,33,0,7,7,0,7,0,0,0,0,20,28,84,349,156,89,72,42,25,5,839,162,1214,4486,2017,947,734,552,289,98,10500
206061516,0,0,3,6,13,28,31,50,37,169,0,0,4,9,14,21,13,14,10,83,17,48,175,113,84,69,63,50,25,644,137,766,3102,1556,1064,943,746,479,197,8988
206071139,0,0,5,9,10,25,25,47,26,149,0,3,5,7,8,8,9,11,18,64,10,39,172,105,63,47,34,24,13,504,77,667,3280,1781,888,692,508,249,97,8241
206071140,0,0,4,9,3,7,12,27,51,117,0,0,0,4,0,4,0,3,10,19,8,22,63,52,43,30,32,32,16,299,101,842,2148,1112,858,809,732,391,141,7130
206071141,0,3,17,21,36,30,35,49,14,211,0,5,17,14,25,24,15,15,8,116,28,62,182,109,83,56,33,20,6,567,103,634,3348,1752,1028,661,394,189,67,8165
206071142,0,5,18,28,28,43,55,45,17,240,0,3,6,16,13,33,23,20,17,137,21,69,215,153,101,105,66,37,19,797,139,714,3068,1839,1189,1108,693,324,132,9211
206071143,0,0,7,6,13,22,56,122,96,320,0,0,0,0,3,13,22,22,26,89,12,43,128,80,65,59,63,52,34,534,139,842,3163,1964,1549,1247,1042,667,294,10910
206071145,0,0,5,15,15,15,34,63,37,178,0,4,0,0,0,4,3,9,14,38,0,30,83,51,44,57,52,31,8,356,103,511,2023,1677,1270,1114,894,386,139,8115
206071517,0,0,3,7,9,16,69,116,91,310,0,0,0,10,5,3,14,39,22,94,12,70,286,131,78,113,60,41,15,806,166,1364,5735,2890,2030,1610,1056,574,205,15616
206071518,0,0,18,17,53,90,100,104,47,443,0,3,12,21,35,70,71,50,48,299,30,53,196,126,115,86,87,59,27,780,189,1074,4325,2304,1548,1291,944,461,202,12344
207011146,5,0,0,6,3,18,32,46,40,148,0,0,0,8,5,7,11,7,4,40,0,14,28,32,24,16,33,32,54,236,169,453,712,1041,1245,1017,694,420,227,5978
207011147,5,0,0,10,19,24,56,106,86,313,0,0,6,10,16,14,16,27,16,98,24,37,49,59,74,44,64,59,56,456,347,1093,1570,1967,2265,2003,1710,1175,640,12770
207011148,3,5,3,9,26,41,73,170,122,456,0,5,0,19,21,23,18,25,26,142,35,35,57,48,91,70,54,61,47,493,590,1450,1813,2264,3357,2891,1891,1189,615,16062
207011149,3,0,7,5,8,6,51,115,130,339,0,0,4,3,15,9,12,10,23,75,39,32,71,94,90,76,85,74,88,645,461,1493,2228,2405,2966,2694,2197,1428,912,16786
207011150,0,0,3,6,6,8,30,74,44,181,0,0,4,3,3,4,15,16,8,54,19,19,58,52,61,53,40,50,24,382,370,1175,1561,2070,2616,2232,1556,908,312,12789
207011152,3,0,9,5,4,13,35,54,50,172,0,4,5,6,11,12,9,12,12,67,18,41,123,74,66,52,69,77,59,580,243,1268,3156,2255,1974,1579,1247,779,329,12840
207011154,0,0,0,0,5,8,19,63,43,146,0,0,3,0,3,3,7,10,13,40,6,12,24,22,13,19,28,32,4,159,147,422,657,807,951,865,608,371,166,4994
207011155,0,0,0,3,7,13,30,59,66,182,0,0,5,0,6,11,3,7,9,44,25,24,59,46,59,35,72,63,69,452,381,1043,1328,1654,2420,2193,1823,1008,570,12434
207011519,0,0,0,4,4,3,20,31,34,100,0,0,0,5,5,0,6,12,8,36,24,31,96,58,47,48,41,33,15,389,313,915,1945,1365,1236,977,825,479,151,8205
207011520,0,0,4,7,7,8,23,22,22,89,0,0,3,3,3,3,5,3,5,37,23,48,123,64,49,41,39,43,37,472,247,1210,2879,1730,1318,1100,878,562,252,10169
207011521,3,4,0,8,7,11,38,62,28,165,0,0,8,4,3,4,11,8,10,41,19,17,37,22,46,60,42,58,61,375,261,902,1375,1209,1610,1483,1195,772,365,9180
207011522,4,3,5,7,13,20,40,54,71,206,0,6,10,10,21,32,26,21,8,137,18,26,70,66,86,82,70,53,51,518,233,862,1799,1628,1846,1696,1281,728,421,10481
207021156,0,3,8,9,7,38,150,376,230,819,0,0,10,0,18,17,32,55,35,165,10,15,41,37,46,52,60,61,42,359,225,669,1255,1349,1554,1472,1116,1092,514,9250
207021157,0,4,12,30,37,57,207,405,228,979,0,3,33,19,20,66,54,66,67,322,33,44,146,148,125,94,113,109,57,882,412,1617,3869,3466,2921,2836,2426,2029,909,20486
207021159,0,3,0,8,14,49,149,243,188,647,0,4,7,5,3,26,28,31,23,131,17,22,60,76,52,75,101,130,115,655,329,935,1571,2010,2112,2449,2114,1447,696,13655
207021160,4,0,11,7,5,40,128,271,214,680,0,3,5,6,7,13,39,54,35,166,17,20,51,47,56,48,57,93,92,487,256,673,1346,1790,2031,1612,1393,1451,693,11247
207021424,0,0,0,6,17,56,137,210,135,568,0,5,12,13,14,26,43,40,30,184,10,15,40,51,50,35,80,72,34,404,294,949,1576,2049,2001,2144,1785,1171,480,12451
207021425,0,0,10,10,35,50,152,182,135,567,0,0,16,24,22,24,26,59,24,192,25,26,59,84,82,71,59,88,37,530,248,756,1819,2575,1872,1583,1336,1222,518,11910
207031161,3,9,11,21,29,48,61,136,115,428,0,4,12,17,24,23,30,15,24,153,24,39,92,62,85,59,63,98,102,633,434,1453,2594,3139,3166,2654,1819,1294,760,17317
207031162,0,0,9,8,24,28,68,124,95,363,0,3,8,11,12,10,22,29,33,129,13,32,58,34,60,36,47,60,68,401,215,636,1138,1446,1579,1239,1043,788,485,8561
207031163,5,13,33,45,71,51,140,105,90,544,0,21,67,44,42,34,38,24,29,299,53,199,385,174,125,99,130,128,215,1513,439,2523,4872,3061,2754,2196,1662,1020,675,19206
207031164,0,12,15,22,54,49,106,147,112,514,0,3,23,23,19,30,34,29,24,188,19,49,119,96,69,68,60,50,30,560,343,1221,2495,2502,2538,2138,1592,930,442,14203
207031165,9,5,8,13,13,15,59,132,67,318,0,3,16,11,8,7,11,29,5,98,22,163,214,81,48,59,64,46,90,778,428,1754,2376,1388,1323,1112,846,718,457,10394
