SA2_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
121041689,168,26,398,2932,4012,1695,1003,1990,424,12058
122011418,165,31,438,3796,5253,2538,1500,2669,510,16258
122011419,210,23,458,4910,6598,2263,1052,3503,873,19198
122021420,118,74,375,2240,3539,1770,1072,1689,484,10793
122021421,192,45,422,1961,2873,1509,917,1648,438,9351
122021422,94,12,234,2602,3726,1723,1094,1805,400,11343
122021690,221,250,679,2492,3677,1717,964,2308,860,12017
122021691,77,16,152,1968,2699,1241,718,1548,361,8538
122031424,172,57,414,2487,3358,1633,1016,2677,503,11672
122031425,125,31,261,1389,1964,930,552,1310,269,6410
122031427,150,68,470,2332,3076,1641,998,1957,357,10358
122031429,169,47,353,4545,5838,2128,1246,3405,745,17904
122031430,238,122,531,2970,4462,1942,1109,2703,536,13715
122031432,88,12,140,649,952,485,336,585,110,3122
122031692,257,27,453,1469,2103,1113,627,1573,168,7063
122031693,210,18,370,2666,3570,1494,917,2364,460,11477
122031694,54,15,121,1776,2371,926,583,1437,302,7396
122031695,120,20,265,3330,4404,1464,833,4465,719,15211
122031696,94,3,278,3083,4285,2189,1297,2294,300,13445
122031697,486,96,820,2118,2821,1219,652,2274,480,9564
123011433,357,110,609,1935,3038,1531,1144,2503,565,10709
123011698,19,0,31,978,1317,571,462,1245,182,4756
123011699,77,14,148,2230,2980,1430,1152,2457,423,10672
123011700,31,7,66,1883,2408,1175,781,2079,252,8588
123011701,43,8,104,3132,4191,1916,1385,3546,483,14652
123011702,14,0,28,1366,2093,872,679,1536,219,6763
123021436,69,17,149,2502,3531,1711,1725,4722,1102,15284
123021437,226,36,387,3101,4247,1816,1538,5762,1329,17797
123021438,67,10,140,2696,3794,1761,1585,4936,936,15701
123021439,0,0,0,0,0,0,0,0,0,0
123021441,90,26,181,2300,3182,1586,1405,4090,829,13383
123021443,69,35,145,2655,3616,1704,1628,5662,1156,16420
123021444,91,91,243,2893,4029,1845,1702,5167,1197,16836
123021703,33,9,82,1743,2645,1275,1185,3485,495,10819
123021704,88,207,327,1326,1964,901,830,2543,764,8339
123021705,107,15,196,2207,3040,1516,1331,4415,823,13334
123021706,65,18,126,1674,2160,1112,1137,3973,910,10966
123031445,46,7,91,854,1288,654,545,1162,240,4749
123031446,57,74,192,1578,2403,1241,1008,1646,558,8431
123031447,116,102,347,2954,4108,1982,1698,3382,858,14989
123031448,35,5,85,1528,2096,1197,1051,1466,426,7760
124011449,39,14,127,899,1620,856,539,754,293,4965
124011450,112,22,277,3158,5038,2721,1689,2205,378,15190
124011451,0,0,0,4,5,0,0,3,0,7
124011452,167,52,354,2176,3695,1799,1128,2232,591,11613
124011453,60,6,135,1770,3157,1568,1125,1475,303,9402
124011454,304,92,636,3447,5798,3076,2017,2897,556,17791
124011455,136,14,229,850,1708,975,639,891,296,5361
124021456,0,0,0,0,0,0,3,0,0,8
124031457,70,22,166,2251,3309,1532,1277,3465,764,12600
124031459,156,26,283,2212,3382,1590,1130,2445,490,11248
124031460,58,11,126,3569,4794,2213,1478,3807,485,16346
124031461,102,56,255,2700,3695,1697,1308,3713,799,13916
124031462,177,41,304,3315,4647,2122,1754,5681,1554,19067
124031463,53,4,107,1862,2583,1317,1075,2046,341,9219
124031464,208,229,563,2883,3878,1300,1121,4469,1636,15284
124031465,22,5,50,904,1295,680,605,1000,216,4691
124031707,63,6,118,2580,3583,1708,1369,3225,663,13133
124031708,28,0,53,1730,2639,1190,1042,2610,370,9586
124041466,327,99,593,2350,3395,1515,1267,3268,849,12654
124041467,110,19,182,2303,3329,1462,1208,3171,688,12154
124041468,35,6,54,973,1300,669,653,1260,1446,6308
124051469,22,3,42,1003,1352,607,503,1585,213,5270
124051470,79,14,136,2909,3952,1898,1600,4599,828,15779
124051580,64,21,131,1586,2136,1003,946,3528,838,10036
124051581,119,120,319,2042,2699,1208,1259,4756,1675,13643
125011475,0,0,0,0,0,0,0,0,0,6
125011582,126,36,213,2003,2266,1094,1136,7770,1855,16126
125011583,53,60,132,1193,1306,548,600,4581,814,9047
125011584,128,6,171,1035,1137,529,657,2911,695,6963
125011585,77,11,158,1180,1355,654,596,2944,540,7272
125011586,133,58,281,2974,3589,1636,1431,7365,1294,18282
125011587,34,8,68,674,778,393,387,1727,258,4220
125011709,23,0,43,1212,1741,752,567,1685,1560,7520
125011710,24,0,31,3032,4538,1533,1079,6363,1054,17605
125021477,195,36,410,3592,4843,2340,1915,6105,1162,19957
125021478,218,28,411,2709,3718,1840,1428,4472,820,14979
125021711,178,31,402,1906,2491,1417,950,2340,317,9419
125021712,115,16,252,2807,3835,2099,1636,4228,564,15173
125031479,214,121,494,2373,2708,1354,1405,6449,2033,16311
125031480,168,230,473,1675,1959,950,982,5518,1584,12660
125031481,121,19,230,2533,3222,1545,1449,8381,1913,19043
125031483,179,23,308,2232,2637,1211,1488,7324,2088,16990
125031484,227,46,413,2588,3301,1549,1493,7384,1564,17883
125031486,0,0,0,6,0,0,0,3,0,8
125031487,0,0,0,0,4,0,0,4,4,13
125031713,124,52,288,2275,2967,1602,1529,4025,711,13105
125031714,153,35,303,2542,3380,1585,1619,7756,2079,18958
125031715,97,74,222,1533,2108,1063,868,2395,520,8493
125031716,71,15,132,862,1167,585,568,2084,505,5775
125041489,183,54,349,3366,4858,1926,1445,5938,1428,18970
125041490,97,0,148,1278,1913,1089,718,1574,202,6773
125041491,139,78,326,2727,4343,2017,1464,4704,1021,16276
125041493,274,81,628,3138,4746,2410,1713,5443,1159,18615
125041494,156,0,248,1767,2577,1330,963,1968,189,8791
125041588,101,85,282,1526,2275,1277,1037,3729,960,10798
125041589,148,18,251,2389,3754,1986,1390,6019,1466,17011
125041717,17,0,41,1433,2329,970,641,3961,838,10171
125041718,45,4,65,1159,1639,711,583,3552,627,8276
125041719,71,12,101,1043,1367,652,539,3327,609,7542
126011496,212,79,581,3677,5398,2894,1780,3214,644,17604
126011720,159,18,315,2250,3300,1721,1069,2979,376,11687
126011721,132,17,314,2933,4033,2164,1454,4017,497,15105
126021498,142,123,434,2834,4077,1712,1054,2608,567,12850
126021499,216,244,598,1707,2344,1123,705,1527,699,8111
126021500,442,52,735,3871,5542,2179,1426,6419,1112,20554
126021501,147,65,396,2577,3641,1702,1044,3199,742,12897
126021503,160,21,314,3361,4758,1995,1355,4778,684,16930
126021590,53,4,104,778,969,535,321,742,111,3453
126021722,58,17,163,1149,1642,883,608,1227,168,5680
126021723,206,36,423,2880,3888,2115,1440,4928,727,15975
126021724,195,74,497,3257,4568,2099,1423,4700,787,16826
126021725,92,98,251,1764,2737,1049,757,2963,668,9934
127011504,130,26,236,1752,1874,933,1197,6352,1525,13628
127011505,70,104,225,1519,2033,1046,1112,3180,904,9801
127011592,0,0,0,0,3,0,0,5,3,23
127011593,50,0,67,1070,1154,565,546,2137,214,5686
127011594,81,9,118,1615,1891,878,877,4551,590,10403
127011595,63,9,93,1632,1986,898,941,4244,482,10176
127011596,45,8,73,1740,2149,1010,900,3739,528,10071
127011597,64,8,109,2278,2728,1358,1287,4607,595,12845
127011726,23,6,51,700,1019,522,414,863,217,3731
127011727,13,3,34,1941,2748,1239,1065,2839,376,10209
127011728,47,7,107,1632,2279,1084,1095,2982,435,9503
127011729,28,23,71,2188,3142,1402,1265,3692,651,12341
127021509,143,75,274,2195,2445,1226,1167,6136,833,14003
127021510,285,38,427,2575,3071,1522,1531,6738,869,16306
127021511,315,191,627,2809,3024,1479,1431,9885,1776,20408
127021512,199,30,340,2141,2526,1208,1314,6397,1155,14742
127021513,257,101,461,2652,2919,1380,1386,8572,1473,18384
127021514,90,42,163,1320,1523,770,798,3609,479,8503
127021515,222,35,363,1768,2070,954,1021,7989,1363,15170
127021516,195,36,342,2262,2523,1219,1260,8544,1173,16987
127021517,88,7,152,1106,1299,619,631,3284,371,7308
127021518,83,5,135,563,731,430,505,1172,246,3648
127021519,272,82,483,2161,2701,1360,1449,7052,1026,15755
127021520,134,98,284,1448,1657,817,838,4032,565,9351
127021521,0,0,0,3,9,4,3,8,7,34
127031522,133,71,288,2093,2643,1332,1271,4880,867,13087
127031523,218,15,326,2866,3881,1908,1681,5017,810,16158
127031524,172,170,404,3166,4450,2235,1551,4155,1021,16583
127031599,110,21,179,1244,1387,685,861,4438,979,9592
127031601,45,15,77,710,815,341,403,2035,542,4847
127031730,30,0,36,1432,2058,1001,910,2866,550,8822
127031731,70,15,119,1890,2470,971,1005,6075,1775,14192
127031732,186,38,314,1438,1790,814,892,5032,1006,10965
127031733,63,121,225,2200,2538,1269,1205,4279,668,12163
128011529,171,28,428,3322,4464,2192,1376,2796,455,14609
128011530,462,95,892,3460,4784,2134,1457,4415,830,17072
128011531,436,169,947,2664,3468,1855,1329,3665,733,13716
128011602,159,30,324,2205,3115,1235,772,2609,556,10501
128011603,136,36,406,2242,3161,1616,1023,1990,333,10360
128011604,260,108,637,4606,6422,2682,1709,4344,1092,20862
128011605,24,7,64,627,793,478,288,443,60,2693
128011606,80,14,186,1680,2300,1037,655,1495,228,7408
128021533,103,134,334,1080,1637,815,580,1002,299,5409
128021534,83,10,152,1795,2468,1354,896,2030,189,8730
128021535,183,57,332,3644,5099,2578,1653,3500,442,16905
128021536,145,106,444,3691,5554,2736,1705,3054,635,17378
128021537,0,0,0,9,13,4,0,0,12,33
128021538,325,218,804,4085,6007,2351,1402,4427,1025,19306
128021607,102,80,332,2882,4171,2119,1377,2557,409,13510
128021608,41,11,122,1185,1835,1011,592,1038,145,5808
128021609,8,0,21,660,943,424,315,510,53,2903
197979799,0,0,0,0,0,0,0,0,0,0
199999499,23,19,49,1561,1512,614,402,2643,3376,10112
201011001,77,18,172,2784,3827,1713,1202,2803,480,12804
201011002,183,65,394,2271,3108,1405,824,2155,587,10353
201011005,27,10,85,1170,1750,1025,575,971,272,5759
201011006,142,17,232,1660,2282,970,789,2263,421,8390
201011007,15,0,27,681,985,482,371,736,90,3341
201011008,217,119,514,2337,3246,1417,1181,3363,957,12503
201011481,236,55,390,1534,2325,1004,694,2122,489,8161
201011482,176,39,367,2433,3784,1645,1102,2467,556,11992
201011483,147,67,320,2028,2978,1225,805,2395,646,10077
201011484,152,73,373,1984,2731,1180,933,3189,911,10921
201021009,53,19,118,989,1452,754,568,1168,392,5322
201021010,104,56,236,1164,1827,970,845,1405,553,6761
201021011,107,55,256,1489,2721,1389,915,1440,725,8675
201021012,30,10,73,968,1469,807,622,900,405,5172
201031013,50,11,101,487,754,386,392,685,313,3024
201031014,45,21,101,616,959,509,418,808,657,3970
201031015,20,7,40,719,1079,577,484,769,312,3947
201031016,240,46,395,1084,1598,946,682,2121,518,6955
201031017,50,18,118,733,1110,716,602,1080,490,4735
202011018,289,64,484,2394,3468,1384,952,3530,935,12668
202011019,150,47,300,1939,2713,1231,989,2921,702,10482
202011020,311,52,619,2444,3396,1540,1025,2775,659,11846
202011021,122,22,254,1734,2452,1027,624,1569,380,7786
202011022,355,216,840,3223,4488,2045,1611,4791,1350,17502
202011023,12,0,29,890,1300,577,446,809,134,4157
202011024,55,8,125,1792,2592,1330,856,1290,317,8172
202011025,60,18,156,2263,3117,1490,1102,2476,584,11032
202021026,20,8,59,1357,2042,1075,770,993,383,6616
202021027,114,201,472,1593,2873,1520,1002,1418,1340,9742
202021028,83,9,178,1340,2417,1400,1048,1121,623,7949
202021029,74,28,149,636,1083,623,496,980,512,4330
202021030,169,39,311,1564,2543,1402,957,1637,646,8749
202021031,100,15,164,1203,2055,1078,708,1029,346,6414
202031032,33,12,76,726,1038,580,477,796,440,4062
202031033,136,70,297,999,1416,755,747,1480,793,6198
203011034,86,9,127,1160,1655,820,701,1252,257,5839
203011035,32,4,65,1238,1830,1031,768,1075,409,6349
203011036,41,38,113,1026,1604,822,625,880,433,5386
203021037,189,127,526,2412,3758,1564,1077,2917,723,12451
203021039,124,23,277,2522,3609,1420,810,2660,732,11759
203021040,225,46,484,3679,5474,2276,1367,3818,748,17367
203021042,195,36,467,4404,5934,2827,1765,3896,802,19623
203021043,181,21,315,3218,4359,1955,1579,3853,1821,16780
203021044,144,76,320,2194,3017,1476,1037,2655,490,10867
203021045,273,111,561,2411,3317,1539,1097,3898,1019,13276
203021046,77,19,201,1868,2631,1271,797,1534,340,8441
203021047,334,57,601,2516,3439,1521,1133,3961,785,13351
203021485,250,21,346,1789,2480,894,629,1981,380,8148
203021486,120,36,247,2611,3247,1431,1257,5206,1199,14955
203021487,471,40,756,4223,5744,2620,1751,5078,844,20261
203021488,142,36,235,1235,1508,687,583,2709,890,7622
203031048,167,106,431,2680,4139,2020,1401,3011,622,13873
203031049,99,30,199,969,1805,895,533,837,414,5458
203031051,98,90,314,1392,2357,1337,939,1786,721,8532
203031052,138,18,297,851,1567,886,484,757,326,4876
203031053,177,80,421,4053,6315,2897,1792,3170,1000,19222
203031489,40,18,124,1850,2864,1264,771,1476,465,8689
203031490,286,51,515,3126,5026,2500,1537,2614,775,15572
204011054,103,28,220,956,1721,848,681,1290,451,5939
204011055,166,34,296,987,1584,819,682,1274,633,5982
204011056,190,38,354,2388,3431,1623,1220,3126,857,12650
204011057,130,19,239,1629,2501,1203,881,1700,838,8750
204011058,70,29,140,686,1035,523,401,888,323,3861
204011059,124,28,217,959,1347,660,488,1643,483,5577
204011060,15,8,53,698,1073,499,435,803,322,3821
204011061,0,0,0,26,47,25,18,41,37,190
204011062,58,13,104,641,920,507,400,718,434,3618
204021063,266,81,524,1561,2445,1228,943,2282,856,9306
204021064,17,4,42,547,865,522,404,565,307,3210
204021065,55,13,115,627,992,497,314,735,220,3386
204021066,399,120,795,3036,4484,2055,1463,4374,1039,16453
204021067,53,11,156,1542,2433,1303,1019,1269,576,8146
204031068,70,9,127,708,1301,708,394,715,359,4190
204031069,71,33,207,1314,2367,1156,773,1230,707,7546
204031070,15,7,45,484,792,398,292,488,215,2653
204031071,105,17,190,752,1137,567,419,907,259,4039
204031072,109,49,217,895,1384,779,624,1046,515,5231
204031073,180,24,300,2480,3375,1493,1022,3321,711,12392
204031075,68,8,109,701,1347,678,495,623,309,4155
204031491,108,25,213,2045,2912,1265,887,2242,372,9723
204031492,147,35,335,2372,3338,1573,1054,3294,827,12454
205011076,255,39,432,3030,4323,2061,1638,3692,980,15722
205011077,39,22,116,990,1500,859,737,961,436,5474
205011078,64,53,194,1241,1915,963,805,1426,444,6807
205011079,330,56,605,3747,5298,2536,1913,4168,1127,18783
205021080,0,0,0,0,0,0,0,0,0,0
205021081,209,154,567,2233,3364,1762,1366,3144,1108,12979
205021082,47,21,136,1215,1865,1099,869,1221,646,6903
205021083,0,0,0,0,0,0,0,0,0,0
205021084,173,52,337,1443,2419,1350,1167,2312,906,9593
205021085,94,32,199,841,1438,921,746,1136,705,5784
205021086,145,19,283,990,1771,1029,770,1382,326,6264
205031087,126,41,272,1348,2303,1303,995,1426,710,8083
205031088,0,0,4,19,30,28,20,18,13,120
205031089,118,30,239,1571,2130,1273,1009,1589,554,8128
205031090,159,48,347,1755,2569,1467,1157,1802,649,9410
205031091,174,94,396,1942,3437,1729,1299,2265,1039,11709
205031092,0,0,0,0,3,0,0,5,5,12
205031093,405,129,821,3857,6343,3469,2438,4981,1668,22747
205041094,53,12,126,1646,2649,1511,1216,1996,720,9739
205041095,325,47,563,2394,3420,1713,1444,4328,1188,14492
205041096,236,81,475,1833,2561,1225,1121,3827,1366,11932
205041098,17,0,40,706,1063,552,501,707,298,3826
205041493,229,67,393,1722,2536,1134,936,2803,770,9903
205041494,142,82,356,2535,3935,1831,1282,3178,855,13623
205051099,0,0,0,0,5,4,3,5,6,23
205051100,29,8,54,747,1116,616,474,982,319,4252
205051101,146,27,301,2147,3174,1684,1417,2637,977,12031
205051102,16,11,50,583,866,438,397,680,1192,4154
205051103,253,73,465,2230,3379,1673,1238,3138,843,12493
205051104,70,36,166,758,1195,672,650,1088,462,4827
206011106,75,12,168,3146,4414,1080,493,1866,504,11504
206011107,142,38,283,3017,4170,1370,702,2698,543,12493
206011109,179,30,326,1873,2550,1164,717,1890,299,8503
206011495,104,12,222,3032,4172,1237,545,2110,376,11481
206011496,137,22,228,3251,4400,1171,464,1988,486,11764
206011497,133,16,284,2495,3535,1184,702,2481,500,10894
206011498,197,21,346,2611,3680,1451,846,2610,425,11622
206021110,78,5,165,1827,2717,1016,461,1269,269,7561
206021112,200,127,497,3838,5532,1883,1046,3045,771,16116
206021499,165,31,321,3128,4597,1639,777,2105,499,12752
206021500,104,12,203,2266,3365,1098,471,1272,345,8816
206031113,95,36,228,2739,4126,1440,826,2622,754,12511
206031115,82,13,123,1634,2438,749,378,2070,623,7886
206031116,252,16,415,3379,4413,1670,897,3074,538,13976
206031501,253,46,479,3202,3807,1682,1018,3212,557,13476
206031502,112,9,220,2474,3240,1217,710,2390,463,10490
206041117,148,17,217,3694,4170,986,487,5275,1159,15771
206041118,14,3,42,2705,3756,1056,568,4827,1373,14285
206041119,73,4,119,1299,1591,476,210,754,277,4609
206041120,0,0,0,26,23,6,0,16,0,78
206041121,86,4,134,2329,3318,972,456,1730,377,9185
206041124,114,10,155,2175,1664,429,218,1891,436,6810
206041125,87,88,241,1485,1910,566,281,1092,522,5862
206041127,0,0,0,0,0,0,0,0,0,0
206041503,20,6,41,1948,2356,579,281,3108,1140,9408
206041504,8,0,17,3078,3359,736,373,7356,1503,16405
206041505,9,0,18,3017,3315,829,392,6130,1428,15112
206041506,54,17,126,3330,4369,1126,553,3238,1251,13873
206041507,0,0,0,0,0,0,0,0,0,0
206041508,15,0,35,1314,1709,450,224,1834,455,5985
206041509,14,3,27,3611,4429,1016,487,4810,881,15227
206041510,8,0,15,1627,1996,545,258,1901,567,6891
206051128,101,23,281,3285,4513,1555,838,2809,718,13709
206051129,59,22,143,3408,4556,1321,602,2170,821,12870
206051130,96,24,244,3328,4581,1510,842,2755,872,13891
206051134,75,20,176,3716,4687,1182,571,2807,933,13900
206051511,0,0,0,410,473,96,55,438,262,1742
206051512,139,66,287,2552,3252,1039,505,2344,665,10349
206051513,35,10,75,2807,3624,791,355,2525,928,11030
206051514,87,139,271,3141,3848,1040,513,2864,1430,12832
206061135,66,39,221,2102,2703,884,464,1609,375,8142
206061136,170,89,400,5061,5858,1419,664,3563,1024,17588
206061138,204,74,517,2949,3345,1242,778,2458,769,11535
206061515,28,4,98,2900,3369,687,328,2477,851,10605
206061516,91,18,197,2464,2905,758,403,1964,636,9132
206071139,64,3,97,2171,3033,719,294,1648,495,8354
206071140,51,12,141,2096,2729,772,394,1022,279,7293
206071141,41,0,67,2236,2967,608,288,1602,574,8284
206071142,69,17,135,2487,3129,851,329,1761,804,9362
206071143,142,26,294,3060,4104,1289,535,1690,535,11215
206071145,94,0,139,2070,3146,1052,469,1255,361,8352
206071517,84,12,210,4729,5698,1408,606,2675,811,15921
206071518,113,32,202,3356,3878,974,526,3093,763,12592
207011146,124,37,227,1427,1994,953,481,1275,237,6370
207011147,293,53,640,2935,3823,1947,1129,3292,449,13584
207011148,263,39,615,3853,4844,2441,1595,4081,552,17368
207011149,516,93,912,4216,5572,2468,1414,3547,625,17841
207011150,133,13,312,3296,4514,2010,1137,2326,370,13649
207011152,157,27,329,3341,4514,1604,838,2596,505,13393
207011154,66,4,166,1283,1641,747,438,1040,169,5319
207011155,308,44,570,3192,4335,1987,1074,2385,426,13399
207011519,52,5,151,2292,2882,991,482,1505,400,8542
207011520,129,17,251,2745,3520,1154,559,2140,475,10599
207011521,132,58,368,2618,2940,1272,773,1885,376,9865
207011522,234,45,418,2521,3371,1408,795,2428,513,11041
207021156,221,31,514,2096,2587,1239,866,2570,312,9661
207021157,368,51,909,4230,5285,2533,1703,6667,914,21331
207021159,402,91,696,2794,3796,1793,1418,3958,577,14347
207021160,371,64,693,2356,3103,1529,1149,3245,444,11833
207021424,284,22,480,2688,3314,1804,1161,3728,371,13063
207021425,244,39,518,2327,3069,1593,1148,3783,510,12435
207031161,283,92,761,4089,5630,2540,1452,3937,653,18296
207031162,277,29,480,1945,2498,1184,737,2348,326,9035
207031163,339,121,673,3914,4896,1994,1196,6613,1408,20017
207031164,202,27,442,3290,4322,1885,1142,3857,527,15027
207031165,224,32,456,2237,2696,1091,698,3407,717,10846
207031166,156,14,372,1820,2371,1108,769,2764,383,9214
207031167,138,41,315,1922,2779,1234,643,1657,331,8572
208011168,148,30,423,2713,3708,1793,958,1973,367,11512
208011169,434,141,940,4438,5889,2613,1515,3897,867,19212
208011170,351,83,679,3081,4028,1839,1043,2819,552,13357
208011171,149,29,285,2296,3219,1330,716,1997,347,9912
208011172,165,27,394,3539,4728,2076,1119,2890,647,14998
208011173,378,82,709,3427,4603,2168,1064,2750,625,14638
208021174,373,68,728,4573,6209,2633,1447,4637,800,20297
208021176,206,105,457,3588,5005,1751,926,3992,721,15981
208021177,354,78,667,4453,5601,2012,1133,4219,996,18402
208021178,370,65,649,3664,4525,1754,946,3411,658,14950
208021179,140,21,273,2536,3350,1078,598,1920,386,9880
208021180,112,14,214,1423,1970,775,427,1552,240,6382
208021181,110,6,195,1738,2503,994,541,1767,278,7826
208021182,72,11,171,2528,3394,1265,658,2747,533,11119
208021426,172,30,379,2909,3870,1701,1017,3071,471,13044
208021427,241,17,458,2499,3404,1398,878,2777,382,11336
208031183,79,14,159,1652,1976,971,551,1906,187,7248
208031184,0,0,3,3,7,0,0,10,3,31
208031185,131,21,252,2202,2961,1203,759,2532,379,10036
208031186,316,24,478,2688,3867,1432,933,3019,678,12609
208031187,52,9,111,938,1256,551,359,1032,203,4334
208031188,514,101,961,4347,6078,2438,1289,4883,941,19983
208031189,104,15,261,2539,3530,1515,819,2050,396,10852
208031190,184,29,403,2608,3623,1373,766,2374,379,11122
208031191,83,37,210,1605,2163,865,521,1789,423,7371
208031192,0,0,0,0,0,0,0,22,0,26
208031193,311,35,558,3980,5610,2266,1256,3681,563,17352
208041194,337,49,659,4351,5503,2115,1196,3441,655,17266
208041195,336,91,651,4289,5593,2269,1298,4208,758,18419
209011196,146,20,269,1666,2045,942,707,2480,366,8210
209011197,284,71,524,3628,5357,2463,1484,3501,552,16983
209011198,361,66,674,2845,4246,1817,1036,2681,522,13154
209011199,137,19,264,2496,3477,1263,783,3536,847,12405
209011200,215,27,363,2482,3430,1395,756,2102,375,10540
209011201,70,16,201,1569,2075,1020,557,1097,216,6529
209011202,175,22,349,2874,4376,1965,1224,2504,427,13366
209011203,301,19,558,3132,4646,2104,1355,3391,458,15083
209011204,79,9,204,1559,2319,999,696,1709,258,7539
209021205,144,26,275,1901,2275,923,594,2863,530,9096
209021428,221,19,432,4003,5513,1886,1050,4558,851,17870
209021429,117,62,301,2271,3301,1307,832,2326,503,10536
209021523,219,82,442,2337,3326,1275,906,3869,894,12607
209021524,220,70,475,1497,1894,808,741,2814,570,8328
209021525,220,121,522,2080,2751,1011,778,3416,892,10925
209021526,154,37,320,2236,3465,1271,868,3109,665,11608
209031209,124,50,307,4143,6265,3120,1738,3162,591,19006
209031210,11,0,26,634,906,506,293,439,78,2850
209031211,5,4,24,642,980,510,404,562,351,3443
209031212,29,3,54,835,1303,746,544,626,238,4293
209031213,171,12,240,1694,2186,1086,724,1858,234,7783
209031214,23,4,67,1240,1869,951,601,774,195,5624
209031215,109,10,183,2667,3645,1651,1023,2369,312,11669
209041216,72,18,157,1326,1511,627,461,2034,311,6270
209041217,80,16,172,974,1316,526,444,1779,331,5364
209041220,210,15,288,2907,3521,1539,1315,4900,626,14798
209041221,76,13,129,1812,2243,983,799,3192,446,9476
209041223,286,32,536,2684,3188,1499,1387,7160,966,16884
209041224,53,4,106,3245,4495,1946,1712,4607,1039,17036
209041225,142,43,251,1566,2203,1059,854,2188,677,8558
209041431,54,264,347,1743,2190,982,818,3763,1200,10688
209041432,126,19,170,1150,1377,587,558,2737,488,6895
209041433,24,9,47,1464,2038,881,767,3337,445,8934
209041435,30,3,45,2010,2376,1033,899,2992,333,9639
209041436,239,50,335,1949,2482,1047,776,3399,477,10137
209041437,24,9,48,2673,3675,1686,1600,6727,937,17301
209041527,32,7,63,2595,3406,1496,1193,2870,378,11940
209041528,13,0,21,1527,2302,886,745,1867,250,7580
209041529,151,12,293,1265,1568,743,646,3549,572,8340
209041530,194,19,350,1750,2068,978,917,4397,712,10821
209041531,27,0,51,1580,2126,1016,788,2589,339,8429
209041532,24,0,29,1611,2134,1002,874,2606,412,8640
210011226,128,27,265,1324,1939,775,594,1909,273,6821
210011227,0,0,0,0,5,3,0,3,5,13
210011228,129,24,285,1421,1846,889,732,1944,290,7129
210011230,83,23,216,1419,1802,724,489,1438,261,6129
210011231,95,12,213,1797,2382,1145,697,1881,239,8144
210011533,379,30,607,1919,2438,1200,934,3456,457,10411
210011534,311,19,514,2477,3242,1515,1098,3557,532,12424
210021232,105,65,254,2346,3380,1777,1197,1823,525,11047
210021233,9,3,34,536,852,529,365,350,162,2793
210021234,14,0,33,753,1062,599,401,608,177,3603
210021235,35,13,99,1731,2445,1286,1039,1585,573,8656
210031236,179,74,337,1374,2043,829,531,1698,454,6931
210031237,268,41,520,1735,2309,1041,1003,4111,825,11032
210031439,26,16,71,538,754,317,183,636,80,2511
210031440,92,15,231,869,1204,494,430,1703,345,5051
210031535,282,54,508,1971,2728,1066,945,4429,971,12103
210031536,130,110,319,1329,1730,650,566,2492,637,7409
210031537,121,15,204,1341,1927,748,495,1754,312,6579
210031538,323,50,607,2915,4112,1610,1096,3759,696,14188
210041240,106,16,183,2353,3145,1489,1066,2543,461,11052
210041539,3,0,14,821,1185,456,360,1067,235,4122
210041540,198,38,380,2464,3490,1482,1152,2976,645,12213
210041541,57,0,110,2005,2581,1130,828,2064,400,9007
210051242,112,20,221,1461,1644,692,802,5036,1421,11061
210051243,202,35,327,1703,1846,832,983,6037,1172,12570
210051245,197,34,352,2742,3531,1571,1296,5043,792,14973
210051246,86,4,132,3147,3982,1719,1652,6220,732,17455
210051247,87,9,108,1627,1817,748,847,5661,999,11694
210051248,0,0,0,7,19,13,5,23,46,112
210051250,63,8,117,1027,1292,548,464,1908,339,5577
210051441,34,9,59,1008,1296,595,580,2476,424,6378
210051442,33,5,50,1563,1942,876,786,3490,503,9158
210051443,54,4,85,2492,3229,1402,1362,6825,1009,16320
210051445,20,7,43,2498,3490,1610,1614,6227,1146,16581
210051542,8,3,17,949,1308,599,676,2933,357,6825
210051543,45,55,113,1321,1802,806,849,4140,631,9550
210051544,51,7,64,1257,1300,626,568,3452,434,7628
210051545,78,12,99,1604,1642,685,811,5556,679,10973
211011251,172,66,338,2216,2861,1200,804,2916,532,10526
211011254,96,27,230,2877,3745,1606,1217,3628,521,13601
211011255,28,12,51,1273,1564,734,448,1260,174,5459
211011256,159,17,272,2857,3553,1510,1037,3559,386,12895
211011257,59,12,134,1443,1897,798,513,1619,172,6444
211011258,79,11,151,1919,2330,1112,738,2330,272,8702
211011259,164,113,404,2421,3210,1511,1095,2915,549,11696
211011260,435,65,708,3259,4076,1809,1278,4351,516,15288
211011446,357,54,626,3983,5565,2370,1528,5145,990,19578
211011447,184,31,354,2407,3490,1442,928,2979,490,11741
211011448,121,20,226,2786,3636,1649,1121,2980,445,12617
211011449,18,0,43,739,1079,499,344,689,129,3478
211021261,308,58,550,2954,3746,1956,1310,3088,464,13521
211021262,130,7,198,1810,2581,1319,871,1605,259,8448
211031263,108,113,278,2088,2733,1188,797,2412,511,9729
211031265,75,79,249,3393,4664,2108,1197,2870,491,14729
211031266,244,112,584,3328,4374,1737,1165,4091,817,15521
