SA2_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
124041468,..,246,246,485,30,516,285,3,284,377,0,376,201,0,204,189,0,187,1542,284,1823
124051469,..,231,231,530,24,551,383,4,380,477,5,474,205,0,205,128,0,128,1720,257,1976
124051470,..,902,902,1812,90,1904,1243,11,1254,1264,4,1273,601,0,601,398,0,398,5319,1005,6327
124051580,..,901,901,1154,114,1266,767,15,783,718,4,716,342,0,347,257,0,257,3237,1035,4274
124051581,..,1839,1839,1529,208,1739,1036,37,1069,780,9,788,335,5,338,310,0,315,3993,2095,6087
125011475,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
125011582,..,798,798,974,178,1150,820,151,975,844,142,987,595,71,664,604,73,677,3838,1410,5253
125011583,..,662,662,611,172,789,572,158,730,516,125,642,254,57,314,197,18,217,2160,1195,3354
125011584,..,353,353,461,33,493,367,23,386,385,20,408,252,15,269,357,11,369,1827,455,2278
125011585,..,521,521,624,82,710,487,45,526,440,19,456,217,13,226,241,11,248,2008,687,2696
125011586,..,1060,1060,1635,274,1915,1309,150,1455,1144,88,1232,512,65,569,437,24,464,5038,1657,6701
125011587,..,360,360,345,48,393,266,22,295,264,9,281,130,5,134,148,5,156,1156,453,1613
125011709,..,498,498,726,44,774,523,12,535,616,5,620,187,0,185,93,0,97,2151,557,2708
125011710,..,2889,2889,3525,474,4000,1432,87,1515,702,7,715,146,3,147,56,0,58,5851,3468,9322
125021477,..,1814,1814,2143,194,2336,1574,42,1615,1605,8,1611,643,4,651,330,6,335,6295,2071,8367
125021478,..,1473,1473,1617,133,1755,1154,27,1185,1128,9,1132,544,5,550,273,0,276,4715,1645,6364
125021711,..,600,600,996,40,1034,747,13,758,898,3,903,346,0,352,175,0,175,3160,654,3815
125021712,..,825,825,1635,126,1761,1348,24,1375,1434,12,1447,529,0,528,284,0,286,5227,993,6217
125031479,..,1219,1219,1173,84,1257,914,26,940,948,26,974,661,0,664,720,8,727,4420,1362,5785
125031480,..,1185,1185,947,96,1046,669,29,694,658,15,668,423,10,434,553,7,563,3245,1335,4586
125031481,..,1395,1395,1532,250,1779,1145,166,1313,1082,104,1191,611,45,654,651,27,678,5019,1982,7004
125031483,..,1445,1445,1217,107,1317,839,32,872,883,27,909,682,12,692,891,3,898,4511,1625,6130
125031484,..,1599,1599,1530,181,1714,1016,65,1076,1102,25,1124,725,13,736,690,11,697,5059,1886,6946
125031486,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
125031487,..,5,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
125031713,..,829,829,1535,49,1588,907,10,919,1066,0,1068,552,7,556,328,0,328,4385,895,5285
125031714,..,1821,1821,1626,264,1886,1279,80,1362,1135,64,1200,668,10,683,568,15,581,5275,2254,7535
125031715,..,503,503,848,28,876,647,5,657,812,0,809,328,0,328,195,0,195,2828,542,3369
125031716,..,470,470,519,44,561,389,17,409,408,7,415,242,3,244,173,3,177,1728,541,2270
125041489,..,2794,2794,2448,407,2856,1574,92,1662,1098,34,1128,339,11,354,169,4,176,5626,3332,8961
125041490,..,380,380,802,29,833,493,7,497,658,0,659,256,0,256,106,0,108,2317,422,2740
125041491,..,1974,1974,2100,268,2367,1511,94,1606,1226,34,1258,371,11,385,137,3,137,5340,2376,7719
125041493,..,1604,1604,1981,139,2119,1396,56,1449,1486,31,1518,581,18,603,349,13,360,5797,1862,7654
125041494,..,551,551,1030,42,1062,659,5,658,907,0,907,368,0,369,132,0,132,3093,592,3681
125041588,..,854,854,866,78,946,943,34,979,1097,21,1122,305,15,318,176,16,193,3398,1016,4412
125041589,..,1384,1384,1605,200,1806,1623,95,1718,1590,69,1660,365,19,385,209,9,218,5387,1777,7168
125041717,..,1350,1350,1346,345,1695,1027,133,1155,533,48,580,94,15,105,28,4,32,3025,1894,4923
125041718,..,763,763,824,216,1038,734,135,869,522,65,588,138,27,165,85,15,98,2303,1213,3510
125041719,..,931,931,767,187,951,690,84,776,457,47,505,122,16,138,80,11,90,2109,1275,3387
126011496,..,1210,1210,2093,73,2167,1238,21,1262,1705,7,1711,611,4,620,279,0,279,5930,1322,7247
126011720,..,920,920,1447,143,1590,959,38,994,1040,12,1056,341,10,348,142,7,150,3931,1127,5058
126011721,..,1051,1051,1808,182,1992,1299,48,1346,1315,24,1335,444,5,447,247,5,248,5109,1320,6427
126021498,..,1897,1897,1828,105,1938,895,17,918,946,3,946,351,0,349,123,4,124,4139,2029,6165
126021499,..,735,735,946,39,989,460,6,463,604,0,604,303,0,302,109,0,109,2421,783,3206
126021500,..,3009,3009,3007,442,3455,1523,136,1659,1000,58,1060,272,16,283,143,13,156,5931,3687,9618
126021501,..,1157,1157,1617,144,1759,971,38,1007,1039,13,1049,357,9,366,155,3,162,4141,1364,5503
126021503,..,2354,2354,2439,251,2687,1277,55,1333,1144,19,1166,346,11,350,160,5,164,5365,2693,8063
126021590,..,194,194,386,15,397,246,0,247,316,3,313,141,0,141,46,0,51,1132,210,1350
126021722,..,321,321,645,28,675,417,8,423,517,3,523,212,0,215,108,3,112,1894,371,2262
126021723,..,1307,1307,1830,202,2034,1242,62,1301,1149,31,1180,462,11,473,281,12,295,4963,1629,6591
126021724,..,2129,2129,2008,228,2231,1266,34,1301,1303,24,1321,483,0,483,189,11,195,5248,2421,7666
126021725,..,1302,1302,1649,190,1846,862,31,889,628,8,629,158,3,164,49,0,51,3343,1535,4882
127011504,..,1353,1353,1097,102,1201,821,13,832,801,3,803,518,0,520,623,0,626,3860,1473,5332
127011505,..,494,494,923,56,978,677,12,690,646,5,649,426,0,428,336,0,337,3007,567,3573
127011592,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,9
127011593,..,156,156,359,14,377,330,0,333,490,0,494,302,0,302,199,0,199,1690,169,1863
127011594,..,387,387,740,32,772,674,6,681,776,0,777,490,0,490,439,0,439,3116,427,3545
127011595,..,311,311,681,24,708,654,3,658,866,5,870,540,0,540,406,0,406,3150,346,3499
127011596,..,304,304,631,32,667,686,0,685,973,4,973,574,0,574,361,0,361,3229,338,3564
127011597,..,360,360,741,35,771,822,3,822,1331,0,1330,737,0,739,498,0,498,4126,400,4522
127011726,..,220,220,509,21,528,258,0,258,321,0,324,127,0,132,88,0,88,1300,249,1549
127011727,..,454,454,1054,50,1098,959,15,972,1123,0,1123,481,3,484,222,0,222,3834,519,4350
127011728,..,496,496,968,50,1016,667,9,679,865,6,874,420,0,423,291,0,298,3216,563,3785
127011729,..,567,567,1089,63,1153,1079,24,1106,1350,5,1355,641,0,641,348,0,349,4507,654,5164
127021509,..,645,645,1074,43,1120,924,5,928,1056,5,1061,614,4,609,495,0,490,4165,701,4862
127021510,..,737,737,1401,53,1454,1058,3,1061,1176,0,1172,720,0,720,523,0,527,4878,795,5678
127021511,..,1475,1475,1665,254,1921,1363,88,1451,1208,25,1239,645,16,663,631,5,639,5512,1865,7377
127021512,..,922,922,1087,73,1165,914,18,931,907,5,916,564,8,566,652,0,658,4131,1027,5154
127021513,..,1148,1148,1271,124,1396,1080,34,1111,1149,17,1167,754,12,765,718,3,725,4971,1337,6309
127021514,..,306,306,696,19,710,531,6,539,662,3,668,369,0,369,297,0,304,2558,330,2890
127021515,..,1361,1361,1448,105,1552,1073,26,1096,885,12,897,529,0,531,435,3,437,4378,1497,5876
127021516,..,877,877,1231,83,1313,956,9,965,1123,7,1129,789,0,786,780,0,783,4879,979,5856
127021517,..,360,360,645,12,657,442,0,442,476,0,476,316,0,316,285,0,285,2167,375,2545
127021518,..,162,162,326,23,340,180,0,178,177,0,177,162,0,162,166,0,166,1006,185,1183
127021519,..,1182,1182,1440,75,1517,977,9,991,1027,3,1029,689,0,690,568,4,570,4703,1279,5984
127021520,..,412,412,852,36,887,629,7,637,593,5,596,387,0,387,330,0,334,2793,454,3247
127021521,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12
127031522,..,852,852,1117,71,1191,965,9,970,981,9,988,550,0,553,432,0,432,4047,936,4979
127031523,..,985,985,1695,95,1789,1174,19,1188,1418,4,1422,647,9,656,427,0,427,5363,1108,6472
127031524,..,846,846,1578,65,1642,1315,6,1325,1591,0,1595,687,0,688,275,0,275,5448,918,6368
127031599,..,907,907,837,52,891,596,8,605,599,3,600,361,0,359,435,0,435,2827,972,3805
127031601,..,884,884,571,88,655,356,18,375,283,4,291,98,0,103,57,0,57,1371,995,2369
127031730,..,364,364,613,36,656,645,5,653,955,9,961,431,8,438,289,0,289,2929,417,3349
127031731,..,2135,2135,1795,245,2038,1172,38,1206,826,7,832,288,0,288,167,0,167,4243,2420,6666
127031732,..,1041,1041,1012,79,1094,722,11,732,683,11,698,372,4,377,364,3,364,3158,1149,4308
127031733,..,364,364,741,35,774,746,4,750,1146,5,1154,652,4,661,443,0,443,3730,413,4140
128011529,..,1203,1203,1970,85,2054,1010,10,1013,1404,4,1407,536,3,543,146,0,147,5070,1310,6377
128011530,..,2147,2147,2433,189,2618,1203,24,1230,1264,13,1276,472,4,476,169,0,169,5537,2374,7910
128011531,..,1339,1339,1828,78,1908,912,13,923,1045,0,1052,447,4,451,178,0,178,4415,1434,5849
128011602,..,1759,1759,1561,146,1705,752,24,778,751,0,756,240,0,238,80,6,83,3384,1942,5323
128011603,..,741,741,1305,35,1339,734,6,743,928,0,929,468,0,466,155,0,155,3587,786,4373
128011604,..,3149,3149,3554,364,3916,1248,50,1300,1110,5,1121,450,0,449,218,0,220,6582,3572,10152
128011605,..,95,95,286,7,291,165,0,165,265,0,271,142,0,142,51,0,51,915,102,1013
128011606,..,761,761,1022,50,1071,493,7,501,582,5,581,294,0,294,79,0,78,2462,825,3285
128021533,..,485,485,703,23,725,387,6,385,458,0,458,205,0,205,67,0,67,1812,510,2325
128021534,..,304,304,1075,23,1099,590,4,593,731,0,732,381,0,382,185,0,185,2962,329,3290
128021535,..,848,848,2010,45,2059,1250,8,1255,1649,10,1656,701,4,708,240,0,245,5862,909,6775
128021536,..,1216,1216,2125,73,2198,1286,14,1296,1755,3,1759,708,5,710,211,0,211,6077,1309,7383
128021537,..,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
128021538,..,3003,3003,2905,272,3177,1491,42,1532,1333,6,1334,409,6,413,123,0,123,6254,3325,9577
128021607,..,989,989,1767,59,1826,969,10,975,1333,5,1336,576,3,579,188,0,188,4829,1060,5893
128021608,..,360,360,753,23,777,391,0,396,580,0,584,255,0,257,82,0,82,2064,387,2452
128021609,..,86,86,336,8,341,210,0,216,292,0,292,132,0,132,44,0,44,1015,94,1104
197979799,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011001,..,1092,1092,1662,111,1774,920,45,962,1171,21,1192,536,6,538,198,3,198,4481,1275,5763
201011002,..,1778,1778,1620,152,1768,598,48,649,538,18,557,219,0,217,55,3,62,3032,2006,5036
201011005,..,484,484,909,30,937,359,9,361,452,6,459,195,3,201,76,5,73,1989,534,2522
201011006,..,826,826,1244,93,1343,674,37,709,617,15,627,255,9,260,102,0,105,2887,981,3870
201011007,..,198,198,446,15,466,218,0,218,284,0,285,138,0,138,83,0,83,1174,222,1395
201011008,..,2085,2085,1961,165,2126,824,33,857,682,10,690,286,6,290,152,3,158,3904,2298,6201
201011481,..,1513,1513,1277,163,1438,493,30,522,388,7,399,163,4,169,57,5,62,2390,1717,4108
201011482,..,1723,1723,1889,159,2052,747,23,772,825,7,833,380,0,380,101,0,101,3942,1919,5863
201011483,..,1556,1556,1469,171,1640,625,55,687,606,26,629,252,7,260,88,4,90,3044,1817,4863
201011484,..,2300,2300,1736,190,1920,729,39,761,475,13,489,207,6,211,92,5,94,3235,2542,5776
201021009,..,577,577,812,46,857,357,3,363,336,0,336,179,0,179,68,0,68,1762,626,2388
201021010,..,993,993,1200,61,1261,385,4,385,339,0,339,177,0,176,76,0,76,2170,1056,3229
201021011,..,1369,1369,1633,107,1741,453,12,466,369,4,370,147,0,148,65,0,62,2660,1495,4157
201021012,..,460,460,785,34,824,309,3,314,362,3,363,168,0,168,84,0,84,1706,504,2212
201031013,..,484,484,578,25,603,125,4,128,121,0,123,63,0,63,43,0,43,927,519,1448
201031014,..,546,546,650,38,686,210,4,214,177,0,177,82,0,82,35,0,35,1157,584,1746
201031015,..,420,420,638,24,670,241,4,243,244,0,242,122,0,122,75,0,75,1320,452,1777
201031016,..,1418,1418,1243,96,1337,373,7,376,311,3,309,130,0,130,59,0,60,2117,1526,3639
201031017,..,757,757,780,51,833,269,3,270,219,0,219,97,0,97,56,0,56,1420,802,2221
202011018,..,2330,2330,1870,228,2094,825,67,891,572,13,582,196,3,197,123,4,128,3580,2641,6229
202011019,..,1649,1649,1627,134,1769,704,20,721,605,8,613,264,0,264,156,0,159,3366,1812,5178
202011020,..,1971,1971,1917,154,2072,677,53,733,589,21,609,259,10,264,102,4,109,3551,2209,5759
202011021,..,1292,1292,1131,134,1263,535,42,574,439,15,455,191,9,195,70,4,73,2358,1493,3847
202011022,..,2871,2871,2775,224,3005,1169,42,1218,931,12,939,377,5,382,175,0,173,5423,3159,8582
202011023,..,199,199,523,21,549,316,4,320,399,5,400,207,0,207,78,0,78,1521,224,1747
202011024,..,493,493,1169,28,1196,548,6,559,783,5,790,364,0,364,130,0,130,2994,539,3530
202011025,..,1101,1101,1646,113,1764,823,21,839,856,3,858,386,0,382,197,0,197,3900,1244,5147
202021026,..,384,384,992,32,1030,404,0,411,535,0,535,266,0,266,122,0,122,2320,427,2744
202021027,..,1701,1701,1636,123,1761,585,17,611,459,0,460,146,0,146,57,0,61,2892,1850,4737
202021028,..,1135,1135,1476,79,1561,448,8,460,420,0,419,147,0,147,73,0,73,2567,1228,3799
202021029,..,659,659,765,67,828,246,7,250,166,0,166,73,0,73,48,0,48,1305,730,2035
202021030,..,1027,1027,1406,74,1480,538,13,556,604,5,609,207,3,206,78,9,83,2834,1125,3960
202021031,..,608,608,999,44,1048,451,3,459,514,0,514,204,0,207,52,0,56,2224,659,2880
202031032,..,388,388,651,33,679,268,3,270,239,0,239,121,0,121,50,0,47,1325,426,1751
202031033,..,972,972,1044,69,1110,293,3,298,268,4,275,134,0,134,86,0,86,1822,1045,2869
203011034,..,317,317,754,18,775,383,0,384,567,0,567,292,0,292,96,0,96,2098,339,2439
203011035,..,431,431,884,35,919,430,5,437,525,0,525,247,0,247,114,0,114,2204,476,2685
203011036,..,472,472,831,40,871,362,4,366,382,0,386,171,0,171,76,0,76,1821,514,2339
203021037,..,2112,2112,1793,192,1990,816,84,898,785,39,821,271,17,281,84,7,92,3745,2455,6194
203021039,..,2166,2166,1793,252,2039,691,97,796,503,31,536,211,8,221,68,4,68,3268,2556,5827
203021040,..,2988,2988,2581,269,2850,1244,86,1329,1134,49,1180,440,4,442,117,3,123,5519,3391,8907
203021042,..,1839,1839,2639,125,2766,1189,69,1255,1575,44,1616,625,28,652,194,17,212,6218,2128,8342
203021043,..,1426,1426,2126,128,2254,1168,31,1194,1262,5,1267,532,0,532,244,0,242,5330,1583,6908
203021044,..,1202,1202,1724,78,1804,762,15,776,815,3,821,325,0,332,94,0,94,3732,1293,5021
203021045,..,2225,2225,2078,181,2259,827,37,859,658,17,676,266,5,267,114,5,119,3945,2468,6411
203021046,..,1144,1144,1215,71,1286,558,35,597,626,26,649,260,8,268,69,0,76,2731,1283,4015
203021047,..,1963,1963,2032,143,2173,920,44,957,782,17,801,302,6,309,118,4,118,4150,2174,6323
203021485,..,824,824,1127,122,1244,644,62,700,588,49,634,204,7,206,88,4,94,2641,1064,3708
203021486,..,1756,1756,1879,178,2062,1109,53,1163,840,12,850,387,6,386,296,4,303,4509,2007,6516
203021487,..,2133,2133,2835,197,3029,1425,109,1542,1474,74,1546,553,20,574,209,9,221,6498,2544,9042
203021488,..,1486,1486,994,148,1143,541,36,577,303,15,321,114,7,118,98,0,97,2049,1693,3744
203031048,..,1640,1640,2535,123,2659,962,9,976,853,4,854,392,0,392,127,0,129,4871,1780,6656
203031049,..,723,723,1004,50,1047,259,16,274,258,8,265,83,0,85,25,3,32,1634,792,2427
203031051,..,1282,1282,1891,83,1976,398,4,400,310,0,308,114,0,114,52,0,50,2760,1373,4135
203031052,..,712,712,1031,19,1052,229,0,231,200,0,200,92,0,92,16,0,16,1579,732,2313
203031053,..,1615,1615,2731,155,2885,1213,81,1289,1718,42,1761,707,6,716,146,7,157,6511,1908,8424
203031489,..,684,684,1294,76,1368,624,37,657,741,25,772,332,4,335,84,0,88,3075,832,3906
203031490,..,1583,1583,2547,114,2658,932,24,954,1273,17,1285,454,0,460,117,0,121,5321,1734,7058
204011054,..,1018,1018,1138,61,1197,297,7,304,250,8,258,115,3,116,39,0,39,1840,1095,2934
204011055,..,966,966,1137,52,1192,313,8,318,246,0,246,105,0,105,52,0,52,1843,1024,2871
204011056,..,1489,1489,1852,97,1949,846,11,857,841,3,842,397,0,397,191,0,191,4129,1601,5726
204011057,..,1154,1154,1535,61,1597,415,12,425,413,4,420,216,0,216,66,4,70,2641,1240,3882
204011058,..,596,596,711,40,755,231,9,234,171,0,173,82,0,82,38,0,38,1232,644,1875
204011059,..,910,910,874,66,938,353,18,377,264,9,270,118,0,118,48,7,57,1659,1011,2668
204011060,..,273,273,569,16,582,235,3,240,227,0,227,112,0,112,58,0,58,1201,295,1492
204011061,..,34,34,22,6,24,10,0,10,13,0,13,0,0,0,4,0,4,56,37,92
204011062,..,526,526,654,42,695,180,8,184,156,0,156,66,0,66,31,0,31,1082,571,1653
204021063,..,1657,1657,1662,126,1783,492,10,499,396,5,402,179,0,178,77,0,77,2804,1795,4602
204021064,..,351,351,632,16,652,181,4,185,169,0,169,71,0,71,37,0,37,1087,376,1462
204021065,..,473,473,605,29,635,209,4,209,187,0,187,101,0,101,21,0,21,1120,499,1620
204021066,..,2811,2811,2646,165,2806,987,31,1016,915,5,922,429,4,436,154,3,153,5136,3012,8146
204021067,..,843,843,1485,59,1543,465,11,473,492,0,491,245,0,244,106,3,107,2792,911,3703
204031068,..,574,574,770,35,806,211,4,218,246,0,246,103,0,105,25,0,25,1353,616,1968
204031069,..,977,977,1301,69,1376,369,19,386,389,4,403,149,4,154,50,3,54,2264,1076,3340
204031070,..,326,326,469,32,502,166,3,164,150,0,150,54,0,54,37,0,37,886,359,1238
204031071,..,577,577,766,30,796,226,3,231,190,0,190,114,0,114,23,0,23,1323,611,1938
204031072,..,712,712,979,40,1020,269,3,270,231,0,231,118,0,118,44,0,44,1644,756,2399
204031073,..,1671,1671,1866,122,1987,864,14,882,834,0,835,340,0,344,149,0,149,4060,1810,5870
204031075,..,351,351,704,14,720,248,3,248,284,0,284,138,0,138,64,0,64,1440,371,1810
204031491,..,592,592,1336,70,1404,705,12,722,803,3,804,378,0,378,152,0,152,3371,685,4052
204031492,..,2343,2343,2042,166,2209,814,29,844,646,10,657,262,0,269,123,0,123,3901,2549,6452
205011076,..,1831,1831,2539,126,2670,1053,11,1065,992,3,998,494,0,488,258,0,258,5335,1979,7313
205011077,..,594,594,896,35,932,326,0,330,330,0,330,164,0,164,63,0,63,1776,634,2409
205011078,..,849,849,1178,47,1225,426,6,428,417,0,423,194,0,194,91,0,90,2300,906,3209
205011079,..,2200,2200,2941,134,3083,1207,30,1231,1201,14,1216,583,6,585,233,0,235,6168,2384,8552
205021080,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,..,2029,2029,2133,135,2267,794,29,817,683,9,689,316,0,318,149,7,154,4070,2214,6280
205021082,..,778,778,1222,54,1272,414,4,414,382,9,386,172,0,172,83,4,87,2272,846,3118
205021083,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,..,1474,1474,1860,93,1952,478,7,488,403,0,407,186,0,187,82,0,82,3008,1569,4579
205021085,..,1035,1035,1035,66,1099,260,7,267,209,0,207,123,0,123,45,0,45,1668,1105,2777
205021086,..,910,910,1456,72,1527,282,4,289,203,0,203,94,0,94,40,0,40,2080,985,3060
205031087,..,1337,1337,1536,68,1603,376,0,380,343,0,343,156,0,156,87,0,85,2494,1408,3906
205031088,..,19,19,20,0,25,4,0,4,3,0,3,4,0,4,0,0,0,33,17,54
205031089,..,942,942,1326,73,1407,484,10,490,461,3,466,278,0,278,104,0,104,2650,1027,3675
205031090,..,1316,1316,1619,64,1685,558,4,564,518,0,521,287,0,287,126,0,125,3097,1392,4490
205031091,..,1784,1784,2135,113,2251,574,22,599,575,6,582,244,0,244,69,0,69,3608,1924,5526
205031092,..,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8
205031093,..,3550,3550,4212,229,4445,1259,29,1292,1082,9,1085,498,0,501,204,0,206,7256,3821,11074
205041094,..,1052,1052,1668,84,1754,647,12,657,597,4,602,249,0,249,126,0,126,3291,1150,4442
205041095,..,2797,2797,2201,173,2371,913,11,927,740,3,748,281,4,287,147,7,154,4278,2995,7280
205041096,..,2196,2196,1828,154,1983,697,19,722,528,4,528,244,7,251,143,4,154,3450,2386,5830
205041098,..,384,384,606,30,635,259,0,257,260,0,260,131,0,131,47,0,45,1293,420,1713
205041493,..,1489,1489,1521,94,1611,640,16,656,589,9,592,227,0,230,102,3,107,3082,1606,4686
205041494,..,1932,1932,2139,170,2313,888,20,912,942,8,949,367,5,369,129,0,129,4476,2135,6603
205051099,..,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
205051100,..,600,600,756,43,808,186,0,188,192,0,198,88,0,96,41,0,41,1267,651,1918
205051101,..,1575,1575,2069,91,2164,661,14,671,709,6,714,358,0,355,150,0,150,3938,1684,5626
205051102,..,352,352,537,33,569,207,0,211,193,0,193,82,0,82,57,0,57,1078,390,1466
205051103,..,2023,2023,2001,137,2132,825,22,844,697,3,707,320,0,324,128,0,128,3965,2188,6156
205051104,..,758,758,912,51,967,249,3,254,205,0,205,98,0,98,47,0,47,1510,816,2321
206011106,..,2342,2342,1808,433,2235,594,226,822,435,90,522,99,10,107,24,5,31,2955,3103,6059
206011107,..,2453,2453,1707,344,2052,735,149,879,685,91,776,176,24,196,51,4,58,3357,3056,6415
206011109,..,808,808,1014,94,1102,621,44,666,834,20,854,237,0,245,57,0,61,2769,959,3734
206011495,..,1859,1859,1661,370,2027,657,249,909,520,133,654,119,21,144,38,10,46,2993,2633,5631
206011496,..,2116,2116,1785,413,2199,609,266,874,441,124,561,89,36,121,24,5,29,2955,2959,5911
206011497,..,1439,1439,1512,209,1725,709,179,883,648,74,715,177,26,200,87,5,91,3123,1933,5055
206011498,..,1143,1143,1439,197,1634,844,147,994,937,56,993,284,11,301,109,6,115,3611,1563,5177
206021110,..,1235,1235,974,106,1085,481,76,557,563,32,591,171,10,186,38,0,42,2232,1455,3690
206021112,..,2645,2645,2225,318,2541,1070,170,1241,1057,77,1133,270,21,293,79,5,81,4704,3234,7941
206021499,..,1834,1834,1625,250,1878,832,175,1007,934,76,1013,247,14,261,58,3,64,3699,2348,6049
206021500,..,1314,1314,1237,192,1429,556,144,707,556,50,606,138,12,157,34,8,39,2516,1728,4247
206031113,..,1717,1717,1710,233,1945,935,96,1032,867,34,901,272,8,280,77,0,80,3862,2099,5961
206031115,..,1741,1741,1172,214,1387,436,68,506,315,18,336,107,3,109,47,0,47,2085,2052,4137
206031116,..,2364,2364,2030,225,2250,853,93,947,877,48,925,293,10,300,76,5,77,4128,2733,6862
206031501,..,1691,1691,1616,120,1738,914,37,952,1171,8,1182,412,0,413,83,0,91,4197,1859,6055
206031502,..,1872,1872,1456,182,1641,666,48,716,628,15,641,250,3,257,63,3,71,3071,2126,5198
206041117,..,3225,3225,1776,860,2639,446,267,715,233,120,352,56,30,85,57,18,77,2582,4515,7099
206041118,..,2973,2973,2721,538,3255,808,91,899,284,43,332,49,13,65,15,0,11,3879,3665,7546
206041119,..,1035,1035,913,106,1019,156,35,190,80,22,101,38,4,38,10,0,7,1195,1202,2396
206041120,..,18,18,8,0,8,4,3,8,0,0,0,0,0,0,0,0,0,14,18,34
206041121,..,1648,1648,1446,234,1678,578,119,699,484,50,535,119,3,122,38,0,41,2663,2065,4727
206041124,..,776,776,609,178,787,218,74,292,136,47,184,43,31,74,19,13,32,1025,1120,2148
206041125,..,1366,1366,1054,151,1202,246,21,273,159,3,165,27,0,28,9,0,9,1498,1555,3049
206041127,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,..,2328,2328,1254,494,1746,320,123,445,126,42,164,20,5,26,4,0,9,1726,2995,4720
206041504,..,4183,4183,2151,1414,3568,469,271,738,151,67,219,29,8,45,11,7,19,2807,5954,8767
206041505,..,3758,3758,2180,947,3121,546,276,831,165,93,266,19,24,47,7,8,15,2931,5112,8039
206041506,..,2779,2779,1931,530,2458,650,193,841,470,79,556,126,22,148,70,3,77,3238,3612,6855
206041507,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,..,1432,1432,1106,244,1348,297,62,362,122,11,136,20,0,20,10,0,11,1554,1753,3309
206041509,..,3637,3637,2761,902,3667,661,246,909,230,43,272,32,3,36,11,0,11,3691,4838,8532
206041510,..,1356,1356,1150,311,1459,334,113,451,180,36,216,27,14,42,8,7,16,1705,1839,3542
206051128,..,2651,2651,2395,263,2663,806,56,862,724,9,728,196,4,201,44,0,44,4164,2985,7153
206051129,..,3140,3140,1995,369,2368,726,81,809,570,22,592,170,4,170,30,3,34,3494,3614,7104
206051130,..,2778,2778,2430,188,2618,838,37,871,753,6,757,215,5,217,42,0,42,4275,3012,7291
206051134,..,3204,3204,2110,532,2644,690,174,858,504,50,548,146,10,157,77,5,79,3526,3974,7502
206051511,..,271,271,255,47,297,87,39,123,57,15,73,8,3,15,4,3,5,414,370,789
206051512,..,2439,2439,1809,234,2043,555,63,619,399,15,412,102,3,108,22,0,22,2888,2748,5642
206051513,..,3359,3359,1813,432,2246,433,90,524,215,15,232,58,0,60,11,0,9,2532,3896,6426
206051514,..,3509,3509,1919,399,2317,513,80,592,312,18,333,76,4,78,17,0,12,2834,4010,6841
206061135,..,1720,1720,1389,190,1578,432,46,483,381,17,399,125,0,128,24,0,24,2357,1976,4336
206061136,..,4348,4348,2833,717,3552,766,281,1047,518,58,581,131,10,141,22,0,22,4267,5416,9684
206061138,..,1946,1946,1911,169,2081,576,95,675,521,17,540,238,9,241,57,0,57,3310,2234,5541
206061515,..,3231,3231,1870,456,2326,333,63,395,140,9,148,38,0,34,11,0,13,2394,3748,6150
206061516,..,2351,2351,1474,305,1782,418,108,526,244,29,278,58,4,60,24,3,27,2219,2802,5015
206071139,..,1790,1790,1393,320,1717,404,133,542,229,34,263,58,9,69,22,4,22,2108,2292,4398
206071140,..,980,980,1112,209,1320,415,212,628,320,90,409,85,25,108,18,3,22,1937,1524,3461
206071141,..,1914,1914,1468,306,1770,337,139,477,188,41,228,57,3,57,41,0,41,2093,2396,4489
