SA2_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
113011259,39,0,0,0,0,42,24,0,0,0,0,26,46,0,0,0,0,46,66,0,0,0,0,70,106,0,0,0,0,109,136,0,0,6,0,139,75,0,0,0,0,75,51,0,0,0,0,51,8,0,0,0,0,8,16,0,0,0,0,16,11,0,0,0,0,8,37,0,0,0,0,39,621,0,0,12,0,634
113021260,17,0,0,0,0,21,10,0,0,0,0,10,15,0,0,0,0,15,34,0,0,0,0,34,41,0,0,0,0,41,80,0,0,0,0,80,52,0,0,0,0,52,40,0,0,0,0,40,14,0,0,0,0,14,3,0,0,0,0,6,9,0,0,0,0,9,16,0,0,0,0,16,321,0,0,0,0,325
113021261,24,0,0,0,0,24,22,0,0,0,0,23,11,0,0,0,0,11,41,6,0,0,0,45,72,7,0,0,0,81,214,7,0,0,0,220,158,0,0,0,0,158,98,0,0,0,0,98,24,0,0,0,0,24,17,0,0,0,0,17,10,0,0,0,0,10,42,0,0,0,0,41,729,18,0,0,0,749
113021262,36,0,0,0,0,36,14,0,0,0,0,14,20,0,0,0,0,20,45,0,0,0,0,44,48,0,0,0,0,51,110,0,0,5,0,112,53,0,0,0,0,53,106,0,0,0,0,103,35,0,0,0,0,35,21,0,0,0,0,21,20,0,0,0,0,22,30,0,0,0,0,30,529,0,0,7,4,532
113031263,42,0,0,0,0,42,29,0,0,0,0,30,28,0,0,0,0,28,77,0,0,0,0,73,111,0,0,0,0,107,201,4,0,0,0,202,112,0,0,0,0,114,77,0,0,0,0,78,22,0,0,0,0,22,21,0,0,0,0,21,11,0,0,0,0,11,48,0,0,0,3,46,770,6,0,0,3,779
113031264,30,0,0,0,0,34,7,0,0,0,0,7,21,0,0,0,0,21,29,0,0,0,0,33,34,0,0,0,0,34,78,0,0,0,0,78,64,0,0,0,0,59,40,0,0,0,0,41,11,0,0,0,0,11,14,0,0,0,0,16,4,0,0,0,0,6,17,0,0,0,0,16,350,5,5,0,0,358
113031265,40,0,0,0,0,40,27,0,0,0,0,22,17,0,0,0,0,17,54,0,0,5,0,57,66,0,0,0,0,66,159,0,0,0,0,160,98,0,0,0,0,103,81,4,0,0,0,84,12,0,0,0,0,12,22,0,0,0,0,22,18,0,0,0,0,19,32,0,0,0,0,34,624,7,0,9,0,637
113031266,40,4,0,0,0,46,37,0,0,0,0,40,18,0,0,0,0,18,48,0,0,0,0,48,93,0,0,0,0,93,124,0,0,0,0,128,99,0,0,0,0,98,53,0,0,0,0,56,20,0,0,0,0,20,12,0,0,0,0,12,17,0,0,0,0,17,47,0,0,0,0,47,603,10,0,3,3,618
113031267,67,0,0,0,0,72,42,0,0,0,0,42,41,0,3,0,0,42,67,0,0,0,0,67,136,0,7,0,0,139,517,4,13,0,0,534,474,0,8,0,0,480,387,0,0,0,0,386,157,0,0,0,0,160,116,0,0,0,0,114,87,0,0,0,0,87,132,0,0,0,0,130,2210,4,33,0,0,2254
113031268,18,0,0,0,0,22,9,0,0,0,0,9,10,0,0,0,0,9,9,3,0,0,0,11,25,0,0,0,0,33,116,0,0,0,0,117,170,5,0,0,0,180,200,0,0,0,0,204,44,0,0,0,0,44,29,0,0,0,0,29,24,0,0,0,0,21,35,0,0,0,0,33,675,12,0,0,0,697
113031269,103,0,0,0,0,106,45,0,0,0,0,49,44,0,0,0,0,44,101,0,0,0,0,110,184,0,3,0,0,190,724,9,7,0,0,742,709,4,0,0,0,719,522,0,4,0,0,526,171,0,0,0,0,171,142,0,0,0,0,142,76,0,0,0,0,74,149,0,0,0,0,149,2969,17,28,0,0,3017
113031270,40,4,5,0,0,42,27,5,4,0,0,34,21,0,0,0,0,23,48,4,11,0,0,55,73,3,16,0,0,96,237,13,13,0,0,258,167,13,9,0,0,183,130,4,0,0,0,137,42,3,0,0,0,43,50,4,0,0,0,53,32,4,0,0,0,38,47,5,0,0,0,53,907,63,53,4,0,1027
113031271,111,0,0,0,4,118,50,0,0,0,0,50,62,0,0,0,0,66,147,0,0,0,0,151,171,0,0,3,0,179,449,0,0,0,0,451,430,4,0,0,0,432,417,0,0,0,0,417,110,0,0,0,0,110,101,0,0,0,0,101,98,0,0,0,0,97,149,0,0,0,0,149,2303,4,9,4,7,2322
114011272,56,0,0,0,0,54,20,4,0,0,0,22,12,0,0,0,0,11,25,0,0,0,0,28,28,0,0,0,0,29,77,0,0,0,0,86,110,12,0,0,0,125,182,7,0,0,0,194,124,0,3,0,0,127,122,0,0,0,0,129,111,0,0,0,0,115,44,0,0,0,0,47,913,36,10,11,0,967
114011273,20,0,0,0,0,22,7,0,0,0,0,7,5,0,0,0,0,5,12,0,0,0,0,12,9,0,0,0,0,13,55,0,0,0,0,55,53,0,0,0,0,48,75,0,0,0,0,75,37,0,0,0,0,37,28,0,0,0,0,28,10,0,0,0,0,10,29,0,0,0,0,29,338,5,3,0,0,346
114011274,33,0,0,0,0,31,15,0,0,0,0,15,12,0,0,3,0,16,19,0,0,0,0,25,29,0,0,0,0,29,70,0,0,0,0,74,96,4,0,0,0,98,120,3,0,0,0,126,39,0,0,0,0,40,33,0,0,0,0,29,24,0,0,0,0,24,34,0,0,0,0,34,518,13,0,4,0,536
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,12
114011276,33,0,3,0,0,37,9,0,0,0,0,9,3,0,0,0,0,4,13,0,0,0,0,10,15,0,5,0,0,18,53,0,0,0,0,56,53,0,0,0,0,53,95,8,6,0,0,104,67,0,0,0,0,66,51,4,0,0,0,53,26,0,0,0,0,26,32,0,0,0,0,33,451,12,16,0,6,483
114011277,106,4,0,0,0,111,44,0,0,0,0,45,29,0,0,0,0,29,58,5,3,0,0,62,102,10,0,0,0,107,277,29,4,0,0,304,306,21,0,0,0,330,435,11,3,0,0,447,171,3,0,0,0,168,143,0,0,0,0,144,75,7,0,0,0,79,97,8,0,0,0,104,1829,89,14,4,0,1939
114011278,95,5,0,0,0,106,60,0,0,0,0,60,31,5,0,0,0,41,86,7,0,0,0,97,119,8,0,0,0,129,330,15,0,0,0,345,405,14,3,0,0,421,543,8,0,0,0,556,202,4,0,0,0,209,124,0,0,0,0,124,70,0,0,0,0,70,123,0,0,0,0,126,2205,63,14,5,0,2285
114011279,100,4,0,0,0,106,48,0,0,0,0,48,48,11,0,0,0,58,63,0,0,0,0,66,123,0,0,0,0,126,281,5,5,0,0,295,344,5,0,0,0,345,367,6,0,0,0,379,116,6,0,0,0,121,72,0,0,0,0,70,40,0,0,0,0,38,88,6,0,0,0,97,1698,42,9,0,3,1754
114011280,31,0,0,0,0,31,8,0,0,0,0,11,8,0,0,0,0,10,22,0,0,0,0,19,23,0,0,0,0,24,74,0,4,0,0,76,68,0,0,0,0,70,71,8,0,0,0,74,24,0,0,0,0,20,26,0,0,0,0,26,14,0,0,0,0,14,29,0,0,0,0,29,387,10,4,0,5,407
114011281,27,0,0,0,0,27,12,0,0,0,0,12,12,0,0,0,0,12,8,0,0,0,0,8,23,0,0,0,0,23,67,0,0,0,0,67,61,0,0,0,0,61,104,0,0,0,0,104,65,0,0,0,0,72,58,0,0,0,0,58,36,0,0,0,0,36,38,0,0,0,0,38,511,0,0,0,0,511
114011282,113,8,3,0,0,121,52,0,0,0,0,53,34,0,0,0,0,37,62,0,0,0,0,63,97,5,3,0,0,105,256,12,0,0,0,270,255,12,0,0,0,264,314,8,5,0,0,326,177,0,0,0,0,179,113,0,0,0,0,114,66,0,0,0,0,74,95,5,0,0,0,101,1629,54,16,5,4,1705
114011283,35,0,0,0,0,35,15,0,0,0,0,15,11,0,0,0,0,11,30,0,0,0,0,33,30,0,0,0,0,30,106,0,0,0,0,111,97,0,0,0,0,96,93,0,0,0,0,93,47,0,0,0,0,47,47,0,0,0,0,47,25,0,0,0,0,25,42,0,0,0,0,41,583,0,0,0,3,591
114021284,80,8,4,0,0,87,22,0,0,0,0,22,14,4,0,0,0,18,32,5,0,0,0,34,39,0,3,0,0,41,106,9,0,0,0,117,115,11,6,0,0,127,204,14,0,0,0,219,149,4,0,0,0,157,217,5,0,0,0,225,243,0,0,0,0,242,92,4,0,0,0,95,1318,64,14,3,0,1401
114021285,34,0,0,0,0,35,17,0,0,0,0,17,19,0,0,0,0,19,26,0,0,0,0,26,48,0,0,0,0,48,109,0,0,0,0,108,178,0,0,0,0,178,320,0,0,0,0,324,168,0,0,0,0,166,105,0,0,0,0,109,58,0,0,0,0,60,81,0,0,0,0,86,1163,4,4,6,0,1178
114021286,61,3,0,0,0,63,22,0,0,0,0,22,10,0,0,0,0,13,16,0,0,0,0,23,35,5,0,0,0,40,115,6,9,0,0,128,146,3,0,0,0,157,318,0,5,0,0,319,227,0,4,0,0,226,163,0,0,0,0,164,106,0,0,0,0,103,71,0,0,0,0,77,1298,13,16,0,0,1336
114021287,69,0,0,0,0,68,19,0,0,0,0,22,19,0,0,0,0,22,26,0,0,0,0,26,37,0,0,0,0,43,143,12,0,0,0,148,182,3,5,3,0,190,314,6,3,0,0,318,187,0,0,0,0,193,128,3,0,0,0,133,99,0,0,0,0,99,63,5,0,0,0,65,1285,36,13,6,0,1334
114021288,26,0,0,0,0,26,11,0,0,0,0,11,6,0,0,0,0,6,17,0,0,0,0,20,15,0,0,0,0,15,35,0,0,0,0,35,60,0,0,0,0,60,87,0,0,0,0,87,45,0,0,0,0,52,53,0,3,0,0,56,73,0,0,0,0,73,20,0,0,0,0,20,439,0,0,0,0,445
114021289,59,0,0,0,0,59,15,0,0,0,0,15,18,0,0,0,0,18,26,0,0,0,0,26,40,0,0,0,0,40,86,0,0,0,0,89,86,0,0,0,0,86,143,0,0,0,0,143,95,0,0,0,0,95,96,0,0,0,0,99,137,0,0,0,0,137,61,0,0,0,0,59,867,0,0,3,0,874
115011290,127,16,11,0,0,158,39,4,6,0,0,48,11,8,0,0,0,19,41,4,3,0,0,47,46,15,3,0,0,67,132,27,34,0,0,193,180,46,36,0,0,261,339,140,130,0,0,616,286,116,77,0,0,484,519,125,45,0,0,695,600,45,18,0,0,660,172,21,18,0,0,215,2509,572,391,0,4,3470
115011291,155,3,0,0,0,160,25,0,0,0,0,23,22,3,0,0,0,29,38,3,5,0,0,48,64,4,0,0,0,67,151,10,8,0,0,172,143,12,13,0,0,168,299,20,42,0,0,365,239,33,38,0,5,314,478,57,31,0,10,569,769,44,15,0,0,830,198,12,9,0,0,223,2581,202,163,0,17,2958
115011294,47,9,0,0,0,57,8,0,0,0,0,8,5,6,0,0,0,10,7,12,0,0,0,21,11,0,0,0,0,11,36,3,0,0,0,38,30,4,0,0,0,37,77,6,0,0,0,93,54,9,0,0,0,68,134,13,0,0,0,146,258,17,0,0,0,273,51,5,0,0,0,60,730,73,0,0,0,809
115011296,119,3,0,0,0,124,22,0,0,0,0,23,10,0,0,0,0,13,28,0,0,0,0,27,28,0,0,0,0,28,74,4,0,0,0,80,57,7,0,0,0,69,156,7,3,0,0,165,130,7,0,0,0,138,238,36,5,0,0,277,536,19,3,0,0,561,106,5,0,0,0,109,1502,94,16,0,0,1611
115011553,29,0,6,0,0,43,7,0,0,0,0,12,4,0,0,0,0,3,12,0,3,0,0,12,13,3,5,0,0,19,34,7,9,0,0,55,59,15,12,0,0,84,96,17,37,0,0,147,46,21,31,0,0,95,144,47,30,0,0,222,145,26,10,0,0,183,39,4,5,0,0,53,631,141,150,0,0,925
115011554,34,0,0,0,0,36,10,0,0,0,0,12,3,5,0,0,0,7,8,0,0,0,0,11,12,0,0,0,0,16,24,0,0,0,0,30,30,0,0,0,0,36,61,5,0,0,0,61,37,9,0,0,0,44,74,6,0,0,0,86,182,9,0,0,0,188,38,0,3,0,0,42,526,38,8,0,0,572
115011555,80,8,5,0,0,90,12,0,0,0,0,18,12,0,0,0,0,13,23,4,0,0,0,29,22,0,0,0,0,23,78,5,0,0,0,86,72,4,4,0,0,85,155,13,13,0,0,178,123,13,5,0,0,144,237,24,10,0,0,268,458,13,4,0,0,478,98,4,0,0,0,102,1361,97,50,0,0,1504
115011556,65,8,6,0,0,75,14,0,0,0,0,20,3,0,0,0,0,5,16,0,3,0,0,16,23,4,3,0,0,29,47,9,10,0,0,61,67,6,8,0,0,87,96,13,25,0,0,134,73,17,27,0,0,115,196,19,20,0,0,240,323,8,9,0,0,336,93,5,8,0,0,101,1008,99,113,0,0,1221
115011557,50,3,0,0,0,54,17,0,0,0,0,17,11,0,0,0,0,11,7,0,0,0,0,8,13,0,0,0,0,13,26,3,0,0,0,34,40,7,0,0,0,46,77,12,0,0,0,91,59,10,0,0,0,69,109,10,0,0,0,121,223,8,0,0,0,236,58,11,0,0,0,67,684,70,0,0,0,757
115011558,161,15,0,0,0,176,28,3,0,0,0,31,29,5,0,0,0,35,35,3,0,0,0,41,43,0,0,0,0,44,115,22,0,0,0,140,115,38,0,0,0,158,239,50,0,0,0,294,210,39,0,0,0,250,377,108,0,0,0,484,673,57,0,0,0,734,146,22,0,0,0,168,2169,373,9,0,0,2549
115011621,89,3,4,0,0,96,26,4,0,0,0,33,21,0,0,0,0,23,38,0,0,0,0,40,64,3,0,0,0,71,143,9,4,0,0,158,161,13,0,0,0,167,340,25,4,0,0,367,324,23,3,0,0,355,575,24,3,0,0,609,629,11,3,0,0,645,183,14,5,0,0,199,2595,135,22,0,3,2753
115011622,53,5,0,0,0,61,12,0,0,0,0,12,9,0,0,0,0,12,8,0,0,0,0,10,14,0,0,0,0,14,54,0,5,0,0,62,56,3,12,0,0,77,132,16,61,0,0,210,148,28,29,0,0,211,313,26,24,0,5,360,556,13,8,0,0,576,110,5,8,0,0,122,1457,104,161,0,6,1719
115021297,157,5,3,0,0,168,37,0,0,0,0,35,21,4,0,0,0,27,33,3,0,0,0,42,45,6,0,0,0,48,128,14,0,0,0,145,145,6,4,0,0,158,273,12,0,0,0,291,211,10,0,5,0,225,445,27,0,0,0,468,842,11,0,0,0,861,218,9,3,0,0,228,2561,92,20,3,6,2682
115021298,33,0,0,0,0,34,0,0,0,0,0,0,7,0,0,0,0,11,14,0,0,0,0,15,13,0,0,0,0,13,35,0,0,0,0,33,46,0,0,0,0,48,83,4,4,0,0,91,61,0,0,0,0,62,107,0,0,0,0,111,157,0,7,0,0,163,48,0,4,0,0,48,611,10,11,3,4,632
115031299,26,0,0,0,0,26,3,0,0,0,0,3,9,0,0,0,0,9,12,0,0,0,0,12,8,0,0,0,0,8,42,0,0,0,0,42,50,0,0,0,0,46,97,0,0,0,0,92,53,0,0,0,0,53,65,0,0,0,0,65,42,0,0,0,0,43,33,0,0,0,0,33,441,0,0,0,3,443
115031300,144,0,0,0,0,151,46,0,0,0,0,46,44,0,0,0,0,44,67,0,0,0,0,67,80,0,0,0,0,86,256,0,0,0,0,253,365,0,3,0,0,369,684,0,0,0,0,691,552,0,0,0,0,557,596,0,0,0,0,603,432,0,3,0,0,437,246,0,0,0,0,246,3522,4,6,0,11,3538
115041301,67,0,0,0,0,67,13,0,0,0,0,13,11,0,0,0,0,17,25,0,0,0,0,26,34,0,0,3,0,36,100,0,0,4,0,109,111,0,0,0,0,112,197,0,0,0,0,207,221,5,5,0,0,229,313,0,7,0,0,316,280,0,3,0,0,281,109,0,0,0,0,112,1485,11,25,5,0,1525
115041623,28,0,0,0,0,30,4,0,0,0,0,4,5,0,0,0,0,5,11,0,0,0,0,9,8,0,0,0,0,8,40,0,0,0,0,39,78,0,0,0,0,78,208,0,0,0,0,206,470,4,0,0,6,476,706,0,0,0,0,706,362,0,5,0,0,360,122,0,0,0,0,119,2031,9,5,0,3,2047
115041624,61,0,3,0,0,65,13,0,0,0,0,14,11,0,0,0,0,8,12,0,0,0,0,15,8,0,8,0,0,20,70,0,11,0,0,79,106,3,24,0,0,136,213,19,94,0,0,325,303,16,51,0,0,373,796,16,25,0,0,833,859,8,8,0,0,878,175,0,8,0,6,180,2620,68,236,0,7,2928
115041625,90,10,3,0,0,102,20,3,0,0,0,23,16,0,0,0,0,12,28,0,0,0,0,33,46,4,0,0,0,46,144,16,3,0,0,160,167,23,7,0,0,196,344,44,12,0,0,405,340,46,10,0,0,398,637,65,18,0,0,716,531,55,9,0,0,593,158,14,4,0,0,177,2519,290,58,0,0,2866
116011303,56,6,8,0,0,72,12,0,9,0,0,22,15,3,0,0,0,25,28,0,7,0,0,32,31,9,10,0,0,46,99,16,82,0,0,192,120,34,119,0,0,267,264,41,143,0,0,445,218,18,23,0,0,264,168,7,9,0,0,186,57,10,8,0,0,75,72,17,24,0,0,117,1140,153,438,0,0,1739
116011304,70,14,0,0,0,82,24,0,0,0,0,20,10,0,0,0,0,17,46,4,0,0,0,48,41,11,0,0,0,52,149,42,0,0,0,188,189,47,6,0,0,240,365,162,0,0,0,528,326,142,3,0,0,474,207,119,6,0,0,332,97,43,0,0,0,137,115,51,0,0,0,166,1627,637,10,0,0,2276
116011306,122,3,0,0,0,128,30,0,0,0,0,30,32,5,0,0,0,33,35,7,0,0,0,36,66,5,0,0,0,74,206,19,0,0,0,226,243,40,0,0,0,281,573,96,0,0,0,665,459,63,0,0,3,515,390,20,0,0,0,412,176,16,0,0,0,189,199,21,0,0,0,220,2522,284,5,0,3,2805
116011307,130,3,5,0,0,139,40,0,0,0,0,42,39,0,0,0,0,42,62,4,3,0,0,64,83,3,0,0,0,87,257,11,0,0,0,267,342,9,6,0,0,349,633,22,5,4,0,664,561,18,6,0,0,589,620,13,0,0,0,633,256,4,0,0,0,259,187,4,0,0,0,194,3212,88,22,4,0,3322
116011560,48,16,0,0,0,66,14,3,0,0,0,17,13,4,0,0,0,13,28,10,0,0,0,35,18,9,0,0,0,31,99,42,0,0,0,140,132,73,0,0,0,204,217,121,0,0,0,342,193,34,0,0,0,227,144,22,0,0,0,165,59,17,0,0,0,83,81,25,0,0,0,103,1045,383,7,0,0,1435
116011561,63,12,4,0,0,72,20,0,0,0,0,19,29,4,3,0,0,32,27,8,0,0,0,34,37,10,4,0,0,49,136,21,3,0,0,162,192,36,15,0,0,240,355,118,22,0,0,494,246,55,9,0,0,313,170,24,3,0,0,201,85,7,0,0,0,97,91,21,7,0,0,116,1446,318,60,0,3,1832
116011626,77,6,0,0,0,83,8,0,0,0,0,9,18,0,0,0,0,20,42,8,0,0,0,49,27,6,9,0,0,35,150,10,15,0,0,174,162,9,35,0,0,210,340,44,72,3,0,461,255,30,31,0,0,320,242,18,8,0,0,270,116,4,3,0,0,125,100,17,17,0,0,130,1540,147,192,0,0,1884
116011627,40,11,10,0,0,57,3,0,5,0,0,7,13,0,0,0,0,12,14,4,0,0,0,22,20,8,0,0,0,23,65,24,17,0,0,108,72,57,49,0,0,180,143,99,150,0,0,400,142,72,39,0,0,250,146,36,14,0,0,197,70,13,4,0,0,87,69,22,16,0,0,100,788,360,316,0,0,1461
116021309,126,0,0,0,0,125,32,0,0,0,0,32,22,0,0,0,0,22,33,0,0,0,0,33,62,0,0,0,0,62,148,4,0,0,0,152,169,0,0,0,0,175,369,10,0,0,0,386,331,13,0,0,0,343,545,8,0,0,0,550,385,0,0,0,0,385,179,4,0,0,0,178,2398,44,0,0,0,2440
116021562,25,0,0,0,0,20,9,0,0,0,0,11,6,0,0,0,0,6,9,0,0,0,0,10,15,0,0,0,0,16,54,0,0,0,0,58,46,3,0,0,0,45,103,26,0,0,0,136,103,29,0,0,0,126,120,11,0,0,0,126,64,5,0,0,0,71,29,8,0,0,0,34,562,81,0,0,0,650
116021563,106,32,6,0,0,141,34,5,4,0,0,44,28,7,0,0,0,32,47,7,0,0,0,57,60,19,0,0,0,80,192,58,6,0,0,256,251,110,12,0,0,381,504,244,53,0,3,806,534,183,17,0,27,754,529,74,5,0,7,612,200,32,4,0,0,236,177,44,7,0,0,233,2668,808,111,0,39,3631
116021628,106,8,4,0,0,117,12,3,0,0,0,17,16,0,3,0,0,20,26,3,4,0,0,34,42,4,6,0,0,50,146,14,4,0,0,161,214,12,23,0,0,253,467,57,35,0,0,562,471,52,16,0,0,540,817,72,7,0,0,894,609,34,3,0,0,654,224,11,3,0,0,245,3154,278,104,0,5,3538
116021629,52,0,0,0,0,52,3,0,0,0,0,3,4,0,0,0,0,6,18,0,0,0,0,18,17,0,0,0,0,17,43,0,0,0,0,39,93,3,0,0,0,96,383,26,0,0,0,413,911,9,0,0,0,918,1000,3,5,0,0,1013,297,5,0,0,0,305,182,0,0,0,0,182,3008,52,4,0,9,3068
116021630,53,0,0,0,0,56,11,0,0,0,0,11,4,0,0,0,0,9,16,0,0,0,0,16,17,0,0,0,0,15,80,0,0,0,0,81,111,4,0,0,0,108,367,11,4,0,0,378,630,12,0,0,3,649,448,10,0,0,0,459,142,0,0,0,0,142,144,0,0,0,0,150,2032,31,3,0,3,2082
116021631,29,0,0,0,0,32,11,0,0,0,0,11,5,0,0,0,0,5,5,0,0,0,0,5,20,0,0,0,0,19,54,6,0,0,0,55,59,0,0,0,0,60,234,14,0,0,0,245,419,10,0,0,0,427,592,5,0,0,0,596,278,0,0,0,0,279,98,0,0,0,0,101,1809,34,4,0,0,1846
116021632,82,4,4,0,0,93,10,0,3,0,0,12,10,0,0,0,0,13,7,3,4,0,0,14,17,0,3,0,0,23,52,8,22,0,3,81,93,15,88,0,0,193,411,70,226,0,5,713,823,73,54,3,5,957,1197,56,21,4,7,1279,449,23,17,0,0,492,215,12,17,0,0,246,3359,268,462,13,21,4113
116021633,59,12,0,0,0,74,10,0,0,0,0,17,16,3,0,0,0,14,17,5,0,0,0,22,32,5,0,0,0,39,80,12,0,0,0,88,112,20,0,0,0,130,257,69,0,0,0,326,263,63,0,0,0,329,450,74,0,0,0,523,234,24,0,0,0,261,135,23,0,0,0,160,1670,304,0,0,3,1975
116031313,66,0,3,0,0,67,27,0,0,0,0,26,18,0,0,0,0,23,54,0,0,0,0,55,57,0,0,0,0,62,208,9,0,0,0,219,268,11,6,0,0,277,337,15,5,0,0,356,121,6,0,0,0,131,82,0,0,0,0,87,37,0,0,0,0,34,104,4,0,0,0,109,1374,45,17,0,0,1440
116031314,46,0,0,0,0,46,12,0,0,0,0,12,8,0,0,0,0,8,24,4,0,0,0,24,30,0,0,0,0,34,110,4,0,0,0,119,142,0,0,0,0,147,317,9,0,0,0,326,257,4,0,0,0,257,107,0,0,0,0,110,37,3,0,0,0,39,88,0,0,0,0,90,1182,33,0,0,0,1210
116031315,121,7,0,0,0,133,24,7,0,0,0,31,31,3,0,0,0,32,59,0,0,0,0,63,79,4,0,0,0,81,283,27,0,0,0,312,353,33,3,0,0,389,682,84,6,0,0,777,475,28,0,0,0,505,333,12,0,0,0,352,123,15,0,0,0,137,185,11,0,0,0,196,2741,239,16,0,0,2999
116031316,71,0,4,0,0,76,18,0,0,0,0,20,19,4,0,0,0,24,42,0,0,0,0,42,59,0,0,0,0,63,182,9,4,0,0,193,304,9,41,0,0,348,568,18,40,0,0,629,334,7,15,0,0,359,191,4,7,0,0,202,85,0,4,0,0,90,121,7,5,0,0,129,1990,63,120,0,0,2179
116031317,63,16,3,0,0,81,22,7,3,0,0,34,20,0,0,0,0,24,28,7,5,0,0,44,41,26,14,0,0,74,137,65,64,0,0,255,187,131,61,0,0,371,299,157,36,0,0,487,144,42,3,0,0,192,114,14,6,0,0,138,60,12,3,0,0,84,88,27,15,0,0,128,1193,496,218,0,0,1908
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116031319,108,10,3,0,0,123,25,3,0,0,0,25,22,0,0,0,0,26,38,7,0,0,0,42,63,4,0,0,0,70,217,17,7,0,0,240,278,60,3,0,0,341,589,162,15,0,0,768,394,68,4,0,0,461,301,35,0,0,0,338,121,15,3,0,0,144,159,32,3,0,0,196,2310,421,38,6,4,2777
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,10,0,0,25,0,0,20,0,4,4,0,0,10,0,0,0,0,0,0,0,6,46,0,0,56
117011321,34,22,18,0,0,73,0,0,3,0,0,10,5,8,3,0,0,10,8,0,9,0,0,15,10,10,7,0,0,25,30,15,53,0,0,95,40,25,66,0,0,126,77,67,199,0,0,342,65,43,184,0,0,290,104,104,178,0,0,384,197,141,86,0,0,423,48,28,49,0,0,121,604,458,853,3,0,1925
117011323,22,3,26,0,0,52,6,0,11,0,0,14,5,0,8,0,0,13,12,4,19,0,0,36,6,7,13,0,0,21,19,7,51,0,0,77,25,10,81,0,0,112,42,23,180,0,0,245,50,19,150,0,0,221,85,32,109,0,0,221,185,44,62,0,0,285,34,7,52,0,0,99,489,155,756,0,0,1408
