SA2_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
206011495,..,3,173,385,324,214,160,153,54,1461,..,53,486,338,109,65,33,3,3,1090,..,0,3,16,17,22,7,11,5,72,700,..,..,..,..,..,..,..,..,700,..,174,..,..,..,..,..,..,..,174,..,80,71,34,71,23,0,0,0,275,..,35,43,8,10,13,10,4,0,126,..,31,62,10,3,4,0,0,0,101,..,281,497,108,24,16,8,3,0,941,..,29,224,197,128,107,69,36,12,803,6,23,54,22,12,12,0,5,0,133,706,709,1601,1114,691,477,294,207,72,5881,..,12,224,374,325,212,169,114,23,1452,..,86,523,291,95,56,23,0,0,1081,..,0,8,58,82,57,20,45,29,304,653,..,..,..,..,..,..,..,..,653,..,165,..,..,..,..,..,..,..,165,..,37,54,21,31,17,3,0,0,160,..,28,43,15,8,20,16,21,16,153,..,37,46,9,0,0,0,0,0,92
206011496,..,6,175,352,281,187,145,82,33,1257,..,53,620,351,159,71,32,6,0,1284,..,0,0,11,19,15,5,5,5,51,592,..,..,..,..,..,..,..,..,592,..,160,..,..,..,..,..,..,..,160,..,53,55,25,27,11,0,0,0,174,..,30,44,12,7,4,3,8,0,106,..,19,73,16,0,0,0,0,0,112,..,286,571,128,38,12,13,3,0,1043,..,33,252,220,139,134,96,58,24,959,7,25,59,23,10,11,4,4,0,135,603,660,1841,1139,679,442,296,169,61,5890,..,6,243,357,252,202,127,62,10,1258,..,69,702,287,135,73,26,0,0,1296,..,0,7,51,64,49,17,32,23,243,558,..,..,..,..,..,..,..,..,558,..,146,..,..,..,..,..,..,..,146,..,45,46,14,14,23,0,0,0,146,..,37,47,13,14,15,17,9,4,153,..,19,58,6,3,5,0,0,0,87
206011497,..,3,179,424,373,330,225,162,72,1765,..,22,312,244,134,67,30,8,0,817,..,0,3,17,25,17,8,10,7,85,816,..,..,..,..,..,..,..,..,816,..,264,..,..,..,..,..,..,..,264,..,139,142,64,50,34,6,0,0,432,..,30,50,21,4,7,14,8,3,137,..,32,68,18,4,5,3,0,0,132,..,158,347,92,26,13,15,4,0,654,..,15,97,122,85,115,82,33,24,582,7,17,36,20,9,12,7,0,0,99,822,682,1240,1018,710,597,389,224,107,5788,..,10,243,459,402,298,220,126,31,1783,..,45,347,238,127,60,19,0,0,839,..,0,15,64,120,63,44,28,32,378,763,..,..,..,..,..,..,..,..,763,..,247,..,..,..,..,..,..,..,247,..,87,93,31,36,13,9,0,0,273,..,34,41,14,13,10,22,28,18,171,..,25,58,12,5,0,0,0,0,100
206011498,..,3,184,555,607,362,299,186,75,2278,..,28,272,222,152,68,19,6,0,768,..,0,3,13,20,28,8,6,7,92,1166,..,..,..,..,..,..,..,..,1166,..,323,..,..,..,..,..,..,..,323,..,169,176,80,60,40,8,0,0,534,..,26,41,12,14,15,16,9,5,143,..,37,54,11,0,6,0,0,0,108,..,132,331,73,37,23,17,3,0,611,..,15,55,62,106,95,72,44,34,471,9,13,26,21,10,6,4,0,0,86,1176,736,1136,1055,1002,649,441,257,122,6581,..,14,256,621,574,398,281,142,25,2305,..,36,305,222,149,48,22,7,0,790,..,0,16,74,116,78,51,43,33,410,1172,..,..,..,..,..,..,..,..,1172,..,394,..,..,..,..,..,..,..,394,..,119,121,52,39,22,0,0,0,353,..,23,32,13,7,24,34,26,15,178,..,20,53,10,5,0,3,0,0,83
206021110,..,6,100,293,362,283,202,96,32,1369,..,26,206,138,86,59,27,4,0,548,..,0,0,11,11,18,7,4,5,61,671,..,..,..,..,..,..,..,..,671,..,249,..,..,..,..,..,..,..,249,..,102,88,12,29,14,0,0,0,256,..,8,18,0,3,13,5,0,5,55,..,5,27,3,0,0,0,0,0,39,..,56,127,40,4,4,10,4,0,254,..,8,90,89,92,93,62,33,13,489,7,7,20,12,4,0,0,0,0,51,673,467,690,605,592,492,316,142,56,4032,..,0,140,320,362,303,169,66,12,1371,..,28,236,134,73,57,28,4,0,566,..,0,8,48,72,35,12,26,20,223,672,..,..,..,..,..,..,..,..,672,..,275,..,..,..,..,..,..,..,275,..,57,48,8,16,14,3,0,0,153,..,14,19,3,3,10,10,10,11,85,..,8,25,6,0,4,3,0,0,48
206021112,..,4,228,649,648,418,280,206,86,2513,..,37,549,430,214,114,33,8,0,1390,..,0,0,22,49,20,13,23,6,133,1378,..,..,..,..,..,..,..,..,1378,..,434,..,..,..,..,..,..,..,434,..,150,167,55,71,41,12,0,0,502,..,33,49,12,5,13,15,10,7,136,..,18,61,16,6,7,0,0,0,114,..,136,390,121,41,25,18,9,0,735,..,29,199,219,174,198,155,71,42,1084,20,19,43,24,15,14,6,6,0,146,1399,869,1696,1540,1229,847,521,327,146,8572,..,9,327,679,645,399,291,146,39,2532,..,55,659,393,216,105,38,6,0,1477,..,6,19,99,168,109,49,51,40,544,1278,..,..,..,..,..,..,..,..,1278,..,439,..,..,..,..,..,..,..,439,..,138,95,38,44,24,4,0,0,346,..,34,55,6,14,12,29,15,11,181,..,9,44,10,0,7,0,3,0,78
206021499,..,0,124,490,599,397,250,180,65,2106,..,22,409,247,153,134,41,11,0,1025,..,0,3,8,35,25,7,6,12,100,1091,..,..,..,..,..,..,..,..,1091,..,389,..,..,..,..,..,..,..,389,..,164,120,53,61,25,3,0,0,425,..,12,20,15,15,8,8,13,3,93,..,6,74,9,0,3,0,0,0,93,..,89,373,93,39,21,7,8,6,634,..,18,110,133,114,128,130,86,31,757,12,21,32,13,11,5,0,4,0,109,1102,716,1267,1075,1040,749,453,308,113,6826,..,0,171,536,603,401,239,134,22,2113,..,35,469,242,158,117,49,12,0,1077,..,0,9,53,142,70,29,43,29,387,1084,..,..,..,..,..,..,..,..,1084,..,400,..,..,..,..,..,..,..,400,..,91,102,15,33,22,0,0,0,265,..,17,25,9,16,15,5,15,7,114,..,14,78,12,4,6,0,0,0,111
206021500,..,0,96,300,377,238,146,96,40,1294,..,18,330,240,136,79,29,3,0,841,..,0,0,9,22,10,4,4,5,61,692,..,..,..,..,..,..,..,..,692,..,260,..,..,..,..,..,..,..,260,..,56,47,29,40,11,0,0,0,189,..,15,23,3,13,7,4,3,0,69,..,9,27,6,5,5,0,0,0,48,..,68,302,66,19,17,4,0,0,483,..,15,121,107,87,70,60,43,22,526,13,12,32,14,8,8,3,6,0,86,700,452,983,779,696,451,257,158,71,4553,..,0,143,339,386,213,134,75,20,1316,..,28,353,216,147,88,28,0,0,860,..,0,0,37,106,30,20,22,15,242,710,..,..,..,..,..,..,..,..,710,..,216,..,..,..,..,..,..,..,216,..,54,49,18,21,15,5,0,0,160,..,16,28,11,7,16,12,10,8,100,..,18,27,4,0,0,0,0,0,48
206031113,..,6,217,642,581,441,303,151,49,2395,..,27,340,218,135,74,35,16,0,845,..,0,6,14,25,19,8,9,10,88,1305,..,..,..,..,..,..,..,..,1305,..,361,..,..,..,..,..,..,..,361,..,142,146,54,40,17,5,0,0,396,..,31,41,5,13,14,19,10,0,140,..,27,51,8,0,0,0,0,0,90,..,140,214,52,31,24,7,4,3,480,..,30,126,140,150,146,102,48,5,746,21,17,38,23,12,11,8,4,0,141,1330,767,1169,1153,990,744,495,251,67,6979,..,12,306,695,557,430,274,107,21,2407,..,50,345,205,98,79,27,5,0,816,..,3,52,91,147,78,31,29,23,455,1199,..,..,..,..,..,..,..,..,1199,..,350,..,..,..,..,..,..,..,350,..,116,87,32,25,22,0,0,0,275,..,34,39,10,14,26,26,11,10,172,..,10,42,4,0,0,0,0,0,58
206031115,..,5,182,269,196,156,118,46,16,981,..,55,307,135,63,31,19,3,0,611,..,0,0,3,20,15,0,3,6,50,540,..,..,..,..,..,..,..,..,540,..,134,..,..,..,..,..,..,..,134,..,73,71,29,21,6,3,0,0,207,..,41,41,8,6,6,4,0,4,110,..,14,25,5,0,7,0,0,0,51,..,88,193,34,18,18,15,0,0,370,..,44,209,164,129,109,100,37,10,800,16,16,26,18,5,6,7,4,0,99,557,461,1059,668,463,348,271,95,33,3951,..,10,224,283,199,127,107,35,4,992,..,64,329,111,45,23,11,0,0,590,..,14,51,64,84,72,37,16,10,355,530,..,..,..,..,..,..,..,..,530,..,165,..,..,..,..,..,..,..,165,..,71,49,18,17,7,0,0,0,153,..,41,34,12,5,16,17,9,13,143,..,13,20,4,0,0,0,0,0,37
206031116,..,3,284,588,599,539,365,183,64,2635,..,45,428,223,121,91,33,3,0,939,..,0,0,13,33,25,15,4,4,93,1085,..,..,..,..,..,..,..,..,1085,..,393,..,..,..,..,..,..,..,393,..,173,170,49,33,28,5,0,0,462,..,39,55,12,15,14,23,9,0,169,..,31,45,6,4,0,3,0,0,84,..,134,236,65,21,24,10,3,0,494,..,35,222,167,131,146,129,61,36,922,17,25,36,17,8,11,13,0,0,128,1097,871,1470,1141,961,882,595,267,108,7401,..,20,355,629,631,518,336,145,20,2650,..,61,441,192,109,71,26,4,0,892,..,0,11,64,111,72,39,38,33,369,1074,..,..,..,..,..,..,..,..,1074,..,430,..,..,..,..,..,..,..,430,..,125,122,29,27,18,7,0,0,322,..,20,43,13,16,19,28,13,16,173,..,11,35,6,0,0,3,0,0,62
206031501,..,8,192,609,855,700,439,210,78,3093,..,30,202,115,78,58,23,3,0,512,..,0,4,17,46,38,9,0,8,122,1304,..,..,..,..,..,..,..,..,1304,..,638,..,..,..,..,..,..,..,638,..,311,226,42,25,19,9,0,0,626,..,22,37,8,0,18,9,13,4,116,..,15,18,0,5,4,0,3,0,46,..,54,82,26,13,13,13,6,3,219,..,27,129,106,107,126,90,57,24,673,13,14,13,6,9,13,8,3,3,76,1317,1117,897,939,1144,982,607,300,121,7416,..,15,264,702,854,657,418,155,31,3093,..,44,203,111,80,35,26,5,0,503,..,0,18,80,153,88,35,29,25,428,1171,..,..,..,..,..,..,..,..,1171,..,659,..,..,..,..,..,..,..,659,..,238,211,23,23,14,3,0,0,516,..,17,24,7,10,23,23,18,25,145,..,10,16,6,4,0,0,0,0,33
206031502,..,12,203,455,466,402,312,135,34,2016,..,31,287,136,66,47,25,3,3,600,..,0,0,9,31,20,12,4,4,84,855,..,..,..,..,..,..,..,..,855,..,333,..,..,..,..,..,..,..,333,..,170,116,31,20,11,5,0,0,354,..,30,34,12,9,7,11,4,3,112,..,31,36,4,4,0,0,0,0,73,..,92,147,33,10,5,10,5,0,311,..,30,188,132,120,131,107,41,22,767,4,15,19,12,3,9,12,6,0,79,854,737,1035,835,729,639,506,199,62,5590,..,17,267,464,470,409,273,104,15,2023,..,49,295,103,64,45,22,3,0,578,..,0,21,61,98,60,26,20,18,302,798,..,..,..,..,..,..,..,..,798,..,353,..,..,..,..,..,..,..,353,..,107,87,19,20,11,4,0,0,252,..,35,29,9,9,19,15,20,6,141,..,15,22,3,0,0,0,0,0,42
206041117,..,10,236,242,158,140,132,84,24,1025,..,178,551,154,47,30,19,7,0,982,..,3,6,12,21,14,0,0,3,59,445,..,..,..,..,..,..,..,..,445,..,139,..,..,..,..,..,..,..,139,..,50,50,14,14,7,0,0,0,140,..,103,84,7,4,3,4,4,0,216,..,35,55,11,0,0,0,0,0,104,..,653,728,97,35,13,10,5,0,1537,..,340,507,241,144,124,111,55,17,1549,7,85,59,18,9,9,3,0,0,204,446,1598,2286,789,429,341,288,164,47,6391,..,17,277,247,159,128,109,59,17,1011,..,197,571,116,28,25,11,11,0,957,..,5,15,70,100,69,24,10,10,311,378,..,..,..,..,..,..,..,..,378,..,137,..,..,..,..,..,..,..,137,..,39,54,12,4,8,4,0,0,112,..,126,94,15,6,20,11,14,11,308,..,30,56,6,0,0,0,0,0,96
206041118,..,16,701,696,294,280,207,54,13,2261,..,144,655,240,106,61,25,6,0,1234,..,0,3,13,17,13,6,3,0,61,581,..,..,..,..,..,..,..,..,581,..,104,..,..,..,..,..,..,..,104,..,41,47,9,5,0,0,0,0,107,..,69,59,14,6,12,3,5,0,161,..,24,40,13,3,0,0,0,0,76,..,203,593,105,24,13,10,3,0,950,..,199,611,346,180,146,70,14,5,1582,5,18,26,14,22,14,8,3,0,110,586,817,2750,1441,663,537,325,87,22,7228,..,44,884,556,263,256,157,39,9,2207,..,197,651,180,65,37,12,4,0,1143,..,3,18,53,79,48,10,0,5,227,533,..,..,..,..,..,..,..,..,533,..,86,..,..,..,..,..,..,..,86,..,36,47,14,4,0,0,0,0,109,..,73,76,25,9,15,6,5,3,208,..,13,49,0,3,0,0,0,0,72
206041119,..,0,46,110,97,156,174,108,18,707,..,12,189,83,39,43,18,6,0,390,..,0,0,6,4,3,4,0,0,19,135,..,..,..,..,..,..,..,..,135,..,39,..,..,..,..,..,..,..,39,..,13,23,5,0,0,0,0,0,43,..,9,12,5,0,5,0,0,0,30,..,0,13,5,0,0,0,0,0,18,..,47,114,30,11,6,4,5,0,215,..,20,108,108,64,62,42,21,8,426,5,10,14,11,9,4,4,0,0,59,139,153,522,359,219,279,255,144,19,2084,..,0,64,104,106,167,163,62,10,681,..,19,168,86,33,37,15,4,0,354,..,0,9,14,25,8,4,3,4,62,127,..,..,..,..,..,..,..,..,127,..,58,..,..,..,..,..,..,..,58,..,14,20,0,0,0,0,0,0,44,..,8,12,9,4,6,5,4,0,42,..,4,8,0,0,0,0,0,0,14
206041120,..,0,0,0,0,0,0,0,0,10,..,0,3,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,3,0,0,0,0,0,0,14,..,0,0,4,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,13,9,4,4,0,0,0,33,..,0,0,0,3,0,0,0,0,7,..,0,4,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
206041121,..,0,185,444,303,212,148,53,20,1357,..,39,425,233,95,55,36,5,4,899,..,0,0,21,22,21,5,3,0,77,727,..,..,..,..,..,..,..,..,727,..,203,..,..,..,..,..,..,..,203,..,56,53,23,17,7,0,0,0,160,..,31,33,5,14,16,6,3,0,113,..,15,38,3,5,5,0,0,0,59,..,144,284,69,21,13,8,0,0,546,..,27,144,146,115,126,93,38,21,705,11,19,29,22,13,7,9,0,3,112,731,539,1195,970,611,453,300,115,47,4965,..,6,245,468,276,195,110,40,6,1348,..,43,426,209,99,40,17,4,0,838,..,4,18,74,92,50,23,20,9,279,746,..,..,..,..,..,..,..,..,746,..,172,..,..,..,..,..,..,..,172,..,54,33,13,4,6,3,0,0,115,..,23,34,15,14,15,12,7,3,134,..,18,31,9,0,4,0,0,0,60
206041124,..,0,97,142,88,90,89,51,11,561,..,25,169,56,23,9,10,4,0,296,..,0,0,3,9,10,3,3,0,33,223,..,..,..,..,..,..,..,..,223,..,84,..,..,..,..,..,..,..,84,..,16,25,7,3,0,0,0,0,55,..,33,17,4,0,3,0,0,0,60,..,18,36,4,0,0,0,0,0,54,..,203,251,43,8,4,0,0,0,509,..,33,129,81,45,34,30,8,8,370,3,51,18,4,3,0,0,0,0,86,223,458,739,353,184,150,137,67,15,2326,..,0,135,117,95,79,89,41,0,551,..,36,180,41,27,12,3,0,0,301,..,0,10,19,31,22,8,0,4,90,184,..,..,..,..,..,..,..,..,184,..,85,..,..,..,..,..,..,..,85,..,18,16,8,0,0,0,0,0,45,..,21,12,3,0,3,8,0,0,53,..,11,13,0,4,0,0,0,0,32
206041125,..,0,96,182,118,137,167,127,27,856,..,25,239,107,59,34,22,4,5,488,..,0,0,0,9,5,3,0,0,27,242,..,..,..,..,..,..,..,..,242,..,56,..,..,..,..,..,..,..,56,..,15,18,5,10,0,0,0,0,50,..,15,18,0,3,0,3,0,0,36,..,6,13,4,0,0,0,0,0,19,..,31,92,24,12,0,6,6,3,159,..,24,136,123,87,83,62,41,8,572,5,14,17,11,3,6,4,0,0,69,243,176,629,466,295,274,263,186,41,2570,..,0,117,192,106,150,148,108,11,837,..,27,264,64,40,20,13,6,0,434,..,0,4,24,43,28,7,6,3,115,250,..,..,..,..,..,..,..,..,250,..,68,..,..,..,..,..,..,..,68,..,5,17,4,0,3,3,0,0,31,..,10,20,7,4,0,13,0,4,60,..,4,8,0,3,0,0,0,0,17
206041127,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
206041503,..,11,185,243,118,104,88,43,6,802,..,108,327,143,46,40,14,5,0,682,..,0,0,4,10,11,3,0,0,30,187,..,..,..,..,..,..,..,..,187,..,41,..,..,..,..,..,..,..,41,..,16,17,3,0,0,0,0,0,43,..,83,40,15,0,0,4,3,0,153,..,20,39,16,0,0,0,0,0,75,..,282,333,69,28,14,3,0,0,726,..,205,440,269,126,88,49,25,9,1207,3,30,26,12,11,9,9,0,0,97,195,791,1415,765,355,254,170,77,16,4044,..,13,250,205,92,101,87,24,3,773,..,124,344,93,18,15,10,0,0,614,..,0,0,20,42,25,6,0,5,104,181,..,..,..,..,..,..,..,..,181,..,40,..,..,..,..,..,..,..,40,..,20,21,8,3,0,0,0,0,51,..,92,52,8,7,4,0,3,0,165,..,22,35,6,0,0,0,0,0,63
206041504,..,23,384,233,88,54,55,23,0,867,..,392,740,140,36,22,10,0,0,1339,..,3,3,8,13,12,4,0,0,42,203,..,..,..,..,..,..,..,..,203,..,65,..,..,..,..,..,..,..,65,..,27,33,4,4,0,0,0,0,62,..,230,124,14,0,4,5,0,0,379,..,66,76,14,9,0,0,0,0,166,..,980,731,111,31,10,0,0,0,1865,..,676,832,285,123,72,31,5,0,2016,8,54,48,15,8,3,0,0,0,135,209,2521,2968,822,309,181,102,35,0,7136,..,47,434,211,70,63,52,10,0,881,..,518,661,94,21,5,0,0,0,1302,..,0,14,43,84,36,9,0,0,191,206,..,..,..,..,..,..,..,..,206,..,74,..,..,..,..,..,..,..,74,..,22,23,7,0,0,0,0,0,53,..,269,128,21,7,12,12,0,0,441,..,62,61,15,4,0,0,0,0,140
206041505,..,24,508,333,128,95,68,15,0,1179,..,262,789,190,46,28,10,0,0,1338,..,0,0,18,9,6,0,0,0,34,244,..,..,..,..,..,..,..,..,244,..,53,..,..,..,..,..,..,..,53,..,14,32,13,0,6,0,0,0,56,..,130,123,12,4,5,5,0,0,277,..,46,100,12,5,0,0,0,0,166,..,621,842,136,24,11,0,0,0,1634,..,360,864,424,157,99,46,13,4,1963,3,36,58,15,13,10,3,0,0,138,248,1554,3314,1145,383,256,130,36,7,7082,..,36,587,272,105,86,57,9,0,1158,..,336,739,130,36,15,3,0,0,1255,..,3,17,34,62,30,9,6,0,151,222,..,..,..,..,..,..,..,..,222,..,74,..,..,..,..,..,..,..,74,..,24,36,10,3,0,0,0,0,65,..,171,128,18,5,8,12,4,0,346,..,47,103,14,0,0,0,0,0,161
206041506,..,11,247,434,307,200,158,66,19,1444,..,105,589,258,104,58,30,11,0,1160,..,0,4,16,33,8,9,0,7,76,802,..,..,..,..,..,..,..,..,802,..,257,..,..,..,..,..,..,..,257,..,89,92,28,11,8,0,0,0,227,..,63,53,18,4,5,7,4,0,159,..,25,45,10,6,0,0,0,0,91,..,387,480,69,19,24,9,4,0,993,..,138,423,208,158,162,133,63,18,1286,16,34,58,23,13,6,3,0,0,159,816,1101,2003,1071,651,476,346,144,48,6659,..,19,320,434,314,180,112,50,6,1438,..,156,562,204,86,41,19,3,0,1083,..,6,46,138,144,70,31,13,9,459,757,..,..,..,..,..,..,..,..,757,..,247,..,..,..,..,..,..,..,247,..,47,46,13,6,12,4,0,0,131,..,75,59,20,8,18,18,7,11,212,..,25,50,7,0,0,0,0,0,84
206041507,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
206041508,..,5,202,248,96,118,97,47,11,832,..,43,296,111,59,25,9,6,0,544,..,0,0,8,11,7,0,0,0,36,219,..,..,..,..,..,..,..,..,219,..,37,..,..,..,..,..,..,..,37,..,20,19,9,4,0,0,0,0,50,..,36,35,10,3,0,0,0,0,84,..,3,28,4,0,0,0,0,0,36,..,88,232,46,7,0,10,0,0,386,..,69,302,158,87,70,29,14,4,740,0,6,12,16,6,5,0,3,0,52,218,307,1116,617,287,227,145,70,19,3015,..,11,252,212,105,122,76,33,4,822,..,57,295,60,33,13,3,0,0,474,..,0,14,25,35,30,3,0,0,106,211,..,..,..,..,..,..,..,..,211,..,52,..,..,..,..,..,..,..,52,..,10,29,10,0,0,0,0,0,46,..,31,41,5,3,9,0,0,0,95,..,13,10,6,0,0,0,0,0,24
