SA2_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
308031215,0,21,0,21,..,0,0,0,0,0,..,34,0,34,0,34,..,0,0,0,0,0,..,59,0,59,0,59,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,42,3,46,0,45,..,204,21,224,10,232,..,8,0,11,295,307,3041,213,23,242,298,3580,3389,..,..,..,..,3389,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,10,7,23,0,23,..,0,0,0,0,0,..,13,11,20,0,20,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,5,0,5,0,5,..,4,0,4,0,4,..,8,0,8,0,8,..,8,0,8,0,8,..,19,4,23,0,23,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
308031216,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,21,6,23,0,21,..,85,7,102,0,99,..,12,0,17,183,199,2550,103,14,117,191,2854,2743,..,..,..,..,2743,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,11,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
308031217,0,7,0,7,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,14,4,22,0,24,..,78,13,87,5,94,..,7,0,7,181,187,1483,84,11,93,184,1764,1338,..,..,..,..,1338,..,5,0,5,0,5,..,0,0,0,0,0,..,8,0,5,0,5,..,0,0,0,0,0,..,0,7,9,0,9,..,0,0,0,0,0,..,6,7,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0
308031218,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,11,0,7,..,31,0,33,0,39,..,5,0,5,172,172,1684,35,0,38,173,1893,1458,..,..,..,..,1458,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
308031219,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,9,..,34,0,33,4,33,..,3,4,3,333,336,1998,35,8,40,334,2373,1915,..,..,..,..,1915,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,3,0,3,0,3,..,4,0,4,0,9,..,7,0,7,0,7,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
308031220,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,10,0,14,..,4,0,4,226,225,1316,13,0,13,223,1557,1289,..,..,..,..,1289,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
308031221,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,15,0,0,0,0,15,7,..,..,..,..,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
308031222,0,12,0,12,..,0,0,0,0,0,..,10,0,8,0,8,..,8,0,8,0,8,..,22,0,27,0,27,..,6,0,5,0,5,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,40,10,47,3,49,..,267,24,287,4,292,..,9,3,13,266,279,3257,278,28,302,269,3831,3595,..,..,..,..,3595,..,15,0,15,0,15,..,0,0,0,0,0,..,23,0,23,0,23,..,12,0,10,0,10,..,21,5,28,0,28,..,0,0,0,0,0,..,31,8,33,0,33,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,4,..,7,0,12,0,12,..,5,0,5,0,5,..,7,0,8,0,8,..,10,0,10,0,10,..,12,0,12,0,12,..,16,0,16,0,16,..,7,0,7,0,7,..,0,0,0
308031223,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,19,0,16,0,20,..,17,4,17,0,17,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,5,0,4,0,4,..,79,10,92,9,95,..,302,20,323,13,331,..,25,3,30,790,814,8888,325,25,350,803,10037,9287,..,..,..,..,9287,..,33,0,38,0,38,..,0,0,0,0,0,..,10,0,10,0,10,..,4,0,7,0,7,..,13,0,11,0,11,..,3,0,3,0,3,..,24,4,24,0,24,..,0,0,4,0,4,..,13,0,13,0,19,..,35,0,42,0,42,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3
308041528,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,6,0,6,0,6,..,17,0,17,0,17,..,3,0,3,0,3,..,4,0,8,0,8,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,13,4,13,0,13,..,60,9,66,0,66,..,9,0,9,608,619,3920,72,9,81,614,4611,3686,..,..,..,..,3686,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
308041529,0,10,0,10,..,0,0,0,0,0,..,22,0,22,0,22,..,0,0,0,0,0,..,32,0,32,0,32,..,11,0,15,0,15,..,3,5,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,8,4,11,0,11,..,25,6,27,0,29,..,178,78,263,5,263,..,5,0,4,383,389,2202,187,83,264,384,2853,2217,..,..,..,..,2217,..,9,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,12,30,43,0,43,..,0,4,3,0,3,..,21,34,56,0,56,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,13,0,13,..,4,0,5,0,5,..,3,5,3,0,3,..,10,0,10,0,10,..,0,0,0
308051530,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,3,12,..,83,11,97,5,98,..,9,3,13,472,480,3024,94,10,108,473,3602,2761,..,..,..,..,2761,..,12,0,12,0,12,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,7,0,7,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
308051531,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,16,0,16,0,16,..,13,0,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,39,9,43,0,44,..,162,12,172,0,183,..,5,3,13,257,272,4565,175,12,186,264,5013,4620,..,..,..,..,4620,..,46,0,46,0,46,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,6,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0
308051532,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,15,0,0,0,0,22,15,..,..,..,..,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
308051533,0,64,0,66,..,3,0,3,0,6,..,73,0,74,0,74,..,3,0,3,0,3,..,144,8,148,4,149,..,13,0,13,0,13,..,35,5,43,0,42,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,8,0,8,..,64,10,77,0,80,..,503,45,547,12,557,..,18,3,21,354,376,6067,527,46,567,369,7006,6200,..,..,..,..,6200,..,70,0,70,0,70,..,5,0,5,0,5,..,7,0,7,0,7,..,5,0,4,0,4,..,11,0,11,0,13,..,0,0,0,0,0,..,10,0,14,0,17,..,7,0,3,0,3,..,10,0,10,0,8,..,7,0,7,0,7,..,9,0,9,0,9,..,12,0,13,0,13,..,6,0,8,0,8,..,36,0,42,0,42,..,4,0,4,0,4,..,13,0,12,0,12,..,4,0,4,0,4,..,10,5,11,0,11,..,0,0,0
308051534,0,30,0,30,..,3,0,3,0,3,..,36,0,36,0,36,..,0,0,0,0,0,..,64,0,70,0,70,..,14,0,14,0,14,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,37,5,45,0,45,..,250,22,269,0,269,..,14,0,17,348,361,2580,264,23,287,348,3213,2358,..,..,..,..,2358,..,9,0,9,0,9,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,9,0,10,0,10,..,0,0,0,0,0,..,12,4,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,8,0,13,0,13,..,5,0,8,0,8,..,15,0,15,0,15,..,8,0,9,0,9,..,6,0,4,0,4,..,0,0,0
308051535,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,9,0,9,0,9,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,26,3,27,3,33,..,129,4,130,3,135,..,10,3,11,473,485,5338,139,9,150,476,5963,5094,..,..,..,..,5094,..,37,0,37,0,35,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,7,0,7,..,0,0,0,0,0,..,3,0,7,0,7,..,4,0,8,0,8,..,0,0,0,0,0,..,7,0,7,0,7,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
308051536,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,4,..,4,0,4,0,4,..,18,0,17,0,18,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,18,..,71,6,74,0,79,..,7,0,7,99,107,1588,73,6,81,99,1774,1588,..,..,..,..,1588,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,10,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0
308051537,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
308051538,0,7,0,7,..,0,0,0,0,0,..,22,7,26,0,26,..,0,0,0,0,0,..,32,4,38,0,36,..,12,0,12,0,12,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,5,0,5,0,5,..,18,0,24,0,27,..,154,12,167,5,175,..,9,0,12,227,231,2782,162,18,175,228,3186,2791,..,..,..,..,2791,..,28,0,28,0,30,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,6,0,6,..,7,0,7,0,12,..,0,0,0,0,0,..,12,0,12,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,5,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0
308051539,0,13,0,13,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,22,0,29,0,29,..,3,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,34,4,37,0,37,..,172,10,180,0,186,..,3,0,7,148,150,2110,175,12,186,143,2442,2035,..,..,..,..,2035,..,4,3,10,0,10,..,13,0,10,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,14,9,18,0,18,..,0,0,0,0,0,..,9,9,19,0,19,..,0,0,0,0,0,..,0,0,3,0,3,..,7,0,7,0,7,..,8,0,8,0,8,..,3,0,3,0,3,..,4,0,4,0,4,..,5,0,5,0,5,..,3,0,3,0,3,..,9,0,13,0,11,..,7,0,7,0,7,..,0,0,0,0,0,..,5,3,3
309011224,0,4,0,4,..,8,0,8,0,8,..,9,0,9,0,9,..,0,0,0,0,0,..,13,0,13,0,13,..,45,3,48,0,48,..,0,0,0,0,0,..,6,0,7,0,7,..,3,0,6,0,6,..,25,5,25,0,25,..,46,3,56,0,56,..,462,63,525,5,527,..,8,0,14,205,219,3330,473,64,534,205,4073,3291,..,..,..,..,3291,..,9,0,9,0,9,..,5,0,5,0,5,..,4,0,4,0,4,..,11,3,15,0,15,..,78,22,102,0,99,..,0,0,5,0,5,..,95,29,119,0,124,..,16,0,14,0,14,..,8,0,6,0,6,..,12,0,15,0,15,..,18,3,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,4,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
309011225,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,36,8,43,4,42,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,27,5,33,0,38,..,260,26,290,8,295,..,12,6,19,420,438,3616,272,27,303,423,4343,4013,..,..,..,..,4013,..,3,0,3,0,3,..,8,0,8,0,6,..,0,0,0,0,0,..,8,0,8,0,8,..,12,6,17,0,17,..,0,0,0,0,0,..,22,3,26,0,26,..,0,0,0,0,0,..,15,0,15,0,15,..,23,0,26,0,26,..,6,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
309011226,0,6,0,6,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,15,0,15,0,15,..,37,3,39,0,39,..,0,0,0,0,0,..,3,0,7,0,7,..,13,0,12,0,12,..,7,0,7,0,7,..,80,10,90,0,90,..,453,56,505,3,512,..,30,0,29,261,290,5975,483,57,537,269,6778,6692,..,..,..,..,6692,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,17,7,27,0,29,..,21,9,26,0,28,..,0,0,0,0,0,..,39,13,55,3,52,..,11,4,13,0,13,..,28,0,30,0,30,..,22,0,28,0,28,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
309011227,0,0,0,0,..,8,0,8,0,8,..,9,0,11,0,11,..,0,0,0,0,0,..,22,0,19,0,19,..,78,4,85,0,83,..,0,0,0,0,0,..,4,5,11,0,11,..,8,0,11,0,11,..,8,0,8,0,8,..,95,16,111,0,111,..,768,76,846,8,855,..,24,3,26,658,686,5176,791,82,874,671,6712,5427,..,..,..,..,5427,..,18,0,13,0,13,..,15,0,15,0,15,..,0,0,0,0,0,..,21,4,24,0,24,..,62,28,89,0,91,..,3,0,3,0,3,..,88,31,119,0,119,..,10,0,10,0,10,..,34,0,36,0,36,..,27,3,30,0,27,..,16,3,22,0,22,..,0,0,0,0,0,..,5,0,5,0,5,..,18,0,18,0,18,..,14,0,14,0,14,..,22,0,25,0,25,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5
