SA2_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
117031645,2332,3095,5427,209,170,384,0,0,0,101,107,203,0,0,3,1095,1039,2133,0,0,0,59,43,100,0,3,5,4,0,8,7,5,8,6,3,7,43,40,85,58,98,152,85,104,186,4,3,9,6,6,9,85,81,163,343,362,701,4,0,10,2109,2050,4165,286,181,471,231,161,393,23,18,41,0,0,0,14,6,17,47,33,78,54,44,100,3916,3481,7398,31,21,58,19,7,27,3968,3518,7483,973,888,1866,9978,9962,19935
117031646,367,559,920,83,67,151,0,0,0,27,28,52,0,0,0,466,412,876,0,0,0,28,26,56,3,5,10,9,4,8,0,0,5,0,6,6,9,8,20,20,27,42,15,27,46,0,0,0,0,0,0,20,22,43,65,99,161,5,0,7,747,729,1473,177,114,288,152,76,226,10,7,22,0,0,0,11,8,17,16,16,31,28,23,51,1906,1743,3645,14,18,34,14,7,21,1935,1770,3700,367,367,731,3763,3644,7410
117031647,309,413,720,348,337,684,0,0,0,35,49,89,0,0,0,1368,1337,2701,0,0,3,162,173,329,11,12,21,6,3,7,5,4,12,10,9,13,29,22,57,67,73,141,80,65,146,6,3,8,13,19,33,79,60,134,154,148,305,4,3,10,2380,2320,4696,125,115,239,207,144,347,94,137,231,4,3,7,11,12,25,31,36,66,51,54,105,4634,3593,8229,63,39,100,15,18,33,4714,3654,8364,970,703,1671,8846,7534,16379
117031648,246,330,574,205,214,417,0,0,0,38,32,75,0,0,0,1069,1099,2167,0,0,0,96,124,224,0,4,6,0,0,4,10,3,13,0,0,3,22,27,40,42,63,103,79,64,142,0,0,0,5,4,11,27,32,63,124,166,288,7,0,4,1730,1839,3570,135,118,254,150,118,267,80,61,139,0,0,0,5,13,17,23,20,43,29,35,62,3642,3195,6841,35,24,61,10,14,24,3685,3234,6921,427,416,837,6488,6138,12622
118011339,76,146,221,695,718,1415,0,0,0,23,28,47,0,0,0,1752,2005,3755,0,0,0,178,257,440,5,7,14,5,5,8,11,31,40,4,11,14,27,30,54,25,31,47,74,69,142,0,6,6,0,3,3,73,80,159,76,102,174,0,0,5,2955,3373,6330,41,40,81,47,30,76,814,956,1772,0,0,0,6,3,11,16,19,36,27,20,49,4469,4349,8821,55,37,90,21,68,88,4547,4449,9001,763,760,1522,9267,9784,19055
118011340,83,115,199,605,674,1276,0,0,0,10,19,29,0,0,0,1741,1865,3606,0,0,5,211,246,454,8,10,23,3,0,3,10,19,32,3,6,11,20,20,43,20,26,41,56,67,127,0,0,0,6,3,11,41,42,79,79,115,196,0,7,6,2818,3115,5934,28,36,69,44,37,82,1449,1428,2876,0,0,0,3,7,10,20,22,45,23,34,57,4813,4843,9653,49,40,86,19,40,64,4876,4926,9803,851,832,1682,10183,10523,20705
118011341,99,189,292,624,768,1396,0,0,0,17,29,48,0,0,0,1890,2019,3909,4,3,8,188,241,432,9,10,21,7,5,5,16,19,31,5,3,13,23,23,51,28,32,62,79,85,160,0,3,4,4,4,3,58,76,132,78,105,185,4,5,7,3028,3450,6474,65,66,131,53,40,93,810,970,1776,0,0,0,5,4,11,14,28,39,19,31,51,3617,3641,7258,36,38,72,3,23,31,3661,3699,7360,736,812,1550,8465,9259,17720
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011344,45,68,113,250,263,514,0,0,0,4,10,16,0,0,0,758,876,1631,0,0,0,203,236,434,4,10,10,0,0,0,11,3,8,8,9,21,15,6,19,9,13,18,27,42,68,0,0,0,4,5,7,31,29,59,52,55,110,0,5,4,1375,1560,2939,15,18,28,31,32,68,2234,2349,4588,0,0,0,3,7,12,10,10,25,14,15,30,1299,1345,2643,8,8,15,3,11,16,1314,1362,2679,334,353,680,5364,5767,11122
118011345,76,134,211,768,948,1715,0,0,0,8,23,32,0,0,0,1298,1637,2934,0,0,0,191,202,397,8,6,17,0,4,8,12,9,18,0,6,4,28,19,45,19,22,42,96,93,188,5,0,5,0,9,5,66,68,137,70,85,159,0,0,6,2568,3131,5700,34,39,73,42,24,69,208,222,429,0,0,0,4,6,4,10,14,26,12,22,36,3626,3570,7197,51,36,81,20,32,48,3693,3637,7327,459,490,952,7094,7705,14793
118011346,60,98,161,601,726,1333,0,0,0,22,18,42,0,0,0,991,1222,2214,0,0,0,290,364,655,4,8,14,0,0,0,11,23,38,0,5,3,5,7,12,7,9,14,84,69,149,0,0,4,0,3,3,32,40,69,51,66,113,0,0,5,2103,2570,4673,33,51,87,34,41,72,1221,1306,2528,0,0,0,3,3,8,3,10,12,10,13,26,1706,1652,3358,28,9,43,14,16,30,1743,1679,3424,468,492,961,5677,6254,11924
118011347,43,64,111,458,636,1093,0,0,0,3,7,12,0,0,0,618,797,1422,0,0,0,67,105,164,0,4,4,0,0,0,8,7,16,0,6,6,7,3,10,7,7,12,51,47,96,0,0,0,3,5,5,32,54,78,31,39,72,3,6,6,1280,1722,3000,32,28,53,17,14,30,267,312,577,0,0,0,0,0,4,6,10,19,7,11,22,1446,1623,3069,18,21,37,6,12,17,1463,1657,3118,240,305,546,3350,4106,7454
118011649,53,90,141,665,815,1485,0,0,0,14,19,36,0,0,0,1065,1415,2478,0,0,0,246,281,526,3,7,4,0,0,0,14,11,21,11,7,16,12,17,24,18,22,36,91,77,169,0,0,0,3,6,12,52,55,111,79,102,185,0,0,5,2278,2831,5108,43,37,83,21,26,53,1503,1615,3115,0,0,0,7,4,12,15,34,52,23,44,63,2368,2400,4763,33,27,63,16,22,36,2414,2453,4867,495,511,1004,6826,7605,14429
118011650,59,101,166,608,792,1399,6,6,7,11,16,32,0,0,0,786,1144,1930,3,0,0,113,136,254,4,3,6,0,0,0,11,18,23,0,0,3,5,10,16,5,10,19,76,75,156,0,3,3,3,8,9,45,58,102,36,56,93,0,0,4,1725,2341,4059,27,22,49,25,47,72,458,563,1023,0,0,0,0,0,7,15,15,32,16,16,38,1810,1941,3749,20,11,34,10,13,27,1838,1974,3811,340,407,746,4494,5463,9958
118021564,197,303,502,339,402,740,0,0,0,32,39,74,0,0,0,1233,1240,2470,6,4,6,364,396,755,6,5,10,4,3,6,5,5,11,18,23,45,22,18,43,38,51,94,75,87,159,7,4,8,0,4,7,41,46,91,103,117,220,0,4,4,2291,2459,4751,187,159,353,156,156,315,169,216,386,0,0,0,7,10,17,19,20,43,30,29,56,2367,2135,4504,41,20,60,9,12,17,2410,2170,4583,467,411,882,5913,5904,11809
118021565,292,339,627,350,383,730,4,4,8,44,44,83,0,0,6,1446,1538,2988,3,3,3,594,660,1252,11,17,34,0,0,0,8,6,17,14,9,27,28,27,58,29,46,80,111,103,217,0,0,0,6,5,7,50,53,101,139,157,293,0,3,5,2842,3070,5917,255,172,419,269,208,474,230,229,460,0,0,0,3,4,12,9,12,24,15,18,34,2488,2212,4699,37,17,54,12,15,23,2536,2239,4772,495,401,898,6935,6670,13605
118021566,85,143,230,325,410,728,0,5,5,22,21,45,0,0,0,1339,1415,2755,0,7,6,490,547,1038,8,11,19,0,3,0,12,7,22,12,24,34,5,12,20,30,32,55,51,63,117,0,0,7,0,0,0,26,41,70,44,57,105,0,8,8,2373,2661,5035,36,36,69,20,25,41,298,338,635,0,0,0,0,6,12,6,17,26,15,27,37,1568,1472,3045,19,15,35,4,8,8,1595,1493,3085,326,334,657,4743,5048,9790
118021567,74,132,205,369,494,860,5,6,12,35,38,74,0,0,0,1477,1606,3078,0,0,0,255,322,579,10,14,28,10,5,16,6,14,19,19,15,36,13,23,35,38,58,94,67,67,129,4,3,10,6,9,15,29,43,69,98,149,247,0,0,0,2436,2857,5292,27,26,55,71,88,165,183,192,382,3,0,3,3,9,14,20,28,47,23,37,61,2000,1983,3984,21,26,40,13,21,36,2034,2028,4059,443,422,859,5302,5783,11084
118021568,132,221,356,273,354,626,3,0,6,21,31,48,0,0,0,1353,1452,2804,4,4,7,353,412,763,0,6,12,7,9,9,3,6,11,8,13,18,17,23,36,28,39,63,88,95,187,0,0,0,3,5,7,27,33,58,93,105,200,0,0,0,2283,2567,4854,57,62,124,80,69,154,262,317,578,0,0,0,4,0,7,11,23,32,16,29,37,1691,1530,3220,18,16,34,7,7,13,1712,1552,3264,256,235,488,4798,5048,9846
118021569,87,150,237,611,797,1406,5,0,3,24,29,52,0,0,0,1847,2179,4023,0,0,0,209,278,487,11,16,26,0,0,4,12,21,30,5,4,12,24,13,40,15,25,47,84,98,181,0,0,0,0,6,6,48,57,109,92,92,182,5,0,7,2988,3633,6617,62,57,115,62,62,120,455,517,974,0,0,0,3,0,5,20,30,49,19,31,51,3314,3459,6777,45,28,70,9,38,42,3369,3521,6893,554,642,1195,7598,8610,16206
118021570,97,168,262,387,540,923,6,6,9,26,24,53,0,0,0,1553,1950,3502,0,0,0,207,231,435,6,14,12,0,6,8,13,15,29,7,11,14,19,16,39,28,34,57,79,85,159,0,3,0,0,5,4,48,41,89,62,105,166,0,6,8,2441,3075,5514,114,87,196,100,51,147,212,229,447,0,0,0,11,9,21,11,20,26,18,28,52,2506,2571,5080,28,19,47,11,20,31,2544,2608,5156,498,455,958,6028,6705,12735
118021651,61,124,181,696,872,1570,0,0,3,17,29,45,0,0,0,2199,2591,4794,0,0,0,251,309,558,10,7,18,3,0,3,18,26,43,16,13,28,16,27,44,20,39,61,77,77,155,0,3,5,0,0,4,62,82,143,82,111,199,0,5,9,3479,4205,7681,50,46,96,53,58,107,313,319,625,0,6,6,7,3,8,14,15,34,21,22,42,4582,4878,9461,53,41,96,20,30,49,4650,4957,9602,580,590,1169,9200,10314,19521
118021652,47,82,129,486,596,1079,3,6,6,17,34,56,0,3,7,1537,1652,3185,0,0,0,249,271,524,11,12,20,0,0,0,7,19,28,10,10,24,7,16,23,18,32,44,41,45,93,0,0,0,5,0,7,32,46,81,71,73,142,0,3,3,2505,2824,5328,27,30,55,49,39,92,102,89,193,0,0,0,3,6,9,12,15,23,19,23,33,1552,1432,2986,16,17,38,7,14,15,1575,1459,3036,1386,369,1754,5698,4908,10610
118021653,101,152,258,615,710,1325,19,22,42,53,72,124,0,0,4,2289,2580,4867,3,6,5,360,421,779,6,14,22,19,10,26,9,12,17,25,34,56,12,22,36,37,35,71,83,110,201,0,0,0,5,4,9,51,61,107,104,126,231,3,0,7,3689,4241,7930,50,36,80,121,100,226,203,234,439,0,4,5,13,22,31,22,18,39,40,48,79,1841,1650,3486,9,3,17,10,15,27,1856,1667,3521,438,440,879,6495,6919,13412
118021654,37,52,96,221,257,471,6,10,25,11,8,23,0,0,0,720,867,1584,0,0,0,226,254,484,0,0,0,7,0,5,0,0,3,6,6,14,0,4,7,8,23,30,32,39,72,0,0,0,0,4,3,24,21,52,39,42,80,0,0,0,1308,1554,2857,9,16,26,22,23,50,178,173,352,0,0,0,0,0,0,8,9,16,8,14,18,874,895,1769,4,4,10,0,3,8,879,907,1783,212,223,435,2651,2960,5611
119011354,661,742,1394,484,613,1102,16,21,34,74,112,190,0,4,4,2676,2833,5511,8,4,12,861,867,1732,15,25,45,22,22,47,14,12,19,89,111,200,36,40,74,51,77,131,73,94,171,15,11,27,24,21,49,87,102,189,246,216,463,11,8,17,4800,5205,10002,48,44,89,3700,3652,7347,3,5,10,0,0,0,7,5,4,52,58,111,55,65,115,1262,1053,2311,10,5,19,7,0,9,1282,1060,2342,1315,1233,2546,11858,11995,23855
119011355,47,62,107,15,8,21,0,0,0,11,3,9,0,0,0,95,98,196,0,0,0,24,23,49,3,5,6,0,0,0,0,0,0,0,0,0,6,0,7,11,8,24,25,22,45,0,0,0,0,0,0,8,14,26,17,20,37,0,0,0,211,210,423,25,14,45,252,269,518,0,0,0,0,0,0,0,5,4,4,3,10,4,9,12,127,116,243,4,0,4,0,0,0,127,116,242,52,66,120,724,747,1469
119011356,409,460,865,147,150,293,4,0,4,78,77,154,0,0,0,1389,1409,2800,0,0,0,570,615,1190,11,13,26,15,21,36,5,6,10,28,38,67,27,27,55,42,56,101,25,39,62,0,0,3,10,3,13,37,39,75,133,148,282,10,8,15,2527,2651,5186,32,33,71,2043,1961,4012,0,0,0,0,0,0,5,4,10,32,40,75,36,44,82,747,610,1350,0,7,7,3,8,10,753,624,1369,597,591,1190,6404,6369,12773
119011358,380,447,828,729,890,1620,0,0,3,155,227,384,0,0,0,1981,2220,4203,8,5,12,701,709,1411,14,23,34,12,17,26,14,18,28,146,164,313,33,42,83,53,75,120,109,154,268,16,19,30,4,8,9,108,146,253,266,269,535,22,35,59,4371,5007,9381,163,165,327,691,606,1301,4,4,7,0,0,0,39,37,79,26,28,61,70,69,135,2228,1953,4185,11,4,18,7,11,21,2252,1965,4221,516,488,1003,8447,8751,17200
119011360,355,495,848,586,701,1283,0,0,0,141,178,320,0,0,0,2074,2363,4436,4,5,8,602,648,1250,11,26,35,18,15,37,9,13,22,191,201,394,50,83,131,74,86,159,91,110,205,13,10,23,10,10,19,106,136,238,231,258,485,11,15,30,4220,4854,9075,204,160,366,1018,943,1963,5,3,6,0,0,0,124,133,257,30,38,62,158,163,325,2084,1838,3921,22,15,33,3,10,12,2104,1858,3962,537,587,1124,8603,9061,17664
119011361,911,1095,2004,316,342,662,0,0,0,93,82,182,3,3,4,2353,2460,4810,4,4,12,695,676,1373,26,35,68,32,23,55,22,19,40,23,33,60,40,37,74,52,68,114,102,102,199,3,11,12,18,21,37,81,111,194,305,302,608,12,14,28,4190,4348,8538,74,67,141,3370,3408,6773,0,0,5,0,0,0,14,15,29,44,46,85,53,61,117,1629,1342,2971,10,7,17,12,19,26,1652,1364,3022,958,930,1883,11207,11274,22484
119011571,678,864,1545,125,164,286,0,0,0,56,62,112,0,0,0,1287,1414,2701,4,3,12,422,442,861,12,19,30,12,19,29,3,3,6,62,48,109,45,46,87,41,49,86,60,75,134,8,10,17,13,18,31,56,60,111,207,220,432,13,10,23,2421,2655,5079,163,180,339,2995,2930,5927,3,4,9,0,0,0,21,23,43,26,24,49,43,46,89,1320,1211,2526,11,4,16,8,5,10,1329,1221,2558,687,753,1441,8333,8650,16981
119011572,1010,1287,2297,99,121,224,0,0,0,66,87,151,0,0,0,1499,1590,3089,0,0,0,558,599,1149,7,6,19,25,33,60,3,3,12,86,74,164,40,50,91,31,46,73,47,72,125,0,0,0,20,22,35,55,84,140,228,226,453,3,8,9,2780,3015,5794,130,108,237,2713,2431,5148,0,0,0,0,0,0,8,11,22,41,26,68,46,44,86,1538,1411,2946,14,9,20,4,10,9,1554,1420,2978,971,916,1885,9212,9217,18434
119011655,145,173,313,163,185,353,0,0,0,57,52,108,0,0,0,1473,1654,3126,12,10,18,361,376,728,17,23,42,7,5,9,5,3,6,42,37,81,26,24,50,53,63,117,91,126,223,3,0,3,6,19,21,50,68,120,134,146,277,0,4,4,2505,2792,5293,95,89,193,3307,3101,6407,3,7,13,0,0,0,8,5,13,17,25,45,29,28,60,582,496,1080,6,0,10,0,3,10,591,504,1099,639,633,1273,7310,7329,14637
119011656,163,196,355,86,121,210,0,0,0,28,25,59,0,0,0,1355,1448,2804,0,4,4,436,453,896,6,7,23,5,0,5,0,0,4,26,28,48,20,18,38,32,32,67,25,33,63,5,0,4,0,4,12,41,40,77,113,119,228,0,5,6,2188,2346,4538,26,39,73,3172,3177,6346,0,0,0,0,0,0,11,11,17,40,34,72,46,44,86,484,427,912,4,6,6,5,3,9,496,432,928,546,545,1086,6639,6781,13416
119011657,146,221,365,651,771,1427,3,0,3,94,104,198,0,0,0,1543,1606,3146,0,0,3,374,367,742,6,9,17,12,4,13,6,10,19,95,100,196,21,13,38,43,62,103,85,92,179,8,10,17,5,8,11,68,116,186,139,137,275,9,10,14,3160,3423,6586,128,137,270,515,423,939,6,7,16,0,0,0,19,14,32,20,28,47,40,44,84,1362,1176,2543,7,6,15,6,0,6,1369,1185,2557,270,256,522,5638,5696,11340
119011658,217,317,532,916,1075,1987,0,0,0,118,174,289,0,0,0,2148,2340,4493,0,3,4,706,770,1475,11,20,31,3,10,17,16,9,22,100,92,193,41,39,78,47,51,93,108,104,207,12,10,22,4,0,8,120,175,299,214,253,463,29,21,51,4586,5146,9727,127,159,285,491,581,1075,0,0,0,0,0,0,23,28,50,10,21,28,40,43,83,1892,1639,3536,22,14,33,3,8,9,1919,1660,3572,358,354,709,7736,8255,15994
119021362,426,559,987,226,259,482,0,5,5,67,62,130,0,0,5,2842,3075,5917,4,3,6,1453,1546,3000,21,25,49,14,11,26,4,10,14,70,73,146,30,38,69,80,72,147,154,169,320,4,12,21,11,19,27,110,139,254,284,321,604,4,3,6,5383,5841,11225,293,257,546,1276,979,2258,11,6,9,0,0,5,21,13,38,39,35,79,65,51,117,1768,1584,3356,20,12,35,12,16,27,1802,1611,3412,910,864,1777,10158,10168,20332
119021366,480,583,1066,150,175,321,3,0,0,83,79,161,0,0,0,2429,2481,4908,15,10,26,808,797,1608,16,16,32,15,16,31,4,8,17,94,88,182,33,40,81,73,89,162,48,45,92,9,8,13,10,14,30,60,59,123,194,201,396,5,0,3,4039,4137,8175,155,125,279,4356,3722,8076,6,0,7,0,0,0,10,8,19,12,18,31,22,27,52,1071,941,2011,15,5,24,10,4,13,1093,953,2047,959,893,1851,11112,10438,21544
119021367,207,289,496,242,314,557,0,0,0,52,72,127,0,0,0,1651,1739,3384,0,7,8,1310,1324,2632,20,31,49,14,8,17,3,15,14,54,69,121,32,32,54,55,76,130,70,65,129,0,3,9,17,13,23,55,75,126,152,186,339,0,0,0,3737,4008,7744,99,84,179,1580,1463,3044,3,3,6,0,0,0,12,15,26,28,33,58,40,44,86,1093,990,2084,14,10,21,11,9,20,1115,1010,2129,460,442,901,7232,7342,14577
119021573,187,244,430,93,88,176,0,0,0,32,38,70,0,0,0,695,815,1507,4,0,3,287,289,577,10,10,20,15,13,24,9,5,14,24,23,50,15,27,44,13,23,40,27,36,60,0,0,0,8,9,13,51,43,94,74,88,158,4,4,9,1366,1507,2869,173,168,349,5980,4483,10462,4,6,3,0,0,0,21,11,27,14,16,25,30,25,56,641,505,1153,10,3,16,4,7,12,666,516,1181,958,790,1742,9350,7736,17092
119021574,148,227,382,52,55,109,0,0,0,21,14,40,0,0,0,491,564,1052,5,5,7,209,220,425,7,16,16,3,0,6,0,0,0,32,32,65,14,20,30,26,27,54,24,18,46,0,4,3,4,8,12,20,20,40,84,99,183,7,0,8,992,1112,2108,134,123,259,3099,2459,5551,0,0,0,0,0,0,11,4,12,8,9,19,22,12,29,461,375,838,6,0,11,0,4,5,466,379,851,522,430,956,5383,4748,10135
119021659,671,670,1345,111,127,244,0,0,0,45,53,103,0,0,0,863,938,1802,0,0,3,226,233,458,6,13,20,3,5,10,5,5,6,22,25,41,29,40,72,34,43,78,100,144,243,3,8,18,6,5,15,66,69,135,145,186,332,4,5,9,1681,1909,3583,715,565,1278,225,193,419,4,6,8,0,0,0,31,23,56,15,10,30,52,36,88,2336,1869,4207,12,10,27,6,9,17,2357,1895,4248,513,423,938,6211,5694,11905
119021660,542,552,1093,75,99,168,0,0,0,48,57,98,0,0,0,667,742,1404,0,3,6,135,159,295,14,11,26,5,0,5,3,0,3,0,11,12,15,23,35,21,20,44,47,61,108,7,4,9,14,15,28,53,68,122,120,126,249,0,0,0,1214,1398,2613,755,579,1339,177,141,321,0,7,3,0,0,0,33,31,59,23,20,38,50,51,103,1386,1075,2464,7,0,8,6,6,13,1399,1083,2483,588,514,1104,4731,4334,9059
119021661,379,452,830,155,169,321,0,0,0,33,49,86,0,0,0,1317,1459,2769,0,0,0,712,786,1501,22,12,33,9,19,23,6,6,8,32,16,49,38,36,76,30,26,62,70,84,154,0,12,9,6,7,15,47,50,101,168,177,342,0,5,5,2646,2904,5556,235,182,414,319,341,661,7,10,17,0,0,0,15,17,32,19,17,34,35,37,65,1835,1681,3517,5,15,23,5,18,20,1845,1716,3561,535,577,1112,6000,6220,12220
119021662,232,317,546,369,371,739,6,0,11,45,47,89,0,0,0,2518,2679,5194,0,0,0,2158,2200,4350,38,44,81,4,3,9,6,15,19,54,43,100,19,32,51,32,42,68,56,51,110,6,8,19,12,13,26,56,66,124,118,138,251,6,4,9,5497,5758,11250,45,46,93,275,249,521,21,18,45,0,3,3,15,10,21,18,17,33,30,28,60,2264,2129,4392,33,27,57,10,22,25,2307,2177,4478,473,501,973,8873,9091,17969
119021663,90,160,254,92,114,214,0,0,0,37,42,74,0,0,0,824,876,1707,0,0,0,803,800,1600,10,9,16,0,3,6,0,3,3,30,39,72,4,8,6,11,16,23,20,23,40,5,5,5,0,0,0,25,28,53,54,63,122,0,0,0,1917,2031,3947,23,19,43,270,266,537,4,9,16,0,0,0,13,6,19,3,4,10,7,11,27,600,488,1091,9,5,17,0,5,3,608,500,1107,163,168,331,3093,3167,6261
119031370,361,497,861,318,371,690,0,0,0,161,182,341,0,0,0,1465,1590,3055,0,4,3,647,718,1361,27,28,60,13,18,33,0,11,14,84,70,157,46,64,111,48,61,110,110,149,257,11,14,19,11,3,18,89,91,187,181,219,401,9,14,24,3234,3603,6837,140,137,275,570,529,1092,6,7,11,0,0,0,9,3,16,15,18,40,27,27,60,1992,1785,3773,14,12,20,8,16,23,2005,1810,3813,401,439,842,6743,7047,13791
119031371,128,206,330,617,766,1384,0,0,0,113,141,253,0,0,0,1620,1746,3362,4,0,3,612,615,1229,7,22,34,11,8,20,9,4,14,36,32,73,28,21,46,18,24,40,82,99,184,0,8,7,0,5,4,105,142,248,142,153,300,12,13,23,3416,3795,7213,95,84,178,133,135,273,15,7,20,0,0,0,5,4,14,10,7,23,18,17,35,2113,1852,3967,23,24,47,6,3,14,2149,1881,4026,254,264,517,6208,6387,12594
119031372,190,252,444,1018,1168,2183,4,6,3,246,308,554,0,0,3,2372,2752,5126,7,12,22,1155,1239,2394,33,40,73,23,27,50,12,15,23,187,171,358,40,49,93,61,78,140,155,162,311,20,32,56,9,11,20,177,224,402,314,301,616,25,27,57,5859,6625,12485,130,129,262,476,462,941,13,14,29,0,0,0,10,5,13,18,14,32,25,25,48,2546,2210,4753,26,15,34,9,12,21,2575,2238,4814,595,618,1207,9863,10365,20220
119031373,312,528,839,265,311,579,0,3,3,92,118,203,0,0,0,1089,1125,2211,8,10,15,263,237,498,17,20,30,16,23,44,0,9,10,39,55,94,36,41,77,38,58,95,85,79,169,4,6,10,12,20,30,63,82,148,162,166,330,4,3,6,2200,2349,4547,225,178,393,643,576,1212,6,4,14,0,0,0,17,16,28,20,22,41,38,33,72,1862,1719,3585,17,8,24,7,3,17,1889,1739,3624,466,443,905,5768,5836,11606
119031374,621,858,1481,717,867,1591,4,0,3,162,179,343,5,3,12,2085,2453,4542,5,0,11,1627,1711,3338,13,27,38,3,8,14,12,10,20,119,122,243,48,71,119,66,69,136,107,147,256,0,4,10,4,5,5,118,148,264,298,320,623,4,12,14,5410,6172,11581,1220,953,2176,567,519,1084,17,22,42,3,3,10,13,10,23,20,22,38,32,31,65,3835,3478,7315,18,16,35,15,29,41,3868,3525,7398,732,697,1432,12478,12781,25259
119031664,445,596,1040,165,194,359,0,0,0,47,67,117,0,0,0,496,561,1058,4,5,9,176,185,358,4,5,11,0,0,3,0,4,3,11,24,41,22,33,49,29,30,61,47,67,114,0,7,7,4,14,20,33,30,62,110,141,253,0,0,3,1152,1361,2513,1388,985,2377,206,163,371,0,4,4,0,0,0,10,11,15,13,8,20,20,20,39,2454,2530,4983,3,0,5,10,16,17,2464,2545,5007,365,332,693,6044,6002,12046
119031665,360,507,863,226,263,489,0,0,0,48,66,108,0,0,0,880,998,1879,0,0,0,518,497,1014,14,10,28,13,13,25,5,5,5,41,44,84,21,20,40,31,34,61,80,93,178,6,5,18,9,10,17,46,53,98,197,206,406,4,8,6,2138,2321,4457,339,262,600,387,345,727,7,3,14,0,0,0,3,4,7,13,16,27,16,24,38,2369,2198,4566,18,6,24,7,11,16,2396,2218,4611,368,430,799,6007,6109,12109
119031666,159,249,401,726,838,1565,0,0,3,173,186,353,0,0,0,1560,1818,3371,4,3,6,587,634,1216,13,19,32,22,18,37,6,9,22,48,48,94,36,39,77,46,49,88,87,97,187,12,11,21,5,3,11,87,110,202,204,225,429,9,10,19,3615,4121,7738,313,275,594,160,152,308,16,9,21,0,0,0,3,8,16,23,41,61,26,50,83,2474,2291,4767,29,16,41,7,12,23,2510,2318,4832,376,365,738,7168,7548,14715
