SA2_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
217041479,11,0,488,5,12,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,14,0,19,0,0,0,0,0,0,0,484,25,0,0,25,0,507,140,0,0,0,0,0,140,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,4,0,0,0,0,0,0,0,140,7,0,0,9,0,147,42,0,0,0,0,0,42,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,45,3,0,0,3,0,43,3320,45,0,0,45,10,3363,62,162,5,0,169,0,231,0,13,14,0,32,0,35,0,0,0,0,7,0,7,64,178,29,0,207,0,269,0,0,0,0,0,0,0,3381,221,29,0,246,10,3636
217041480,0,0,217,11,12,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,10,0,20,0,0,0,0,0,0,0,228,11,0,0,14,0,237,59,0,0,0,0,0,60,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,62,8,0,0,8,0,67,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,1632,21,0,0,21,0,1659,50,86,7,0,86,0,144,0,5,0,0,5,0,10,0,0,0,3,3,0,3,54,88,11,3,99,0,149,0,0,0,0,0,0,0,1680,112,11,3,120,0,1807
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301011001,9,0,344,13,26,7,0,33,0,43,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,31,7,0,33,0,44,0,0,0,0,0,0,0,347,36,7,0,37,0,392,101,4,0,0,4,0,102,3,11,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,11,0,15,0,0,0,0,0,0,0,104,14,0,0,16,0,122,33,7,0,0,7,0,34,0,6,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,9,0,0,0,0,0,0,0,36,8,0,0,8,0,46,2437,68,0,0,68,3,2506,96,259,16,0,279,0,377,5,12,0,0,17,0,18,0,5,0,0,5,0,5,99,275,19,0,298,0,397,14,4,0,0,4,0,15,2543,344,19,0,363,4,2913
301011002,11,0,236,5,30,5,0,33,0,41,0,4,0,0,4,0,4,0,0,0,0,0,0,0,5,31,5,0,34,0,38,0,0,0,0,0,0,0,233,46,5,0,43,0,277,129,5,0,0,5,0,131,5,19,4,0,22,0,26,0,3,0,0,7,0,5,0,0,0,0,0,0,0,7,23,3,0,24,0,31,0,0,0,0,0,0,0,134,27,3,0,30,0,165,63,4,0,0,4,0,61,0,17,0,0,17,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,16,0,17,0,0,0,0,0,0,0,61,18,0,0,19,0,80,1354,66,0,0,66,0,1422,60,254,13,0,267,0,333,0,11,6,0,20,0,26,0,0,0,0,0,0,0,67,265,22,0,286,0,349,0,0,0,0,0,0,0,1422,331,22,0,351,0,1772
301011003,6,0,359,6,32,0,0,34,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,0,0,31,0,40,0,0,0,0,0,0,0,366,38,0,0,39,0,407,138,0,0,0,0,0,137,4,16,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,16,0,18,0,0,0,0,0,0,0,141,14,0,0,14,0,153,54,0,0,0,0,0,54,4,3,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,5,0,6,0,0,0,0,0,0,0,55,7,0,0,5,0,62,2389,50,0,0,50,4,2440,92,244,7,0,248,0,340,3,3,0,0,7,0,7,0,0,0,0,0,0,0,97,244,7,0,255,0,348,0,0,0,0,0,0,0,2480,299,7,0,307,4,2793
301011004,5,0,302,15,33,0,0,33,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,0,0,31,0,49,0,0,0,0,0,0,0,307,42,0,0,42,3,350,103,7,0,0,7,0,109,4,19,0,0,19,0,22,0,4,0,0,4,0,4,0,0,0,0,0,0,0,4,19,0,0,19,0,25,0,0,0,0,0,0,0,113,21,0,0,21,0,129,41,0,0,0,0,0,41,3,10,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,14,0,0,0,0,0,0,0,39,8,0,0,8,0,49,2465,53,0,0,53,0,2521,130,355,3,0,362,0,498,3,15,3,0,21,0,24,0,0,0,0,0,0,0,138,375,13,0,382,0,523,0,0,0,0,0,0,0,2601,428,13,0,440,4,3042
301011005,0,0,44,3,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,7,0,0,0,0,0,0,0,45,9,0,0,9,0,53,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,513,11,0,0,11,0,529,19,43,0,0,43,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,44,0,0,44,0,56,0,0,0,0,0,0,0,536,50,0,0,50,0,588
301011006,7,0,356,15,19,0,0,19,0,29,0,0,0,0,0,0,0,0,4,0,0,4,0,4,15,22,0,0,22,0,32,0,0,0,0,0,0,0,364,27,0,0,27,0,392,156,4,0,0,4,0,159,6,13,3,0,15,0,19,0,0,4,0,4,0,4,0,0,0,0,0,0,0,6,9,5,0,15,0,28,0,0,0,0,0,0,0,158,17,5,0,23,0,183,59,0,0,0,0,0,59,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,64,0,0,0,0,0,64,2012,61,0,0,61,3,2078,90,145,6,0,149,0,237,0,5,0,0,8,0,7,0,4,0,0,4,0,4,90,150,9,0,161,0,254,0,0,0,0,0,0,0,2106,215,9,0,223,3,2333
301021007,7,0,301,15,24,0,0,24,0,44,0,0,0,0,4,0,4,0,0,0,0,0,0,0,15,25,0,0,30,0,43,0,0,0,0,0,0,0,311,34,0,0,36,0,345,119,3,0,0,3,0,124,5,13,0,0,17,0,21,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,12,3,0,16,0,23,0,0,0,0,0,0,0,122,19,3,0,19,0,148,46,0,0,0,0,0,51,0,3,6,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,9,0,13,0,0,0,0,0,0,0,52,10,6,0,15,0,63,1684,38,0,0,38,0,1724,112,179,11,0,193,0,307,3,12,10,0,24,0,24,0,0,0,0,0,0,0,116,191,22,0,214,0,329,3,0,0,0,0,0,3,1798,231,22,0,254,0,2055
301021008,3,0,179,10,20,0,0,17,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,17,0,26,0,0,0,0,0,0,0,190,17,0,0,24,0,203,79,0,0,0,0,0,83,3,12,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,12,0,15,0,0,0,0,0,0,0,90,13,0,0,13,0,101,36,0,0,0,0,0,36,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,36,5,0,0,5,0,45,918,26,0,0,26,0,942,60,127,3,0,126,0,192,5,0,0,0,0,0,4,0,0,0,0,0,0,0,67,128,3,0,128,0,198,0,0,0,0,0,0,0,988,154,3,0,158,0,1140
301021009,4,0,430,9,29,0,0,29,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,0,0,29,0,43,0,0,0,0,0,0,0,433,35,0,0,35,0,473,138,3,0,0,3,0,147,0,8,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,10,0,0,0,0,0,0,0,138,14,0,0,14,0,158,61,0,0,0,0,0,61,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,61,3,0,0,3,0,65,3099,66,0,0,61,9,3169,99,169,0,0,169,0,262,4,0,0,0,0,0,4,0,0,0,0,0,0,0,104,169,0,0,169,0,269,4,0,0,0,0,0,4,3205,229,0,0,228,9,3441
301021011,6,0,308,7,6,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,6,0,10,0,0,0,0,0,0,0,305,15,0,0,15,0,320,87,0,0,0,0,0,87,3,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,6,0,0,0,0,0,0,0,82,3,0,0,3,0,93,19,0,0,0,0,0,19,0,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,0,0,0,0,0,23,5,0,0,5,0,25,1873,43,0,0,43,0,1915,60,94,0,0,96,0,155,6,0,0,0,0,0,3,0,0,0,0,0,0,0,58,94,7,0,93,0,156,0,5,0,0,5,0,0,1936,131,7,0,137,0,2073
301021012,10,0,534,20,56,0,0,56,0,75,0,0,5,0,7,0,7,0,0,0,0,0,0,0,20,59,5,0,61,0,78,0,0,0,0,0,0,0,545,61,5,0,69,0,612,181,3,0,0,3,0,187,3,38,3,0,39,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,8,0,42,0,49,0,0,0,0,0,0,0,189,46,8,0,50,0,237,57,0,0,0,0,0,59,4,21,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,20,0,24,0,0,0,0,0,0,0,65,23,0,0,20,0,82,3548,81,0,0,81,8,3632,131,383,13,0,387,0,524,0,12,17,0,25,0,25,0,0,0,0,0,0,0,131,396,24,0,416,0,551,0,0,0,0,0,3,3,3678,475,24,0,497,11,4188
301021013,7,0,338,8,15,3,0,19,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,3,0,24,0,31,0,0,0,0,0,0,0,339,24,3,0,29,0,368,113,3,0,0,3,0,118,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,113,7,0,0,7,0,124,40,0,0,0,0,0,46,0,5,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,44,4,0,0,4,0,51,2053,35,0,0,35,0,2089,71,100,7,0,106,0,176,3,4,0,0,3,0,4,0,0,0,0,0,0,0,68,107,7,0,113,0,184,0,0,0,0,0,0,4,2122,144,7,0,148,6,2276
301021550,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,26,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,193,4,0,0,4,0,193,11,6,0,0,6,0,18,0,5,0,0,5,0,0,0,0,0,0,0,0,0,7,11,0,0,11,0,19,0,0,0,0,0,3,3,202,11,0,0,11,7,212
301021551,0,0,57,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,61,0,0,0,0,0,62,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,350,8,0,0,8,0,361,30,12,0,0,12,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,12,0,0,8,0,43,0,4,0,0,4,0,3,385,26,0,0,27,0,408
301031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301031015,0,0,184,10,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,3,0,14,0,0,0,0,0,0,0,196,3,0,0,3,0,201,72,0,0,0,0,0,75,0,6,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,5,0,0,0,0,0,0,0,79,5,0,0,8,0,82,47,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,48,1312,37,0,0,37,0,1350,58,61,0,0,61,0,123,4,3,0,0,0,0,4,0,0,0,0,0,0,0,63,63,0,0,65,0,123,0,0,0,0,0,0,0,1371,105,0,0,102,0,1476
301031016,6,0,326,10,18,0,0,18,0,28,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,22,0,0,22,0,36,0,0,0,0,0,0,0,337,28,0,0,28,0,359,118,0,0,0,0,0,117,0,15,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,17,0,0,0,0,0,0,0,123,14,0,0,14,0,136,45,3,0,0,3,0,46,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,45,7,0,0,7,0,56,1996,64,0,0,64,0,2062,99,223,0,0,223,0,318,0,14,0,0,14,0,18,0,4,0,0,4,0,4,98,237,0,0,237,0,335,3,0,0,0,0,0,3,2096,300,0,0,300,5,2404
301031017,4,0,65,3,12,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,12,0,15,0,0,0,0,0,0,0,64,15,0,0,15,0,82,36,0,0,0,0,0,43,3,4,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,9,0,0,0,0,0,0,0,44,8,0,0,11,0,46,21,0,0,0,0,0,21,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,21,3,0,0,3,0,20,643,34,0,0,34,0,678,44,138,3,0,140,0,186,0,4,3,0,6,0,5,0,0,0,0,0,0,0,45,137,6,0,146,0,192,0,0,0,0,0,0,0,687,174,6,0,183,0,871
301031018,0,0,147,6,12,4,0,15,0,23,0,3,0,0,3,0,3,0,0,0,0,0,0,0,6,15,4,0,18,0,23,0,0,0,0,0,0,0,147,17,4,0,21,0,167,64,0,0,0,0,0,64,6,20,6,0,26,0,28,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,21,4,0,22,0,32,0,0,0,0,0,0,0,69,21,4,0,22,0,92,20,0,0,0,0,0,21,0,8,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,15,0,0,0,0,0,0,0,22,9,0,0,10,0,39,1218,44,0,0,44,0,1263,92,211,10,0,223,0,322,0,10,4,0,12,0,12,0,4,0,0,4,0,4,92,223,20,0,238,0,338,0,3,0,0,3,5,4,1312,266,20,0,284,5,1600
301031019,7,0,296,7,40,0,0,43,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37,0,0,39,0,47,0,0,0,0,0,0,0,299,41,0,0,45,0,343,113,5,0,0,5,0,112,3,30,0,0,30,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,30,0,32,0,0,0,0,0,0,0,113,34,0,0,34,0,146,46,0,0,0,0,0,46,3,10,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,12,0,17,0,0,0,0,0,0,0,46,12,0,0,12,0,58,2149,71,0,0,71,0,2220,81,451,6,0,457,0,540,0,9,0,0,9,0,10,0,4,0,0,4,0,4,81,460,6,0,464,0,551,0,4,0,0,4,0,4,2230,531,6,0,536,0,2770
301031020,3,0,305,11,19,0,0,14,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,0,0,14,0,28,0,0,0,0,0,0,0,316,21,0,0,16,0,333,127,0,0,0,0,0,133,3,7,3,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,16,0,16,0,0,0,0,0,0,0,138,10,3,0,14,0,149,45,5,0,0,5,0,49,5,3,3,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,8,0,15,0,0,0,0,0,0,0,49,7,3,0,11,0,56,2156,47,0,0,47,0,2207,136,151,7,0,156,0,297,0,0,6,0,4,0,4,0,0,0,0,0,0,0,136,156,8,0,160,0,302,0,0,0,0,0,4,3,2291,202,8,0,210,4,2507
301031021,3,0,270,15,31,3,0,38,0,47,0,4,10,0,7,0,7,0,0,0,0,0,0,0,15,35,8,0,41,0,57,0,0,0,0,0,0,0,280,42,8,0,43,0,328,86,0,0,0,0,0,86,4,28,0,0,34,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,0,34,0,37,0,0,0,0,0,0,0,84,28,0,0,34,0,113,28,0,0,0,0,0,28,5,15,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,14,0,19,0,0,0,0,0,0,0,35,15,0,0,14,0,43,2099,54,0,0,53,0,2152,137,344,10,0,356,0,492,6,10,21,0,29,0,35,0,0,0,0,0,0,0,138,360,33,0,388,0,527,0,0,0,0,0,0,0,2235,412,35,0,444,0,2680
