SA2_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
121021403,4555,2646,2404,3509,3269,2684,1831,916,254,22057
121021404,2420,1497,800,1557,1945,1602,1171,647,148,11790
121021406,3870,2423,1458,2697,3031,2279,1714,1186,512,19158
121021577,1891,1223,2403,2243,1477,1194,884,440,180,11943
121021578,2092,1172,973,1734,1577,1236,1046,546,252,10629
121021579,2390,922,1576,2606,1330,947,902,685,510,11877
121031407,3974,3148,2184,2984,3428,2764,2057,1268,612,22433
121031408,4999,3155,2148,3415,3703,2900,2276,1368,636,24599
121031409,3531,2329,1296,2350,2664,2259,1573,850,370,17221
121031410,4555,2443,1262,2977,3224,2608,2141,1702,760,21665
121031411,3747,2474,1303,2497,2994,2440,1960,1729,1108,20251
121031412,3406,2576,1158,2257,2858,2304,1728,1247,656,18191
121041413,3036,1488,2931,3086,2698,2183,2020,1124,338,18905
121041414,2366,1413,3988,3483,2319,1733,1522,840,252,17916
121041416,1850,1393,3789,2847,2041,1928,1667,1165,500,17183
121041417,1196,1032,3027,2303,1502,1447,1111,699,124,12441
121041688,2105,1341,1470,1788,1949,1817,1577,1199,521,13763
121041689,2508,1625,1465,1859,2291,1910,1504,1016,398,14565
122011418,4481,2545,1515,2634,3587,2683,1725,1138,438,20732
122011419,3242,1890,4509,3788,2907,2643,1835,1174,458,22438
122021420,2257,1469,807,1321,1835,2107,1848,1026,375,13052
122021421,1897,1293,688,1110,1662,1652,1420,1094,422,11243
122021422,2334,1614,1159,1420,2085,2240,1682,914,234,13681
122021690,2619,1622,1165,1696,2069,1810,1685,1291,679,14634
122021691,2336,1288,1054,1508,1708,1355,967,504,152,10874
122031424,2875,1847,1263,1851,2234,1871,1254,937,414,14547
122031425,1638,977,630,1035,1244,880,755,641,261,8046
122031427,2803,1743,720,1602,2211,1572,1047,992,470,13161
122031429,3922,2267,3764,3500,3290,2383,1551,799,353,21828
122031430,3832,1888,1739,2582,2878,1837,1373,884,531,17550
122031432,670,478,242,371,607,532,437,308,140,3786
122031692,1590,1069,457,966,1372,933,884,936,453,8652
122031693,2501,1777,1576,1832,2142,1774,1262,744,370,13980
122031694,1718,1182,1236,1261,1465,1147,646,328,121,9116
122031695,2608,1721,3888,3337,2295,1841,1197,678,265,17816
122031696,3725,2272,1191,2242,2939,1959,1481,1086,278,17175
122031697,1684,1070,1273,1441,1475,1285,1159,1040,820,11241
123011433,2584,1480,1301,1650,1758,1479,1462,977,609,13295
123011698,1687,813,1172,957,807,564,298,120,31,6445
123011699,3345,1790,1910,2051,1760,1413,1063,539,148,14019
123011700,2654,1798,987,1645,1977,1126,673,310,66,11241
123011701,4388,2822,2280,2743,2879,2096,1240,481,104,19040
123011702,2778,974,2205,1633,877,569,378,106,28,9539
123021436,4729,2670,2933,2806,2333,2028,1591,777,149,20011
123021437,4294,3006,3707,3280,2431,2130,1784,1064,387,22084
123021438,4529,2648,2786,2960,2355,2618,1666,522,140,20236
123021439,0,0,0,0,0,0,0,0,0,5
123021441,3349,2012,2262,2419,1937,1884,1861,826,181,16729
123021443,4912,2671,2891,3286,2598,2426,1770,625,145,21335
123021444,4319,2806,2704,2611,2470,2783,2271,969,243,21155
123021703,4051,1517,2926,3092,1320,948,623,309,82,14868
123021704,2205,1213,1537,1759,1270,1069,727,430,327,10536
123021705,3387,2027,2247,2536,2038,2188,1474,622,196,16720
123021706,3229,1827,1811,2087,1730,1592,1182,609,126,14198
123031445,1185,765,613,717,847,732,631,358,91,5934
123031446,2675,1266,1252,1602,1412,1241,967,500,192,11112
123031447,3998,2419,2589,2229,2529,2188,1776,917,347,18987
123031448,2044,1324,1104,1236,1374,1169,1028,442,85,9808
124011449,802,392,470,624,792,1027,986,548,127,5764
124011450,3795,2223,1793,2516,2621,2425,2218,1111,277,18993
124011451,0,0,0,0,0,5,4,0,0,7
124011452,1730,1187,1225,1517,1938,2094,2224,1070,354,13348
124011453,2043,1294,1140,1460,1674,1750,1369,575,135,11445
124011454,4174,2448,2018,2757,3076,2905,2591,1360,636,21964
124011455,1075,537,471,692,821,946,1090,568,229,6428
124021456,0,0,0,0,0,0,3,0,0,8
124031457,3402,1957,2414,2264,1819,1777,1606,591,166,16004
124031459,2670,1711,1496,1878,1871,1596,1548,858,283,13914
124031460,4661,3146,2576,3011,3147,2392,1433,513,126,21002
124031461,3410,2153,2410,2528,1995,1850,1825,908,255,17326
124031462,5557,3167,4169,4007,2949,2073,1550,846,304,24625
124031463,2822,1610,1484,1813,1573,1305,886,436,107,12040
124031464,2677,2448,3558,2443,2020,1755,1474,1030,563,17966
124031465,1333,824,856,776,836,738,439,177,50,6025
124031707,3898,2289,2550,2324,2158,2011,1213,468,118,17029
124031708,3800,1513,2601,2547,1339,743,529,254,53,13388
124041466,2588,1764,2365,1745,1827,1599,1563,1213,593,15239
124041467,3106,2017,2476,1870,1865,1956,1185,601,182,15264
124041468,1200,1072,1115,1096,1075,954,652,281,54,7504
124051469,1215,951,917,831,866,1015,506,142,42,6486
124051470,4167,2498,2857,2769,2400,2712,1850,554,136,19942
124051580,2992,1668,1992,1845,1545,1314,1019,525,131,13028
124051581,3684,2127,2848,2436,2087,1808,1304,712,319,17325
125011475,0,0,0,0,4,0,0,0,0,3
125011582,3357,3257,4553,2684,1987,1736,1123,577,213,19487
125011583,1541,1916,2929,1465,945,839,503,311,132,10592
125011584,1896,1243,1475,1110,1010,1038,637,276,171,8860
125011585,1342,1121,1559,1097,1114,1125,748,346,158,8610
125011586,2915,2849,4786,3110,2413,2538,1576,732,281,21197
125011587,923,688,884,648,596,667,473,189,68,5138
125011709,1727,989,1472,1955,1427,840,580,215,43,9246
125011710,2807,1673,7962,4379,1536,1179,664,176,31,20412
125021477,4689,2859,3815,3846,3222,2905,1932,966,410,24641
125021478,3528,2145,2164,2710,2576,2475,1632,871,411,18508
125021711,2208,1466,1026,1701,1589,1463,1060,715,402,11622
125021712,4080,2044,2368,3366,2284,2147,1693,1016,252,19251
125031479,4528,3068,2930,2647,2499,2351,1564,767,494,20842
125031480,3080,2207,2186,1906,1955,1810,1417,712,473,15742
125031481,4209,3725,5143,3258,2387,2154,1462,689,230,23250
125031483,5393,3318,3564,2963,2333,2211,1488,800,308,22386
125031484,5045,3126,3865,3178,2632,2242,1546,873,413,22929
125031486,0,0,0,0,0,0,0,0,0,10
125031487,0,0,0,0,5,0,6,0,0,12
125031713,3536,1941,1824,2286,2184,1736,1724,1115,288,16645
125031714,4847,3014,4652,3610,2604,2370,1562,852,303,23806
125031715,2406,1314,1198,1803,1440,1057,871,583,222,10893
125031716,1529,962,1063,1190,887,763,495,283,132,7305
125041489,3912,2345,4850,4646,2469,2146,1444,718,349,22878
125041490,1675,943,775,1244,1190,1023,880,572,148,8451
125041491,3997,1990,4323,4054,2066,1513,1239,763,326,20275
125041493,4239,2675,3178,3348,2908,2533,1956,1384,628,22853
125041494,2408,1237,959,1741,1567,1170,1054,805,248,11199
125041588,3137,1363,1952,2932,1546,1195,942,583,282,13939
125041589,4557,2176,4825,4569,1973,1616,1029,569,251,21568
125041717,1886,1327,4383,2700,710,506,372,140,41,12062
125041718,1590,1235,2892,1946,850,630,418,225,65,9867
125041719,1492,1018,2791,1751,708,587,410,168,101,9034
126011496,4137,2694,1722,2913,3170,2857,2257,1412,581,21737
126011720,2714,1703,2297,2387,1747,1549,1087,609,315,14404
126011721,3586,2163,2823,3094,2296,2055,1652,711,314,18690
126021498,2606,1602,2245,2316,2198,1808,1385,866,434,15456
126021499,1730,1305,630,1040,1478,1230,1088,740,598,9844
126021500,3270,3372,5651,3988,2253,1916,1615,1020,735,23818
126021501,2718,1745,2486,2473,1997,1855,1233,719,396,15622
126021503,3169,1998,4212,3703,2277,2097,1543,788,314,20102
126021590,708,568,383,471,610,653,477,194,104,4163
126021722,1293,822,635,956,947,1007,813,332,163,6969
126021723,3002,2093,2997,2948,2235,2405,1918,957,423,18974
126021724,3464,2275,2914,3262,2689,2413,1733,1046,497,20291
126021725,2035,947,3368,2425,1030,884,643,382,251,11972
127011504,4337,2724,2268,2208,2025,2207,1253,702,236,17962
127011505,2725,1588,2086,1817,1438,1173,983,488,225,12533
127011592,0,0,4,3,0,4,0,4,0,25
127011593,1220,1224,769,728,1092,1010,593,204,67,6906
127011594,2519,2007,1631,1553,1727,1819,1102,451,118,12919
127011595,2856,2006,1648,1797,1743,1647,920,330,93,13038
127011596,3198,2004,1679,2068,1826,1377,740,294,73,13263
127011597,4352,2589,2143,2832,2397,1587,856,334,109,17194
127011726,1028,551,745,624,548,504,450,250,51,4761
127011727,4086,1399,3257,2702,1304,904,483,135,34,14299
127011728,3056,1348,2383,2013,1244,1040,880,494,107,12559
127011729,5283,1931,3618,3357,1566,944,622,227,71,17624
127021509,3151,2510,2275,2027,2199,2385,1705,633,274,17154
127021510,3388,2741,2302,2187,2524,2867,2217,1045,427,19690
127021511,3696,3426,3264,2855,3458,3409,2304,1071,627,24101
127021512,3507,2688,2400,2230,2465,2355,1471,786,340,18249
127021513,3877,3289,3040,2749,3013,3071,1837,927,461,22261
127021514,1772,1460,1359,1149,1286,1533,1111,437,163,10279
127021515,3078,2312,2397,2362,2482,2537,1808,917,363,18248
127021516,4261,3063,2665,2670,2717,2609,1812,1112,342,21249
127021517,1546,1241,1058,1038,1095,1202,988,531,152,8855
127021518,693,637,438,411,629,599,479,306,135,4344
127021519,3754,2491,2565,2297,2387,2400,2005,1124,483,19510
127021520,1841,1423,1352,1297,1354,1508,1445,689,284,11197
127021521,5,0,4,7,9,13,3,0,0,37
127031522,3500,2329,2211,2130,2152,2007,1298,678,288,16584
127031523,4654,2422,2530,3208,2642,2207,1833,991,326,20813
127031524,4546,2903,2860,3146,2978,2228,1285,778,404,21129
127031599,3073,1748,1741,1619,1414,1405,917,573,179,12670
127031601,1086,666,1110,1017,672,670,409,222,77,5937
127031730,3257,1572,2207,2428,1346,729,386,113,36,12080
127031731,3346,2103,4235,2978,1839,1428,1018,472,119,17536
127031732,2773,1781,2001,1780,1592,1601,1185,703,314,13737
127031733,3531,2613,1749,2171,2339,1761,857,451,225,15692
128011529,3548,2246,1787,2389,2726,2319,1626,1090,428,18156
128011530,3631,2241,2746,2933,2680,2256,1861,1462,892,20705
128011531,2722,1796,1436,1885,2278,1984,1745,1648,947,16430
128011602,2364,1326,2106,1937,1699,1352,1097,659,324,12858
128011603,2660,1550,1134,1605,1794,1695,1410,768,406,13015
128011604,3519,2504,3701,3014,3194,3546,2865,1399,637,24374
128011605,679,516,237,352,513,473,364,171,64,3369
128011606,1540,1206,1057,1095,1277,1196,937,458,186,8947
128021533,1261,762,641,851,926,738,660,491,334,6673
128021534,1826,1379,1065,1161,1338,1790,1353,488,152,10554
128021535,4020,2875,2072,2552,2964,3047,2204,868,332,20927
128021536,4685,2554,1945,3178,3387,2512,2162,1201,444,22063
128021537,12,12,6,8,4,0,0,0,0,42
128021538,3928,2411,3895,3573,2949,2441,1848,1387,804,23238
128021607,3847,2105,1565,2627,2404,1686,1619,1166,332,17356
128021608,1542,885,700,982,1049,830,767,474,122,7348
128021609,632,556,272,352,614,608,364,112,21,3539
197979799,0,0,0,0,0,0,0,0,0,0
199999499,1260,1357,2187,1859,1678,1648,1055,277,49,11371
201011001,4025,2380,2089,2457,2124,1583,1312,694,172,16835
201011002,1782,1551,1326,1340,1660,1650,1495,937,394,12131
201011005,1503,946,571,870,1044,991,897,352,85,7261
201011006,2276,1409,1975,1287,1122,1022,876,470,232,10661
201011007,886,557,340,515,685,633,433,148,27,4230
201011008,2833,1848,2230,1748,1780,1739,1602,1041,514,15333
201011481,1528,1042,1426,1183,1081,1239,1114,686,390,9691
201011482,2756,1570,1828,1916,1905,1929,1623,846,367,14750
201011483,2147,1607,1947,1560,1435,1285,1242,689,320,12225
201011484,2163,1596,2022,1520,1415,1581,1504,914,373,13086
201021009,1243,623,648,895,957,969,736,370,118,6559
201021010,1324,669,657,856,1125,1326,1262,633,236,8085
201021011,1278,660,762,1036,1501,1863,1819,771,256,9955
201021012,1202,689,545,803,1010,994,754,299,73,6372
201031013,508,292,260,299,513,568,685,307,101,3532
201031014,672,427,404,531,685,739,739,338,101,4644
201031015,945,511,485,573,758,692,637,259,40,4894
201031016,1208,778,809,658,946,1109,1296,958,395,8160
201031017,794,472,395,471,751,1036,994,494,118,5526
202011018,2263,1934,2339,1657,1828,1865,1644,904,484,14929
202011019,2469,1594,1953,1426,1437,1581,1450,746,300,12949
202011020,2140,1703,1704,1487,1660,1787,1758,1129,619,13988
202011021,1653,1470,1253,1138,1125,1154,899,497,254,9437
202011022,3541,2191,2946,2502,2269,2497,2477,1791,840,21043
202011023,1359,656,503,834,788,639,521,175,29,5518
202011024,2545,1256,984,1536,1479,1151,1110,532,125,10719
202011025,3415,1669,2297,1996,1554,1540,1240,577,156,14446
202021026,1731,976,834,1062,1162,1281,910,330,59,8344
202021027,1608,844,1057,1365,1533,1631,1779,1064,472,11352
202021028,1275,728,702,910,1323,1756,1618,731,178,9225
202021029,733,344,420,468,692,892,864,500,149,5062
202021030,1816,946,932,1293,1607,1474,1415,769,311,10562
202021031,1541,773,521,1003,1291,1089,1033,535,164,7949
202031032,877,485,440,560,687,866,659,294,76,4934
202031033,1091,607,590,656,912,1294,1232,611,297,7289
203011034,1916,886,888,1145,1071,741,660,327,127,7754
203011035,1757,862,830,1117,1183,1173,835,277,65,8111
203011036,1233,729,660,868,900,983,796,342,113,6614
203021037,2575,1813,2618,1954,1680,1547,1410,896,526,15017
203021039,1748,1722,2372,1646,1647,1848,1512,732,277,13504
203021040,3827,2352,3578,3153,2635,2422,1779,973,484,21200
203021042,4410,3756,2782,3031,3070,2772,2312,1437,467,24034
203021043,4035,2340,3167,3096,2811,2294,1893,874,315,20817
203021044,2405,1470,1630,1630,1671,1644,1518,988,320,13272
203021045,2188,1759,2159,1607,1875,1988,1976,1341,561,15462
203021046,2003,1291,1146,1349,1467,1351,1058,580,201,10445
203021047,2443,1710,2290,1842,1944,1767,1907,1285,601,15795
203021485,2154,1286,2448,1569,770,682,566,475,346,10300
203021486,3369,2842,2721,2077,2306,2276,1632,847,247,18325
203021487,4508,3410,3873,3276,2869,2438,2254,1376,756,24763
203021488,1428,1146,1550,1064,1105,1095,908,514,235,9051
203031048,2927,1649,1763,1952,1956,2312,2473,1336,431,16797
203031049,775,467,538,574,745,1147,1218,570,199,6234
203031051,1004,588,627,752,1108,1762,2250,1134,314,9536
203031052,639,360,281,420,546,896,1290,776,297,5519
203031053,5390,2426,2438,3910,3495,2771,2586,1178,421,24607
203031489,2644,1228,1671,1685,1338,1096,1101,447,124,11333
203031490,3821,1814,1685,2567,2531,2582,2662,1215,515,19394
204011054,884,529,553,640,864,1203,1272,661,220,6828
204011055,942,546,526,646,782,1182,1322,683,296,6922
204011056,2918,1837,1914,1821,2131,1975,1645,979,354,15563
204011057,1768,960,995,1156,1253,1731,1659,767,239,10517
204011058,679,383,389,488,549,769,766,383,140,4537
204011059,992,788,791,666,805,949,888,474,217,6569
204011060,827,675,559,543,639,655,484,214,53,4645
204011061,50,25,19,27,45,41,17,10,0,238
204011062,562,367,288,398,566,783,715,399,104,4182
204021063,1507,1045,1114,987,1209,1602,1673,1148,524,10822
204021064,569,312,281,369,520,766,682,242,42,3781
204021065,667,370,386,417,536,614,627,321,115,4047
204021066,3429,2165,2282,2229,2388,2478,2399,1714,795,19882
204021067,1780,902,766,1075,1471,1653,1456,664,156,9925
204031068,798,408,367,596,711,792,806,382,127,4986
204031069,1353,837,890,1041,1217,1390,1293,668,207,8903
204031070,525,326,295,323,483,556,416,212,45,3184
204031071,703,463,417,476,596,792,697,409,190,4745
204031072,962,482,482,620,759,1107,1024,533,217,6196
204031073,3003,1923,1874,1845,1974,1965,1702,807,300,15396
204031075,1063,486,421,611,736,845,629,311,109,5221
204031491,3052,1720,1931,1785,1425,1165,1028,455,213,12778
204031492,2628,1733,2044,1806,1797,1901,1765,1076,335,15082
205011076,4050,2026,2700,2268,2223,2452,2307,1318,432,19773
205011077,1108,690,571,688,875,1134,954,453,116,6585
205011078,1554,859,906,973,1014,1146,1170,547,194,8368
205011079,4269,2547,2986,2661,2828,2872,2653,1634,605,23051
205021080,0,0,0,0,0,0,0,0,0,0
205021081,2698,1638,1807,1580,1787,2010,2117,1477,567,15684
205021082,1388,731,819,862,1093,1421,1264,574,136,8290
205021083,0,0,0,0,0,0,0,0,0,0
205021084,1566,843,828,1017,1223,1792,2344,1212,337,11164
205021085,938,480,519,599,798,1309,1239,647,199,6727
205021086,713,440,420,446,730,1237,1732,966,283,6977
205031087,1362,747,662,882,1155,1663,1830,871,272,9446
205031088,16,13,5,24,22,21,30,13,4,139
205031089,1717,968,1027,1023,1342,1548,1338,634,239,9842
205031090,2093,1117,973,1240,1436,1670,1678,949,347,11502
205031091,2099,1028,1157,1450,1644,2385,2477,1174,396,13799
205031092,0,0,3,0,0,0,0,0,0,16
205031093,4045,2215,2388,2777,3151,4251,4679,2466,821,26792
205041094,2174,1359,1319,1375,1475,1902,1527,659,126,11912
205041095,2795,1846,2140,1823,2071,2399,2320,1329,563,17291
205041096,2497,1628,1780,1504,1766,1968,1756,1055,475,14432
205041098,885,535,568,564,624,740,566,185,40,4707
205041493,2102,1391,1636,1358,1433,1558,1297,832,393,12000
205041494,3199,1860,2348,2221,1936,2055,1855,992,356,16822
205051099,0,0,0,0,3,9,8,0,0,23
205051100,661,503,356,453,694,957,916,324,54,4915
205051101,2727,1561,1643,1640,1661,2145,2090,983,301,14756
205051102,771,474,832,805,610,619,555,220,50,4928
205051103,2805,1687,1869,1785,1900,1899,1800,1098,465,15301
205051104,772,472,466,518,692,1022,1025,475,166,5605
206011106,1227,1386,4230,2507,1351,908,586,367,168,12738
206011107,1829,1706,3608,2425,1691,1295,913,564,283,14318
206011109,1886,1254,1339,1567,1562,1251,735,459,326,10390
206011495,1407,1575,3566,2283,1470,1088,747,522,222,12890
206011496,1218,1522,4052,2372,1417,1053,700,418,228,12983
206011497,1642,1427,2665,2175,1610,1257,892,578,284,12535
206011498,2408,1543,2383,2226,2056,1414,1012,644,346,14031
206021110,1431,1006,1548,1383,1298,1109,702,351,165,8994
206021112,2796,1856,3825,3334,2675,1852,1233,846,497,18919
206021499,2312,1532,2883,2339,2256,1655,1062,706,321,15068
206021500,1489,988,2308,1719,1585,980,624,407,203,10299
206031113,2685,1603,2651,2506,2147,1704,1117,556,228,15191
206031115,1183,1076,2398,1492,1050,819,653,273,123,9065
206031116,2250,1830,3138,2423,2130,1936,1361,752,415,16224
206031501,2570,2265,1946,2095,2505,2079,1383,733,479,16042
206031502,1696,1547,2268,1801,1597,1453,1094,514,220,12191
206041117,886,5112,5593,1813,1042,855,692,449,217,16655
206041118,1207,1813,6036,2890,1397,1204,695,207,42,15493
206041119,289,368,1144,786,552,663,651,324,119,4896
206041120,3,9,36,21,11,3,0,0,0,77
206041121,1559,1116,2550,2138,1334,959,666,296,134,10745
206041124,487,2765,1696,760,446,400,342,245,155,7297
206041125,555,559,1516,995,666,658,701,521,241,6423
206041127,0,0,0,0,0,0,0,0,0,0
206041503,439,2152,3536,1656,805,635,413,174,41,9848
206041504,462,6427,6733,1797,703,419,239,68,17,16870
206041505,531,3751,7163,2368,869,574,291,85,18,15648
206041506,1772,2891,4602,2450,1529,1136,798,338,126,15637
206041507,0,0,0,0,0,0,0,0,0,0
206041508,475,709,2370,1219,613,528,336,171,35,6463
206041509,869,2593,7014,2978,1128,783,526,185,27,16101
206041510,560,1220,2976,1300,648,416,226,84,15,7446
206051128,2108,1427,2568,2478,2285,1997,1609,1062,281,15825
206051129,1950,1214,3198,2760,2363,1745,1031,417,143,14818
206051130,2295,1194,2150,2849,2732,2149,1650,922,244,16192
206051134,1917,1638,4389,2924,2016,1373,934,449,176,15813
206051511,170,222,775,374,218,117,34,15,0,1907
206051512,1343,1015,2422,1993,1670,1374,1001,593,287,11693
206051513,826,993,3916,2396,1462,1176,724,289,75,11857
206051514,1024,1133,3710,2505,1936,1676,1073,525,271,13858
206061135,1189,989,1916,1377,1176,901,896,667,221,9336
206061136,1524,2020,6152,3347,2057,1611,1170,837,400,19119
206061138,1417,1504,1885,1372,1543,1699,1760,1244,517,12953
206061515,586,1482,4486,2018,947,734,552,289,98,11192
206061516,813,1039,3102,1558,1068,943,747,479,197,9939
206071139,733,859,3279,1784,888,692,508,249,97,9088
206071140,896,1104,2148,1112,858,809,732,391,141,8186
206071141,898,847,3348,1752,1030,661,394,189,67,9179
206071142,1067,994,3072,1841,1197,1108,697,324,135,10431
206071143,1563,1288,3163,1964,1549,1247,1042,667,294,12781
206071145,1503,845,2023,1675,1270,1113,894,386,139,9855
206071517,1754,1831,5735,2891,2030,1610,1056,574,210,17671
206071518,1274,1496,4328,2309,1552,1292,944,460,202,13867
207011146,1585,1014,712,1041,1245,1018,694,420,227,7952
207011147,2581,2233,1578,1970,2266,2002,1717,1175,640,16163
207011148,3761,3334,1813,2264,3364,2893,1889,1189,615,21123
207011149,3390,3007,2233,2405,2966,2696,2200,1428,912,21232
207011150,3185,2398,1562,2070,2615,2232,1556,908,312,16829
207011152,2292,2063,3156,2255,1977,1582,1246,787,329,15684
207011154,1165,890,657,807,951,865,608,369,166,6482
207011155,2545,2387,1331,1654,2420,2199,1826,1008,570,15944
207011519,1344,1561,1945,1365,1236,977,825,479,151,9890
207011520,1361,1874,2886,1729,1315,1100,884,562,251,11957
207011521,1735,1837,1375,1211,1610,1488,1195,773,368,11601
207011522,1993,1650,1799,1628,1849,1696,1281,728,418,13039
207021156,1627,1296,1260,1354,1556,1477,1120,1092,514,11289
207021157,3482,2848,3879,3472,2927,2841,2435,2027,909,24814
207021159,2618,1939,1571,2010,2112,2459,2113,1447,696,16966
207021160,2361,1503,1346,1789,2030,1620,1403,1451,693,14191
207021424,2608,1843,1578,2049,2000,2149,1790,1170,480,15672
207021425,3020,1504,1818,2576,1876,1579,1339,1225,518,15454
207031161,3803,2857,2594,3143,3169,2658,1821,1296,761,22106
207031162,1903,1314,1142,1446,1576,1244,1043,789,480,10939
207031163,2825,3758,4879,3067,2762,2197,1665,1019,673,22841
207031164,3097,2376,2498,2507,2541,2138,1599,930,442,18126
207031165,1489,2609,2381,1387,1329,1112,849,718,456,12336
207031166,1461,1341,1592,1360,1367,1183,1015,996,372,10675
207031167,1596,1350,1193,1303,1425,1300,1135,543,315,10166
208011168,2504,1813,752,1329,2400,2078,1698,1026,423,14021
208011169,3540,2659,1795,2383,3440,3248,2829,1920,940,22758
208011170,3188,2090,1151,1936,2667,2149,1606,1085,679,16540
208011171,2531,1352,1359,1965,2037,1331,998,576,285,12439
208011172,3205,2284,1620,2278,2976,2631,1779,1043,394,18200
208011173,2719,1985,1227,1929,2744,2608,2166,1279,709,17358
208021174,4595,3156,2857,3535,3904,2894,1988,1233,728,24896
208021176,2557,2134,4072,2984,2138,1825,1436,925,457,18534
208021177,3960,2931,3963,2998,2424,2139,2239,1053,667,22362
208021178,3127,1999,2236,2429,2439,2030,2078,1079,649,18075
208021179,2026,1289,2003,1717,1615,1327,1085,563,273,11904
208021180,1183,959,1261,1091,1098,856,532,371,214,7563
208021181,1550,1101,1548,1433,1305,1088,752,403,195,9369
208021182,2010,1644,2605,2027,1762,1361,1022,528,171,13128
208021426,3544,2048,1615,2603,2678,1791,1209,723,379,16583
208021427,2721,1500,1533,2165,2119,1629,1220,718,458,14057
208031183,1606,1323,687,1085,1553,1234,758,452,159,8853
208031184,0,0,10,3,3,12,0,0,3,31
208031185,1993,1193,1299,1558,1846,1736,1430,721,252,12032
208031186,2592,1184,2159,2396,2104,1804,1568,919,478,15204
208031187,1053,586,534,830,749,641,543,341,111,5393
208031188,4107,2333,3325,3770,3286,2652,2135,1513,961,24085
208031189,2712,1455,1479,2057,2053,1713,1105,722,261,13563
208031190,2075,1305,1708,1902,2008,1599,1299,889,403,13197
208031191,1744,957,1102,1443,1402,1013,781,478,210,9116
208031192,0,20,3,0,0,0,0,0,0,26
208031193,3845,2457,2247,2926,3450,2672,1958,1082,558,21199
208041194,2979,2600,2974,2598,2802,2295,1926,1417,659,20239
208041195,3502,3172,3231,2777,3027,2496,1921,1144,651,21923
209011196,1622,1278,1364,1217,1328,1045,956,741,269,9831
209011197,3826,2153,2217,3078,2805,2533,2397,1284,524,20807
209011198,2886,1555,2172,2524,2089,1730,1381,1016,674,16039
209011199,2447,1701,3105,2254,1709,1723,1133,514,264,14852
209011200,1912,1492,1696,1762,1675,1620,1274,651,363,12458
209011201,1210,1060,697,819,1133,1199,935,489,201,7740
209011202,3171,1597,1661,2375,2350,2003,1921,1116,349,16539
209011203,3645,2093,2030,2735,2621,1981,1799,1268,558,18733
209011204,1701,914,1302,1409,1200,1020,891,596,204,9236
209021205,1314,2089,1881,1161,1414,1140,653,491,275,10408
209021428,2847,2142,4528,3675,2826,2029,1354,875,432,20711
209021429,2163,1263,2071,2187,1873,1346,897,593,301,12696
209021523,2185,1458,3271,2427,1729,1450,1023,805,442,14795
209021524,1473,1092,1231,1225,1257,1032,1017,992,475,9801
209021525,1874,1422,2409,1881,1580,1310,1074,725,522,12799
209021526,2480,1299,2628,2559,1904,1418,924,569,320,14090
209031209,4436,2947,1896,2908,3710,3388,2686,1161,307,23444
209031210,708,439,353,450,534,527,372,155,26,3554
209031211,763,479,444,544,722,660,429,139,24,4204
209031212,795,667,364,518,794,925,704,271,54,5091
209031213,1674,1313,814,1172,1498,1348,935,464,240,9454
209031214,1311,970,525,794,1157,1088,710,307,67,6935
209031215,2746,2064,1622,1809,2179,2023,1237,551,183,14417
209041216,1089,1269,1121,939,1052,873,556,299,157,7350
209041217,827,692,1035,824,690,701,743,508,172,6186
209041220,2675,2302,2452,2195,2388,2727,1735,707,288,17470
209041221,1769,1343,1709,1472,1360,1736,1212,506,129,11240
209041223,3114,2302,3181,2645,2202,2178,2255,1581,536,19998
209041224,5593,2589,3741,3505,2787,2332,1457,524,106,22627
209041225,2102,1300,1538,1371,1399,1142,1017,527,251,10661
209041431,2454,1609,1972,1824,1649,1638,1064,587,347,13144
209041432,1308,1004,1315,1147,982,999,861,411,170,8204
209041433,3214,1427,1955,2433,1430,930,533,172,47,12143
209041435,2961,1830,1489,2250,1995,1180,629,215,45,12595
209041436,2254,1670,1805,1716,1786,1341,903,576,335,12392
209041437,7106,2427,5190,5239,2036,1253,854,253,48,24407
209041527,4359,2061,1851,2916,2345,1283,1001,418,63,16299
209041528,2889,1051,1878,2104,1127,717,501,178,21,10471
209041529,1610,1170,1568,1407,1137,1040,987,739,293,9947
209041530,2688,1618,1965,1981,1637,1312,1146,813,350,13513
209041531,2995,1133,1813,2289,1229,816,742,352,51,11427
209041532,3301,1339,2039,2469,1395,769,449,154,29,11940
210011226,1349,742,1281,1273,1028,892,770,562,265,8173
210011227,0,0,3,4,6,0,0,0,0,13
210011228,1424,943,847,987,1154,1094,1068,751,285,8548
210011230,1331,960,884,1047,1185,898,611,337,216,7460
210011231,1893,1403,910,1292,1585,1281,988,462,213,10031
210011533,1977,1175,1376,1659,1510,1373,1424,1280,607,12388
210011534,2640,1611,1638,1950,2139,1650,1479,1452,514,15073
210021232,3173,1640,1127,2061,2130,1763,1326,742,254,14222
210021233,727,329,197,450,554,525,500,205,34,3523
210021234,861,550,396,546,695,661,493,223,33,4457
210021235,2109,1176,1299,1320,1568,1499,1169,532,99,10765
210031236,1493,859,1358,1475,1204,808,489,408,337,8425
210031237,2972,1710,2307,2097,1478,1243,888,781,520,14002
210031439,600,390,368,432,489,319,228,204,71,3111
